fold,selected_structure,n_train,n_test,macro_f1,macro_precision,macro_recall,coverage,covered_accuracy
0,e003__kmeans_k40,3061,766,0.04984159989786845,0.08722527472527472,0.036782448320909863,0.1031331592689295,0.6455696202531646
1,e003__kmeans_k40,3061,766,0.04775285866370514,0.08461538461538462,0.03386229155459925,0.1370757180156658,0.5428571428571428
2,e002__kmeans_k40,3062,765,0.05452106910826862,0.08771816418875242,0.042215679057784325,0.07973856209150326,0.7540983606557377
3,e003__kmeans_k40,3062,765,0.04788298931523707,0.08385308385308385,0.034299910615700084,0.08104575163398693,0.5967741935483871
4,e003__kmeans_k40,3062,765,0.038667756735650136,0.08821678321678322,0.027826120586301586,0.0915032679738562,0.6428571428571429
