target,blocks,na_policy,scaling,n_neighbors,min_dist,min_cluster_size,seed,n_genes,n_features,n_clusters,noise_frac,n_excluded,excluded,mean_f1,best_f1,best_label,n_labels_scored,n_labels_recovered
attention_depth,expression_raw+fitness_screens+interactions,median,rank,15,0.25,25,42,3000,30,7,0.10533333333333333,1,attention_depth,0.2817477920391901,0.334855403348554,incidental,3,0
attention_depth,expression_raw+fitness_screens+published_screens,median,rank,15,0.25,25,42,3000,38,3,0.08866666666666667,1,attention_depth,0.2817382152666775,0.3590852904820766,incidental,3,0
attention_depth,expression_raw+fitness_screens+protein_features,median,rank,50,0.0,60,42,3000,39,4,0.11766666666666667,1,attention_depth,0.28168444418049743,0.3523859465128474,incidental,3,0
attention_depth,expression_summary+fitness_screens+protein_features,median,rank,15,0.25,60,42,3000,25,4,0.294,1,attention_depth,0.2816512099561905,0.3456937799043062,incidental,3,0
attention_depth,expression_raw+fitness_screens+interactions,median,rank,50,0.25,25,42,3000,30,6,0.118,1,attention_depth,0.281546292004444,0.3352127114300359,incidental,3,0
attention_depth,expression_raw+fitness_screens+interactions,median,rank,50,0.0,60,42,3000,30,6,0.04,1,attention_depth,0.2815245531206242,0.3376748673420164,incidental,3,0
attention_depth,expression_raw+published_screens+protein_features,median,rank,15,0.25,25,42,3000,43,9,0.197,1,attention_depth,0.28150571805533814,0.35233692860811505,incidental,3,0
attention_depth,expression_summary+interactions,median,rank,50,0.25,25,42,3000,8,3,0.0003333333333333333,1,attention_depth,0.28145549273449616,0.3448069440287339,incidental,3,0
attention_depth,fitness_screens+interactions,median,rank,50,0.25,60,42,3000,12,4,0.11466666666666667,1,attention_depth,0.2813598725730467,0.3383266350018268,incidental,3,0
attention_depth,expression_raw+fitness_screens+interactions,median,rank,15,0.0,25,42,3000,30,8,0.035666666666666666,1,attention_depth,0.2812786494735551,0.3391757460918996,incidental,3,0
attention_depth,expression_summary+expression_raw+protein_features,median,rank,50,0.0,25,42,3000,35,11,0.042666666666666665,1,attention_depth,0.2812082206351612,0.33659491193737767,incidental,3,0
attention_depth,expression_raw+fitness_screens+protein_features,median,rank,50,0.25,25,42,3000,39,6,0.16466666666666666,1,attention_depth,0.281202529355238,0.35108065366367947,incidental,3,0
attention_depth,expression_summary+interactions,median,rank,15,0.25,60,42,3000,8,3,0.0,1,attention_depth,0.28110632880207037,0.3445176752546435,incidental,3,0
attention_depth,expression_summary+interactions,median,rank,15,0.25,25,42,3000,8,3,0.0,1,attention_depth,0.28110632880207037,0.3445176752546435,incidental,3,0
attention_depth,expression_summary+expression_raw+interactions,median,rank,50,0.0,25,42,3000,26,16,0.117,1,attention_depth,0.28075978025345844,0.3205128205128205,incidental,3,0
