category,precision,recall,f1,f1_sd,support
M,0.6200464396284829,0.2310823311748381,0.33623501498501496,0.07579039777464182,234
C,0.5895370370370371,0.24245283018867925,0.33446014169403215,0.10945755773216705,264
S,0.25757575757575757,0.046453900709219856,0.07687135042104616,0.0652066325669218,237
G1b,0.08,0.021052631578947368,0.03333333333333333,0.04564354645876384,94
G1a,0.0,0.0,0.0,0.0,44
