structure_id,embedding_id,feature_set,n_slots,n_features,n_neighbors,min_dist,embedding_seconds,algorithm,min_cluster_size,min_samples,selection_method,n_clusters,noise_fraction
e031__hdb_mcs20_ms0_eom,e031,non_transcription,28,55,120,0.0,380.84703159332275,hdbscan,20.0,,eom,45,0.29533169533169534
e031__hdb_mcs20_ms0_leaf,e031,non_transcription,28,55,120,0.0,380.84703159332275,hdbscan,20.0,,leaf,62,0.492014742014742
e031__hdb_mcs20_ms10_eom,e031,non_transcription,28,55,120,0.0,380.84703159332275,hdbscan,20.0,10.0,eom,51,0.2565110565110565
e031__hdb_mcs20_ms10_leaf,e031,non_transcription,28,55,120,0.0,380.84703159332275,hdbscan,20.0,10.0,leaf,71,0.4412776412776413
e031__hdb_mcs50_ms0_eom,e031,non_transcription,28,55,120,0.0,380.84703159332275,hdbscan,50.0,,eom,12,0.1
e031__hdb_mcs50_ms0_leaf,e031,non_transcription,28,55,120,0.0,380.84703159332275,hdbscan,50.0,,leaf,35,0.44680589680589683
e031__hdb_mcs50_ms10_eom,e031,non_transcription,28,55,120,0.0,380.84703159332275,hdbscan,50.0,10.0,eom,35,0.26597051597051596
e031__hdb_mcs50_ms10_leaf,e031,non_transcription,28,55,120,0.0,380.84703159332275,hdbscan,50.0,10.0,leaf,43,0.36068796068796066
e031__hdb_mcs100_ms0_eom,e031,non_transcription,28,55,120,0.0,380.84703159332275,hdbscan,100.0,,eom,2,0.0
e031__hdb_mcs100_ms0_leaf,e031,non_transcription,28,55,120,0.0,380.84703159332275,hdbscan,100.0,,leaf,16,0.45184275184275186
e031__hdb_mcs100_ms10_eom,e031,non_transcription,28,55,120,0.0,380.84703159332275,hdbscan,100.0,10.0,eom,10,0.05675675675675676
e031__hdb_mcs100_ms10_leaf,e031,non_transcription,28,55,120,0.0,380.84703159332275,hdbscan,100.0,10.0,leaf,27,0.3355036855036855
e031__hdb_mcs200_ms0_eom,e031,non_transcription,28,55,120,0.0,380.84703159332275,hdbscan,200.0,,eom,2,0.0
e031__hdb_mcs200_ms0_leaf,e031,non_transcription,28,55,120,0.0,380.84703159332275,hdbscan,200.0,,leaf,8,0.34705159705159705
e031__hdb_mcs200_ms10_eom,e031,non_transcription,28,55,120,0.0,380.84703159332275,hdbscan,200.0,10.0,eom,7,0.05638820638820639
e031__hdb_mcs200_ms10_leaf,e031,non_transcription,28,55,120,0.0,380.84703159332275,hdbscan,200.0,10.0,leaf,14,0.3364864864864865
e031__kmeans_k20,e031,non_transcription,28,55,120,0.0,380.84703159332275,kmeans,,,,20,0.0
e031__kmeans_k40,e031,non_transcription,28,55,120,0.0,380.84703159332275,kmeans,,,,40,0.0
e031__kmeans_k80,e031,non_transcription,28,55,120,0.0,380.84703159332275,kmeans,,,,80,0.0
e032__hdb_mcs20_ms0_eom,e032,non_transcription,28,55,120,0.2,390.5038902759552,hdbscan,20.0,,eom,11,0.04742014742014742
e032__hdb_mcs20_ms0_leaf,e032,non_transcription,28,55,120,0.2,390.5038902759552,hdbscan,20.0,,leaf,51,0.5777641277641278
e032__hdb_mcs20_ms10_eom,e032,non_transcription,28,55,120,0.2,390.5038902759552,hdbscan,20.0,10.0,eom,11,0.036732186732186735
e032__hdb_mcs20_ms10_leaf,e032,non_transcription,28,55,120,0.2,390.5038902759552,hdbscan,20.0,10.0,leaf,60,0.5164619164619164
e032__hdb_mcs50_ms0_eom,e032,non_transcription,28,55,120,0.2,390.5038902759552,hdbscan,50.0,,eom,7,0.11695331695331695
e032__hdb_mcs50_ms0_leaf,e032,non_transcription,28,55,120,0.2,390.5038902759552,hdbscan,50.0,,leaf,27,0.5396805896805896
e032__hdb_mcs50_ms10_eom,e032,non_transcription,28,55,120,0.2,390.5038902759552,hdbscan,50.0,10.0,eom,8,0.03562653562653563
e032__hdb_mcs50_ms10_leaf,e032,non_transcription,28,55,120,0.2,390.5038902759552,hdbscan,50.0,10.0,leaf,37,0.47714987714987717
e032__hdb_mcs100_ms0_eom,e032,non_transcription,28,55,120,0.2,390.5038902759552,hdbscan,100.0,,eom,2,0.022604422604422605
e032__hdb_mcs100_ms0_leaf,e032,non_transcription,28,55,120,0.2,390.5038902759552,hdbscan,100.0,,leaf,14,0.6082309582309582
e032__hdb_mcs100_ms10_eom,e032,non_transcription,28,55,120,0.2,390.5038902759552,hdbscan,100.0,10.0,eom,6,0.027395577395577395
e032__hdb_mcs100_ms10_leaf,e032,non_transcription,28,55,120,0.2,390.5038902759552,hdbscan,100.0,10.0,leaf,21,0.4457002457002457
e032__hdb_mcs200_ms0_eom,e032,non_transcription,28,55,120,0.2,390.5038902759552,hdbscan,200.0,,eom,2,0.03943488943488944
e032__hdb_mcs200_ms0_leaf,e032,non_transcription,28,55,120,0.2,390.5038902759552,hdbscan,200.0,,leaf,4,0.6253071253071253
e032__hdb_mcs200_ms10_eom,e032,non_transcription,28,55,120,0.2,390.5038902759552,hdbscan,200.0,10.0,eom,6,0.027395577395577395
e032__hdb_mcs200_ms10_leaf,e032,non_transcription,28,55,120,0.2,390.5038902759552,hdbscan,200.0,10.0,leaf,14,0.44066339066339066
e032__kmeans_k20,e032,non_transcription,28,55,120,0.2,390.5038902759552,kmeans,,,,20,0.0
e032__kmeans_k40,e032,non_transcription,28,55,120,0.2,390.5038902759552,kmeans,,,,40,0.0
e032__kmeans_k80,e032,non_transcription,28,55,120,0.2,390.5038902759552,kmeans,,,,80,0.0
