fold,selected_structure,category,precision,recall,f1,support
2,e001__hdb_mcs20_ms10_leaf,40S ribosome,0.0,0.0,0.0,5
2,e001__hdb_mcs20_ms10_leaf,60S ribosome,0.0,0.0,0.0,8
2,e001__hdb_mcs20_ms10_leaf,ER,0.0,0.0,0.0,50
2,e001__hdb_mcs20_ms10_leaf,ER 2,0.0,0.0,0.0,3
2,e001__hdb_mcs20_ms10_leaf,Golgi,0.0,0.0,0.0,31
2,e001__hdb_mcs20_ms10_leaf,IMC,0.0,0.0,0.0,19
2,e001__hdb_mcs20_ms10_leaf,PM - integral,0.0,0.0,0.0,27
2,e001__hdb_mcs20_ms10_leaf,PM - peripheral 1,1.0,0.4,0.5714285714285714,10
2,e001__hdb_mcs20_ms10_leaf,PM - peripheral 2,0.0,0.0,0.0,9
2,e001__hdb_mcs20_ms10_leaf,apical 1,0.0,0.0,0.0,12
2,e001__hdb_mcs20_ms10_leaf,apical 2,0.0,0.0,0.0,3
2,e001__hdb_mcs20_ms10_leaf,apicoplast,0.0,0.0,0.0,33
2,e001__hdb_mcs20_ms10_leaf,cytosol,0.0,0.0,0.0,119
2,e001__hdb_mcs20_ms10_leaf,dense granules,0.625,0.2631578947368421,0.37037037037037035,38
2,e001__hdb_mcs20_ms10_leaf,endomembrane vesicles,0.0,0.0,0.0,7
2,e001__hdb_mcs20_ms10_leaf,micronemes,0.0,0.0,0.0,12
2,e001__hdb_mcs20_ms10_leaf,mitochondrion - membranes,0.0,0.0,0.0,38
2,e001__hdb_mcs20_ms10_leaf,mitochondrion - soluble,0.0,0.0,0.0,55
2,e001__hdb_mcs20_ms10_leaf,nucleolus,0.0,0.0,0.0,7
2,e001__hdb_mcs20_ms10_leaf,nucleus - chromatin,0.7222222222222222,0.16883116883116883,0.2736842105263158,154
2,e001__hdb_mcs20_ms10_leaf,nucleus - non-chromatin,0.0,0.0,0.0,92
2,e001__hdb_mcs20_ms10_leaf,rhoptries 1,0.0,0.0,0.0,14
2,e001__hdb_mcs20_ms10_leaf,rhoptries 2,0.0,0.0,0.0,11
2,e001__hdb_mcs20_ms10_leaf,tubulin cytoskeleton,0.0,0.0,0.0,2
3,e005__hdb_mcs20_ms10_leaf,19S proteasome,0.0,0.0,0.0,3
3,e005__hdb_mcs20_ms10_leaf,20S proteasome,0.0,0.0,0.0,3
3,e005__hdb_mcs20_ms10_leaf,40S ribosome,0.0,0.0,0.0,6
3,e005__hdb_mcs20_ms10_leaf,60S ribosome,0.0,0.0,0.0,8
3,e005__hdb_mcs20_ms10_leaf,ER,0.0,0.0,0.0,50
3,e005__hdb_mcs20_ms10_leaf,ER 2,0.0,0.0,0.0,4
3,e005__hdb_mcs20_ms10_leaf,Golgi,0.0,0.0,0.0,30
3,e005__hdb_mcs20_ms10_leaf,IMC,0.0,0.0,0.0,19
3,e005__hdb_mcs20_ms10_leaf,PM - integral,0.0,0.0,0.0,27
3,e005__hdb_mcs20_ms10_leaf,PM - peripheral 1,1.0,0.5,0.6666666666666666,10
3,e005__hdb_mcs20_ms10_leaf,PM - peripheral 2,0.0,0.0,0.0,9
3,e005__hdb_mcs20_ms10_leaf,apical 1,0.0,0.0,0.0,12
3,e005__hdb_mcs20_ms10_leaf,apical 2,0.0,0.0,0.0,3
3,e005__hdb_mcs20_ms10_leaf,apicoplast,0.0,0.0,0.0,34
3,e005__hdb_mcs20_ms10_leaf,cytosol,0.0,0.0,0.0,120
3,e005__hdb_mcs20_ms10_leaf,dense granules,0.7857142857142857,0.2894736842105263,0.4230769230769231,38
3,e005__hdb_mcs20_ms10_leaf,endomembrane vesicles,0.0,0.0,0.0,7
3,e005__hdb_mcs20_ms10_leaf,micronemes,0.0,0.0,0.0,11
3,e005__hdb_mcs20_ms10_leaf,mitochondrion - membranes,0.0,0.0,0.0,38
3,e005__hdb_mcs20_ms10_leaf,mitochondrion - soluble,0.0,0.0,0.0,55
3,e005__hdb_mcs20_ms10_leaf,nucleolus,0.0,0.0,0.0,7
3,e005__hdb_mcs20_ms10_leaf,nucleus - chromatin,0.5,0.07792207792207792,0.1348314606741573,154
3,e005__hdb_mcs20_ms10_leaf,nucleus - non-chromatin,0.0,0.0,0.0,92
3,e005__hdb_mcs20_ms10_leaf,rhoptries 1,0.0,0.0,0.0,14
3,e005__hdb_mcs20_ms10_leaf,rhoptries 2,0.0,0.0,0.0,10
3,e005__hdb_mcs20_ms10_leaf,tubulin cytoskeleton,0.0,0.0,0.0,1
4,e005__hdb_mcs20_ms10_leaf,19S proteasome,0.0,0.0,0.0,3
4,e005__hdb_mcs20_ms10_leaf,20S proteasome,0.0,0.0,0.0,3
4,e005__hdb_mcs20_ms10_leaf,40S ribosome,0.0,0.0,0.0,6
4,e005__hdb_mcs20_ms10_leaf,60S ribosome,0.0,0.0,0.0,8
4,e005__hdb_mcs20_ms10_leaf,ER,0.0,0.0,0.0,50
4,e005__hdb_mcs20_ms10_leaf,ER 2,0.0,0.0,0.0,4
4,e005__hdb_mcs20_ms10_leaf,Golgi,0.0,0.0,0.0,30
4,e005__hdb_mcs20_ms10_leaf,IMC,0.0,0.0,0.0,20
4,e005__hdb_mcs20_ms10_leaf,PM - integral,0.0,0.0,0.0,27
4,e005__hdb_mcs20_ms10_leaf,PM - peripheral 1,1.0,0.1111111111111111,0.2,9
4,e005__hdb_mcs20_ms10_leaf,PM - peripheral 2,0.0,0.0,0.0,9
4,e005__hdb_mcs20_ms10_leaf,apical 1,0.0,0.0,0.0,11
4,e005__hdb_mcs20_ms10_leaf,apical 2,0.0,0.0,0.0,3
4,e005__hdb_mcs20_ms10_leaf,apicoplast,0.0,0.0,0.0,34
4,e005__hdb_mcs20_ms10_leaf,cytosol,0.3,0.025,0.046153846153846156,120
4,e005__hdb_mcs20_ms10_leaf,dense granules,0.6521739130434783,0.38461538461538464,0.4838709677419355,39
4,e005__hdb_mcs20_ms10_leaf,endomembrane vesicles,0.0,0.0,0.0,7
4,e005__hdb_mcs20_ms10_leaf,micronemes,0.0,0.0,0.0,11
4,e005__hdb_mcs20_ms10_leaf,mitochondrion - membranes,0.0,0.0,0.0,39
4,e005__hdb_mcs20_ms10_leaf,mitochondrion - soluble,0.0,0.0,0.0,55
4,e005__hdb_mcs20_ms10_leaf,nucleolus,0.0,0.0,0.0,6
4,e005__hdb_mcs20_ms10_leaf,nucleus - chromatin,0.5925925925925926,0.10457516339869281,0.17777777777777778,153
4,e005__hdb_mcs20_ms10_leaf,nucleus - non-chromatin,0.0,0.0,0.0,92
4,e005__hdb_mcs20_ms10_leaf,rhoptries 1,0.0,0.0,0.0,14
4,e005__hdb_mcs20_ms10_leaf,rhoptries 2,0.42857142857142855,0.3,0.35294117647058826,10
4,e005__hdb_mcs20_ms10_leaf,tubulin cytoskeleton,0.0,0.0,0.0,2
