gene_id,proposed,cluster,cluster_training_support,cluster_training_probability,evidence_status,nested_cv_precision,nested_cv_recall,nested_cv_f1
TGME49_294820,nucleus - chromatin,18,51,0.6219512195121951,inferred_from_held_out_structure,0.5739748677248677,0.12091503267973855,0.1987157887642699
TGME49_295610,nucleus - chromatin,41,34,0.6181818181818182,inferred_from_held_out_structure,0.5739748677248677,0.12091503267973855,0.1987157887642699
TGME49_311625,nucleus - chromatin,41,34,0.6181818181818182,inferred_from_held_out_structure,0.5739748677248677,0.12091503267973855,0.1987157887642699
TGME49_295658,nucleus - chromatin,18,51,0.6219512195121951,inferred_from_held_out_structure,0.5739748677248677,0.12091503267973855,0.1987157887642699
TGME49_270720,nucleus - chromatin,41,34,0.6181818181818182,inferred_from_held_out_structure,0.5739748677248677,0.12091503267973855,0.1987157887642699
TGME49_280390,nucleus - chromatin,18,51,0.6219512195121951,inferred_from_held_out_structure,0.5739748677248677,0.12091503267973855,0.1987157887642699
TGME49_268010,nucleus - chromatin,41,34,0.6181818181818182,inferred_from_held_out_structure,0.5739748677248677,0.12091503267973855,0.1987157887642699
TGME49_297210,nucleus - chromatin,41,34,0.6181818181818182,inferred_from_held_out_structure,0.5739748677248677,0.12091503267973855,0.1987157887642699
TGME49_267855,nucleus - chromatin,18,51,0.6219512195121951,inferred_from_held_out_structure,0.5739748677248677,0.12091503267973855,0.1987157887642699
TGME49_229260,nucleus - chromatin,18,51,0.6219512195121951,inferred_from_held_out_structure,0.5739748677248677,0.12091503267973855,0.1987157887642699
TGME49_216430,nucleus - chromatin,18,51,0.6219512195121951,inferred_from_held_out_structure,0.5739748677248677,0.12091503267973855,0.1987157887642699
TGME49_215080,nucleus - chromatin,41,34,0.6181818181818182,inferred_from_held_out_structure,0.5739748677248677,0.12091503267973855,0.1987157887642699
TGME49_204100,nucleus - chromatin,41,34,0.6181818181818182,inferred_from_held_out_structure,0.5739748677248677,0.12091503267973855,0.1987157887642699
TGME49_221720,nucleus - chromatin,41,34,0.6181818181818182,inferred_from_held_out_structure,0.5739748677248677,0.12091503267973855,0.1987157887642699
TGME49_277940,nucleus - chromatin,41,34,0.6181818181818182,inferred_from_held_out_structure,0.5739748677248677,0.12091503267973855,0.1987157887642699
TGME49_319610,nucleus - chromatin,18,51,0.6219512195121951,inferred_from_held_out_structure,0.5739748677248677,0.12091503267973855,0.1987157887642699
TGME49_242260,nucleus - chromatin,41,34,0.6181818181818182,inferred_from_held_out_structure,0.5739748677248677,0.12091503267973855,0.1987157887642699
TGME49_285780,nucleus - chromatin,41,34,0.6181818181818182,inferred_from_held_out_structure,0.5739748677248677,0.12091503267973855,0.1987157887642699
TGME49_213325,nucleus - chromatin,41,34,0.6181818181818182,inferred_from_held_out_structure,0.5739748677248677,0.12091503267973855,0.1987157887642699
TGME49_272475,nucleus - chromatin,41,34,0.6181818181818182,inferred_from_held_out_structure,0.5739748677248677,0.12091503267973855,0.1987157887642699
TGME49_237860,nucleus - chromatin,41,34,0.6181818181818182,inferred_from_held_out_structure,0.5739748677248677,0.12091503267973855,0.1987157887642699
TGME49_294860,nucleus - chromatin,41,34,0.6181818181818182,inferred_from_held_out_structure,0.5739748677248677,0.12091503267973855,0.1987157887642699
TGME49_244130,nucleus - chromatin,18,51,0.6219512195121951,inferred_from_held_out_structure,0.5739748677248677,0.12091503267973855,0.1987157887642699
