category,precision,recall,f1,f1_sd,support
M,0.6925250626566416,0.22645698427382052,0.337344713056288,0.04911610932455417,234
C,0.443968015992004,0.1588534107402032,0.22757125509692058,0.1015046899701343,264
S,0.3931135531135531,0.06746453900709219,0.11194619588062212,0.03521797914060367,237
G1b,0.0,0.0,0.0,0.0,94
G1a,0.0,0.0,0.0,0.0,44
