fold,selected_structure,n_train,n_test,macro_f1,macro_precision,macro_recall,coverage,covered_accuracy
0,e007__kmeans_k40,698,175,0.16173176417078858,0.3356079854809438,0.11569650742673625,0.3028571428571429,0.5471698113207547
1,e006__kmeans_k40,698,175,0.13395784543325526,0.3053571428571428,0.08695303091128062,0.22857142857142856,0.525
2,e007__kmeans_k40,698,175,0.13377301815332376,0.3269565217391304,0.08879967884383781,0.24571428571428572,0.5116279069767442
3,e001__kmeans_k40,699,174,0.12005602240896358,0.31333333333333335,0.07445310363686082,0.21264367816091953,0.4864864864864865
4,e008__kmeans_k40,699,174,0.12734351386749954,0.24835164835164836,0.08687261320240044,0.28160919540229884,0.42857142857142855
