gene_id	gene_name
TGGT1_215460	N/A
TGGT1_215470	N/A
TGGT1_215480	N/A
TGGT1_215490	N/A
TGGT1_215500	N/A
TGGT1_215510	N/A
TGGT1_215520	N/A
TGGT1_215530	N/A
TGGT1_215540	N/A
TGGT1_215550	N/A
TGGT1_215560	N/A
TGGT1_215570	N/A
TGGT1_215580	N/A
TGGT1_215590	N/A
TGGT1_215600	N/A
TGGT1_215610	N/A
TGGT1_215620	N/A
TGGT1_215640	N/A
TGGT1_215650	N/A
TGGT1_215660	N/A
TGGT1_215670	N/A
TGGT1_215680	SAG2E
TGGT1_215690	N/A
TGGT1_215700	N/A
TGGT1_215710	N/A
TGGT1_215730	N/A
TGGT1_215740	N/A
TGGT1_215750	N/A
TGGT1_215775	N/A
TGGT1_215885	N/A
TGGT1_215890	N/A
TGGT1_215895	N/A
TGGT1_215900	N/A
TGGT1_215910	N/A
TGGT1_215920	N/A
TGGT1_215930	N/A
TGGT1_215940	N/A
TGGT1_215950	N/A
TGGT1_215955	N/A
TGGT1_215960	N/A
TGGT1_215970	N/A
TGGT1_215980	N/A
TGGT1_215990	N/A
TGGT1_216000	N/A
TGGT1_216010	N/A
TGGT1_216020	N/A
TGGT1_216030A	N/A
TGGT1_216030B	N/A
TGGT1_216040	N/A
TGGT1_216050	N/A
TGGT1_216053	N/A
TGGT1_216055	N/A
TGGT1_216060	N/A
TGGT1_216070	N/A
TGGT1_216080	N/A
TGGT1_216090	N/A
TGGT1_216120	N/A
TGGT1_216130	N/A
TGGT1_216140	N/A
TGGT1_216150	N/A
TGGT1_216155	N/A
TGGT1_216160	N/A
TGGT1_216170	N/A
TGGT1_216180	N/A
TGGT1_216190	N/A
TGGT1_216200	N/A
TGGT1_216210	N/A
TGGT1_216220	N/A
TGGT1_216230	N/A
TGGT1_216240	N/A
TGGT1_216250	N/A
TGGT1_216260	N/A
TGGT1_216270	N/A
TGGT1_216275	N/A
TGGT1_216280	N/A
TGGT1_216285	N/A
TGGT1_216290A	N/A
TGGT1_216290B	N/A
TGGT1_216335	N/A
TGGT1_216370	N/A
TGGT1_216375	N/A
TGGT1_216380	N/A
TGGT1_216390	N/A
TGGT1_216400	N/A
TGGT1_216410	N/A
TGGT1_216415	N/A
TGGT1_216420	N/A
TGGT1_216430	N/A
TGGT1_216435	N/A
TGGT1_216440	N/A
TGGT1_216450	N/A
TGGT1_216460	N/A
TGGT1_216470	N/A
TGGT1_216480	N/A
TGGT1_216490	N/A
TGGT1_216500	N/A
TGGT1_216510	N/A
TGGT1_216530	N/A
TGGT1_216540	N/A
TGGT1_216560	N/A
TGGT1_216580	N/A
TGGT1_216585	N/A
TGGT1_216590	N/A
TGGT1_216600	N/A
TGGT1_216610	N/A
TGGT1_216620	N/A
TGGT1_216630	N/A
TGGT1_216640	N/A
TGGT1_216650	N/A
TGGT1_216660	N/A
TGGT1_216670	N/A
TGGT1_216680	N/A
TGGT1_216700	N/A
TGGT1_216710	N/A
TGGT1_216720	N/A
TGGT1_216730	N/A
TGGT1_216740A	N/A
TGGT1_216740B	N/A
TGGT1_216750	N/A
TGGT1_216760	N/A
TGGT1_216770	N/A
TGGT1_216780	N/A
TGGT1_216785	N/A
TGGT1_216790	N/A
TGGT1_216800	N/A
TGGT1_216810	N/A
TGGT1_216820	N/A
TGGT1_216830	N/A
TGGT1_216840	N/A
TGGT1_216850	N/A
TGGT1_216860	N/A
TGGT1_216870	N/A
TGGT1_216875	N/A
TGGT1_216880	N/A
TGGT1_216890	N/A
TGGT1_216900	N/A
TGGT1_216910	N/A
TGGT1_216920	N/A
TGGT1_216930	N/A
TGGT1_216940	N/A
TGGT1_216950	N/A
TGGT1_216960	N/A
TGGT1_216965	N/A
TGGT1_216970	N/A
TGGT1_216980	N/A
TGGT1_216990	N/A
TGGT1_217000	N/A
TGGT1_217010	N/A
TGGT1_217020	N/A
TGGT1_217030	N/A
TGGT1_217040	N/A
TGGT1_217050	N/A
TGGT1_217160	N/A
TGGT1_217170	N/A
TGGT1_217178	N/A
TGGT1_217182	N/A
TGGT1_217220	N/A
TGGT1_217340	N/A
TGGT1_217350	N/A
TGGT1_217360	N/A
TGGT1_217370	N/A
TGGT1_217380	N/A
TGGT1_217390	N/A
TGGT1_217400	N/A
TGGT1_217410	N/A
TGGT1_217420	N/A
TGGT1_217430	N/A
TGGT1_217440	N/A
TGGT1_217450	N/A
TGGT1_217460	N/A
TGGT1_217470	N/A
TGGT1_217480	N/A
TGGT1_217490	N/A
TGGT1_217500	N/A
TGGT1_217510	N/A
TGGT1_217520	N/A
TGGT1_217530	N/A
TGGT1_217540	N/A
TGGT1_217550	N/A
TGGT1_217555	N/A
TGGT1_217560	N/A
TGGT1_217570	N/A
TGGT1_217580	N/A
TGGT1_217590	N/A
TGGT1_217600	N/A
TGGT1_217610	N/A
TGGT1_217620	N/A
TGGT1_217630	N/A
TGGT1_217640	N/A
TGGT1_217650	N/A
TGGT1_217660	N/A
TGGT1_217665	N/A
TGGT1_217670	N/A
TGGT1_217680	N/A
TGGT1_217688	N/A
TGGT1_217692	N/A
TGGT1_217700	N/A
TGGT1_217710	N/A
TGGT1_217720	N/A
TGGT1_217722	N/A
TGGT1_217724	N/A
TGGT1_217726	N/A
TGGT1_217728	N/A
TGGT1_217730	N/A
TGGT1_217740	N/A
TGGT1_217750	N/A
TGGT1_217760	N/A
TGGT1_217770	N/A
TGGT1_217780	N/A
TGGT1_217790	N/A
TGGT1_217800	N/A
TGGT1_217810	N/A
TGGT1_217820	N/A
TGGT1_217830	N/A
TGGT1_217850	N/A
TGGT1_217855	N/A
TGGT1_217860	N/A
TGGT1_217870	N/A
TGGT1_217875	N/A
TGGT1_217880	N/A
TGGT1_217890	N/A
TGGT1_217900	N/A
TGGT1_217910	N/A
TGGT1_217915	N/A
TGGT1_217920	N/A
TGGT1_217930	N/A
TGGT1_217940	N/A
TGGT1_217951	N/A
TGGT1_217961	N/A
TGGT1_218000	N/A
TGGT1_218070	N/A
TGGT1_218192	N/A
TGGT1_218195	N/A
TGGT1_218200	N/A
TGGT1_218210	N/A
TGGT1_218215	N/A
TGGT1_218220	N/A
TGGT1_218230	N/A
TGGT1_218240	N/A
TGGT1_218250	N/A
TGGT1_218260	N/A
TGGT1_218270	N/A
TGGT1_218280	N/A
TGGT1_218290	N/A
TGGT1_218300	N/A
TGGT1_218310	N/A
TGGT1_218340	N/A
TGGT1_218350	N/A
TGGT1_218358	N/A
TGGT1_218362	N/A
TGGT1_218370	N/A
TGGT1_218390	N/A
TGGT1_218400	N/A
TGGT1_218410	N/A
TGGT1_218420	N/A
TGGT1_218450	N/A
TGGT1_218460	N/A
TGGT1_218470	N/A
TGGT1_218490	N/A
TGGT1_218500	N/A
TGGT1_218510	N/A
TGGT1_218520	N/A
TGGT1_218530	N/A
TGGT1_218540	N/A
TGGT1_218550	N/A
TGGT1_218560	N/A
TGGT1_218570	N/A
TGGT1_218580	N/A
TGGT1_218590	N/A
TGGT1_218600	N/A
TGGT1_218610	N/A
TGGT1_218720	N/A
TGGT1_218730	N/A
TGGT1_218740	N/A
TGGT1_218750	N/A
TGGT1_218760	N/A
TGGT1_218770	N/A
TGGT1_218780	N/A
TGGT1_218790	N/A
TGGT1_218800	N/A
TGGT1_218810	N/A
TGGT1_218820	N/A
TGGT1_218830	N/A
TGGT1_218840	N/A
TGGT1_218850	N/A
TGGT1_218860	N/A
TGGT1_218870	N/A
TGGT1_218880	N/A
TGGT1_218890	N/A
TGGT1_218900	N/A
TGGT1_218910	N/A
TGGT1_218920	N/A
TGGT1_218930	N/A
TGGT1_218940	N/A
TGGT1_218950	N/A
TGGT1_218955	N/A
TGGT1_218960	N/A
TGGT1_219070	N/A
TGGT1_219080	N/A
TGGT1_219100	N/A
TGGT1_219110	N/A
TGGT1_219120	N/A
TGGT1_219125	N/A
TGGT1_219130	N/A
TGGT1_219140	N/A
TGGT1_219150	N/A
TGGT1_219160	N/A
TGGT1_219170	N/A
TGGT1_219175	N/A
TGGT1_219180	N/A
TGGT1_219190	N/A
TGGT1_219200	N/A
TGGT1_219210	N/A
TGGT1_219218	N/A
TGGT1_219222	N/A
TGGT1_219230	N/A
TGGT1_219240	N/A
TGGT1_219250	N/A
TGGT1_219260A	N/A
TGGT1_219260B	N/A
TGGT1_219270	N/A
TGGT1_219280	N/A
TGGT1_219290	N/A
TGGT1_219300	N/A
TGGT1_219310	N/A
TGGT1_219320	N/A
TGGT1_219348	N/A
TGGT1_219370	N/A
TGGT1_219430	N/A
TGGT1_219440	N/A
TGGT1_219450	N/A
TGGT1_219460	N/A
TGGT1_219470	N/A
TGGT1_219485	N/A
TGGT1_219500	N/A
TGGT1_219510	N/A
TGGT1_219520	N/A
TGGT1_219530	N/A
TGGT1_219540	N/A
TGGT1_219550	N/A
TGGT1_219570	N/A
TGGT1_219590	N/A
TGGT1_219600	N/A
TGGT1_219610	N/A
TGGT1_219620	N/A
TGGT1_219630	N/A
TGGT1_219640	N/A
TGGT1_219650	N/A
TGGT1_219660	N/A
TGGT1_219670	N/A
TGGT1_219678	N/A
TGGT1_219682	N/A
TGGT1_219690	N/A
TGGT1_219700	N/A
TGGT1_219710	N/A
TGGT1_219720	N/A
TGGT1_219730	N/A
TGGT1_219738	N/A
TGGT1_219742	N/A
TGGT1_219750	N/A
TGGT1_219760	N/A
TGGT1_219770	N/A
TGGT1_219780	N/A
TGGT1_219790A	N/A
TGGT1_219790B	N/A
TGGT1_219800	N/A
TGGT1_219810	N/A
TGGT1_219820	N/A
TGGT1_219828	N/A
TGGT1_219832	N/A
TGGT1_219840	N/A
TGGT1_219850	N/A
TGGT1_219860	N/A
TGGT1_220025	N/A
TGGT1_220060	N/A
TGGT1_220060A	N/A
TGGT1_220060B	N/A
TGGT1_220070	N/A
TGGT1_220080	N/A
TGGT1_220090	N/A
TGGT1_220100	N/A
TGGT1_220110	N/A
TGGT1_220120	N/A
TGGT1_220125	N/A
TGGT1_220128	N/A
TGGT1_220132	N/A
TGGT1_220140	N/A
TGGT1_220145	N/A
TGGT1_220150	N/A
TGGT1_220160	N/A
TGGT1_220170	N/A
TGGT1_220175	N/A
TGGT1_220180	N/A
TGGT1_220190	N/A
TGGT1_220200	N/A
TGGT1_220208	N/A
TGGT1_220212	N/A
TGGT1_220230A	N/A
TGGT1_220230B	N/A
TGGT1_220240	N/A
TGGT1_220250	N/A
TGGT1_220260	N/A
TGGT1_220270	N/A
TGGT1_220280	N/A
TGGT1_220290	N/A
TGGT1_220300	N/A
TGGT1_220310	N/A
TGGT1_220320	N/A
TGGT1_220330	N/A
TGGT1_220340	N/A
TGGT1_220350	N/A
TGGT1_220360	N/A
TGGT1_220370	N/A
TGGT1_220380	N/A
TGGT1_220390	N/A
TGGT1_220400	N/A
TGGT1_220420	N/A
TGGT1_220430	N/A
TGGT1_220440	N/A
TGGT1_220450	N/A
TGGT1_220460	N/A
TGGT1_220470	N/A
TGGT1_220480	N/A
TGGT1_220490	N/A
TGGT1_220500	N/A
TGGT1_220510	N/A
TGGT1_220520	N/A
TGGT1_220530	N/A
TGGT1_220540	N/A
TGGT1_220560	N/A
TGGT1_220570	N/A
TGGT1_220580	N/A
TGGT1_220585	N/A
TGGT1_220600	N/A
TGGT1_220610	N/A
TGGT1_220630	N/A
TGGT1_220640	N/A
TGGT1_220650	N/A
TGGT1_220720	N/A
TGGT1_220730	N/A
TGGT1_220840	N/A
TGGT1_220850	N/A
TGGT1_220860	N/A
TGGT1_220870	N/A
TGGT1_220880	N/A
TGGT1_220890	N/A
TGGT1_220900	N/A
TGGT1_220910	N/A
TGGT1_220920	N/A
TGGT1_220930	N/A
TGGT1_220940	N/A
TGGT1_220950	N/A
TGGT1_221160	N/A
TGGT1_221170	N/A
TGGT1_221180	N/A
TGGT1_221190	N/A
TGGT1_221200A	N/A
TGGT1_221200B	N/A
TGGT1_221210	N/A
TGGT1_221220	N/A
TGGT1_221230	N/A
TGGT1_221240	N/A
TGGT1_221250	N/A
TGGT1_221260	N/A
TGGT1_221265	N/A
TGGT1_221270	N/A
TGGT1_221280	N/A
TGGT1_221295	N/A
TGGT1_221310	N/A
TGGT1_221320	N/A
TGGT1_221330	N/A
TGGT1_221340	N/A
TGGT1_221350	N/A
TGGT1_221360	N/A
TGGT1_221370	N/A
TGGT1_221380	N/A
TGGT1_221390	N/A
TGGT1_221400	N/A
TGGT1_221410	N/A
TGGT1_221415	N/A
TGGT1_221420	N/A
TGGT1_221430	N/A
TGGT1_221440	N/A
TGGT1_221450	N/A
TGGT1_221455	N/A
TGGT1_221460	N/A
TGGT1_221470	N/A
TGGT1_221480	N/A
TGGT1_221490	N/A
TGGT1_221500	N/A
TGGT1_221510	N/A
TGGT1_221522	N/A
TGGT1_221530	N/A
TGGT1_221540	N/A
TGGT1_221550	N/A
TGGT1_221560	N/A
TGGT1_221570	N/A
TGGT1_221580	N/A
TGGT1_221585	N/A
TGGT1_221590	N/A
TGGT1_221600	N/A
TGGT1_221610	N/A
TGGT1_221620	N/A
TGGT1_221630	N/A
TGGT1_221640	N/A
TGGT1_221660	N/A
TGGT1_221665	N/A
TGGT1_221670	N/A
TGGT1_221675A	N/A
TGGT1_221675B	N/A
TGGT1_221685	N/A
TGGT1_221690	N/A
TGGT1_221700	N/A
TGGT1_221710	N/A
TGGT1_221720	N/A
TGGT1_221818	N/A
TGGT1_221830	N/A
TGGT1_221840	N/A
TGGT1_221850	N/A
TGGT1_221865	N/A
TGGT1_221870	N/A
TGGT1_221880	N/A
TGGT1_221890	N/A
TGGT1_221895	N/A
TGGT1_221900	N/A
TGGT1_221905	N/A
TGGT1_221910	N/A
TGGT1_221922	N/A
TGGT1_221930	N/A
TGGT1_221940	N/A
TGGT1_221950	N/A
TGGT1_221970	N/A
TGGT1_221980	N/A
TGGT1_221990	N/A
TGGT1_222000	N/A
TGGT1_222010	N/A
TGGT1_222020	N/A
TGGT1_222030	N/A
TGGT1_222040	N/A
TGGT1_222050	N/A
TGGT1_222060	N/A
TGGT1_222070	N/A
TGGT1_222075	N/A
TGGT1_222080	N/A
TGGT1_222090	N/A
TGGT1_222100	N/A
TGGT1_222110	N/A
TGGT1_222120	N/A
TGGT1_222130	N/A
TGGT1_222140	N/A
TGGT1_222150	N/A
TGGT1_222155	N/A
TGGT1_222160	N/A
TGGT1_222170	N/A
TGGT1_222180	N/A
TGGT1_222188	N/A
TGGT1_222192	N/A
TGGT1_222200	N/A
TGGT1_222210	N/A
TGGT1_222220	N/A
TGGT1_222230	N/A
TGGT1_222240	N/A
TGGT1_222245	N/A
TGGT1_222250	N/A
TGGT1_222260	N/A
TGGT1_222270	N/A
TGGT1_222280	N/A
TGGT1_222290	N/A
TGGT1_222300	N/A
TGGT1_222305	N/A
TGGT1_222310	N/A
TGGT1_222330	N/A
TGGT1_222340	N/A
TGGT1_222350	N/A
TGGT1_222360	N/A
TGGT1_222370	N/A
TGGT1_222380	N/A
TGGT1_222385	N/A
TGGT1_222390	N/A
TGGT1_222400	N/A
TGGT1_222410	N/A
TGGT1_222420	N/A
TGGT1_222430	N/A
TGGT1_222440	N/A
TGGT1_222660	N/A
TGGT1_222700	N/A
TGGT1_222710	N/A
TGGT1_222800	N/A
TGGT1_222840	N/A
TGGT1_222850	N/A
TGGT1_222860	N/A
TGGT1_222870	N/A
TGGT1_222880	N/A
TGGT1_222900	N/A
TGGT1_222910	N/A
TGGT1_222920	N/A
TGGT1_222930	N/A
TGGT1_222935	N/A
TGGT1_222940	N/A
TGGT1_222948	N/A
TGGT1_222952	N/A
TGGT1_222960	N/A
TGGT1_222970	N/A
TGGT1_222975	N/A
TGGT1_222980	N/A
TGGT1_222990	N/A
TGGT1_223000	N/A
TGGT1_223010	N/A
TGGT1_223020	N/A
TGGT1_223025	N/A
TGGT1_223030	N/A
TGGT1_223040	N/A
TGGT1_223045	N/A
TGGT1_223050	N/A
TGGT1_223060	N/A
TGGT1_223070	N/A
TGGT1_223080	N/A
TGGT1_223095	N/A
TGGT1_223110	N/A
TGGT1_223120	N/A
TGGT1_223125	N/A
TGGT1_223130	N/A
TGGT1_223140	N/A
TGGT1_223150	N/A
TGGT1_223258	N/A
TGGT1_223262	N/A
TGGT1_223270	N/A
TGGT1_223390	N/A
TGGT1_223400	N/A
TGGT1_223410	N/A
TGGT1_223420	N/A
TGGT1_223430	N/A
TGGT1_223440	N/A
TGGT1_223450A	N/A
TGGT1_223450B	N/A
TGGT1_223480	N/A
TGGT1_223485	N/A
TGGT1_223490	N/A
TGGT1_223500	N/A
TGGT1_223510	N/A
TGGT1_223520	N/A
TGGT1_223530	N/A
TGGT1_223540	N/A
TGGT1_223550	N/A
TGGT1_223560	N/A
TGGT1_223570	N/A
TGGT1_223580	N/A
TGGT1_223590	N/A
TGGT1_223600	N/A
TGGT1_223610	N/A
TGGT1_223620	N/A
TGGT1_223630	N/A
TGGT1_223640	N/A
TGGT1_223650	N/A
TGGT1_223660	N/A
TGGT1_223668	N/A
TGGT1_223672	N/A
TGGT1_223680	N/A
TGGT1_223685	N/A
TGGT1_223690	N/A
TGGT1_223700	N/A
TGGT1_223710	N/A
TGGT1_223725	N/A
TGGT1_223750	N/A
TGGT1_223760	N/A
TGGT1_223770	N/A
TGGT1_223780	N/A
TGGT1_223790	N/A
TGGT1_223800	N/A
TGGT1_223810	N/A
TGGT1_223830	N/A
TGGT1_223840	N/A
TGGT1_223845	N/A
TGGT1_223855	N/A
TGGT1_223870	N/A
TGGT1_223880	N/A
TGGT1_223900	N/A
TGGT1_223910	N/A
TGGT1_223915	N/A
TGGT1_223920	N/A
TGGT1_223930	N/A
TGGT1_223940	GAP45
TGGT1_223950	N/A
TGGT1_223960	N/A
TGGT1_223970	N/A
TGGT1_223985	N/A
TGGT1_224000	N/A
TGGT1_224010	N/A
TGGT1_224020	N/A
TGGT1_224030	N/A
TGGT1_224040	N/A
TGGT1_224050	N/A
TGGT1_224060	N/A
TGGT1_224070	N/A
TGGT1_224080	N/A
TGGT1_224090	N/A
TGGT1_224100	N/A
TGGT1_224110	N/A
TGGT1_224130	N/A
TGGT1_224140	N/A
TGGT1_224150	N/A
TGGT1_224160	N/A
TGGT1_224170	N/A
TGGT1_224180	N/A
TGGT1_224190	N/A
TGGT1_224200	N/A
TGGT1_224205	N/A
TGGT1_224210	N/A
TGGT1_224220	N/A
TGGT1_224230	N/A
TGGT1_224235	N/A
TGGT1_224240	N/A
TGGT1_224260	N/A
TGGT1_224270	N/A
TGGT1_224275	N/A
TGGT1_224280	N/A
TGGT1_224290	N/A
TGGT1_224310	N/A
TGGT1_224320	N/A
TGGT1_224330	N/A
TGGT1_224340	N/A
TGGT1_224350A	N/A
TGGT1_224350B	N/A
TGGT1_224460	N/A
TGGT1_224470	N/A
TGGT1_224480	N/A
TGGT1_224490	N/A
TGGT1_224510	N/A
TGGT1_224520	N/A
TGGT1_224530	N/A
TGGT1_224540	N/A
TGGT1_224540A	N/A
TGGT1_224540B	N/A
TGGT1_224560	N/A
TGGT1_224570	N/A
TGGT1_224575	N/A
TGGT1_224580	N/A
TGGT1_224590	N/A
TGGT1_224600	N/A
TGGT1_224610	N/A
TGGT1_224620	N/A
TGGT1_224630	N/A
TGGT1_224650	N/A
TGGT1_224660	N/A
TGGT1_224670	N/A
TGGT1_224675	N/A
TGGT1_224680	N/A
TGGT1_224700	N/A
TGGT1_224710	N/A
TGGT1_224720	N/A
TGGT1_224730	N/A
TGGT1_224740	N/A
TGGT1_224750	N/A
TGGT1_224760	SRS4
TGGT1_224790	N/A
TGGT1_224800	N/A
TGGT1_224810	N/A
TGGT1_224820	N/A
TGGT1_224830	N/A
TGGT1_224840	N/A
TGGT1_224845	N/A
TGGT1_224850	N/A
TGGT1_224860	N/A
TGGT1_224870	N/A
TGGT1_224880	N/A
TGGT1_224890	N/A
TGGT1_224900	N/A
TGGT1_224905	N/A
TGGT1_224910	N/A
TGGT1_224920	N/A
TGGT1_224928	N/A
TGGT1_224932	N/A
TGGT1_224935	N/A
TGGT1_224940	N/A
TGGT1_224950	N/A
TGGT1_224960	N/A
TGGT1_224970	N/A
TGGT1_224980	N/A
TGGT1_224990	N/A
TGGT1_225000	N/A
TGGT1_225005	N/A
TGGT1_225010	N/A
TGGT1_225020	N/A
TGGT1_225028	N/A
TGGT1_225032	N/A
TGGT1_225050	N/A
TGGT1_225060	N/A
TGGT1_225070	N/A
TGGT1_225080	N/A
TGGT1_225090	N/A
TGGT1_225098	N/A
TGGT1_225102	N/A
TGGT1_225105	N/A
TGGT1_225108	N/A
TGGT1_225110	N/A
TGGT1_225120	N/A
TGGT1_225125	N/A
TGGT1_225130	N/A
TGGT1_225140	N/A
TGGT1_225150	N/A
TGGT1_225160	N/A
TGGT1_225170	N/A
TGGT1_225190	N/A
TGGT1_225200	N/A
TGGT1_225210	N/A
TGGT1_225220	N/A
TGGT1_225230	N/A
TGGT1_225240	N/A
TGGT1_225250	N/A
TGGT1_225260	N/A
TGGT1_225270	N/A
TGGT1_225280	N/A
TGGT1_225290	N/A
TGGT1_225300	N/A
TGGT1_225310	N/A
TGGT1_225315	N/A
TGGT1_225320	N/A
TGGT1_225330	N/A
TGGT1_225340	N/A
TGGT1_225350	N/A
TGGT1_225360	N/A
TGGT1_225370	N/A
TGGT1_225380	N/A
TGGT1_225400	N/A
TGGT1_225410	N/A
TGGT1_225413	N/A
TGGT1_225420	N/A
TGGT1_225430	N/A
TGGT1_225435	N/A
TGGT1_225440	N/A
TGGT1_225450	N/A
TGGT1_225460	N/A
TGGT1_225470	N/A
TGGT1_225480	N/A
TGGT1_225490	N/A
TGGT1_225500	N/A
TGGT1_225510	N/A
TGGT1_225530	N/A
TGGT1_225540	N/A
TGGT1_225550	PSD1mt
TGGT1_225555	N/A
TGGT1_225560	N/A
TGGT1_225570	N/A
TGGT1_225580	N/A
TGGT1_225590	N/A
TGGT1_225680	N/A
TGGT1_225690	N/A
TGGT1_225710	N/A
TGGT1_225720	N/A
TGGT1_225730	N/A
TGGT1_225745	N/A
TGGT1_225770	N/A
TGGT1_225780	N/A
TGGT1_225790	N/A
TGGT1_225800	N/A
TGGT1_225810	N/A
TGGT1_225820	N/A
TGGT1_225830	N/A
TGGT1_225840	N/A
TGGT1_225850	N/A
TGGT1_225860	N/A
TGGT1_225870	N/A
TGGT1_225880	N/A
TGGT1_225890	N/A
TGGT1_225900	N/A
TGGT1_225910	N/A
TGGT1_225920	N/A
TGGT1_225930	N/A
TGGT1_225940	N/A
TGGT1_225950	N/A
TGGT1_225953	N/A
TGGT1_225955	N/A
TGGT1_225960	N/A
TGGT1_225970	N/A
TGGT1_225980	N/A
TGGT1_225990	N/A
TGGT1_226000	N/A
TGGT1_226010	N/A
TGGT1_226020	N/A
TGGT1_226030	N/A
TGGT1_226040	N/A
TGGT1_226050	N/A
TGGT1_226060	N/A
TGGT1_226068	N/A
TGGT1_226072	N/A
TGGT1_226080A	N/A
TGGT1_226080B	N/A
TGGT1_226090	N/A
TGGT1_226100	N/A
TGGT1_226110	N/A
TGGT1_226220	N/A
TGGT1_226230	N/A
TGGT1_226240	N/A
TGGT1_226245	N/A
TGGT1_226250	N/A
TGGT1_226260	N/A
TGGT1_226270	N/A
TGGT1_226280	N/A
TGGT1_226290	N/A
TGGT1_226300	N/A
TGGT1_226310	N/A
TGGT1_226320	N/A
TGGT1_226330	N/A
TGGT1_226340	N/A
TGGT1_226350	N/A
TGGT1_226370	N/A
TGGT1_226380	N/A
TGGT1_226385	N/A
TGGT1_226390	N/A
TGGT1_226400	N/A
TGGT1_226410	N/A
TGGT1_226420	N/A
TGGT1_226430	N/A
TGGT1_226440	N/A
TGGT1_226450	N/A
TGGT1_226460	N/A
TGGT1_226470	N/A
TGGT1_226480	N/A
TGGT1_226490	N/A
TGGT1_226500	N/A
TGGT1_226510	N/A
TGGT1_226515	N/A
TGGT1_226520	N/A
TGGT1_226532	N/A
TGGT1_226540	N/A
TGGT1_226550	N/A
TGGT1_226560	N/A
TGGT1_226565	N/A
TGGT1_226570	N/A
TGGT1_226580	N/A
TGGT1_226590	N/A
TGGT1_226600	N/A
TGGT1_226610	N/A
TGGT1_226620	N/A
TGGT1_226640	N/A
TGGT1_226650	N/A
TGGT1_226660	N/A
TGGT1_226670	N/A
TGGT1_226680	N/A
TGGT1_226690	N/A
TGGT1_226700	N/A
TGGT1_226705	N/A
TGGT1_226710	N/A
TGGT1_226720	N/A
TGGT1_226730	N/A
TGGT1_226740	N/A
TGGT1_226755	N/A
TGGT1_226780	N/A
TGGT1_226790	N/A
TGGT1_226800	N/A
TGGT1_226810	N/A
TGGT1_226820	N/A
TGGT1_226825	N/A
TGGT1_226830	N/A
TGGT1_226840	N/A
TGGT1_226850	N/A
TGGT1_226860	N/A
TGGT1_226870A	N/A
TGGT1_226870B	N/A
TGGT1_226880	N/A
TGGT1_226890	N/A
TGGT1_226900	N/A
TGGT1_226910	N/A
TGGT1_226920A	N/A
TGGT1_226920B	N/A
TGGT1_226925	N/A
TGGT1_226930	N/A
TGGT1_226940	N/A
TGGT1_226950	N/A
TGGT1_226960	N/A
TGGT1_226970	N/A
TGGT1_226980	N/A
TGGT1_226985	N/A
TGGT1_226990	N/A
TGGT1_227000	N/A
TGGT1_227010	N/A
TGGT1_227015	N/A
TGGT1_227020	N/A
TGGT1_227030	N/A
TGGT1_227040	N/A
TGGT1_227050	N/A
TGGT1_227060	N/A
TGGT1_227070	N/A
TGGT1_227080	N/A
TGGT1_227090	N/A
TGGT1_227100	N/A
TGGT1_227115	N/A
TGGT1_227130	N/A
TGGT1_227140	N/A
TGGT1_227150	N/A
TGGT1_227260	N/A
TGGT1_227270	N/A
TGGT1_227275	N/A
TGGT1_227280	N/A
TGGT1_227290	N/A
TGGT1_227300	N/A
TGGT1_227310	N/A
TGGT1_227320	N/A
TGGT1_227330	N/A
TGGT1_227335	N/A
TGGT1_227350	N/A
TGGT1_227360	N/A
TGGT1_227370	N/A
TGGT1_227380	N/A
TGGT1_227390	N/A
TGGT1_227400	N/A
TGGT1_227410	N/A
TGGT1_227420	N/A
TGGT1_227430	N/A
TGGT1_227440	N/A
TGGT1_227450	N/A
TGGT1_227560	N/A
TGGT1_227570	N/A
TGGT1_227580	N/A
TGGT1_227590	N/A
TGGT1_227600	N/A
TGGT1_227610	N/A
TGGT1_227615	N/A
TGGT1_227620	N/A
TGGT1_227630	N/A
TGGT1_227640	N/A
TGGT1_227650	N/A
TGGT1_227660	N/A
TGGT1_227780	N/A
TGGT1_227790	N/A
TGGT1_227800	N/A
TGGT1_227810	N/A
TGGT1_227820	N/A
TGGT1_227830	N/A
TGGT1_227840	N/A
TGGT1_227850	N/A
TGGT1_227860	N/A
TGGT1_227870	N/A
TGGT1_227875	N/A
TGGT1_227880	N/A
TGGT1_227890	N/A
TGGT1_227900	N/A
TGGT1_227910	N/A
TGGT1_227920	N/A
TGGT1_227930	N/A
TGGT1_227940	N/A
TGGT1_227948	N/A
TGGT1_227952	N/A
TGGT1_227960	N/A
TGGT1_227970	N/A
TGGT1_227980	N/A
TGGT1_227990	N/A
TGGT1_227995	N/A
TGGT1_228000	N/A
TGGT1_228010	N/A
TGGT1_228030	N/A
TGGT1_228040	N/A
TGGT1_228050	N/A
TGGT1_228060	N/A
TGGT1_228065	N/A
TGGT1_228070	N/A
TGGT1_228080	N/A
TGGT1_228100	N/A
TGGT1_228110	N/A
TGGT1_228120	N/A
TGGT1_228130	N/A
TGGT1_228140	N/A
TGGT1_228145	N/A
TGGT1_228150	N/A
TGGT1_228160	N/A
TGGT1_228170	N/A
TGGT1_228175	N/A
TGGT1_228180	N/A
TGGT1_228190	N/A
TGGT1_228200	N/A
TGGT1_228210	N/A
TGGT1_228220	N/A
TGGT1_228230	N/A
