gene_id	mrna_remaining_5h_actinomycin
TGME49_239020	0.19341269463078617
TGME49_239070	0.2516048630744675
TGME49_239090	0.4525192992049081
TGME49_239490	0.6669915704940074
TGME49_239795	0.09961505611524828
TGME49_239810	0.5586452819465894
TGME49_239930	0.49088790473595306
TGME49_240560	0.6946248825554521
TGME49_240680	0.6005733536720245
TGME49_240690	0.528900587409005
TGME49_240730	0.2645746070238175
TGME49_240920	0.3456270990153527
TGME49_241010	0.4522951923431331
TGME49_241305	0.49389684708956305
TGME49_241820	0.4273685741088365
TGME49_242070	0.5953988088280155
TGME49_242310	0.2031655700565771
TGME49_242700	0.40650105700133493
TGME49_242760	0.4172841734410731
TGME49_243220	0.6800931183452166
TGME49_243250	0.722215951357947
TGME49_243460	0.38302557102285856
TGME49_243520	0.44126025453821227
TGME49_244105	0.42585875276016844
TGME49_244190	0.3358141445927809
TGME49_244370	0.24959781571270753
TGME49_244408	0.6912969613558135
TGME49_244412	0.2831139914490243
TGME49_244500	0.4645044868181862
TGME49_244670	0.4723182395379876
TGME49_245740	0.25515758044348796
TGME49_246020	0.7354150536544332
TGME49_247025	0.7174766766615289
TGME49_247420	0.6867381937972254
TGME49_247570	0.5930763362016872
TGME49_247630	0.556417284060209
TGME49_247720	0.43452763189440496
TGME49_247950	0.5692026451895232
TGME49_248170	0.6428513842642772
TGME49_248240	0.6935420130974865
TGME49_248590	0.7007303487599145
TGME49_248610	0.382954954932804
TGME49_248620	0.21011544472687604
TGME49_248740	0.3514967369036786
TGME49_248830	0.7364408719909061
TGME49_249010	0.7411602046194458
TGME49_249030	0.21948266045805612
TGME49_249400	0.3829833156489795
TGME49_249490	0.3691929803583423
TGME49_249690	0.7323752449754141
TGME49_249725	0.617856198819657
TGME49_249820	0.13538368350964775
TGME49_250100	0.4575760330876406
TGME49_250340	0.45487908578361774
TGME49_250790	0.731582086843115
TGME49_250850	0.2025633016438896
TGME49_251620	0.6757619827764288
TGME49_251680	0.47486520705418633
TGME49_252280	0.5066487719911343
TGME49_252390	0.6495595642814472
TGME49_252450	0.37643324835567515
TGME49_252880	0.46384426986321214
TGME49_253000	0.5831093360854984
TGME49_253090	0.4714681399902476
TGME49_253170	0.56613953877976
TGME49_253180	0.5719480923316904
TGME49_253310	0.656517555949821
TGME49_253950	0.5692937835579571
TGME49_253960	0.6867800792061368
TGME49_254000	0.4753352378031494
TGME49_254070	0.1023410473067205
TGME49_254460	0.27178093347570903
TGME49_254570	0.4307760287568791
TGME49_254603	0.2613022687104744
TGME49_254720	0.66484656657097
TGME49_255650	0.6373949499625147
TGME49_257300	0.4659863310309926
