gene_id	bzsub_A_expr	bzsub_B_expr	bzsub_C_expr	bzsub_D_expr	bzsub_E_expr
TGME49_295110	4.774314811	0.5648869462	0.9586706432	0.6047472622	3.603333059
TGME49_215775	4.058559412	0.303289684	0.596188465	0.2945945233	1.789421966
TGME49_309590	2.851376613	0.126064959	0.2387104648	0.11181086	0.872576925
TGME49_306455	2.637741601	0.1022343033	0.1602697927	0.1616930964	3.951493687
TGME49_258660	2.09648124	0.1321974922	0.1984905751	0.1225997355	2.141122856
TGME49_295105	2.149160858	0.06658149856	0.1357421575	0.1301246727	2.846076144
TGME49_314250	3.182730318	0.2156365478	0.4537369659	0.5806959848	4.674137835
TGME49_311470	1.81997552	0.06090583771	0.1204219292	0.1365019832	1.706186704
TGME49_201860	3.806910033	1.341080908	1.322631773	0.5775288487	3.897070363
TGME49_315210	1.894792071	0.0526390702	0.1522222348	0.2685496595	1.916562099
TGME49_297960	1.484188221	0.04423246331	0.06050439491	0.0481686129	1.868898649
TGME49_202500	2.150933937	0.1233661344	0.3584483422	0.39425161	3.020151413
TGME49_214080	1.971659523	0.1620347017	0.137567172	0.07721539446	2.581860988
TGME49_300100	1.408746606	0.0684356053	0.07297127573	0.03842378327	1.43595038
TGME49_217520	1.464600814	0.08340853665	0.09530079083	0.07059247219	1.391891
TGME49_237180	1.374057333	0.03145726259	0.07883164419	0.04626851749	1.750920573
TGME49_314260	2.162127758	0.1922619997	0.3679868242	0.7115094778	2.304268802
TGME49_269340	1.302784051	0.02806184258	0.0747108915	0.0972248923	1.418465469
TGME49_247520	1.233182659	0.06120594768	0.0937029859	0.1025076872	0.5581583108
TGME49_315220	1.426843242	0.1009674566	0.1490526116	0.06087082264	1.192761737
TGME49_306060	1.28129842	0.04099090919	0.1522806756	0.03795375851	1.3872428
TGME49_268880	1.422953505	0.08575396385	0.2649305186	0.08482137378	1.294683815
TGME49_223920	1.11304901	0.01714009769	0.04238750266	0.03107815839	1.503280986
TGME49_249370	3.393132161	2.273281807	1.683378085	1.060835251	1.838077469
TGME49_294400	1.26089759	0.03245125895	0.1091709766	0.05870786308	1.636434334
TGME49_244250	1.164248351	0.09419607561	0.09730142235	0.1142632576	0.8336696381
TGME49_258360	1.126983617	0.03457590463	0.07330395739	0.1038495293	1.273539903
TGME49_268760	1.116972559	0.0626274317	0.1147061927	0.08075900125	0.9240907593
TGME49_225200	1.388702214	0.139049028	0.2292454369	0.2291567594	1.472319668
TGME49_261740	0.8180273538	0.0247915698	0.02773154935	0.02332290639	0.3826388463
TGME49_295125	0.9122273397	0.005081579292	0.04103595612	0.03523942731	1.00275047
TGME49_296015	0.8335738029	0.02604097228	0.02969263414	0.00864606224	0.7317683179
TGME49_308810	1.011180527	0.06479618438	0.0697759811	0.05323380721	1.10275276
TGME49_261750	1.03279908	0.0765325354	0.1215092252	0.0831220513	0.8164208121
TGME49_297070	0.9040362827	0.01889707907	0.0220921039	0.02272295917	1.38602054
TGME49_279420	0.8030722159	0.01978213654	0.05270997196	0.01789095147	0.5734195083
TGME49_308093	0.9957652984	0.04714808498	0.1361034296	0.1349948279	0.2207749339
TGME49_211290	0.603800264	0.01442853535	0.01649084734	0.009144142556	0.09705591483
TGME49_215530	2.171051241	0.3119354073	0.401288596	1.190097572	4.349694694
TGME49_282055	0.8080439467	0.0381858977	0.07356289894	0.04118205484	0.4192297247
TGME49_294790	1.385837377	0.1186393873	0.3270153733	0.2224167714	2.161587604
TGME49_282070	1.11335449	0.04300620961	0.1850067723	0.1465151084	1.656178376
TGME49_249570	0.9763633085	0.01583242482	0.0628362882	0.1087250995	1.859510074
TGME49_209985	0.9495158	0.02080646868	0.05626585921	0.01544360874	1.297088082
TGME49_220900	1.435997442	0.3817910048	0.2263007419	0.1626294539	2.153050144
TGME49_225150	1.120393219	0.1201323999	0.2113037546	0.1908388417	1.080917181
TGME49_237090	0.7235512841	0.02651043202	0.08952716668	0.07042814401	0.3181050202
TGME49_215785	0.5168964038	0.006750987939	0.04100087404	0.007372359308	0.1115661518
TGME49_295620	1.030914329	0.1191968383	0.238969275	0.08740732275	0.984901902
TGME49_305250	1.0301872	0.1280203646	0.1934822287	0.1646981171	1.142844987
TGME49_229010	1.138883124	0.1661025227	0.2277803221	0.2583058683	1.283347216
TGME49_308075	0.6390345102	0.06177696878	0.02886631353	0.01620176119	0.4700753205
TGME49_269885	0.5460005461	0.01208972972	0.01566735583	0.01492589742	0.4766906943
TGME49_308096	0.4372508753	0.01223111421	0.01091252393	0.008699484134	0.03755051912
TGME49_216000	1.198882004	0.2231503118	0.2137574226	0.09333030912	2.433082688
TGME49_203990	0.8876068045	0.04251025963	0.1132647131	0.08467156125	1.755484531
TGME49_259630	3.233462758	1.307543935	2.770089595	1.603051405	1.986344286
TGME49_210412	0.661205751	0.01224490591	0.01754421016	0.02098659308	1.220133201
TGME49_258580	0.8689181372	0.03708462296	0.04924422064	0.06837318219	2.109984326
TGME49_315490	0.8112747706	0.08181299948	0.1216297119	0.0434881971	1.086353672
TGME49_310010	0.6516029774	0.0268486648	0.04513216138	0.06257586125	0.8332080408
TGME49_316260	0.5230153383	0.00511377534	0.008724277337	0	0.6343213441
TGME49_243690	0.6558682125	0.01787446506	0.03223369782	0.06182185828	1.088367473
TGME49_202200	0.6641490899	0.02646957643	0.06294769366	0.06118609068	0.8883360153
TGME49_236960	0.7573322354	0.03409677235	0.09415509856	0.1462558048	1.18129277
TGME49_291960	0.4748916662	0.01661902626	0.0146490809	0.009577344559	0.4415287401
TGME49_321650	0.5066860632	0.009974280116	0.01794605802	0.02886896568	0.5874447777
TGME49_310235	0.5644423041	0.01663031349	0.02267410566	0.02053836313	0.8756575158
TGME49_308090	0.4074978843	0.01613268713	0.01009741053	0.006852112791	0.1827834948
TGME49_254870	0.8936014947	0.1652345502	0.2002964599	0.07700801049	0.8515782269
TGME49_252200	0.4580579653	0.0121369984	0.007135575758	0.02067355833	0.4148739817
TGME49_203930	0.5818434871	0.01836010506	0.009655008496	0.05529045856	1.012346449
TGME49_203790	1.63481579	0.9920722134	0.4563720194	0.4276366558	0.5093077501
TGME49_267070	0.7027232245	0.04008149935	0.1038383305	0.1229439707	0.7581121931
TGME49_210820	0.435467188	0.01019426581	0.02888070439	0.02004773628	0.3248206453
TGME49_240630	0.7139055326	0.04979047915	0.1065745256	0.0857801088	1.077647561
TGME49_318470	0.4834986688	0.004607873425	0.02477509009	0.01111863742	0.646334613
TGME49_312270	0.5892215499	0.01804687461	0.02226978646	0.02702651977	1.248412402
TGME49_295100	1.593807134	0.2967488615	0.8400748899	0.7397385128	1.282354159
TGME49_277720	0.5603252845	0.02520467505	0.06539973411	0.02784676751	0.7233934054
TGME49_224130	1.879273276	0.5316732957	1.228027514	0.3968964057	2.0450214
TGME49_312150	0.8362263928	0.1101952801	0.180916104	0.1084101063	1.200341573
TGME49_254880	0.5231289175	0.01521920376	0.04478944462	0.1185165431	0.3779300157
TGME49_278510	0.9244264879	0.2215373877	0.2002704362	0.1182384746	1.11060799
TGME49_318750	3.04603123	0.6983922075	3.087796201	1.612892382	0.369021086
TGME49_205250	0.5069960291	0.01482920691	0.02739115804	0.02017919681	0.7499678868
TGME49_306450	0.4952562889	0.00240410514	0.03987370795	0.04683717218	0.7347356076
TGME49_239020	0.4886419074	0.03833093197	0.07284064236	0.06586355238	0.3140243744
TGME49_315495	0.3193459133	0.009078357897	0.01479098903	0.008130368078	0.1188752249
TGME49_231640	1.479654873	0.6017005686	0.5943073049	0.3060420198	2.129646467
TGME49_234540	0.380154949	0.01100378727	0.01157912539	0.007824148408	0.4973187904
TGME49_209170	0.482118125	0.02444243394	0.04075550328	0.01317597716	0.7690011857
TGME49_253370	0.6240556093	0.1105304004	0.1355099391	0.03768368367	0.5541712541
TGME49_216140	1.820201436	2.411359754	3.055052664	3.291510049	1.347024158
TGME49_210420	0.3217862209	0.00259300301	0.01166789244	0.004781077538	0.3625419741
TGME49_280480	0.3389813405	0.004722530668	0.03222970134	0.01101405559	0.2543156906
TGME49_242330	1.105129753	1.680706299	1.712930252	3.234685411	2.200291348
TGME49_258370	0.2922756018	0.004928057174	0.02836789618	0.01258807784	0.09016959098
TGME49_305270	0.354857332	0.002485483375	0.01091402379	0.01329028915	0.5785505258
TGME49_264150	0.506922672	0.02962552216	0.1575905736	0.1507807607	0.0285303247
TGME49_258730	1.136257191	0.1666600339	0.5671277228	0.6187590405	0.9052502565
TGME49_262690	0.939822974	1.848006162	1.334528674	2.836610889	2.18522862
TGME49_314810	1.511997848	2.309582531	2.023270062	3.279339425	1.900012332
TGME49_320600	1.765820223	2.68074112	2.64655908	2.735481176	2.588460121
TGME49_264600	0.5571996235	0.05252613608	0.07692082842	0.08209868229	1.127646022
TGME49_201630	0.525726894	0.01146533582	0.06490505579	0.05886198478	1.405550166
TGME49_260820	1.112775899	0.2598545782	0.3400077843	0.3972839878	2.799350509
TGME49_265650	0.2762132964	0.004891214875	0.009679968405	0.0007628746054	0.2795511276
TGME49_318525	0.364776785	0.009656306574	0.02871897867	0.01628112142	0.5198579896
TGME49_313380	1.090660114	0.4169376172	0.3703190041	0.247837069	2.043274262
TGME49_207240	1.271620476	0.310381891	0.5305428665	0.7052212008	2.053017282
TGME49_238895	0.3829938546	0.00999823193	0.05646361642	0.03179815756	0.5581825063
TGME49_244080	0.3837175961	0.03040802023	0.03003159469	0.03486088795	0.5661813425
TGME49_231080	1.716789379	2.387592805	2.307677422	3.137543346	1.842458816
TGME49_299060	0.3405684691	0.0070082145	0.03437157334	0.008428857971	0.5692622726
TGME49_201850	0.413669547	0.05999875966	0.1038225082	0.07401851245	0.07266489532
TGME49_210370	0.3302368961	0.02139652597	0.02070572631	0.008495176111	0.4532743828
TGME49_234270	0.7482840709	0.1704429588	0.3206559725	0.07418653192	0.7841467929
TGME49_225320	0.309659843	0.01459925051	0.01144034521	0.004141684701	0.4603632276
TGME49_293540	0.373558521	0.0182349907	0.06452367466	0.017399358	0.4674249301
TGME49_245620	0.7289639405	1.54049546	0.9926976989	2.703745612	1.313573555
TGME49_258470	2.108636322	2.322755865	3.094323948	3.477503562	3.444652095
TGME49_245540	0.4501120932	0.05697030348	0.06009254419	0.1102687738	0.5448225814
TGME49_249340	0.4407234561	0.0739829119	0.08144862222	0.0527393082	0.479798801
TGME49_208910	0.3892561948	0.009195275056	0.02114125561	0.02614410596	1.01349246
TGME49_235690	0.7104080811	0.09409370906	0.1759734128	0.07722581867	2.229586025
TGME49_309810	1.562982873	2.429142461	1.993011883	2.860201636	1.978039664
TGME49_312330	0.8115524176	0.9716210781	1.878270067	2.680188549	0.7513175907
TGME49_225860	0.3731646342	0.04476322621	0.05602111699	0.03382359398	0.4511861933
TGME49_231070	0.4398578305	0.1237421164	0.06875501973	0.03684610804	0.4089310276
TGME49_234450	1.320769502	2.320071108	1.79005652	2.556874788	0.9974491607
TGME49_268870	0.3281879543	0.0122098475	0.05628316131	0.07551993622	0.2789477205
TGME49_283810	0.4181054124	0.05648405281	0.08808934387	0.150752917	0.2660954294
TGME49_238440	0.6648327577	3.269361114	0.6642850394	0.3680961298	0.3362662549
TGME49_201760	0.4458546069	0.04693733685	0.06595208424	0.06725882942	0.9212765655
TGME49_269730	0.6240947972	0.08763018624	0.3136108236	0.09966270986	0.5707618309
TGME49_232300	1.462703428	2.184035198	1.791314037	2.974949586	1.889276471
TGME49_271270	0.2642875546	0.007049609479	0.01955967387	0.02862270115	0.3489006963
TGME49_248480	1.785163416	2.480448186	2.218432084	3.193270945	1.497038619
TGME49_214070	0.2637812251	0.004265668336	0.004725056844	0	0.5341738614
TGME49_238150	1.422004406	0.3963259309	0.7763732599	0.9648009131	1.971812149
TGME49_288950	1.027761119	0.6576932571	0.402345065	0.105809528	0.8124233191
TGME49_258410	1.08471358	0.6703021257	0.4130995137	0.1342497502	1.292168352
TGME49_305520	0.7692158586	1.570166545	1.146971734	2.095841226	1.027955986
TGME49_235130	0.4741575126	0.1187319789	0.1387146185	0.03891668635	0.3862492186
TGME49_245460	2.200164716	3.103557073	2.656663733	3.079843117	1.396370965
TGME49_264990	0.4300943676	0.01776646107	0.05776768015	0.05540582733	1.337859124
TGME49_259240	1.302679815	2.343837729	1.670915934	2.46738397	1.409817318
TGME49_286450	2.609363764	3.642214391	3.362249535	3.329857182	1.765925
TGME49_218880	0.4847809822	0.03429527539	0.1408723347	0.1453839735	0.9099831871
TGME49_309560	0.9367107847	0.125768166	0.5200158951	0.673707166	0.8146549372
TGME49_312950	0.2067315548	0	0.006618511244	0.007165179911	0.2654248011
TGME49_289530	2.70436966	3.154314018	3.225835399	3.530815607	2.358154978
TGME49_247960	0.183029447	0	0.00850904359	0.003534957022	0.18217357
TGME49_285870	0.4304050054	0.02057430849	0.02468044529	0.03224219587	1.676886111
TGME49_288650	1.039989789	2.735523064	1.573316838	0.6848276308	0.3513453607
TGME49_300220	0.5805344005	0.1113416255	0.2229770403	0.193538337	0.6261524034
TGME49_248390	0.9240865398	1.671309327	1.181941995	2.446580143	0.9744227915
TGME49_263040	1.334956345	2.038411835	1.678830973	2.658392234	1.513676664
TGME49_209910	2.245739505	1.153540737	1.528401097	1.844530992	3.359857225
TGME49_297870	0.2679562245	0.00466202999	0.01602202188	0.005877363238	0.6134081528
TGME49_246940	1.641908496	0.8927349275	1.153350679	0.7669728732	1.294546777
TGME49_238010	0.7425518962	1.222973526	0.9750869244	2.570728977	1.657664488
TGME49_298010	0.2619790741	0.009164353824	0.05776518179	0.03720573028	0.1828845986
TGME49_228470	1.527707189	2.121104116	1.803296244	2.964319978	2.091144443
TGME49_205360	0.240654024	0.008547011114	0.01631124737	0.01549269336	0.3939675444
TGME49_208730	0.3517135391	0.3443219506	1.186500687	1.768178047	0.4600851216
TGME49_207440	0.4158267627	1.091536754	0.6388591395	1.615275547	0.9841618392
TGME49_232260	0.2855075275	0.01151083169	0.02823266012	0.06204492625	0.5186878008
TGME49_291850	1.426652197	2.214346986	1.557219969	2.902633282	1.584484895
TGME49_246710	0.2056994223	0.008422533692	0.02263261456	0.01882602973	0.1820711831
TGME49_248670	0.6972576582	0.0965130844	0.4046900969	0.185950956	0.9822648195
TGME49_319560	0.3399161897	2.094391179	0.4975820033	0.1836297273	0.2427083598
TGME49_204530	0.9316816216	3.163758158	1.211829338	0.4516284451	0.3520952228
TGME49_315510	0.5011503252	0.1258545617	0.1739081407	0.0633137095	0.6080723402
TGME49_264660	1.239832867	0.3856778767	2.710465668	3.666332834	1.116049048
TGME49_260190	0.386036143	1.587318361	0.5879434796	0.8565422803	0.4289067415
TGME49_254440	1.146843536	1.824001867	1.467251764	2.435161029	1.190953694
TGME49_252360	0.3076016719	0.1032053478	0.01851810319	0.003550715326	0.3559411322
TGME49_214810	0.3502307745	0.02187005014	0.09857595062	0.1182437594	0.3309699041
TGME49_294390	0.3493609903	0.06053155681	0.0627149312	0.08527497729	0.4273245715
TGME49_215910	1.235916206	2.622359442	1.931362483	1.177350234	0.3006344355
TGME49_221210	0.2820255966	0.7859809999	0.4852902592	1.468820306	1.507750579
TGME49_210600	0.6652955017	0.1898307296	0.3953152893	0.1424889819	0.2923416479
TGME49_267980	0.1725299051	0.01420715303	0.01612969389	0	0.1112694494
TGME49_238250	1.818601096	2.698282156	2.524457937	2.339461578	0.7919568504
TGME49_237210	0.2886987903	0.0243516572	0.04544375792	0.0292716615	0.4358315581
TGME49_205330	1.441406617	0.8465241342	0.8390481335	0.5457989679	1.92846805
TGME49_316280	0.2518030263	0.01154319224	0.03321650332	0.01677081548	0.4608298516
TGME49_262010	0.3588109021	0.04510009603	0.06704348296	0.06721626471	0.7131774039
TGME49_231630	0.876802043	0.3918319969	0.3625221582	0.09668197594	2.125883118
TGME49_213940	3.2495487	3.014919348	2.799432187	2.137777666	2.631410296
TGME49_219500	0.1841252245	0.01707682633	0.02404371246	0.006241040278	0.1100043335
TGME49_269460	0.3144752001	0.03407858719	0.04326537738	0.04370997131	0.688164447
TGME49_269920	0.5776556993	0.2016404433	0.1969510489	0.1880238544	0.5324892392
TGME49_280460	1.525871853	1.210587066	0.8670166141	0.7041465398	0.2369911096
TGME49_253130	0.3582460001	0.02304853707	0.03343906655	0.1021546968	0.9154380479
TGME49_207840	0.6010359165	0.9581342495	0.6813152365	2.639626265	1.438854309
TGME49_267400	1.006606115	1.594797767	1.247422189	2.366097114	1.796731523
TGME49_212980	1.182921239	0.5689664723	0.7236614293	0.3133743475	1.782508112
TGME49_312580	0.424539372	0.1204628208	0.113719017	0.06586728495	0.5551949574
TGME49_208740	1.273001422	1.441529483	1.781104057	2.748865236	3.030608236
TGME49_201520	0.1320361304	0.002419677266	0.00212396448	0.0112178692	0.0536526863
TGME49_259020	4.944552152	1.515947554	5.093483105	5.346674038	4.632332274
TGME49_212770	0.2625330861	0.004632644704	0.02041267936	0.008590301636	0.8743039406
TGME49_220270	0.4867882061	0.1204786702	0.1425706805	0.02285143309	1.240474937
TGME49_249720	0.1191527716	0.3770531801	0.2959579311	1.327552695	0.5853853081
TGME49_216460	0.2403912741	0.01960586806	0.03254644076	0.01232539162	0.4341390778
TGME49_226690	0.1567977746	0.001982959508	0.01149418511	0.003599196232	0.1926778033
TGME49_311880	0.3818550697	0.08570755165	0.1326711051	0.08334961976	0.3072091871
TGME49_305590	0.2411885589	0.009084001272	0.04557023732	0.03195460398	0.3665765125
TGME49_280380	0.9102568516	2.349272515	1.429999164	0.4721288053	0.2152732833
TGME49_214290	0.2407529593	0.3307923415	0.7692000584	1.509392312	0.06258225127
TGME49_310740	0.1285281323	0.002268964343	0.003957757304	0	0.1064155378
TGME49_278815	0.1788547859	0.01332403887	0.01399172495	0.02372592836	0.1803400988
TGME49_215460	0.7173091229	1.385146136	0.9113735403	1.928819637	0.8288900802
TGME49_232020	0.1736385411	0.007663767722	0.03274029395	0.01459642784	0.124549944
TGME49_236850	0.2915025887	0.007467524115	0.05469861869	0.04451747799	0.7505029587
TGME49_309930	1.11843375	0.0959511557	0.9275141036	0.9988894816	0.7748459511
TGME49_263050	0.8479256057	1.707222162	0.972373788	1.565942736	1.899594008
TGME49_236070	0.2255498346	0.7379884149	0.6804783132	0.5564799874	0.4301979028
TGME49_293720	0.7924585479	0.3215943991	0.3263772162	0.3480911547	1.368313605
TGME49_229250	0.2917633273	0.7551742753	0.4988296319	1.323476039	0.5201369896
TGME49_256030	0.2991133235	0.007423511695	0.01187153813	0.005492951829	1.27730684
TGME49_223790	0.50449869	0.2007132088	0.1938093395	0.1335355082	0.2812784095
TGME49_262933	0.263430285	0.0196355061	0.06484498018	0.08429480426	0.2826336238
TGME49_212780	0.2405056373	0.004259109751	0.01114647337	0.04695328898	0.6182360374
TGME49_232710	1.274523039	1.845483553	1.529133654	2.409320263	1.413826582
TGME49_205670	0.5375284828	0.195751177	0.1861418811	0.1608241662	0.6992251274
TGME49_223660	0.7045462981	1.002504221	1.171675257	1.862979308	1.028457581
TGME49_293430	0.3483930598	0.09247345783	0.04533299292	0.04543859326	0.7754426198
TGME49_203010	0.2885498609	0.03981655818	0.0596342652	0.02130027638	0.6140659564
TGME49_266435	0.1661510915	0.002490190939	0.004311477202	0.008625439998	0.3252323332
TGME49_247730	0.8649498843	0.2978504139	0.6447312107	0.3980355565	0.2090820126
TGME49_278920	0.1997942918	0.00951995256	0.0226220178	0.0267374088	0.3631779831
TGME49_213350	0.4179481376	0.8734130055	0.6023600702	1.731001752	0.3511713886
TGME49_252500	0.2923243339	0.0195397528	0.04081493248	0.02582090225	0.8881724338
TGME49_262950	0.2860309303	0.03696617771	0.04076271784	0.07875213289	0.6393605147
TGME49_215150	0.5771595279	0.1513454967	0.2599137339	0.2284264595	0.8852506311
TGME49_234550	0.760645489	1.195078476	0.9918978968	2.085541377	1.109623566
TGME49_258870	0.6696417082	1.56247571	1.221062787	0.8632893362	0.1163228533
TGME49_267500	0.7676299143	0.3459012006	0.3332069908	0.1687972428	1.773915301
TGME49_312660	0.2056218317	0.008781071407	0.02597607285	0.07220700536	0.2512385537
TGME49_226410	0.4337546235	0.8240823861	0.7583620795	1.472415884	0.4283105074
TGME49_211260	1.081986365	0.3226050051	0.7825703145	0.7182242831	1.17361511
TGME49_202420	0.1505508516	0.009457712666	0.002121894226	0.004560125738	0.2775760629
TGME49_230480	0.8809898913	0.08799361518	0.377428563	0.8001562157	2.473774878
TGME49_316400	1.432131592	0.3954255655	0.6999004311	1.522949836	3.861362832
TGME49_287970	0.2611636456	0.01146383906	0.01629526811	0.03464045541	0.8376388149
TGME49_312090	1.359548051	2.042094031	1.856828795	2.058857174	0.7398213587
TGME49_234250	0.4634285619	0.09580423581	0.2342847011	0.1179477299	0.5784522074
TGME49_284560	0.9957763326	1.508390204	1.184339808	2.408045739	0.912289481
TGME49_239760	1.705150785	2.246246494	1.992848738	2.785158513	1.505955015
TGME49_242340	1.850406713	2.269088247	2.030361237	3.140552796	2.486044954
TGME49_258230	0.2713808753	0.00236060019	0.02304911026	0.005237643994	1.113665835
TGME49_262710	0.2933229442	0.1331325156	0.4111679814	2.167165087	1.989019461
TGME49_215470	0.7302642308	1.318463154	0.9140234888	1.836893817	0.732784899
TGME49_276130	0.1850957941	0.02194342789	0.03150774616	0.01254020152	0.2577598333
TGME49_243930	0.1653157144	1.178694712	0.2077669382	0.1118652192	0.1587790991
TGME49_310240	0.1848148361	0.005587534196	0.02972207878	0.04435877835	0.247885728
TGME49_293360	1.979011267	1.212295216	1.429084112	1.571388351	2.483405494
TGME49_225120	0.3125733343	1.47905422	0.4255060813	0.2057143132	0.1590026458
TGME49_221250	1.679374172	1.256898338	1.442454916	0.3698728061	0.7074400267
TGME49_231140	0.7627636165	0.9468537787	0.9921916915	2.451248994	1.212434702
TGME49_277080	0.6645778417	2.162469624	0.9231762828	0.2355666344	0.1248784044
TGME49_225330	0.294266007	0.01987418075	0.07187854751	0.03982351047	0.7816302134
TGME49_251460	0.3406756404	0.08993153331	0.1466338161	0.07510317127	0.2411243397
TGME49_213580	1.550689115	2.391797586	1.913213134	2.119148918	0.8269876575
TGME49_220640	0.1256630788	0.8095444854	0.16160889	0.5368073555	0.09157456157
TGME49_240960	0.7414188738	0.5257064065	0.4066227854	0.1544373633	0.09120225275
TGME49_289150	0.2782036887	0.01434542689	0.07074677899	0.05269017566	0.7247335654
TGME49_305510	0.3382944352	0.0435566981	0.07638336779	0.1196792758	0.8720402578
TGME49_205650	0.4505809	0.0883284405	0.190761212	0.2397567661	0.5618029625
TGME49_218520	0.2038628811	1.091614843	0.3516953635	0.1766748888	0.07962327364
TGME49_292130	0.8132506873	1.368615889	1.104786095	1.654011222	0.6829308514
TGME49_220630	0.03063122159	0.3623673075	0.08238865738	0.613793569	0.08267417027
TGME49_244470	0.6305893595	0.2415618321	0.3728054348	0.1949763172	0.7199622715
TGME49_230350	0.1274081346	0.004412361117	0.002324642418	0.0007628746054	0.2510664749
TGME49_221400	0.5478044649	1.030141049	1.104371378	0.9727535151	0.1776898662
TGME49_249250	1.169506828	1.564196745	1.368728302	2.263883983	1.904589397
TGME49_229670	1.110894826	1.662802226	1.338749555	1.946350604	1.184159675
TGME49_253380	0.373836302	0.0566622535	0.1008526199	0.1259224871	1.007534121
TGME49_225080	1.965358543	2.250869617	2.192032062	3.206061757	1.832652334
TGME49_236860	0.1475855242	0.009080494906	0	0.00467608964	0.3547092932
TGME49_250710	0.2637857068	1.567113713	0.2791644584	0.1588859145	0.1497689358
TGME49_289360	0.1861480581	0.3222141293	0.5352991749	1.005939437	0.2224803476
TGME49_293870	0.856999577	0.9149731031	1.424871391	2.14014433	0.9312882366
TGME49_221530	0.2801357973	0.03310963482	0.07779250877	0.05800270271	0.5746133478
TGME49_226970	1.079005046	1.581574822	1.26010998	2.283389683	0.9956818901
TGME49_204340	0.1612265002	0.6655807067	0.2087761572	0.831817208	0.1585280942
TGME49_239600	0.2573603712	0.04245413742	0.1112498291	0.08574756971	0.01540544285
TGME49_204020	1.006428376	1.554361741	1.307874999	1.854720656	0.9224383457
TGME49_205170	0.1185495027	0.8308836208	0.1508620136	0.2981147045	0.2395559186
TGME49_222350	0.5062917083	0.1353137269	0.2704755565	0.1371585401	0.8331764561
TGME49_210095	0.09477590965	0	0.00443391983	0	0.108385819
TGME49_209000	0.3637552771	0.08875877823	0.1786585286	0.07685566556	0.4112834767
TGME49_258780	0.3328511688	0.06247081039	0.1243040218	0.05657124086	0.627060996
TGME49_208450	0.5358161739	2.005015683	0.541563763	0.192822795	0.1121488981
TGME49_205340	0.8213057497	1.541367394	1.051764825	1.371639809	0.7853203922
TGME49_227360	0.7417140755	1.117639158	1.072560408	1.679679658	0.7932051656
TGME49_232560	0.4629031787	0.03668186077	0.2192003858	0.3540973976	0.6900918384
TGME49_223050	0.2883743902	0.6929153594	0.5994238958	0.8300738877	0.1915707833
TGME49_257550	0.1678836501	0.009364256706	0.01652440087	0.01417214746	0.3967562309
TGME49_271970	0.8366948007	0.2183384163	0.3903438187	0.5607418665	2.59410752
TGME49_288440	0.5238349613	0.1646557655	0.2757383816	0.3466745654	0.2294950804
TGME49_214790	0.5964198196	1.202675051	0.9517385855	1.006662585	0.256955598
TGME49_260260	0.4243167374	0.7829244783	0.560573855	1.494945241	0.6015912033
TGME49_313640	0.08278475269	0.0708488688	0.420852648	0.8740266011	0.04368519093
TGME49_261570	0.4897357647	0.9799747885	0.6386669905	1.287075664	0.7837065261
TGME49_237800	0.2108532375	0.05902564112	0.08759267334	0.01226186218	0.01610915297
TGME49_213570	0.8732068868	1.720093932	1.10756898	1.284680443	0.3527964678
TGME49_216080	0.9622327031	0.4319357552	0.6716823105	0.5273082674	1.035520202
TGME49_291040	3.604773144	3.47095805	4.40344522	4.284332453	1.647975534
TGME49_275810	1.360141447	1.97224228	1.646270851	2.126378521	1.141153779
TGME49_259700	0.3279171398	0.04118499398	0.1574134815	0.1229465071	0.405980163
TGME49_228230	2.169655306	1.837768818	1.850275331	1.197388458	1.150285298
TGME49_243250	0.3452806948	0.07814992723	0.1315841902	0.04675026497	0.7960671606
TGME49_237880	0.06767612278	0.05791617527	0.1627680365	0.8973098411	1.293084864
TGME49_311800	0.4015926799	0.1727660422	0.1812689675	0.08935656558	0.3418092563
TGME49_221880	0.138323953	0.005833900383	0.02741800763	0.02409459711	0.1345204398
TGME49_260580	0.1534067309	0.009693967198	0	0.009637700319	0.4261695669
TGME49_299050	1.224200214	1.648085439	1.423453113	2.169541634	1.802873398
TGME49_225105	0.1608129933	0.004478260472	0.006309516	0.01735345377	0.4527575181
TGME49_200250	2.476420564	3.506657337	1.121761076	0.5103595591	0.8612690848
TGME49_304500	0.9090747725	1.909757788	1.160253664	0.8989836009	0.6816105956
TGME49_205680	0.09184797995	0.8704117043	0.08620045793	0.1095980478	0.04936734446
TGME49_295420	0.5999194664	0.3184395489	0.3613224558	0.1050755747	0.5182210775
TGME49_310490	2.133784501	2.354394198	1.967480058	3.601943858	3.559923068
TGME49_306500	0.1175707718	0	0.02534496302	0.01546009964	0.09902847768
TGME49_243210	0.4350944584	0.2396825674	0.1694829655	0.1604965058	0.1848425647
TGME49_247400	0.1883508383	1.211830811	0.1402460838	0.07966990612	0.1610714331
TGME49_306895	0.1616031371	0.00253062701	0.00496214977	0.01657815221	0.5021653609
TGME49_264900	0.9523249045	0.3479305899	0.6373023957	0.7545480633	1.068125751
TGME49_243570	1.394634864	1.982801422	1.837029425	1.921186504	0.8840266541
TGME49_210690	2.328538834	2.685373766	2.576871773	2.996903609	2.026369764
TGME49_269190	0.1679897189	0.2296441141	0.5826777281	0.8402783626	0.0717515302
TGME49_270250	3.406341201	4.843974861	3.714618359	2.481218986	1.430254561
TGME49_238380	0.8564122382	0.5915677096	0.4971319381	0.2525563059	0.8810412607
