Gene ID	Fold Change (Avg)	Avg Ref
TGME49_226380	-243.3	289.22
TGME49_226390	1.3	9.42
TGME49_226400	-1.3	56.43
TGME49_226410	2.2	982.94
TGME49_226420	-3.3	239.63
TGME49_226430	-1.2	426.46
TGME49_226440	-1.5	28.53
TGME49_226450	404.1	0.17
TGME49_226460	-1.4	15.24
TGME49_226470	-12.2	40.81
TGME49_226480	1.1	13.16
TGME49_226490	-4.1	1.53
TGME49_226500	1.6	345.72
TGME49_226510	-1	35.26
TGME49_226515	-1	12.37
TGME49_226520	1.2	58.76
TGME49_226532	-10.2	3.02
TGME49_226540	-335.5	51.83
TGME49_226550	1.5	132.72
TGME49_226560	-1.2	61.1
TGME49_226565	-1.3	16.12
TGME49_226570	1.1	1494.94
TGME49_226580	-1.7	222.78
TGME49_226590	-1	597.14
TGME49_226600	-1.1	60.76
TGME49_226610	21.5	0.94
TGME49_226620	-1.2	5.83
TGME49_226640	-3.7	22.8
TGME49_226660	-1.3	18
TGME49_226670	-2.2	18.45
TGME49_226680	-2.3	66.88
TGME49_226690	-18.3	61.68
TGME49_226700	-1.7	17.57
TGME49_226705	-1.3	112.13
TGME49_226710	-5.5	482.97
TGME49_226720	-1.2	153.9
TGME49_226730	1.3	203.68
TGME49_226740	-3.3	117.45
TGME49_226755	3.2	5.58
TGME49_226780	-1.4	11.48
TGME49_226790	-1.8	18.84
TGME49_226800	-1.8	12.65
TGME49_226810	-1.3	6.21
TGME49_226820	1	0
TGME49_226825	-1.3	52.27
TGME49_226830	1.2	210.99
TGME49_226840	-1.5	36.07
TGME49_226850	-2.6	28.92
TGME49_226860	-1385.7	325.23
TGME49_226870	-1.8	64.07
TGME49_226890	1	11.78
TGME49_226900	-1.3	40.42
TGME49_226910	1.4	24.36
TGME49_226920	-3.5	24.96
TGME49_226925	1	0.28
TGME49_226930	1	0
TGME49_226940	2.1	13.54
TGME49_226950	-1	21.98
TGME49_226960	1.4	251.7
TGME49_226970	1.6	2079.71
TGME49_226980	1.7	123.54
TGME49_226985	-1.5	3.16
TGME49_226990	-3.7	17.99
TGME49_227000	-6.3	89.35
TGME49_227010	-2.2	23.55
TGME49_227020	-1.7	143.77
TGME49_227030	-2	263.56
TGME49_227040	1	0.11
TGME49_227050	1.1	15.63
TGME49_227060	1.2	25.21
TGME49_227070	1	0
TGME49_227080	-1.2	16.12
TGME49_227090	27.1	1.13
TGME49_227100	35.5	0.74
TGME49_227115	-1.5	19.61
TGME49_227130	1	0.82
TGME49_227140	1	9.46
TGME49_227150	-1.6	83.23
TGME49_227260	1.1	30.46
TGME49_227270	-1.2	21.63
TGME49_227280	-1547	2093.39
TGME49_227290	-1.5	153.48
TGME49_227300	1.6	3.98
TGME49_227310	-1.4	44.4
TGME49_227320	-2.2	22.13
TGME49_227330	-11.3	20.18
TGME49_227335	-15.2	49.53
TGME49_227350	1.9	13.68
TGME49_227360	2.3	823.38
TGME49_227370	94.1	0.67
TGME49_227380	-108.6	476.58
TGME49_227390	-1	19.23
TGME49_227400	1.4	4.68
TGME49_227410	-2.3	21.85
TGME49_227420	-3.3	50.45
TGME49_227430	-15.5	84.42
TGME49_227440	-1.3	68.2
TGME49_227450	-1.6	36.01
TGME49_227560	-1.5	88.07
TGME49_227570	1	73.46
TGME49_227580	-3.9	240.86
TGME49_227590	1	0.14
TGME49_227600	2.5	1623.55
TGME49_227610	-1.1	10.44
TGME49_227615	1.8	5.55
TGME49_227620	-1645.9	7052.02
TGME49_227630	-3.2	31.84
TGME49_227650	-4.4	134.76
TGME49_227660	1.2	8.23
TGME49_227780	-1.7	16.05
TGME49_227790	-1.2	39.66
TGME49_227800	-1.4	45.34
TGME49_227810	-1447.3	351.64
TGME49_227820	-1.9	15.28
TGME49_227830	-1	50.89
TGME49_227840	-4.8	237.13
TGME49_227850	1.5	22.28
TGME49_227860	-1.3	47.45
TGME49_227870	1.4	46.1
TGME49_227880	-1.8	5.25
TGME49_227890	1	24.12
TGME49_227900	-1.6	22.42
TGME49_227910	1.1	532.46
TGME49_227920	-1.1	324.66
TGME49_227930	-4.8	48.93
TGME49_227940	-2.6	15.67
TGME49_227948	-2.6	166.02
TGME49_227952	-8.2	99.96
TGME49_227960	-1	147.08
TGME49_227970	-3.9	506.77
TGME49_227980	-1.5	16.32
TGME49_227990	-1.1	17.34
TGME49_228000	-1	127.23
TGME49_228010	-1	39.97
TGME49_228020	1	0.1
TGME49_228030	1.4	8.96
TGME49_228040	1.2	11.3
TGME49_228050	23.8	0.21
TGME49_228060	1.3	20.5
TGME49_228065	1.2	1.03
TGME49_228070	1	5.85
TGME49_228080	-1.6	34.31
TGME49_228100	-1.3	46.8
TGME49_228110	1.7	122.15
TGME49_228120	-1.3	29.26
TGME49_228130	-1.6	55.44
TGME49_228145	1	17.2
TGME49_228150	1.1	28.47
TGME49_228160	77.9	0.21
TGME49_228170	-12.3	127.28
TGME49_228175	235.7	0.1
TGME49_228180	-1.3	68.85
TGME49_228190	1.2	233.15
TGME49_228200	-1.4	68.89
TGME49_228210	-1.2	223.43
TGME49_228220	22.5	1.64
TGME49_228230	-6.3	150.57
TGME49_228240	1072.8	0.13
TGME49_228250	-1.4	49.32
TGME49_228270	-1.6	22.33
TGME49_228280	-1.9	91.59
TGME49_228290	-1.6	247.19
TGME49_228300	1.5	69.02
TGME49_228310	52.4	0
TGME49_228320	-1.6	23.04
TGME49_228330	-1.7	28.32
TGME49_228340	1.3	10.69
TGME49_228350	-1.7	10.51
TGME49_228360	2.2	145.62
TGME49_228370	2.6	46.95
TGME49_228370	2.6	46.95
TGME49_228380	-1.1	9.02
TGME49_228390	-2.7	14.1
TGME49_228395	-2.1	7.71
TGME49_228400	-1.9	65.75
TGME49_228410	119.3	0.1
TGME49_228420	294.7	0.15
TGME49_228430	-2.1	0.59
TGME49_228440	1	0
TGME49_228460	-3	48.3
TGME49_228470	1.9	1507.66
TGME49_228480	-1.2	17.12
TGME49_228490	1.3	80.42
TGME49_228620	1	0.42
TGME49_228630	-2.2	207.18
TGME49_228640	1	0.67
TGME49_228660	-2.9	19.49
TGME49_228670	-1.8	15.08
TGME49_228680	84.4	0.36
TGME49_228690	-2.2	13.9
TGME49_228710	-1.2	7.3
TGME49_228720	-1.4	30.46
TGME49_228730	-2.2	21.16
TGME49_228750	-1.7	15.42
TGME49_228760	-2.6	341.1
TGME49_228770	1.8	51.91
TGME49_228780	2.3	102.2
TGME49_228980	1	0.38
TGME49_228990	5.2	13.77
TGME49_229000	-3.6	182.93
TGME49_229005	1.6	1.69
TGME49_229010	-1368.4	576.72
TGME49_229020	-1.4	41.25
TGME49_229030	-1.3	155.45
TGME49_229140	2.1	15.14
TGME49_229150	1.8	10.08
TGME49_229160	-1.5	20.1
TGME49_229170	3.3	2.55
TGME49_229180	1.4	62.18
TGME49_229190	1	0
TGME49_229200	-2.3	20.64
TGME49_229210	1.1	126.17
TGME49_229220	-95.8	190.18
TGME49_229230	125.3	0
TGME49_229240	237.9	0
TGME49_229250	2.7	835.01
TGME49_229260	-1.9	15.76
TGME49_229270	5.7	2.52
TGME49_229280	-14.2	130.15
TGME49_229290	1.4	17.73
TGME49_229300	2.6	1.7
TGME49_229310	1.2	4.96
TGME49_229320	224.7	2.95
TGME49_229330	4.1	1.19
TGME49_229340	-1.5	10.9
TGME49_229350	-1.7	42.98
TGME49_229360	1.1	292.67
TGME49_229370	-3.4	18.75
TGME49_229380	-2.3	31.32
TGME49_229390	-6.1	11.34
TGME49_229405	16.7	1.52
TGME49_229420	3.7	101.84
TGME49_229440	-1.9	35.24
TGME49_229450	1.6	97.23
TGME49_229460	1.4	20.14
TGME49_229470	-1	97.38
TGME49_229480	-1.4	957.53
TGME49_229490	-1.7	59.85
TGME49_229500	-13.3	70.65
TGME49_229620	1.1	23.01
TGME49_229630	-3.4	37.97
TGME49_229640	-2.3	56.32
TGME49_229650	-3.8	93.44
TGME49_229660	4.3	1.55
TGME49_229670	2.4	1814.34
TGME49_229680	-31.5	44.74
TGME49_229690	-2.9	53.8
TGME49_229710	-1.7	22.69
TGME49_229720	1.9	8.25
TGME49_229740	1.1	19.83
TGME49_229750	-1.2	20.55
TGME49_229770	-1.5	11.9
TGME49_229780	-2.6	49.82
TGME49_229790	-1.1	24.81
TGME49_229900	1.1	20.03
TGME49_229910	8.3	1.23
TGME49_229915	77.1	0.16
TGME49_229920	1.1	522.31
TGME49_229930	-2.3	368.76
TGME49_229940	-1.4	31.61
TGME49_229950	-1	225.03
TGME49_229990	1.4	213.57
TGME49_230000	-1.4	3.75
TGME49_230010	-1.6	31.7
TGME49_230020	79.2	0.02
TGME49_230030	-1	14.42
TGME49_230050	1.1	15.01
TGME49_230060	-1.1	81.8
TGME49_230070	-1.8	108.07
TGME49_230080	-2.3	14.79
TGME49_230100	-1.7	40.62
TGME49_230110	-1.2	17.7
TGME49_230122	-1	18.11
TGME49_230130	-2.1	15.49
TGME49_230135	9.2	0
TGME49_230140	-2	16.26
TGME49_230150	-1.8	26.57
TGME49_230160	-1224.1	1940.91
TGME49_230170	-1.5	31.55
TGME49_230180	-6.4	319.71
TGME49_230180	-6.4	319.71
TGME49_230190	-2.4	131.38
TGME49_230200	83.1	0
TGME49_230205	-1.2	10.38
TGME49_230210	-6	1035.56
TGME49_230220	-2.6	35.7
TGME49_230230	-1.9	47.74
TGME49_230340	-3.9	53.24
TGME49_230350	-10.9	231.59
TGME49_230380	1	989.45
TGME49_230400	-2.1	37.94
TGME49_230410	1.1	335.4
TGME49_230420	-1.1	223
TGME49_230430	-3.3	69.14
TGME49_230440	-1	42.35
TGME49_230450	1.5	105.05
TGME49_230460	14.5	1.8
TGME49_230470	-46.3	15.69
TGME49_230480	-1.1	472.84
TGME49_230490	-1.7	30.22
TGME49_230500	-1.9	21.99
TGME49_230510	-1.4	54.88
TGME49_230520	1.9	310.56
TGME49_230535	2.5	0
TGME49_230555	44.1	0.73
TGME49_230570	-2.8	19.17
TGME49_230580	1.3	16.49
TGME49_230590	-1.1	17.68
TGME49_230610	-1.5	72.2
TGME49_230630	1.2	14.95
TGME49_230640	1.3	31.11
TGME49_230650	-1.3	10.43
TGME49_230690	-1.9	47.34
TGME49_230700	-1.8	42.88
TGME49_230705	-1634.1	394.32
TGME49_230710	1.2	14.06
TGME49_230820	-23.5	143.46
TGME49_230830	4.3	1.29
TGME49_230840	-1.6	29.6
TGME49_230850	-8.3	172.48
TGME49_230860	-2.6	61.91
TGME49_230870	-2.3	60.01
TGME49_230880	-1.2	13.42
TGME49_230890	-1.6	22.99
TGME49_230900	10	0.09
TGME49_230905	2.6	7.83
TGME49_230910	1	31.63
TGME49_230920	-1.6	16.3
TGME49_230940	-1.9	309.52
TGME49_230950	-3.1	10.73
TGME49_230960	-1	58.15
TGME49_230970	-3.8	113.33
TGME49_230980	-21.3	132.24
TGME49_230990	-1.9	14.49
TGME49_231000	-2.2	32.36
TGME49_231010	-1.4	18.22
TGME49_231020	-2.2	79.24
TGME49_231030	-2.3	38.47
TGME49_231040	1.9	16.9
TGME49_231050	1	0
TGME49_231055	1	0
TGME49_231060	17.6	5.04
TGME49_231070	-3.4	83.68
TGME49_231080	1.8	1321.01
TGME49_231090	-1.6	0.41
TGME49_231100	-2.2	176.58
TGME49_231110	163.4	0.22
TGME49_231120	1.6	57.19
TGME49_231125	-19.2	4.21
TGME49_231130	1.4	31.14
TGME49_231140	1.8	2604.97
TGME49_231150	1.7	11.89
TGME49_231160	-6.2	1336.46
TGME49_231170	-1.9	31.39
TGME49_231175	8.3	5.75
TGME49_231180	1.2	75.04
TGME49_231190	1.5	58.05
TGME49_231200	2.4	13.05
TGME49_231210	-2.3	65.98
TGME49_231220	-3.2	34.62
TGME49_231230	-2.8	58.63
TGME49_231280	-1.8	21.56
TGME49_231350	1.2	29.17
TGME49_231360	-1.4	13.8
TGME49_231370	-1	9.25
TGME49_231380	-1.5	173.81
TGME49_231390	638.8	0.14
TGME49_231400	114.6	0.04
TGME49_231410	1.6	307.76
TGME49_231420	1	0.11
TGME49_231430	1.1	116.23
TGME49_231440	-1.8	73.09
TGME49_231450	1	0.1
TGME49_231460	1	17.02
TGME49_231470	44.8	0
TGME49_231480	1.2	20.88
TGME49_231590	1.1	148.31
TGME49_231600	1.9	23.97
TGME49_231625	-2	41.39
TGME49_231630	-5.1	1751.64
TGME49_231640	-5.6	1472.39
TGME49_231750	1	27.53
TGME49_231770	467.3	0.05
TGME49_231780	-111.2	29.78
TGME49_231790	-2	27.41
TGME49_231800	-1.3	8.39
TGME49_231815	-1.7	5.76
TGME49_231840	-5.9	35.67
TGME49_231850	-1.4	1231.78
TGME49_231860	1	0.28
TGME49_231865	3.7	0.18
TGME49_231870	2	19.74
TGME49_231880	160.2	0.03
TGME49_231890	-1.4	45.39
TGME49_231900	67.3	0.69
TGME49_231910	1.6	194.54
TGME49_231920	-4.1	233.05
TGME49_231930	-1.4	13.91
TGME49_231940	-1.1	106.7
TGME49_231950	-2.9	344.34
TGME49_231960	-4.8	30.4
TGME49_231970	1.4	60.76
TGME49_231980	-1.5	22.38
TGME49_231990	-2.8	180.05
TGME49_231991	-12.7	23.33
TGME49_231992	-17.4	28.87
TGME49_231994	-6.4	12.46
TGME49_231996	-20	18.47
TGME49_231998	19	0.02
TGME49_232000	-2.4	203.2
TGME49_232010	-1.6	14.65
TGME49_232020	-11	77.41
TGME49_232030	-1095.8	417.03
TGME49_232040	2.8	3.01
TGME49_232050	1	128.09
TGME49_232060	-1.1	19.27
TGME49_232080	-1.5	5.16
TGME49_232085	1	0.59
TGME49_232090	-1.9	123.23
TGME49_232100	1.1	10.45
TGME49_232110	1	0.21
TGME49_232120	-3.3	58
TGME49_232130	-3.2	388.22
TGME49_232140	26.1	0.02
TGME49_232150	-3.5	115.95
TGME49_232160	1.1	40.19
TGME49_232170	228.4	0.52
TGME49_232190	-1.2	20.43
TGME49_232200	1	0
TGME49_232210	-1.7	50.56
TGME49_232220	-1.1	10.53
TGME49_232230	1.9	1489.81
TGME49_232240	-1	7.06
TGME49_232250	-9.5	808.25
TGME49_232260	-5.5	143.57
TGME49_232270	4.7	20.58
TGME49_232280	-1.1	77.85
TGME49_232290	-1	1.4
TGME49_232300	2.1	1876.2
TGME49_232310	-1.7	19.66
TGME49_232320	-3.4	24.76
TGME49_232340	-1.5	215.94
TGME49_232350	2.1	1400.89
TGME49_232360	-3.9	31.56
TGME49_232370	-1.5	45.5
TGME49_232380	2	14.47
TGME49_232390	-1.2	22.34
TGME49_232400	140.8	4.91
TGME49_232410	-3.1	1236.5
TGME49_232420	42.7	0.64
TGME49_232430	-1.1	56.63
TGME49_232440	1.6	488.25
TGME49_232450	-1.9	61.46
TGME49_232475	1.1	0
TGME49_232500	-1.6	62.44
TGME49_232510	-1.5	23.73
TGME49_232520	1.6	73.56
TGME49_232530	-2.4	14.76
TGME49_232540	-1.6	38.23
TGME49_232550	-1.3	220.9
TGME49_232560	-6.9	66.71
TGME49_232580	25.4	1.87
TGME49_232590	1.4	28.4
TGME49_232600	-2.9	113.08
TGME49_232610	-1	28.78
TGME49_232620	-1.8	25.02
TGME49_232630	-1.7	450.16
TGME49_232640	1	56.04
TGME49_232650	-2.7	75.61
TGME49_232655	-2.7	3.75
TGME49_232660	-1.1	576.34
TGME49_232670	-8.1	154.6
TGME49_232680	1.1	16.82
TGME49_232690	-1.9	119.64
TGME49_232700	1	0.14
TGME49_232710	2.5	2073.45
TGME49_232720	-1.3	215.15
TGME49_232730	1.2	57.27
TGME49_232740	-10.3	3.27
TGME49_232750	-2	130.74
TGME49_232760	-1.3	171.73
TGME49_232770	1	0.21
TGME49_232780	-4.6	88.81
TGME49_232800	-1.1	31.08
TGME49_232815	-1.3	46.66
TGME49_232830	-1.4	165.17
TGME49_232940	-2.5	406.14
TGME49_232950	38.6	0.2
TGME49_232955	-2.2	1.78
TGME49_232960	-4	93.47
TGME49_232970	-1.6	11.82
TGME49_232980	-2.2	11.73
TGME49_232990	1	0
TGME49_233000	-1.2	36.29
TGME49_233010	-1.8	34.69
TGME49_233020	-1.3	84.58
TGME49_233030	-289.1	343.64
TGME49_233040	23.6	0.56
TGME49_233080	1	20.94
TGME49_233090	-1.6	20.1
TGME49_233100	1.2	200.28
TGME49_233110	-1.4	224.97
TGME49_233120	-1.7	12.12
TGME49_233130	-7.7	93.67
TGME49_233140	1	327.28
TGME49_233160	-2.1	31.74
TGME49_233170	-1	21.45
TGME49_233180	60.5	0.05
TGME49_233190	-1.2	57.93
TGME49_233200	1.2	51.94
TGME49_233210	51.4	0.3
TGME49_233220	-56.8	46.18
TGME49_233230	-1.1	302.39
TGME49_233245	-1.4	8.17
TGME49_233260	1.1	53.11
TGME49_233270	39.8	0
TGME49_233280	395.7	0.04
TGME49_233290	-3.5	2.03
TGME49_233300	-3.2	32.65
TGME49_233310	-1.5	38.86
TGME49_233315	3	5.67
TGME49_233320	6.4	2.19
TGME49_233330	118.8	0
TGME49_233340	-1.5	45.16
TGME49_233350	1.8	602.83
TGME49_233360	48.4	5.51
TGME49_233370	1090.8	1.04
TGME49_233380	-13.6	648.54
TGME49_233390	1	31.01
TGME49_233400	-1.2	150.6
TGME49_233405	1	0.1
TGME49_233410	-1.1	28.14
TGME49_233430	-1.4	8.74
TGME49_233450	-186.9	968.43
TGME49_233460	-1687.9	7803.97
TGME49_233470	-2.4	180.09
TGME49_233480	-1138.1	6393.1
TGME49_233490	-1.1	16.31
TGME49_233500	-2.2	184.55
TGME49_233520	-1.2	42.58
TGME49_233530	-56.3	98.72
TGME49_233540	-1.5	16.85
TGME49_233550	-1.3	15.42
TGME49_233610	24.3	0.96
TGME49_233670	2.3	0.15
TGME49_233680	1.7	41.06
TGME49_233695	-1.5	224.56
TGME49_233710	-1.9	22.66
TGME49_233720	1.1	65.28
TGME49_233735	-1.5	13.57
TGME49_233760	-2.2	41.53
TGME49_233770	-1.4	46
TGME49_233780	1	0
TGME49_233790	-2.4	27.4
TGME49_233792	5.6	0
TGME49_233810	-2.2	56.23
TGME49_233820	-1	30.31
TGME49_233830	1.2	16.41
TGME49_233850	2.3	10.47
TGME49_233860	-1.3	12.99
TGME49_233870	-501.4	43.74
TGME49_233890	1.4	36.73
TGME49_233905	-1.4	16.96
TGME49_233920	-11.9	24.54
TGME49_233925	-1.2	14.52
TGME49_233930	2.2	12.77
TGME49_233940	132.2	0.04
TGME49_233950	2.1	25.69
TGME49_233960	23.6	0.12
TGME49_234060	481.6	0.22
TGME49_234165	1	0
TGME49_234180	-198.9	180.18
TGME49_234190	-2.2	416.44
TGME49_234200	1.5	8.3
TGME49_234220	-1.6	32.55
TGME49_234230	-2.3	21.28
TGME49_234250	-9.5	66.17
TGME49_234270	-5.3	38.38
TGME49_234280	1.2	25.25
TGME49_234300	-5	16.17
TGME49_234310	1.1	112.25
TGME49_234340	-1.9	5.5
TGME49_234350	-3.7	26.65
TGME49_234360	-1.3	61.2
TGME49_234370	2.4	7.4
TGME49_234375	12.2	0.26
TGME49_234380	15.9	70.94
TGME49_234390	1.3	34.68
TGME49_234400	-8	3
TGME49_234420	2.5	34.58
TGME49_234430	-8	15.75
TGME49_234440	2.5	60.63
TGME49_234450	2.2	1778.1
TGME49_234450	2.2	1778.1
TGME49_234460	1.1	12.07
TGME49_234470	1.5	51.94
TGME49_234490	1.1	34.68
TGME49_234505	1.3	121.93
TGME49_234507	1	0.06
TGME49_234510	-1.2	140.4
TGME49_234520	1.2	57.02
TGME49_234530	-5.5	196.02
TGME49_234540	-12.3	123.71
TGME49_234550	2.3	1252.03
TGME49_234560	1	30.44
TGME49_234570	67.8	1.45
TGME49_234580	1.4	4.68
TGME49_234590	3.5	0.12
TGME49_234600	-1.5	9.75
TGME49_234610	-1.5	62.35
TGME49_234640	-1.7	30.33
TGME49_234670	-4.6	43.38
TGME49_234900	1.2	16.52
TGME49_234930	-1.2	29.41
TGME49_234940	264.2	4.82
TGME49_234950	-35.9	53.61
TGME49_234970	-2.6	51.67
TGME49_234980	-1.1	27.59
TGME49_234990	-1.6	23.82
TGME49_235000	49.8	1.51
TGME49_235010	35.6	1.06
TGME49_235020	-1.1	94
TGME49_235130	-16.5	76.92
TGME49_235140	-13.8	95.58
TGME49_235150	-3.3	350.05
TGME49_235160	-2	63.92
TGME49_235170	-1.8	83.31
TGME49_235200	957.3	0.21
TGME49_235315	2350.9	0.2
TGME49_235340	-2.8	165.97
TGME49_235350	-1.3	29.45
TGME49_235360	1.3	22.13
TGME49_235370	-4.1	213.15
TGME49_235380	-5.9	146.55
TGME49_235390	606.6	1.97
TGME49_235398	-1.2	63.63
TGME49_235402	-1.7	11.48
TGME49_235420	-1.1	12.74
TGME49_235430	1.5	0
TGME49_235440	-1.7	75.42
TGME49_235450	-2.3	150.18
TGME49_235470	-2.1	766.9
TGME49_235478	-1.9	17.75
TGME49_235490	-1.4	66.88
TGME49_235540	1.4	352.44
TGME49_235550	-1.1	18.86
TGME49_235560	-1.3	22.51
TGME49_235580	-3	0.39
TGME49_235590	1	0.12
TGME49_235600	1.9	0.11
TGME49_235610	-1.1	15.7
TGME49_235620	2.2	49.82
TGME49_235630	-2.2	43.6
TGME49_235635	1.4	3.6
TGME49_235640	-1.1	12.22
TGME49_235650	21	1.62
TGME49_235660	2	47.04
TGME49_235670	2.6	21.83
TGME49_235680	1.3	31.96
TGME49_235690	-4.5	635.87
TGME49_235700	-1	145.28
TGME49_235710	1.1	42.55
TGME49_235720	-1.7	19.15
TGME49_235730	-1.3	44.92
TGME49_235740	1.2	38.56
TGME49_235750	1.3	18.17
TGME49_235860	8.3	4.92
TGME49_235880	-1.7	295.47
TGME49_235890	1.8	17.62
TGME49_235905	1.1	18.01
TGME49_235920	2.6	4.39
TGME49_235930	1.1	650.49
TGME49_235950	483.2	0.08
TGME49_235960	-1.7	27.63
TGME49_235970	1.1	335.97
TGME49_235980	-1.6	52.49
TGME49_235990	1.4	13.12
TGME49_236000	1.8	29.29
TGME49_236010	-26.4	298.64
TGME49_236020	108.2	0.02
TGME49_236030	1.1	23.6
TGME49_236040	1.3	1315.36
TGME49_236050	25.9	3.8
TGME49_236060	-4	79.92
TGME49_236070	-2	172.55
TGME49_236080	-2.1	70.97
TGME49_236110	-2.1	88.88
TGME49_236120	523.1	0.63
TGME49_236130	1.2	54.77
TGME49_236140	1.1	12.65
TGME49_236150	-1.1	0.71
TGME49_236160	-1.5	46.73
TGME49_236190	-2.1	84.29
TGME49_236200	-1.5	28.29
TGME49_236210	1.5	238.81
TGME49_236220	-2.3	55.82
TGME49_236230	-1.5	0.47
TGME49_236240	-2.1	39.62
TGME49_236250	1.1	12.45
TGME49_236260	-1.1	23.91
TGME49_236270	-1	28.39
TGME49_236280	-1.5	27.83
TGME49_236290	77.9	0.58
TGME49_236400	46.6	1.05
TGME49_236510	-1.5	40.03
TGME49_236520	1.4	28.63
TGME49_236530	-1.1	41.18
TGME49_236540	-1.1	326.68
TGME49_236550	1.5	366.4
TGME49_236560	-2.4	27.77
TGME49_236570	-1.5	359.91
TGME49_236580	1.7	226.76
TGME49_236595	42.7	0.03
TGME49_236620	-2.9	67.6
TGME49_236630	-6.5	257.06
TGME49_236635	1	0.13
TGME49_236640	-2.1	96.47
TGME49_236650	-1.2	641.53
TGME49_236660	-2.9	50.21
TGME49_236670	-24.3	37.59
TGME49_236780	-1.3	24.38
TGME49_236790	-1	16.24
TGME49_236800	-2.2	37.55
TGME49_236820	-1.5	31.39
TGME49_236830	1	0
TGME49_236840	1.3	79.97
TGME49_236850	-4.9	27
TGME49_236860	-1.3	14.82
TGME49_236870	-1105.4	396.2
TGME49_236880	1	0.05
TGME49_236890	-13.4	398.6
TGME49_236900	1	0.1
TGME49_236910	1.5	277
TGME49_236920	1	193.92
TGME49_236930	2.2	5.54
TGME49_236940	64.9	0.11
TGME49_236950	1.1	1594.85
TGME49_236960	-8.2	209.06
TGME49_236970	-1.4	43.76
TGME49_236975	2738.8	2.27
TGME49_237000	1.7	99.98
TGME49_237010	1.6	41.79
TGME49_237015	-50	361.62
TGME49_237020	-1.3	30.27
TGME49_237045	714.3	0.01
TGME49_237070	88	70.24
TGME49_237080	3095.2	1.29
TGME49_237090	-3.4	86.86
TGME49_237100	1.1	8.24
TGME49_237110	1	71.13
TGME49_237120	4.4	13.81
TGME49_237130	2.5	2.24
TGME49_237140	1.5	95.35
TGME49_237150	-2	385.54
TGME49_237160	1.1	20.9
TGME49_237170	-1.3	134.13
TGME49_237180	-8.3	287.26
TGME49_237190	-7.7	197.34
TGME49_237195	62.2	0.1
TGME49_237200	1	110.62
TGME49_237210	-4.3	37.61
TGME49_237220	-1.6	174.71
TGME49_237230	-1054.7	752.4
TGME49_237240	-1.5	80.46
TGME49_237250	-2	283.83
TGME49_237260	-1.6	95.62
TGME49_237270	-1.1	0.4
TGME49_237280	-3.8	31.34
TGME49_237290	1.1	26.13
TGME49_237410	-1.1	31.99
TGME49_237450	1.4	7.16
TGME49_237460	-1.6	24.02
TGME49_237470	-1.5	37.18
TGME49_237480	-1.4	15.62
TGME49_237490	33.2	2
TGME49_237500	1.1	74.97
TGME49_237510	398.2	0.1
TGME49_237520	-1.2	23.56
TGME49_237530	-2.1	33.96
TGME49_237550	1.3	12.94
TGME49_237560	-2.3	494.73
TGME49_237570	-1.8	126.49
TGME49_237585	79.9	0.26
TGME49_237595	56	0.9
TGME49_237600	-2.6	54.22
TGME49_237700	1	1.52
TGME49_237800	2318.1	0.28
TGME49_237810	577	0.35
TGME49_237820	-8.3	189.33
TGME49_237830	-1.8	21.81
TGME49_237835	-2.6	4.23
TGME49_237840	-1.9	23.59
TGME49_237860	-3	15.93
TGME49_237870	-1.9	26.64
TGME49_237880	-3.4	1290.43
TGME49_237890	1.3	24.89
TGME49_237893	1	0
TGME49_237894	1	0
TGME49_237900	1	0
TGME49_238000	1.8	60.09
TGME49_238010	1.9	2079.7
TGME49_238020	-2.6	36.07
TGME49_238040	1.2	30.17
TGME49_238050	1.4	152.82
TGME49_238060	2.2	4.32
TGME49_238070	1	60.27
TGME49_238080	1.4	21.02
TGME49_238100	-1.1	239.78
TGME49_238110	-1.6	212.76
TGME49_238130	-1.1	49.01
TGME49_238140	-1.4	33.58
TGME49_238150	-2.1	199.98
TGME49_238160	1.3	1.55
TGME49_238165	1	0.21
TGME49_238170	-3.8	27.69
TGME49_238180	-1.3	178.5
TGME49_238190	-1.2	53.2
TGME49_238200	2	12.26
TGME49_238210	60.4	0.31
TGME49_238220	27.4	0.93
TGME49_238230	-1.2	52.7
TGME49_238240	1.5	178.39
TGME49_238250	1.5	1788.18
TGME49_238260	-1.8	13.57
TGME49_238270	1.1	20.22
TGME49_238380	-9.4	132.55
TGME49_238390	-1.5	33.9
TGME49_238400	-2.7	35.37
TGME49_238410	-1.4	10.03
TGME49_238420	-1.8	25.54
TGME49_238440	12.6	7.95
TGME49_238450	1	0
TGME49_238460	1185.9	0.43
TGME49_238470	356	0.05
TGME49_238480	152.1	0.2
TGME49_238490	326.7	0.35
TGME49_238500	614.6	0.16
TGME49_238505	1	0.07
TGME49_238510	1.4	23.36
TGME49_238520	787.8	0.5
TGME49_238530	1115.7	1.76
TGME49_238850	356.4	1.55
TGME49_238860	1	0
TGME49_238870	1	25.8
TGME49_238880	1.4	10.32
TGME49_238895	-5.9	72.14
TGME49_238915	1912.1	0.3
TGME49_238930	1.1	6.65
TGME49_238940	-1.1	22.93
TGME49_238950	-1.8	167.76
TGME49_238960	25.7	0.63
TGME49_238970	68.1	0.21
TGME49_238980	56.9	0
TGME49_238995	-6.7	17.54
TGME49_239010	-25.9	59.44
TGME49_239020	2	28.73
TGME49_239050	-1.9	35.31
TGME49_239070	1.4	29.88
TGME49_239080	1	17.46
TGME49_239083	1	0
