Gene ID	Fold Change (Avg)	Avg Ref
TGME49_288500	2.1	182.22
TGME49_288510	1.4	12.16
TGME49_288520	2.2	0.03
TGME49_288530	2.4	37.62
TGME49_288540	1.4	102.36
TGME49_288550	-2	48.17
TGME49_288560	-3.6	77.22
TGME49_288570	-1.4	50.43
TGME49_288580	1.3	51.57
TGME49_288590	-3.1	4.54
TGME49_288600	-3.1	67.64
TGME49_288610	-1	17.79
TGME49_288620	1.2	118.28
TGME49_288630	1.7	266.1
TGME49_288640	2.5	8.19
TGME49_288650	-1133.6	1464.64
TGME49_288670	1.3	15.91
TGME49_288680	-1.9	126.81
TGME49_288685	-4.1	31.03
TGME49_288700	-1.4	31.71
TGME49_288710	1.1	16.16
TGME49_288720	1.9	1309.59
TGME49_288730	-1.9	11.98
TGME49_288740	1.3	40.99
TGME49_288750	1.3	350.34
TGME49_288800	-3.4	28.38
TGME49_288820	-4.3	44.38
TGME49_288830	1.4	82.52
TGME49_288840	-314.8	60.37
TGME49_288850	-2.4	8.22
TGME49_288860	1.7	32.71
TGME49_288880	-1.1	9.1
TGME49_288890	-1.6	32.38
TGME49_288900	-1.2	25.77
TGME49_288910	-1.1	63.19
TGME49_288920	-3.4	84.22
TGME49_288930	-3	53.4
TGME49_288940	-1.6	9.14
TGME49_288945	-1.1	49.1
TGME49_288950	-6.4	40.27
TGME49_288990	1.3	34.28
TGME49_289000	-1.3	37.75
TGME49_289010	1.8	17.48
TGME49_289020	126	0.04
TGME49_289030	1	0
TGME49_289050	1.9	8.29
TGME49_289060	-4.8	1.28
TGME49_289070	-2.4	43.69
TGME49_289080	1	27.85
TGME49_289100	-5.1	59.33
TGME49_289110	1.1	11.18
TGME49_289120	-1.3	19.99
TGME49_289130	3	58.18
TGME49_289140	3	65.02
TGME49_289150	-3.8	30.49
TGME49_289160	1	0.04
TGME49_289170	30.5	0.52
TGME49_289180	-1.9	91.85
TGME49_289190	1.8	8.89
TGME49_289200	-1.1	11.52
TGME49_289210	-1.3	321.33
TGME49_289230	1.2	18.21
TGME49_289240	69.6	2.38
TGME49_289250	1.3	46.91
TGME49_289290	1.3	75.28
TGME49_289300	-1.2	85.94
TGME49_289310	-1.4	67.45
TGME49_289320	-1.9	130.15
TGME49_289330	1.1	44.44
TGME49_289340	-27.9	77.73
TGME49_289350	1.1	35.93
TGME49_289360	2	53.69
TGME49_289370	4.1	195.9
TGME49_289380	-3.6	241.62
TGME49_289490	-1.1	11.09
TGME49_289510	-1.2	19.88
TGME49_289520	-2	14.6
TGME49_289530	1.8	1232.97
TGME49_289540	-2.3	112.1
TGME49_289550	-1	46.37
TGME49_289560	-1	53.63
TGME49_289570	-2.1	43.39
TGME49_289580	-1.1	125.75
TGME49_289590	-2.4	1.88
TGME49_289600	-9.6	364.79
TGME49_289610	1.6	28.4
TGME49_289615	1.3	30.17
TGME49_289620	-3.1	252.13
TGME49_289630	-118.8	137.2
TGME49_289640	2.4	49.89
TGME49_289650	1	502.95
TGME49_289650	1	502.95
TGME49_289660	4.2	0.65
TGME49_289670	-1.2	33.36
TGME49_289680	1.2	251.36
TGME49_289690	4.7	2039.93
TGME49_289700	-1.1	72.06
TGME49_289710	-2.7	36.69
TGME49_289730	-1.5	69.15
TGME49_289740	-1.9	157.13
TGME49_289745	-1.2	2.45
TGME49_289750	2.4	1776.19
TGME49_289760	-2.2	44.55
TGME49_289770	-1.7	106.06
TGME49_289780	1.3	27.33
TGME49_289790	-1.2	19.9
TGME49_289800	-1.2	218.59
TGME49_289810	1.3	86.59
TGME49_289820	-2	37.37
TGME49_289830	1.1	437.24
TGME49_289860	1	0
TGME49_289870	6.3	0
TGME49_289880	-3.5	96.19
TGME49_289890	-1	39.62
TGME49_289900	1.5	36.05
TGME49_289910	-6.3	286.85
TGME49_289920	-1164.4	251.09
TGME49_289930	241.6	0.06
TGME49_289940	1.8	23.11
TGME49_289950	-1.2	63.13
TGME49_289960	1.2	18.36
TGME49_289970	1.1	321.19
TGME49_289980	1	49.4
TGME49_289990	-8.3	103.33
TGME49_290000	-1.6	93.4
TGME49_290005	-1.9	593.13
TGME49_290010	1	0.26
TGME49_290020	-2.1	38.14
TGME49_290030	1.1	288.4
TGME49_290040	1.1	293.85
TGME49_290160	-1.4	127.64
TGME49_290170	-2	69.78
TGME49_290180	1.4	23.58
TGME49_290190	-1.6	34.64
TGME49_290200	-1.2	632.26
TGME49_290225	-1.3	9.94
TGME49_290240	-1.2	37.82
TGME49_290250	1.1	0
TGME49_290260	1.4	71.21
TGME49_290270	-1.4	37.65
TGME49_290280	1	0
TGME49_290290	-1.7	156.66
TGME49_290300	-7.8	459.04
TGME49_290310	-1.2	13.84
TGME49_290330	1.1	12.42
TGME49_290340	1.2	70.94
TGME49_290460	-1.2	25.56
TGME49_290570	-1.1	30.86
TGME49_290580	1.1	43.13
TGME49_290600	1.3	308.65
TGME49_290605	-2.2	46.1
TGME49_290610	-1.3	2.13
TGME49_290620	-1.9	50.6
TGME49_290630	-1.6	8.74
TGME49_290640	-2.7	103.07
TGME49_290645	1	0
TGME49_290650	-1.1	26.37
TGME49_290660	-1.3	601.18
TGME49_290670	1.3	592.68
TGME49_290678	-1.8	29.16
TGME49_290700	-269.4	313.92
TGME49_290720	-1.8	112.59
TGME49_290730	-1.7	71.34
TGME49_290840	1.2	42.66
TGME49_290850	-1.8	109.03
TGME49_290860	1.2	68.06
TGME49_290870	-43.7	78.65
TGME49_290880	-1.7	14.84
TGME49_290890	2.2	106.57
TGME49_290900	-1.6	117.55
TGME49_290910	1	30.11
TGME49_290920	-1.9	55.27
TGME49_290923	31.9	0
TGME49_290930	1	0.05
TGME49_290940	-1.5	146.13
TGME49_290950	-1.3	105.18
TGME49_290960	1	44.23
TGME49_290970	-1669.6	237.86
TGME49_290980	1.3	60.92
TGME49_290990	-1.4	15.82
TGME49_291000	-1.1	30.65
TGME49_291005	109.1	0.05
TGME49_291010	1.9	22.39
TGME49_291020	-6.5	40.56
TGME49_291030	-2.3	40.48
TGME49_291040	-2108.4	390.46
TGME49_291050	-3.9	41.4
TGME49_291080	-1.1	73.42
TGME49_291090	-1.2	12.12
TGME49_291120	-1	34.46
TGME49_291130	21.2	0.46
TGME49_291140	-1.5	65.81
TGME49_291150	43.5	0.88
TGME49_291160	76.3	0.03
TGME49_291170	1.4	60.08
TGME49_291180	-4.1	41.91
TGME49_291300	-1.7	170.35
TGME49_291310	-1.1	117.13
TGME49_291320	-1.7	40.07
TGME49_291330	-2.1	179.18
TGME49_291340	13.8	0.23
TGME49_291350	1.1	15.58
TGME49_291580	1	0.27
TGME49_291590	2.7	10.31
TGME49_291600	-2	89.72
TGME49_291620	-2.2	37.28
TGME49_291630	1.1	44.19
TGME49_291640	1.3	49.66
TGME49_291650	-3.6	22.54
TGME49_291660	1	0
TGME49_291670	1.2	19.62
TGME49_291680	-1	155.29
TGME49_291690	-2.1	25.25
TGME49_291800	-2.9	62.32
TGME49_291810	-1.1	113.69
TGME49_291820	-1	22.08
TGME49_291830	1483.5	1.01
TGME49_291840	1.7	10.33
TGME49_291850	2.4	1740.51
TGME49_291860	-1.6	3.52
TGME49_291880	-2.8	92.12
TGME49_291890	-326.3	2427.22
TGME49_291900	-1.2	74.17
TGME49_291910	140.6	0.24
TGME49_291920	1	0
TGME49_291930	3.3	159.23
TGME49_291940	-1.5	71.98
TGME49_291950	-1.2	72.55
TGME49_291960	-492.1	1071.94
TGME49_291980	-2.6	31.25
TGME49_292000	-1.1	13.7
TGME49_292010	-1.5	38.64
TGME49_292020	-3	8.7
TGME49_292035	-1.4	8.37
TGME49_292055	-1.5	14.41
TGME49_292080	-1.8	131.34
TGME49_292100	1.1	25.9
TGME49_292110	-14	78.56
TGME49_292120	1.1	85.86
TGME49_292130	2.1	1529.06
TGME49_292140	-1.8	37.04
TGME49_292150	1	0.04
TGME49_292160	1	35.9
TGME49_292170	-5.9	19.73
TGME49_292190	-1.7	44.18
TGME49_292200	-2.4	61.81
TGME49_292220	-1.7	277.38
TGME49_292235	-1.2	17.65
TGME49_292245	-1.4	35.55
TGME49_292250	1	0.05
TGME49_292260	8.1	3.7
TGME49_292270	-9.2	10.85
TGME49_292275	-8.5	10.59
TGME49_292280	-6.3	2.66
TGME49_292300	-2.8	30.06
TGME49_292310	1.1	23.63
TGME49_292320	-1.4	21.13
TGME49_292325	-1.7	25.61
TGME49_292330	-2.3	64.48
TGME49_292335	38.2	0.28
TGME49_292340	-1	25.14
TGME49_292350	1	0.09
TGME49_292360	-1.4	42.5
TGME49_292375	-16.3	84.66
TGME49_292390	-3.6	0.62
TGME49_292600	1	0.19
TGME49_292610	1.5	83.99
TGME49_292920	-1.4	233.77
TGME49_292935	105	0.02
TGME49_292950	-2.1	43.57
TGME49_292960	-141.9	54.79
TGME49_292975	1.6	8.91
TGME49_293000	1.1	35.14
TGME49_293010	8.4	0
TGME49_293040	-1.4	89.09
TGME49_293050	-1.3	67.23
TGME49_293060	-3.6	46.87
TGME49_293170	-6.6	36.54
TGME49_293180	-1.9	606.11
TGME49_293190	-6.2	101.35
TGME49_293200	1.1	18.86
TGME49_293220	-1.2	12.02
TGME49_293230	-1.1	47.14
TGME49_293240	-2.2	25.74
TGME49_293250	726	0.04
TGME49_293252	93.6	0.22
TGME49_293258	13.2	0.72
TGME49_293260	-3.8	97.69
TGME49_293280	4.2	2.14
TGME49_293300	-1.7	52.65
TGME49_293310	-1.4	114.32
TGME49_293320	-1.5	30.75
TGME49_293330	-1	10.46
TGME49_293340	1.6	342.51
TGME49_293350	-1.6	33.68
TGME49_293360	-7.6	2455.4
TGME49_293368	284.3	0.05
TGME49_293372	1	0
TGME49_293380	-1.7	22.16
TGME49_293390	2	16.38
TGME49_293400	-1	105.26
TGME49_293410	1	104.46
TGME49_293420	-252.1	53.68
TGME49_293425	-9	1.7
TGME49_293430	-125.8	239.12
TGME49_293440	-1.7	227.12
TGME49_293450	84.9	0.03
TGME49_293460	-5.6	10.48
TGME49_293470	-67.1	232.4
TGME49_293480	1.4	14.13
TGME49_293490	2.3	13.81
TGME49_293500	-1.5	31.09
TGME49_293510	-10.5	267.17
TGME49_293520	1.6	1.07
TGME49_293540	-6.1	82.37
TGME49_293550	-4.7	69.72
TGME49_293560	4.1	5.06
TGME49_293570	-1.5	243.25
TGME49_293580	1.1	178.19
TGME49_293590	-1.8	293.72
TGME49_293600	-1.4	45.43
TGME49_293610	1.6	43.96
TGME49_293620	-1.5	0.26
TGME49_293630	-1.1	89.32
TGME49_293660	-1.5	69.27
TGME49_293670	-1.2	111.12
TGME49_293680	-1.6	75.09
TGME49_293690	1.4	973.94
TGME49_293700	-1	59.54
TGME49_293710	-1.1	66.33
TGME49_293720	-1.3	154.69
TGME49_293730	-2	64.23
TGME49_293740	-2.3	718.57
TGME49_293740	-2.3	718.57
TGME49_293760	-11	181.61
TGME49_293770	-2.6	128.4
TGME49_293780	-860.8	285.56
TGME49_293790	-254.8	73.46
TGME49_293800	10.1	1.46
TGME49_293810	1.3	71.68
TGME49_293820	-2.4	42.48
TGME49_293830	1	0
TGME49_293830	1	0
TGME49_293840	2	2.04
TGME49_293850	14.4	0.44
TGME49_293860	3.3	65.73
TGME49_293870	-1.3	1850.19
TGME49_293890	63.8	0
TGME49_293900	-9.8	198.2
TGME49_294010	-1.8	37.84
TGME49_294020	-2.7	32.35
TGME49_294030	1	0
TGME49_294040	-1.4	72.55
TGME49_294050	-2	78.52
TGME49_294060	-1.1	28.2
TGME49_294180	-1.2	64.58
TGME49_294190	1.2	30.23
TGME49_294200	-131.5	755.97
TGME49_294210	102.7	0.03
TGME49_294220	-2.3	57
TGME49_294225	1.6	1.55
TGME49_294230	1.4	531.86
TGME49_294240	2.8	2.94
TGME49_294250	1	78.62
TGME49_294260	57.1	0.06
TGME49_294270	2.3	23.94
TGME49_294280	-1.3	40
TGME49_294285	1.3	0
TGME49_294290	-1.7	266.18
TGME49_294300	1.1	0.26
TGME49_294310	1.5	27.05
TGME49_294320	10.8	1.23
TGME49_294330	5.3	15.91
TGME49_294340	-12.3	231.76
TGME49_294350	1.1	43.69
TGME49_294360	-1.2	75.12
TGME49_294370	-1.9	57.66
TGME49_294380	1.6	7.52
TGME49_294390	-5	80.16
TGME49_294400	2.3	22.41
TGME49_294410	95.2	0.96
TGME49_294420	-1.3	25.23
TGME49_294430	1.7	21.73
TGME49_294440	1.1	29.2
TGME49_294550	-1.6	17.63
TGME49_294560	-6.6	107.39
TGME49_294570	10.5	1.8
TGME49_294585	30.2	5.54
TGME49_294595	17.5	0.83
TGME49_294600	23.3	0.43
TGME49_294610	-5.4	170.2
TGME49_294620	2	153.21
TGME49_294630	-5.1	108.51
TGME49_294640	-1.9	268.92
TGME49_294670	1.2	350.55
TGME49_294680	1	0.11
TGME49_294690	-6	58.7
TGME49_294700	-1.2	20.28
TGME49_294710	-1.3	23.51
TGME49_294720	-1.4	20.38
TGME49_294730	-1.1	16.12
TGME49_294740	-1	12.15
TGME49_294750	1.1	39.71
TGME49_294760	1.2	26.89
TGME49_294770	-1	48.13
TGME49_294780	1.1	52.05
TGME49_294785	20	2.17
TGME49_294790	-7	686.5
TGME49_294800	2.8	1778.99
TGME49_294805	-4	4.77
TGME49_294808	1	0.15
TGME49_294812	1.4	30.41
TGME49_294820	174	0.15
TGME49_294830	-2.9	66.75
TGME49_294840	1.8	25.75
TGME49_294850	12.8	1.32
TGME49_294860	-2.2	14.72
TGME49_294870	-2.3	316
TGME49_294880	-1.8	24.42
TGME49_294890	-3	71.78
TGME49_294898	1.6	38.9
TGME49_294902	-1.2	15.47
TGME49_294920	-1.9	50.96
TGME49_294930	-1.3	44.23
TGME49_294940	-1.9	55.19
TGME49_294960	-2.4	46.5
TGME49_294970	1.2	94.78
TGME49_294980	1.6	24.12
TGME49_294990	1.7	38.56
TGME49_295000	-1.8	33.33
TGME49_295010	1.5	13.92
TGME49_295030	-5.9	140.77
TGME49_295035	-1.5	24.56
TGME49_295040	1.3	81.85
TGME49_295050	1	14.53
TGME49_295060	-1.3	25.41
TGME49_295070	1.2	19.88
TGME49_295080	1.1	28.64
TGME49_295090	-1.3	101.34
TGME49_295100	-4.9	138.58
TGME49_295105	-1059	2232.64
TGME49_295110	-16.3	2260.31
TGME49_295125	-7.4	425.44
TGME49_295130	1	0
TGME49_295140	1	0.97
TGME49_295300	1	0
TGME49_295310	-1.3	115.18
TGME49_295320	1.8	21.5
TGME49_295330	-1.7	18.75
TGME49_295340	1.1	165.67
TGME49_295350	3	772.2
TGME49_295360	-8.9	656.76
TGME49_295370	-1.7	53.33
TGME49_295380	-1.3	10.84
TGME49_295390	23.2	0.41
TGME49_295400	1	27.12
TGME49_295410	-1.6	24.79
TGME49_295420	-10.7	90.78
TGME49_295430	60.6	0.3
TGME49_295440	14.4	3.75
TGME49_295450	-5.4	407.23
TGME49_295460	1.1	50.34
TGME49_295590	1.1	10.6
TGME49_295600	2.8	0.05
TGME49_295610	-3.2	11.72
TGME49_295620	-8.7	118.36
TGME49_295630	1.1	183.76
TGME49_295640	792.7	0.05
TGME49_295650	1.7	55.65
TGME49_295658	1.1	8.51
TGME49_295662	507.5	3.09
TGME49_295680	1.8	20.34
TGME49_295685	-2.8	5.21
TGME49_295690	1.7	35.37
TGME49_295710	1.3	10.88
TGME49_295720	-2.7	40.44
TGME49_295730	-1.6	76.44
TGME49_295740	2.9	0.27
TGME49_295760	-2.2	37.66
TGME49_295770	-1.2	9.07
TGME49_295850	-5.3	25.9
TGME49_295910	-1.2	106.87
TGME49_295920	67.9	0.26
TGME49_295935	-209.1	70.54
TGME49_295945	-5.1	4.05
TGME49_295970	-1.7	73.45
TGME49_295980	-2.6	86.78
TGME49_295990	-1.7	78.04
TGME49_295995	1348.7	0.12
TGME49_296000	-2.3	94.65
TGME49_296010	-2.3	95.01
TGME49_296015	-15.1	119.95
TGME49_296020	-7.3	3.42
TGME49_296121	-133.3	238.96
TGME49_296231	-37.4	9.23
TGME49_296340	2.3	1.64
TGME49_296640	413	0.2
TGME49_296950	2	21.14
TGME49_297060	1.6	1034.07
TGME49_297065	1	0
TGME49_297070	-18.2	1105.24
TGME49_297080	-1.4	62.23
TGME49_297090	472.2	0.09
TGME49_297100	-1	47.6
TGME49_297110	1	22.75
TGME49_297120	-6.1	209.33
TGME49_297130	1.6	63.28
TGME49_297140	1.2	71.81
TGME49_297150	-3.9	114.75
TGME49_297160	1.1	29.12
TGME49_297170	1.2	39.98
TGME49_297180	-6.7	144.6
TGME49_297190	1	0
TGME49_297210	-1.6	14.38
TGME49_297220	2.6	14.81
TGME49_297230	-2.4	49.9
TGME49_297245	-2.4	91.06
TGME49_297270	-1.4	33.39
TGME49_297280	-2.9	1.5
TGME49_297290	1.9	0
TGME49_297310	39.9	0.06
TGME49_297320	-2	41.09
TGME49_297330	-1.8	8.76
TGME49_297340	-45	182.85
TGME49_297350	1	0
TGME49_297360	-1.3	46.94
TGME49_297400	-2.5	89.11
TGME49_297410	337.8	1.33
TGME49_297420	-1.2	15.03
TGME49_297430	-1.8	646.01
TGME49_297460	1.2	43.6
TGME49_297465	-1.1	22.67
TGME49_297470	-2.4	173.44
TGME49_297480	7.3	0.01
TGME49_297500	1	309.86
TGME49_297510	1.1	31.12
TGME49_297520	-1.6	39.66
TGME49_297530	1.4	24.48
TGME49_297640	1.7	17.02
TGME49_297643	1	0.17
TGME49_297647	-1.6	0.27
TGME49_297650	-3.6	196.64
TGME49_297680	65.7	0
TGME49_297690	-1.6	12.56
TGME49_297700	1	0
TGME49_297710	8.9	8.04
TGME49_297720	-1.2	83.64
TGME49_297725	-9.4	21.65
TGME49_297730	-1.1	45.98
TGME49_297745	1.2	14.42
TGME49_297760	1	33.86
TGME49_297770	-1.7	12.41
TGME49_297780	-2.8	37.82
TGME49_297780	-2.8	37.82
TGME49_297790	-2.2	53
TGME49_297800	-2.3	58.69
TGME49_297810	1.2	533.15
TGME49_297820	25.3	0.61
TGME49_297830	-1.6	23.71
TGME49_297840	-2.5	141.11
TGME49_297845	1	77.69
TGME49_297850	-2.5	42.13
TGME49_297870	-5.6	115.11
TGME49_297880	2.3	702.59
TGME49_297890	1.1	28.8
TGME49_297900	-6.4	101.56
TGME49_297910	-8.7	2.28
TGME49_297920	657.2	0.2
TGME49_297925	1.6	17.52
TGME49_297940	-3.5	99.6
TGME49_297960	-7.7	222.47
TGME49_297970	1.2	70.31
TGME49_297980	2.7	15.8
TGME49_298010	-11.2	54.92
TGME49_298020	-1.1	54.21
TGME49_298030	1.6	20.93
TGME49_298040	-1.1	37.22
TGME49_298050	-1.1	61.22
TGME49_298060	2	31.27
TGME49_298070	1.2	11.13
TGME49_298080	7.4	0
TGME49_298090	29.1	0.1
TGME49_298590	1	0.15
TGME49_298600	-2.2	59.44
TGME49_298610	-1.3	48.74
TGME49_298630	-1.9	54.9
TGME49_298820	111.5	0.56
TGME49_298830	3.1	0.05
TGME49_298840	-1.8	41.98
TGME49_298960	67.6	7.77
TGME49_298970	1.1	190.49
TGME49_298980	-1.1	34.94
TGME49_298990	-1.6	75.95
TGME49_299000	-1.6	28.01
TGME49_299010	-3.5	267.23
TGME49_299015	-7.1	183.34
TGME49_299020	77.6	0.33
TGME49_299030	-2.9	119.11
TGME49_299040	-2.2	66.16
TGME49_299050	1.8	1645.59
TGME49_299060	-2.8	124.59
TGME49_299070	1.4	47.61
TGME49_299080	-1.9	42.73
TGME49_299100	-1.6	17.55
TGME49_299110	-2	68.06
TGME49_299130	1.6	4.98
TGME49_299150	328.6	0.01
TGME49_299160	-1.8	11.84
TGME49_299168	-1.1	13.13
TGME49_299172	-1.6	18.96
TGME49_299180	-1.3	41.66
TGME49_299190	-1.9	22.44
TGME49_299200	-1.2	105.14
TGME49_299210	-1	125.1
TGME49_299220	9	0.83
TGME49_299230	59.3	0.61
TGME49_299240	-1.9	14.69
TGME49_299250	-1.5	13.08
TGME49_299260	1	0
TGME49_299270	-2	26.83
TGME49_299570	1	0.08
TGME49_299670	-7.8	113.68
TGME49_299780	-164.8	258.71
TGME49_299790	1	0.18
TGME49_299800	1	0.04
TGME49_299810	1	142.97
TGME49_299820	1.3	14.57
TGME49_299900	-1.2	17.47
TGME49_299970	-2.6	134.39
TGME49_299980	-3.8	141.82
TGME49_299990	-1.3	38.49
TGME49_299995	-1.1	2.81
TGME49_300000	2.3	1567.29
TGME49_300010	-1	19.38
TGME49_300020	-1	26.27
TGME49_300030	-1.3	42.01
TGME49_300040	-31	598.38
TGME49_300048	-812.5	150.45
TGME49_300052	-249.3	37.79
TGME49_300055	-29.4	204.62
TGME49_300060	1.2	118.37
TGME49_300070	45.5	0.04
TGME49_300090	1	0
TGME49_300100	-17.1	374.84
TGME49_300110	1.1	46.08
TGME49_300120	-4.2	177.17
TGME49_300130	8.4	6.58
TGME49_300140	1.7	673.83
TGME49_300150	-1.7	57.06
TGME49_300160	-1.1	9.62
TGME49_300180	-1	28.06
TGME49_300190	1.7	851.9
TGME49_300200	-1.3	2668.73
TGME49_300220	-46.9	104.71
TGME49_300230	3.5	8.47
TGME49_300240	-1.6	55.77
TGME49_300250	-4.2	131.07
TGME49_300260	1.1	160.82
TGME49_300270	-1.3	54.7
TGME49_300280	1	84.13
TGME49_300290	-3.2	45.74
TGME49_300300	-1.3	3.84
TGME49_300310	-1.2	261.52
TGME49_300320	-1.3	14.27
TGME49_300330	-1	17.27
TGME49_300340	1.2	25.04
TGME49_300350	1.4	32.9
TGME49_300360	1.9	26.48
TGME49_300370	2.2	0.34
TGME49_300380	2	52.07
TGME49_300601	1	0
TGME49_300604	1	0
TGME49_300606	1	0
TGME49_300608	1	0
TGME49_300611	1	0
TGME49_300612	1	0
TGME49_300613	1	0
TGME49_300615	1	0
TGME49_300618	1	0
TGME49_300621	1	0
TGME49_300631	1	0.1
TGME49_300641	1	0
TGME49_300650	1	0
TGME49_300660	1	0.03
TGME49_300680	1	0.03
TGME49_300690	1	0.06
TGME49_300700	1	0
TGME49_300780	1	0
TGME49_300790	2	1.78
TGME49_300980	1.4	1.3
TGME49_300990	654.1	1.16
TGME49_301000	3.9	2.48
TGME49_301010	-1	30.77
TGME49_301120	-2	49.22
TGME49_301130	-1.7	38.74
TGME49_301140	-1.3	1.44
TGME49_301150	53.3	3.3
TGME49_301160	5.5	20.61
TGME49_301170	9.6	8.74
TGME49_301180	1.7	55.13
TGME49_301210	1.2	55.83
TGME49_301216	1.2	9.81
TGME49_301222	-1.4	13.07
TGME49_301240	6.7	1.82
TGME49_301250	-190	215.34
TGME49_301260	1.2	0.23
TGME49_301270	-1.7	18.74
TGME49_301290	-1.1	28.21
TGME49_301300	1.6	22.37
TGME49_301310	-11.6	32.38
TGME49_301330	-15.1	31.19
TGME49_301340	-1.1	55.96
TGME49_301350	1.9	11.75
TGME49_301360	27.1	0
TGME49_301370	22.7	0
TGME49_301380	-1.7	29
TGME49_301390	-1	67.08
TGME49_301400	-175.4	107.48
TGME49_301410	-2.2	37.92
TGME49_301415	1	0
TGME49_301420	-4.4	198.58
TGME49_301430	-1.4	45.26
TGME49_301440	-4.1	377.76
TGME49_301450	-1.8	28.55
TGME49_301460	1.3	15.38
TGME49_301470	50.1	0.49
TGME49_301480	18.4	3.26
TGME49_301690	43	1.48
TGME49_301890	-1	59.1
TGME49_301996	1	0
TGME49_301998	1	0
TGME49_302000	1	0.17
TGME49_302003	1	0
TGME49_302005	1	0
TGME49_302007	1	0
TGME49_302009	1	0
TGME49_302050	-1.9	0.76
TGME49_302053	1	0
TGME49_302055	1	0.14
TGME49_302057	1	0
TGME49_302060	1	0
TGME49_302150	1	0
TGME49_302450	1	0
TGME49_303050	1	0
TGME49_303450	1	0
TGME49_304450	14.9	0.02
TGME49_304460	-2.7	99.63
TGME49_304470	-1	44.86
TGME49_304480	12.3	0.5
TGME49_304490	1.2	42.89
TGME49_304500	-1.6	250.45
TGME49_304520	-2.3	56.65
TGME49_304630	-2	11.91
TGME49_304640	-1.5	16.08
TGME49_304650	-1.5	11.81
TGME49_304660	1.3	33.51
TGME49_304670	-31.4	52.97
TGME49_304680	-1.9	46.71
TGME49_304690	-1	10.39
TGME49_304700	-1	22.58
TGME49_304710	1.3	162.97
TGME49_304720	-1.8	5.08
TGME49_304730	23.7	6.52
TGME49_304740	-6.1	208.95
TGME49_304750	-1.6	33.3
TGME49_304755	-2.8	22.85
TGME49_304760	-1.8	75.79
TGME49_304770	1.2	251.06
TGME49_304870	2.5	1.21
TGME49_304880	-11.6	27.98
TGME49_304890	-6	144.99
TGME49_304900	-3.9	156.93
TGME49_304910	2.2	7.31
TGME49_304970	-1.2	43.84
TGME49_304980	1	0
TGME49_304990	-1.4	92
TGME49_305000	1	0
TGME49_305010	-1.1	54.99
TGME49_305020	-1.4	20.85
TGME49_305030	3.3	24.52
TGME49_305040	-1.1	62.29
TGME49_305050	-23.7	472.46
TGME49_305060	-1.8	208.46
TGME49_305070	-1.9	174.98
TGME49_305080	-2.1	97.29
TGME49_305090	1.1	81.88
TGME49_305100	7.7	1.67
TGME49_305110	100.9	0.09
TGME49_305120	-1.3	109.4
TGME49_305140	-1	21.91
TGME49_305150	13.6	1.07
TGME49_305160	2.1	8.4
TGME49_305180	-2.1	35.26
TGME49_305190	-3.2	55.98
TGME49_305200	-2.5	32.08
TGME49_305220	140.6	0.09
TGME49_305230	2	8.68
TGME49_305240	1.1	42.19
TGME49_305250	-152	553.66
TGME49_305260	-1.1	22.78
TGME49_305270	-31.8	186.72
TGME49_305280	1	0.16
TGME49_305290	1	246.14
TGME49_305310	-1.4	21.73
TGME49_305320	1.1	24.68
TGME49_305330	-6.6	188.54
TGME49_305340	-1.3	102.22
TGME49_305450	-1.1	58.99
TGME49_305455	1.2	29.8
TGME49_305460	-1.4	81.03
TGME49_305470	-1.2	11.44
TGME49_305480	-1	18.27
TGME49_305485	1	0
TGME49_305490	2.8	10.89
TGME49_305498	1	0
TGME49_305510	-6	301.85
TGME49_305520	2.3	1888.5
TGME49_305530	2.8	0.71
TGME49_305540	-1.1	46.52
TGME49_305560	-2.6	31.93
TGME49_305570	49.4	0.05
TGME49_305580	13.9	0.72
TGME49_305590	-6.7	55.98
TGME49_305600	-1.2	38.6
TGME49_305610	4	10.09
TGME49_305620	-1.3	30.82
TGME49_305630	3.6	1.97
TGME49_305635	1.5	35.78
TGME49_305640	-1.1	11.7
TGME49_305750	1.1	59.34
TGME49_305760	-2.5	32.67
TGME49_305770	1.1	29.09
TGME49_305780	1.2	27.4
TGME49_305790	111.5	0.49
TGME49_305800	-1.6	60.75
TGME49_305810	-1.2	44.2
TGME49_305820	2	68.44
TGME49_305830	51.1	0
TGME49_305840	-1.2	21.98
TGME49_305850	-1.1	166.45
TGME49_305860	1.2	130.89
TGME49_305870	1.8	42.79
TGME49_305890	1	9.03
TGME49_305900	1.1	41.28
TGME49_305910	-3.6	37.54
TGME49_305920	-2.2	33.18
TGME49_305930	1.9	32.81
TGME49_305940	-1	26.53
TGME49_305950	-1.6	40.38
TGME49_305980	-1.7	72.21
TGME49_306000	-2.8	44.79
TGME49_306010	1	0.48
TGME49_306020	-2.5	4.15
TGME49_306030	-1.9	166.4
TGME49_306035	5.7	0.3
TGME49_306040	-2.4	68.32
TGME49_306050	1501	0.51
TGME49_306060	-15.2	189.22
TGME49_306070	33.9	0.54
TGME49_306080	-1.8	32.52
TGME49_306190	-2.5	379.11
TGME49_306195	1.2	24.36
TGME49_306210	-1.1	19.06
TGME49_306220	-1.1	51.54
TGME49_306230	90.8	0.41
TGME49_306250	-1.1	23
TGME49_306260	-1.7	53.49
TGME49_306270	2.3	22.26
TGME49_306280	-2.1	183.72
TGME49_306290	-1.6	29.38
TGME49_306300	-3.7	18.34
TGME49_306310	-1.4	40.63
