gene_id	gene_name	previous_ids	product
PF3D7_0615400	N/A	Previous IDs: 2270.t00044;MAL6P1.272;PFF0745c	ribonuclease, putative
PF3D7_0615500	CRK5	Previous IDs: 2270.t00045;MAL6P1.271;PFF0750w	cdc2-related protein kinase 5
PF3D7_0615600	N/A	Previous IDs: 2270.t00046;MAL6P1.270;PFF0755c	zinc finger protein, putative
PF3D7_0615700	ALYREF	Previous IDs: 2270.t00472;MAL6P1.269;PFF0760w	THO complex subunit 4, putative
PF3D7_0615800	COG4	Previous IDs: 2270.t00471;MAL6P1.268;PFF0765c	conserved oligomeric Golgi complex subunit 4, putative
PF3D7_0615900	N/A	Previous IDs: 2270.t00047;MAL6P1.267;PFF0770c	protein phosphatase, putative
PF3D7_0616000	PDXK	Previous IDs: 2270.t00048;MAL6P1.266;PFF0775w	pyridoxal kinase
PF3D7_0616100	N/A	Previous IDs: 2270.t00049;MAL6P1.265;PFF0780w	conserved Plasmodium protein, unknown function
PF3D7_0616200	NDC80	Previous IDs: 2270.t00050;MAL6P1.264;PFF0785w	kinetochore protein NDC80
PF3D7_0616300	N/A	Previous IDs: 2270.t00051;MAL6P1.263;PFF0790c	conserved Plasmodium protein, unknown function
PF3D7_0616400	N/A	Previous IDs: 2270.t00052;MAL6P1.262;PFF0795w	conserved Plasmodium protein, unknown function
PF3D7_0616500	TLP	Previous IDs: 2270.t00053;MAL6P1.261;PFF0800w	TRAP-like protein
PF3D7_0616600	N/A	Previous IDs: 2270.t00054;MAL6P1.260;PFF0805c	HROB domain-containing protein
PF3D7_0616700	N/A	Previous IDs: 2270.t00055;MAL6P1.259;PFF0810c	ras GTPAse, putative
PF3D7_0616800	MQO	Previous IDs: 2270.t00056;MAL6P1.258;PFF0815w	malate:quinone oxidoreductase
PF3D7_0616900	N/A	Previous IDs: 2270.t00057;MAL6P1.257;PFF0820w	conserved Plasmodium protein, unknown function
PF3D7_0617000	TOM40	Previous IDs: 2270.t00058;MAL6P1.256;PFF0825c	mitochondrial import receptor subunit TOM40, putative
PF3D7_0617100	N/A	Previous IDs: 2270.t00059;MAL6P1.255;PFF0830w	AP-2 complex subunit alpha, putative
PF3D7_0617200	N/A	Previous IDs: 2270.t00061;MAL6P1.254;PFF0835w	BFR1 domain-containing protein, putative
PF3D7_0617300	N/A	Previous IDs: 2270.t00062;MAL6P1.253;PFF0840w	RNA-binding protein, putative
PF3D7_0617400	VAR	Previous IDs: 2270.t00065;MAL6P1.252;PFF0845c	erythrocyte membrane protein 1, PfEMP1
PF3D7_0617500	RIF	Previous IDs: PFF0847w	rifin, pseudogene
PF3D7_0617600	N/A	Previous IDs: 2270.t00066;MAL6P1.251;PFF0850c	stevor
PF3D7_0617700	RIF	Previous IDs: 2270.t00067;MAL6P1.250;PFF0855c	rifin
PF3D7_0617800	H2A	Previous IDs: 2270.t00068;MAL6P1.249;PFF0860c	histone H2A
PF3D7_0617900	H3.3	Previous IDs: 2270.t00069;MAL6P1.248;PFF0865w	histone H3 variant
PF3D7_0618000	N/A	Previous IDs: 2270.t00470;MAL6P1.247;PFF0870w	conserved Plasmodium membrane protein, unknown function
PF3D7_0618100	N/A	Previous IDs: 2270.t00070;MAL6P1.246;PFF0875w	conserved Plasmodium protein, unknown function
PF3D7_0618200	N/A	Previous IDs: 2270.t00463;MAL6P1.245;PFF0880c	conserved protein, unknown function
PF3D7_0618300	N/A	Previous IDs: 2270.t00071;MAL6P1.244;PFF0885w	60S ribosomal protein L27a, putative
PF3D7_0618400	N/A	Previous IDs: 2270.t00072;MAL6P1.243;PFF0890c	LMBR1 domain-containing protein, putative
PF3D7_0618500	MDH	Previous IDs: 2270.t00073;MAL6P1.242;PFF0895w	malate dehydrogenase
PF3D7_0618600	ROM10	Previous IDs: 2270.t00461;MAL6P1.241;PFF0900c	rhomboid protease ROM10
PF3D7_0618700	N/A	Previous IDs: 2270.t00074;MAL6P1.240;PFF0905w	trafficking protein particle complex subunit 6A, putative
PF3D7_0618800	N/A	Previous IDs: 2270.t00075;MAL6P1.239;PFF0910c	heptatricopeptide repeat-containing protein, putative
PF3D7_0618900	GPI1	Previous IDs: 2270.t00076;MAL6P1.238;PF3D7_0618900.1;PF3D7_0618900.2;PFF0915w	phosphatidylinositol N-acetylglucosaminyltransferase subunit GPI1
PF3D7_0618900	GPI1	Previous IDs: 2270.t00076;MAL6P1.238;PF3D7_0618900.1;PF3D7_0618900.2;PFF0915w	phosphatidylinositol N-acetylglucosaminyltransferase subunit GPI1
PF3D7_0619000	N/A	Previous IDs: 2270.t00077;MAL6P1.237;PF3D7_0619000.1;PF3D7_0619000.2;PFF0920c	FPL domain-containing protein, putative
PF3D7_0619000	N/A	Previous IDs: 2270.t00077;MAL6P1.237;PF3D7_0619000.1;PF3D7_0619000.2;PFF0920c	FPL domain-containing protein, putative
PF3D7_0619100	N/A	Previous IDs: 2270.t00078;MAL6P1.236;PFF0925w	conserved Plasmodium protein, unknown function
PF3D7_0619200	N/A	Previous IDs: 2270.t00079;MAL6P1.235;PFF0930w	conserved Plasmodium protein, unknown function
PF3D7_0619300	N/A	Previous IDs: 2270.t00080;2270.t00081;MAL6P1.233;MAL6P1.234;PFF0935c	conserved Plasmodium protein, unknown function
PF3D7_0619400	N/A	Previous IDs: 2270.t00082;MAL6P1.232;PFF0940c	cell division cycle protein 48 homologue, putative
PF3D7_0619500	ACS12	Previous IDs: 2270.t00084;MAL6P1.231;PFF0945c	acyl-CoA synthetase
PF3D7_0619600	N/A	Previous IDs: 2270.t00085;MAL6P1.230;PFF0950w	conserved Plasmodium protein, unknown function
PF3D7_0619700	N/A	Previous IDs: 2270.t00087;MAL6P1.228;MAL6P1.229;PFF0955c;PFF0960c	F-box protein FBXO1, putative
PF3D7_0619800	N/A	Previous IDs: 2270.t00088;MAL6P1.227;PFF0965c	WD repeat-containing protein, putative
PF3D7_0619900	SF3A2	Previous IDs: 2270.t00090;MAL6P1.226;PFF0970w	splicing factor 3A subunit 2, putative
PF3D7_0620000	PIMMS43	Previous IDs: 2270.t00091;MAL6P1.225;PFF0975c	PIMMS43 protein
PF3D7_0620100	ATPTG12	Previous IDs: 2270.t00092;MAL6P1.224;PFF0980w	ATP synthase-associated protein, putative
PF3D7_0620200	N/A	Previous IDs: 2270.t00093;MAL6P1.223;PFF0985c	conserved Plasmodium protein, unknown function
PF3D7_0620300	N/A	Previous IDs: 2270.t00094;MAL6P1.222;PFF0990c	conserved Plasmodium protein, unknown function
PF3D7_0620400	MSP10	Previous IDs: 2270.t00095;MAL6P1.221;PFF0995c	merozoite surface protein 10
PF3D7_0620500	N/A	Previous IDs: 2270.t00096;MAL6P1.220;PFF1000w	cleavage stimulation factor subunit 1, putative
PF3D7_0620600	N/A	Previous IDs: 2270.t00097;MAL6P1.219;PFF1005w	conserved Plasmodium protein, unknown function
PF3D7_0620700	N/A	Previous IDs: 2270.t00098;MAL6P1.218;PFF1010c	DnaJ protein, putative
PF3D7_0620800	N/A	Previous IDs: MAL6_tRNA_Ala1;MAL6_tRNA_Ala1:tRNA	tRNA Alanine
PF3D7_0620900	N/A	Previous IDs: MAL6_tRNA_Leu1;MAL6_tRNA_Leu1:tRNA	tRNA Leucine
PF3D7_0621000	ApSigma	Previous IDs: 2270.t00100;MAL6P1.217;PFF1015w	RNA polymerase subunit sigma apSIG
PF3D7_0621100	N/A	Previous IDs: 2270.t00101;MAL6P1.216;PFF1020c	tetratricopeptide repeat protein, putative
PF3D7_0621200	PDX1	Previous IDs: 2270.t00102;MAL6P1.215;PFF1025c	pyridoxine biosynthesis protein PDX1
PF3D7_0621300	PUF3	Previous IDs: 2270.t00103;MAL6P1.214;PFF1030w	mRNA-binding protein PUF3
PF3D7_0621350	SYS1	N/A	protein SYS1, putative
PF3D7_0621400	ALV7	Previous IDs: 2270.t00104;MAL6P1.213;PFF1035w	Pf77 protein
PF3D7_0621500	RPP1	Previous IDs: 2270.t00105;MAL6P1.212;PFF1040w	ribonuclease P/MRP protein subunit RPP1, putative
PF3D7_0621600	N/A	Previous IDs: MAL6_tRNA_Ser1;MAL6_tRNA_Ser1:tRNA	tRNA Serine
PF3D7_0621700	N/A	Previous IDs: 2270.t00106;MAL6P1.211;PFF1045w	RAP protein, putative
PF3D7_0621800	N/A	Previous IDs: 2270.t00108;MAL6P1.210;PFF1050w	nascent polypeptide-associated complex subunit alpha, putative
PF3D7_0621900	SRP68	Previous IDs: 2270.t00109;MAL6P1.209;PFF1055c	signal recognition particle subunit SRP68, putative
PF3D7_0622000	N/A	Previous IDs: 2270.t00456;MAL6P1.208;PFF1060w	conserved Plasmodium protein, unknown function
PF3D7_0622100	N/A	Previous IDs: 2270.t00110;MAL6P1.207;PFF1065c	conserved Plasmodium protein, unknown function
PF3D7_0622200	MIAB	Previous IDs: 2270.t00111;MAL6P1.206;PFF1070c	tRNA-2-methylthio-N(6)-dimethylallyladenosine synthase
PF3D7_0622300	N/A	Previous IDs: 2270.t00112;MAL6P1.205;PFF1075w	vacuolar transporter chaperone, putative
PF3D7_0622400	N/A	Previous IDs: 2270.t00113;MAL6P1.204;PFF1080w	conserved protein, unknown function
PF3D7_0622500	N/A	Previous IDs: 2270.t00114;MAL6P1.203;PFF1085c	RNA methyltransferase, putative
PF3D7_0622600	QCR9	Previous IDs: PFF1085a	cytochrome b-c1 complex subunit 9, putative
PF3D7_0622700	N/A	Previous IDs: 2270.t00115;MAL6P1.202;PFF1090c	conserved Plasmodium membrane protein, unknown function
PF3D7_0622800	N/A	Previous IDs: 2270.t00116;MAL6P1.201;PFF1095w	leucine--tRNA ligase, putative
PF3D7_0622900	AP2Tel	Previous IDs: 2270.t00117;MAL6P1.200;PFF1100c	AP2 domain transcription factor AP2Tel
PF3D7_0623000	CS	Previous IDs: 2270.t00118;MAL6P1.199;PFF1105c	chorismate synthase
PF3D7_0623100	NAB2	Previous IDs: 2270.t00119;MAL6P1.198;PFF1110c	nuclear polyadenylated RNA-binding protein NAB2, putative
PF3D7_0623200	FNR	Previous IDs: 2270.t00455;MAL6P1.197;PFF1115w	ferredoxin--NADP reductase
PF3D7_0623300	N/A	Previous IDs: 2270.t00454;MAL6P1.196;PFF1120c	EGF-like membrane protein, putative
PF3D7_0623400	Mei2	Previous IDs: 2270.t00121;MAL6P1.195;PFF1125c	MEI2-like RNA-binding protein
PF3D7_0623500	SOD2	Previous IDs: 2270.t00122;MAL6P1.194;PFF1130c	superoxide dismutase [Fe]
PF3D7_0623600	N/A	Previous IDs: 2270.t00123;MAL6P1.193;PFF1135w	splicing factor-like protein 1, putative
PF3D7_0623700	SUV3	Previous IDs: 2270.t00453;MAL6P1.192;PFF1140c	ATP-dependent RNA helicase SUV3, putative
PF3D7_0623800	TKL4	Previous IDs: 2270.t00551;MAL6P1.191;PFF1145c	tyrosine kinase-like protein, putative
PF3D7_0623900	N/A	Previous IDs: 2270.t00125;MAL6P1.190;PFF1150w	ribonuclease H2 subunit A, putative
PF3D7_0624000	HK	Previous IDs: 2270.t00126;MAL6P1.189;PFF1155w	hexokinase
PF3D7_0624100	N/A	Previous IDs: 2270.t00127;MAL6P1.188;PFF1160w	conserved protein, unknown function
PF3D7_0624200	N/A	Previous IDs: 2270.t00128;MAL6P1.187;PFF1165c	SURP domain-containing protein, putative
PF3D7_0624300	N/A	Previous IDs: 2270.t00129;MAL6P1.186;PFF1170w	CPW-WPC family protein
PF3D7_0624400	N/A	Previous IDs: 2270.t00130;MAL6P1.185;PFF1175c	conserved protein, unknown function
PF3D7_0624500	APC11	Previous IDs: 2270.t00131;MAL6P1.184;PFF1180w	anaphase-promoting complex subunit 11, putative
PF3D7_0624600	ISWI	Previous IDs: 2270.t00132;MAL6P1.183;PFF1185w	ISWI chromatin-remodeling complex ATPase
PF3D7_0624700	PIGL	Previous IDs: 2270.t00133;MAL6P1.182;PFF1190c	N-acetylglucosaminyl-phosphatidylinositol de-N-acetylase, putative
PF3D7_0624800	N/A	Previous IDs: 2270.t00134;MAL6P1.181;PFF1195c	conserved Plasmodium protein, unknown function
PF3D7_0624900	N/A	Previous IDs: 2270.t00135;MAL6P1.179;MAL6P1.180;PFF1200w;PFF1205w	GAS8-like protein, putative
PF3D7_0625000	SMS1	Previous IDs: 2270.t00137;MAL6P1.178;PF3D7_0625000.1;PF3D7_0625000.2;PFF1210w	sphingomyelin synthase 1, putative
PF3D7_0625000	SMS1	Previous IDs: 2270.t00137;MAL6P1.178;PF3D7_0625000.1;PF3D7_0625000.2;PFF1210w	sphingomyelin synthase 1, putative
PF3D7_0625100	SMS2	Previous IDs: 2270.t00138;MAL6P1.177;PFF1215w	sphingomyelin synthase 2, putative
PF3D7_0625200	N/A	Previous IDs: 2270.t00139;MAL6P1.176;PFF1220w	conserved Plasmodium protein, unknown function
PF3D7_0625300	MtDNAP	Previous IDs: 2270.t00140;MAL6P1.175;PFF1225c	mitochondrial DNA polymerase
PF3D7_0625400	N/A	Previous IDs: 2270.t00141;MAL6P1.174;PFF1230c	conserved Plasmodium protein, unknown function
PF3D7_0625500	N/A	Previous IDs: 2270.t00142;MAL6P1.173;PFF1235w	conserved Plasmodium membrane protein, unknown function
PF3D7_0625600	PAP	Previous IDs: 2270.t00143;MAL6P1.172;PFF1240w	poly(A) polymerase PAP, putative
PF3D7_0625700	N/A	Previous IDs: 2270.t00144;MAL6P1.171;PFF1245c	conserved protein, unknown function
PF3D7_0625800	N/A	Previous IDs: 2270.t00145;MAL6P1.170;PFF1250w	conserved Plasmodium protein, unknown function
PF3D7_0625900	N/A	Previous IDs: 2270.t00146;MAL6P1.169;PFF1255w	conserved Plasmodium protein, unknown function
PF3D7_0626000	N/A	Previous IDs: 2270.t00147;MAL6P1.168;PFF1260c	conserved Plasmodium protein, unknown function
PF3D7_0626100	N/A	Previous IDs: 2270.t00148;MAL6P1.167;PFF1265w	oxidoreductase, short-chain dehydrogenase family, putative
PF3D7_0626200	N/A	Previous IDs: 2270.t00149;MAL6P1.166;PFF1270c	conserved Plasmodium protein, unknown function
PF3D7_0626300	FabB/FabF	Previous IDs: 2270.t00150;MAL6P1.165;PFF1275c	3-oxoacyl-acyl-carrier protein synthase I/II
PF3D7_0626400	N/A	Previous IDs: 2270.t00151;MAL6P1.164;PFF1280w	CRAL/TRIO domain-containing protein, putative
PF3D7_0626500	CEP135	Previous IDs: 2270.t00152;MAL6P1.163;PFF1285w	centrosomal protein CEP135, putative
PF3D7_0626600	N/A	Previous IDs: 2270.t00153;MAL6P1.162;PFF1290c	conserved Plasmodium protein, unknown function
PF3D7_0626700	N/A	Previous IDs: 2270.t00154;MAL6P1.161;PFF1295w	ATPase
PF3D7_0626800	PyrK	Previous IDs: 2270.t00155;MAL6P1.160;PFF1300w	pyruvate kinase
PF3D7_0626840	N/A	N/A	small nucleolar RNA snoR35
PF3D7_0626900	N/A	Previous IDs: 2270.t00156;MAL6P1.159;PFF1305w	ribosomal protein L46, mitochondrial, putative
PF3D7_0627000	N/A	Previous IDs: 2270.t00157;MAL6P1.158;PFF1310c	conserved Plasmodium protein, unknown function
PF3D7_0627100	N/A	Previous IDs: 2270.t00158;MAL6P1.157;PFF1315w	ankyrin-repeat protein, putative
PF3D7_0627200	PLC5	Previous IDs: 2270.t00159;MAL6P1.156;PFF1320c	myosin light chain, putative
PF3D7_0627300	RNF5	Previous IDs: 2270.t00160;MAL6P1.155;PFF1325c	E3 ubiquitin-protein ligase RNF5, putative
PF3D7_0627400	TIM22	Previous IDs: 2270.t00161;MAL6P1.154;PFF1330c	mitochondrial import inner membrane translocase subunit TIM22, putative
PF3D7_0627500	DJ1	Previous IDs: 2270.t00162;MAL6P1.153;PFF1335c	protein DJ-1
PF3D7_0627600	N/A	Previous IDs: 2270.t00163;MAL6P1.152;PFF1340w	conserved Plasmodium protein, unknown function
PF3D7_0627700	N/A	Previous IDs: 2270.t00164;MAL6P1.151;PFF1345w	transportin
PF3D7_0627800	ACAS	Previous IDs: 2270.t00165;MAL6P1.150;PFF1350c	acetyl-CoA synthetase
PF3D7_0627900	POP4	Previous IDs: 2270.t00166;MAL6P1.149;PFF1355w	ribonuclease P protein subunit p29, putative
PF3D7_0628000	PTPS	Previous IDs: 2270.t00167;MAL6P1.148;PFF1360w	6-pyruvoyltetrahydropterin synthase
PF3D7_0628100	HECT1	Previous IDs: 2270.t00168;MAL6P1.147;PFF1365c	HECT domain-containing protein 1, putative
PF3D7_0628200	PK4	Previous IDs: 2270.t00170;MAL6P1.146;PFF1370w	eukaryotic translation initiation factor 2-alpha kinase
PF3D7_0628300	CEPT	Previous IDs: 2270.t00171;MAL6P1.145;PFF1375c	choline/ethanolaminephosphotransferase, putative
PF3D7_0628400	N/A	Previous IDs: MAL6P1.144;PFF1377w	protease, putative
PF3D7_0628500	N/A	Previous IDs: 2270.t00173;MAL6P1.143;PFF1380c	conserved Plasmodium protein, unknown function
PF3D7_0628600	DMAP1	Previous IDs: 2270.t00174;MAL6P1.142;PFF1385c	DNA methyltransferase 1-associated protein 1
PF3D7_0628700	N/A	Previous IDs: 2270.t00175;MAL6P1.141;PFF1390w	conserved Plasmodium protein, unknown function
PF3D7_0628800	GATB	Previous IDs: 2270.t00176;MAL6P1.140;PFF1395c	glutamyl-tRNA(Gln) amidotransferase subunit B
PF3D7_0628900	N/A	Previous IDs: 2270.t00177;MAL6P1.139;PFF1400w	RAP protein, putative
PF3D7_0629000	GNA1	Previous IDs: 2270.t00178;MAL6P1.138;PFF1405c	glucosamine 6-phosphate N-acetyltransferase
PF3D7_0629100	NAPRT	Previous IDs: 2270.t00179;MAL6P1.137;PFF1410c	nicotinate phosphoribosyltransferase, putative
PF3D7_0629200	N/A	Previous IDs: 2270.t00180;MAL6P1.136;PFF1415c	DnaJ protein, putative
PF3D7_0629300	PL	Previous IDs: 2270.t00181;MAL6P1.135;PFF1420w	phospholipase, putative
PF3D7_0629400	PABP3	Previous IDs: 2270.t00182;MAL6P1.134;PFF1425w	polyadenylate-binding protein 3, putative
PF3D7_0629500	AAT1	Previous IDs: 2270.t00183;MAL6P1.133;PFF1430c	amino acid transporter AAT1
PF3D7_0629600	N/A	Previous IDs: 2270.t00449;MAL6P1.132;PFF1435w	ribosomal RNA-processing protein 7, putative
PF3D7_0629700	SET1	Previous IDs: 2270.t00184;MAL6P1.131;PFF1440w	SET domain protein, putative
PF3D7_0629800	N/A	Previous IDs: 2270.t00185;MAL6P1.130;PFF1445c	cullin-2
PF3D7_0629900	N/A	Previous IDs: 2270.t00186;MAL6P1.129;PFF1450w	CRAL/TRIO domain-containing protein, putative
PF3D7_0630000	N/A	Previous IDs: 2270.t00188;MAL6P1.128;PFF1455c	CPW-WPC family protein
PF3D7_0630100	N/A	Previous IDs: 2270.t00189;MAL6P1.127;PFF1460c	alpha/beta hydrolase, putative
PF3D7_0630200	PSOP6	Previous IDs: 2270.t00190;MAL6P1.126;PFF1465w	secreted ookinete protein, putative
PF3D7_0630300	N/A	Previous IDs: 2270.t00191;MAL6P1.125;PFF1470c	DNA polymerase epsilon catalytic subunit A, putative
PF3D7_0630400	N/A	Previous IDs: 2270.t00193;MAL6P1.124;PFF1475c	conserved Plasmodium protein, unknown function
PF3D7_0630500	YTM1	Previous IDs: 2270.t00194;MAL6P1.123;PFF1480w	ribosome biogenesis protein YTM1, putative
PF3D7_0630600	N/A	Previous IDs: 2270.t00195;MAL6P1.122;PFF1485w	deubiquitinating enzyme MINDY, putative
PF3D7_0630700	N/A	Previous IDs: 2270.t00196;MAL6P1.121;PFF1490w	bifunctional methylenetetrahydrofolate dehydrogenase/cyclohydrolase, putative
PF3D7_0630800	N/A	Previous IDs: 2270.t00197;MAL6P1.120;PFF1495w	TPH domain-containing protein, putative
PF3D7_0630900	HAS1	Previous IDs: 2270.t00198;MAL6P1.119;PFF1500c	ATP-dependent RNA helicase HAS1
PF3D7_0631000	N/A	Previous IDs: 2270.t00199;MAL6P1.117;PFF1505w	tetratricopeptide repeat protein, putative
PF3D7_0631100	N/A	Previous IDs: PFF1510w	Plasmodium exported protein (PHISTb), unknown function
PF3D7_0631200	VAR	Previous IDs: 2270.t00305;2270.t00307;MAL6P1.17;MAL6P1.18;PFF1515c	erythrocyte membrane protein 1 (PfEMP1), pseudogene
PF3D7_0631300	EPF1	Previous IDs: 2270.t00308;MAL6P1.16;PFF1520w	exported protein family 1
PF3D7_0631400	MC-2TM	Previous IDs: 2270.t00309;MAL6P1.15;PFF1525c	Pfmc-2TM Maurer's cleft two transmembrane protein
PF3D7_0631500	EPF3	Previous IDs: 2270.t00310;MAL6P1.14;PFF1530c	exported protein family 3
PF3D7_0631600	EPF4	Previous IDs: 2270.t00311;MAL6P1.13;PFF1535w	exported protein family 4
PF3D7_0631700	N/A	Previous IDs: 2270.t00312;MAL6P1.12;PFF1540w	rifin, pseudogene
PF3D7_0631800	RIF	Previous IDs: 2270.t00313;MAL6P1.11;PFF1545w	rifin
PF3D7_0631900	N/A	Previous IDs: 2270.t00314;MAL6P1.10;PFF1550w	stevor
PF3D7_0632000	RIF	Previous IDs: 2270.t00315;MAL6P1.9;PFF1555w	rifin
PF3D7_0632100	RIF	Previous IDs: 2270.t00316;MAL6P1.8;PFF1560c	rifin
PF3D7_0632200	RIF	Previous IDs: 2270.t00317;MAL6P1.7;PFF1565c	rifin
PF3D7_0632250	N/A	N/A	Plasmodium exported protein, unknown function, fragment, pseudogene
PF3D7_0632300	RIF	Previous IDs: 2270.t00318;MAL6P1.6;PFF1570w	rifin
PF3D7_0632400	RIF	Previous IDs: 2270.t00319;MAL6P1.5;PFF1575w	rifin
PF3D7_0632500	VAR	Previous IDs: 2270.t00320;MAL6P1.4;PFF1580c	erythrocyte membrane protein 1, PfEMP1
PF3D7_0632600	RIF	Previous IDs: 2270.t00321;MAL6P1.3;PFF1585w	rifin, pseudogene
PF3D7_0632700	RIF	Previous IDs: 2270.t00322;MAL6P1.2;PFF1590w	rifin
PF3D7_0632800	VAR	Previous IDs: 2270.t00323;MAL6P1.1;PFF1595c	erythrocyte membrane protein 1, PfEMP1
PF3D7_0700100	VAR	Previous IDs: MAL8P1.220	erythrocyte membrane protein 1, PfEMP1
PF3D7_0700200	RIF	Previous IDs: MAL8P1.219	rifin
PF3D7_0700300	RIF	Previous IDs: MAL8P1.218	rifin
PF3D7_0700400	N/A	Previous IDs: MAL8P1.217	stevor
PF3D7_0700500	RIF	Previous IDs: MAL8P1.216	rifin
PF3D7_0700600	N/A	Previous IDs: MAL8P1.215	Plasmodium exported protein, unknown function, pseudogene
PF3D7_0700700	N/A	Previous IDs: MAL8P1.214	stevor, pseudogene
PF3D7_0700800	MC-2TM	Previous IDs: MAL8P1.213	Pfmc-2TM Maurer's cleft two transmembrane protein
PF3D7_0700900	EPF1	Previous IDs: MAL8P1.212	exported protein family 1, pseudogene
PF3D7_0701000	N/A	Previous IDs: MAL8P1.209;MAL8P1.211	erythrocyte membrane protein 1 (PfEMP1), pseudogene
PF3D7_0701100	RIF	N/A	rifin
PF3D7_0701200	RIF	N/A	rifin, pseudogene
PF3D7_0701300	RIF	Previous IDs: MAL7P1.200	rifin, pseudogene
PF3D7_0701400	EPF4	Previous IDs: MAL7P1.3	exported protein family 4, pseudogene
PF3D7_0701500	EPF3	Previous IDs: MAL7P1.4	exported protein family 3
PF3D7_0701600	MC-2TM	Previous IDs: MAL7P1.5	Pfmc-2TM Maurer's cleft two transmembrane protein
PF3D7_0701700	EPF1	Previous IDs: 1868.m00022;PF07_0002	exported protein family 1
PF3D7_0701800	RIF	Previous IDs: PF07_0003	rifin
PF3D7_0701900	N/A	Previous IDs: PF07_0004	Plasmodium exported protein, unknown function
PF3D7_0702000	N/A	Previous IDs: MAL7P1.6	Plasmodium exported protein (hyp12), unknown function
PF3D7_0702100	N/A	Previous IDs: MAL7P1.7	Plasmodium exported protein (PHISTb), unknown function, pseudogene
PF3D7_0702200	LPL20	Previous IDs: PF07_0005	lysophospholipase LPL20
PF3D7_0702300	STARP	Previous IDs: PF07_0006	sporozoite threonine and asparagine-rich protein
PF3D7_0702400	SEMP1	Previous IDs: PF07_0007	small exported membrane protein 1
PF3D7_0702500	N/A	Previous IDs: PF07_0008	Plasmodium exported protein, unknown function
PF3D7_0702600	N/A	Previous IDs: PF07_0009	chitinase, fragment
PF3D7_0702700	N/A	Previous IDs: MAL7_tRNA_Ala1;MAL7_tRNA_Ala1:tRNA	tRNA Alanine
PF3D7_0702800	N/A	Previous IDs: MAL7_tRNA_Tyr1;MAL7_tRNA_Tyr1:tRNA	tRNA Tyrosine
PF3D7_0702900	N/A	Previous IDs: MAL7P1.10	centrin, putative
PF3D7_0703000	N/A	Previous IDs: PF07_0010	conserved Plasmodium protein, unknown function
PF3D7_0703100	CIA2	Previous IDs: PF07_0011	cytosolic iron-sulfur assembly component 2, putative
PF3D7_0703200	N/A	Previous IDs: PF07_0012	conserved Plasmodium protein, unknown function
PF3D7_0703300	N/A	Previous IDs: MAL7P1.11	conserved Plasmodium protein, unknown function
PF3D7_0703400	N/A	Previous IDs: 1837.m00005;PF07_0013	conserved Plasmodium protein, unknown function
PF3D7_0703500	N/A	Previous IDs: MAL7P1.12;MAL7P1.166	erythrocyte membrane-associated antigen
PF3D7_0703600	N/A	Previous IDs: MAL7P1.13;MAL7P1.165	conserved protein, unknown function
PF3D7_0703700	N/A	Previous IDs: MAL7P1.14	conserved protein, unknown function
PF3D7_0703800	N/A	Previous IDs: PF07_0014	conserved Plasmodium protein, unknown function
PF3D7_0703900	N/A	Previous IDs: MAL7P1.15	conserved Plasmodium membrane protein, unknown function
PF3D7_0704000	N/A	Previous IDs: MAL7P1.16	conserved Plasmodium membrane protein, unknown function
PF3D7_0704100	BTP2	Previous IDs: MAL7P1.17	basal complex transmembrane protein 2
PF3D7_0704200	NSUN1	Previous IDs: PF07_0015	RNA cytosine C(5)-methyltransferase, putative
PF3D7_0704300	BLEB	Previous IDs: PF07_0016	basal complex protein BLEB
PF3D7_0704400	N/A	Previous IDs: PF07_0017	phosphoinositide-binding protein, putative
PF3D7_0704500	N/A	Previous IDs: MAL7P1.18	serine/threonine protein kinase, putative
PF3D7_0704600	UT	Previous IDs: MAL7P1.19	HECT-type E3 ubiquitin ligase UT
PF3D7_0704700	PPAT	Previous IDs: PF07_0018	phosphopantetheine adenylyltransferase, putative
PF3D7_0704800	PPM12	Previous IDs: PF07_0019	protein phosphatase PPM12, putative
PF3D7_0704900	RF2	Previous IDs: MAL7P1.20	peptide chain release factor 2
PF3D7_0705000	N/A	Previous IDs: PF07_0020	mRNA cap guanine-N7 methyltransferase, putative
PF3D7_0705100	N/A	Previous IDs: PF07_0021	conserved Plasmodium protein, unknown function
PF3D7_0705200	N/A	Previous IDs: PF07_0022	conserved Plasmodium protein, unknown function
PF3D7_0705300	ORC2	Previous IDs: MAL7P1.21	origin recognition complex subunit 2
PF3D7_0705400	MCM7	Previous IDs: PF07_0023	DNA replication licensing factor MCM7
PF3D7_0705500	N/A	Previous IDs: PF07_0024	inositol-phosphate phosphatase, putative
PF3D7_0705600	N/A	Previous IDs: MAL7P1.201	RNA helicase, putative
PF3D7_0705700	N/A	Previous IDs: MAL7P1.300	40S ribosomal protein S29, putative
PF3D7_0705800	CRISP	Previous IDs: MAL7P1.339	cysteine-rich secretory protein
PF3D7_0705900	N/A	Previous IDs: MAL7P1.340	ATP synthase subunit C, putative
PF3D7_0706000	N/A	Previous IDs: MAL7P1.202	importin-7, putative
PF3D7_0706100	N/A	Previous IDs: MAL7P1.203	EF hand domain-containing protein, putative
PF3D7_0706200	N/A	Previous IDs: MAL7P1.203b	conserved protein, unknown function
PF3D7_0706300	AKIT11	Previous IDs: MAL7P1.203a	apicomplexan kinetochore protein 11, putative
