gene_id	gene_name	previous_ids	product
PF3D7_0928500	N/A	Previous IDs: PFI1400c	conserved Plasmodium protein, unknown function
PF3D7_0928600	N/A	Previous IDs: PFI1405c	conserved Plasmodium protein, unknown function
PF3D7_0928700	N/A	Previous IDs: PFI1410c	conserved Plasmodium protein, unknown function
PF3D7_0928800	N/A	Previous IDs: PFI1415w	serine/threonine protein kinase, putative
PF3D7_0928900	GK	Previous IDs: PFI1420w	guanylate kinase
PF3D7_0929000	TAF7	Previous IDs: PFI1425w	transcription initiation factor TFIID subunit 7, putative
PF3D7_0929100	N/A	Previous IDs: PFI1430w	conserved protein, unknown function
PF3D7_0929200	N/A	Previous IDs: PFI1435w	RNA-binding protein, putative
PF3D7_0929300	N/A	Previous IDs: PFI1440w	conserved Plasmodium protein, unknown function
PF3D7_0929400	RhopH2	Previous IDs: PFI1445w	high molecular weight rhoptry protein 2
PF3D7_0929500	N/A	Previous IDs: PFI1450c	CH domain-containing protein, putative
PF3D7_0929600	N/A	Previous IDs: PFI1455c	G2 protein, putative
PF3D7_0929700	N/A	Previous IDs: PFI1457c;PFI1460c	conserved Plasmodium protein, unknown function
PF3D7_0929800	N/A	Previous IDs: PFI1460c	conserved Plasmodium protein, unknown function
PF3D7_0929900	N/A	Previous IDs: PFI1463w	conserved Plasmodium protein, unknown function
PF3D7_0930000	N/A	Previous IDs: PFI1465w	procollagen lysine 5-dioxygenase, putative
PF3D7_0930100	N/A	Previous IDs: PFI1468c;PFI1470c	heptatricopeptide repeat-containing protein, putative
PF3D7_0930200	LRR8	Previous IDs: PFI1470c	leucine-rich repeat protein
PF3D7_0930300	MSP1	Previous IDs: PFI1475w	merozoite surface protein 1
PF3D7_0930400	N/A	Previous IDs: PF3D7_0930400.1;PF3D7_0930400.2;PFI1480w	zinc finger protein, putative
PF3D7_0930400	N/A	Previous IDs: PF3D7_0930400.1;PF3D7_0930400.2;PFI1480w	zinc finger protein, putative
PF3D7_0930500	DGK1	Previous IDs: PFI1485c	diacylglycerol kinase, putative
PF3D7_0930600	CYP72	Previous IDs: PFI1490c	peptidyl-prolyl cis-trans isomerase
PF3D7_0930700	N/A	Previous IDs: PFI1495w	conserved Plasmodium protein, unknown function
PF3D7_0930800	N/A	Previous IDs: PFI1500w	regulator of chromosome condensation, putative
PF3D7_0930900	NFU1	Previous IDs: PFI1835c	NifU-like protein, putative
PF3D7_0931000	N/A	Previous IDs: PFI1505c	elongation factor Tu, putative
PF3D7_0931100	N/A	Previous IDs: PFI1510w	nucleolar protein Nop52, putative
PF3D7_0931200	SEL2	Previous IDs: PFI1515w	selenoprotein 2
PF3D7_0931300	N/A	Previous IDs: PFI1520w	conserved Plasmodium protein, unknown function
PF3D7_0931400	N/A	Previous IDs: PFI1525w	PUB domain-containing protein, putative
PF3D7_0931500	N/A	Previous IDs: PFI1530c	conserved Plasmodium protein, unknown function
PF3D7_0931600	N/A	Previous IDs: PFI1535w	conserved protein, unknown function
PF3D7_0931700	N/A	Previous IDs: PFI1540w	PIH1 domain-containing protein, putative
PF3D7_0931800	N/A	Previous IDs: PFI1545c	proteasome subunit beta type-6, putative
PF3D7_0931900	AKLP2	Previous IDs: PFI1550c	adenylate kinase-like protein 2
PF3D7_0932000	N/A	Previous IDs: PFI1555w	conserved Plasmodium protein, unknown function
PF3D7_0932100	N/A	Previous IDs: PFI1560c	protein MAM3, putative
PF3D7_0932200	PFN	Previous IDs: PFI1565w	profilin
PF3D7_0932300	M18AAP	Previous IDs: PFI1570c	M18 aspartyl aminopeptidase
PF3D7_0932400	RF1	Previous IDs: PFI1575c	peptide chain release factor 1
PF3D7_0932500	DHHC6	Previous IDs: PFI1580c	palmitoyltransferase DHHC6, putative
PF3D7_0932600	RPS6	Previous IDs: PFI1585c	apicoplast ribosomal protein S6, putative
PF3D7_0932700	N/A	Previous IDs: PFI1587c;PFI1615c	conserved Plasmodium protein, unknown function
PF3D7_0932800	CSE1	Previous IDs: PFI1590c	importin alpha re-exporter, putative
PF3D7_0932900	N/A	Previous IDs: PFI1595c	conserved Plasmodium protein, unknown function
PF3D7_0933000	N/A	Previous IDs: PFI1600w	CSTF domain-containing protein, putative
PF3D7_0933100	N/A	Previous IDs: PFI1605w	conserved Plasmodium protein, unknown function
PF3D7_0933200	N/A	Previous IDs: PFI1610c	calcyclin-binding protein, putative
PF3D7_0933300	N/A	Previous IDs: PFI1615w	conserved Plasmodium protein, unknown function
PF3D7_0933400	N/A	Previous IDs: PFI1615w;PFI1617w	conserved Plasmodium protein, unknown function
PF3D7_0933500	N/A	Previous IDs: PFI1620c	gamma-tubulin complex component, putative
PF3D7_0933600	QCR1	Previous IDs: PFI1625c	mitochondrial-processing peptidase subunit beta, putative
PF3D7_0933700	N/A	Previous IDs: PFI1630c	conserved Plasmodium protein, unknown function
PF3D7_0933800	N/A	Previous IDs: PFI1635w	tubulin delta chain, putative
PF3D7_0933900	N/A	Previous IDs: PFI1640c	Fip1 domain-containing protein, putative
PF3D7_0934000	N/A	Previous IDs: PFI1645c	histidine--tRNA ligase, putative
PF3D7_0934100	XPD	Previous IDs: PFI1650w	TFIIH basal transcription factor complex helicase XPD subunit
PF3D7_0934200	N/A	Previous IDs: PFI1655c	conserved protein, unknown function
PF3D7_0934300	ATP8	Previous IDs: PFI1660w	ATP synthase-associated protein, putative
PF3D7_0934400	ApiAP2	Previous IDs: PFI1665w	AP2 domain transcription factor, putative
PF3D7_0934500	N/A	Previous IDs: PFI1670c	V-type proton ATPase subunit E, putative
PF3D7_0934600	N/A	Previous IDs: PFI1675w	conserved Plasmodium protein, unknown function
PF3D7_0934700	N/A	Previous IDs: PFI1680w	UBX domain-containing protein, putative
PF3D7_0934800	PKAc	Previous IDs: PFI1685w	cAMP-dependent protein kinase catalytic subunit
PF3D7_0934900	N/A	Previous IDs: PFI1690c	conserved Plasmodium protein, unknown function
PF3D7_0935000	SNRPB2	Previous IDs: PFI1695c	U2 small nuclear ribonucleoprotein B'', putative
PF3D7_0935100	KSH1	Previous IDs: PFI1696c	protein kish, putative
PF3D7_0935200	VPS33	Previous IDs: PFI1700c	vacuolar protein sorting-associated protein 33, putative
PF3D7_0935300	N/A	Previous IDs: PFI1705w	phosphatidylinositol N-acetylglucosaminyltransferase subunit P, putative
PF3D7_0935390	N/A	N/A	gdv1 antisense RNA
PF3D7_0935400	GDV1	Previous IDs: PFI1710w	gametocyte development protein 1
PF3D7_0935500	GEXP22	Previous IDs: PFI1715w	Plasmodium exported protein, unknown function
PF3D7_0935600	GIG	Previous IDs: PFI1720w	gametocytogenesis-implicated protein
PF3D7_0935700	N/A	Previous IDs: PFI1725w	Plasmodium exported protein, unknown function
PF3D7_0935800	CLAG9	Previous IDs: PFI1730w	cytoadherence linked asexual protein 9
PF3D7_0935900	REX1	Previous IDs: PFI1735c	ring-exported protein 1
PF3D7_0936000	REX2	Previous IDs: PFI1740c	ring-exported protein 2
PF3D7_0936100	ETRAMP9	Previous IDs: PFI1745c	early transcribed membrane protein
PF3D7_0936200	N/A	Previous IDs: PFI1750c	Plasmodium exported protein (hyp11), unknown function
PF3D7_0936300	REX3	Previous IDs: PFI1755c	ring-exported protein 3
PF3D7_0936400	REX4	Previous IDs: PFI1760w	ring-exported protein 4
PF3D7_0936500	VAP1	Previous IDs: PFI1765c	virulence-associated protein 1
PF3D7_0936600	GEXP5	Previous IDs: PFI1770w	gametocyte exported protein 5
PF3D7_0936700	N/A	Previous IDs: PFI1775w	lysophospholipase, putative
PF3D7_0936800	N/A	Previous IDs: PFI1780w	Plasmodium exported protein (PHISTc), unknown function
PF3D7_0936900	N/A	Previous IDs: PFI1785w	Plasmodium exported protein (PHISTb), unknown function, pseudogene
PF3D7_0937000	N/A	Previous IDs: PFI1790w	Plasmodium exported protein (PHISTb), unknown function
PF3D7_0937100	N/A	Previous IDs: PFI1795c	Plasmodium exported protein, unknown function
PF3D7_0937200	N/A	Previous IDs: PFI1800w	lysophospholipase, putative
PF3D7_0937300	RIF	Previous IDs: PFI1805w	rifin
PF3D7_0937400	RIF	Previous IDs: PFI1810w	rifin
PF3D7_0937500	RIF	Previous IDs: PFI1815c	rifin
PF3D7_0937600	VAR	Previous IDs: PFI1820w	erythrocyte membrane protein 1, PfEMP1
PF3D7_0937700	RIF	Previous IDs: PFI1825w	rifin
PF3D7_0937800	VAR	Previous IDs: PFI1830c	erythrocyte membrane protein 1, PfEMP1
PF3D7_1000100	VAR	Previous IDs: PF10_0001	erythrocyte membrane protein 1, PfEMP1
PF3D7_1000200	RIF	Previous IDs: PF10_0002	rifin
PF3D7_1000300	RIF	Previous IDs: PF10_0003	rifin
PF3D7_1000400	RIF	Previous IDs: PF10_0004	rifin
PF3D7_1000500	RIF	Previous IDs: PF10_0005	rifin
PF3D7_1000600	RIF	Previous IDs: PF10_0006	rifin
PF3D7_1000700	N/A	Previous IDs: PF10_0007;PF10_0008	Plasmodium exported protein (PHISTa), unknown function, pseudogene
PF3D7_1000800	N/A	Previous IDs: PF10_0009	stevor, pseudogene
PF3D7_1000900	N/A	Previous IDs: PF10_0011;PF10_0012	erythrocyte membrane protein 1 (PfEMP1), pseudogene
PF3D7_1001000	CSA-L	Previous IDs: PF10_0013	chondroitin sulfate A ligand
PF3D7_1001100	ACBP1	Previous IDs: PF10_0014;PF10_0015;PF3D7_1001100.1;PF3D7_1001100.2	acyl-CoA binding protein, isoform 1, ACBP1
PF3D7_1001100	ACBP1	Previous IDs: PF10_0014;PF10_0015;PF3D7_1001100.1;PF3D7_1001100.2	acyl-CoA binding protein, isoform 1, ACBP1
PF3D7_1001200	ACBP2	Previous IDs: PF10_0016	acyl-CoA binding protein, isoform 2, ACBP2
PF3D7_1001300	N/A	Previous IDs: PF10_0017	Plasmodium exported protein (PHISTa), unknown function
PF3D7_1001400	XL1	Previous IDs: PF10_0018	exported lipase 1
PF3D7_1001500	ETRAMP10	Previous IDs: PF10_0019	early transcribed membrane protein 10.1
PF3D7_1001600	XL2	Previous IDs: PF10_0020	exported lipase 2
PF3D7_1001700	N/A	Previous IDs: PF10_0021	Plasmodium exported protein (PHISTc), unknown function
PF3D7_1001800	N/A	Previous IDs: PF10_0022	Plasmodium exported protein (PHISTc), unknown function
PF3D7_1001900	PfJ23	Previous IDs: PF10_0023	Plasmodium exported protein (hyp16), unknown function
PF3D7_1002000	N/A	Previous IDs: PF10_0024	Plasmodium exported protein (hyp2), unknown function
PF3D7_1002100	PTP5	Previous IDs: PF10_0025	EMP1-trafficking protein
PF3D7_1002200	PArt	Previous IDs: PF10_0026	tryptophan-rich antigen 3
PF3D7_1002300	N/A	Previous IDs: PF10_0027	conserved Plasmodium protein, unknown function
PF3D7_1002400	TRA2B	Previous IDs: PF10_0028;PF3D7_1002400.1;PF3D7_1002400.2	transformer-2 protein homolog beta, putative
PF3D7_1002400	TRA2B	Previous IDs: PF10_0028;PF3D7_1002400.1;PF3D7_1002400.2	transformer-2 protein homolog beta, putative
PF3D7_1002500	N/A	Previous IDs: PF10_0029	conserved protein, unknown function
PF3D7_1002600	N/A	Previous IDs: PF10_0030	conserved Plasmodium protein, unknown function
PF3D7_1002700	N/A	Previous IDs: PF10_0031	conserved Plasmodium protein, unknown function
PF3D7_1002800	N/A	Previous IDs: PF10_0032	DnaJ protein, putative
PF3D7_1002900	N/A	Previous IDs: PF10_0033	conserved Plasmodium protein, unknown function
PF3D7_1003000	N/A	Previous IDs: PF10_0034	guanylate cyclase organizer UGO, putative
PF3D7_1003100	C4AP3	Previous IDs: PF10_0034;PF10_0034a	respiratory chain complex 4 associated protein 3
PF3D7_1003200	N/A	Previous IDs: PF10_0035	ribosome-binding factor A, putative
PF3D7_1003300	ARD1	Previous IDs: PF10_0036	N-terminal acetyltransferase A complex catalytic subunit ARD1, putative
PF3D7_1003400	N/A	Previous IDs: PF10_0037	conserved Plasmodium protein, unknown function
PF3D7_1003500	N/A	Previous IDs: PF10_0038	40S ribosomal protein S20e, putative
PF3D7_1003600	IMC1c	Previous IDs: PF10_0039	inner membrane complex protein 1c
PF3D7_1003700	N/A	Previous IDs: PF10_0040	MKT1 domain-containing protein, putative
PF3D7_1003800	EFTUD2	Previous IDs: PF10_0041	U5 small nuclear ribonucleoprotein component, putative
PF3D7_1003900	N/A	Previous IDs: PF10_0042	dynein attachment factor-domain containing protein, putative
PF3D7_1004000	N/A	Previous IDs: PF10_0043	60S ribosomal protein L13, putative
PF3D7_1004100	N/A	Previous IDs: PF10_0044	conserved Plasmodium protein, unknown function
PF3D7_1004200	N/A	Previous IDs: PF10_0045	WD repeat-containing protein, putative
PF3D7_1004300	RFUL	Previous IDs: PF10_0046	RING finger E3 ubiquitin-protein ligase
PF3D7_1004400	N/A	Previous IDs: PF10_0047	RNA-binding protein, putative
PF3D7_1004500	AKIT2	Previous IDs: PF10_0048	apicomplexan kinetochore protein 2, putative
PF3D7_1004600	N/A	Previous IDs: PF10_0049	conserved Plasmodium membrane protein, unknown function
PF3D7_1004700	N/A	Previous IDs: PF10_0050	conserved protein, unknown function
PF3D7_1004800	AAC2	Previous IDs: PF10_0051	ADP,ATP carrier protein 2
PF3D7_1004900	N/A	Previous IDs: PF10_0052	conserved protein, unknown function
PF3D7_1005000	MRSapi	Previous IDs: PF10_0053	methionine--tRNA ligase, putative
PF3D7_1005100	UTP25	Previous IDs: PF10_0054	U3 small nucleolar RNA-associated protein 25, putative
PF3D7_1005200	N/A	Previous IDs: PF10_0054a	conserved Plasmodium protein, unknown function
PF3D7_1005300	N/A	Previous IDs: PF10_0055	conserved Plasmodium protein, unknown function
PF3D7_1005400	N/A	Previous IDs: PF10_0056	conserved Plasmodium protein, unknown function
PF3D7_1005500	UPF1	Previous IDs: PF10_0057	regulator of nonsense transcripts 1, putative
PF3D7_1005600	N/A	Previous IDs: PF10_0057a;PF10_0058	DnaJ protein, putative
PF3D7_1005700	N/A	Previous IDs: PF10_0058	peptidase, putative
PF3D7_1005800	N/A	Previous IDs: PF10_0059	conserved Plasmodium membrane protein, unknown function
PF3D7_1005900	N/A	Previous IDs: PF10_0060	conserved protein, unknown function
PF3D7_1006000	IMP4	Previous IDs: PF10_0061	IMP1-like protein, putative
PF3D7_1006100	NOT5	Previous IDs: PF10_0062	CCR4-NOT transcription complex subunit 5, putative
PF3D7_1006200	ALBA3	Previous IDs: PF10_0063	DNA/RNA-binding protein Alba 3
PF3D7_1006300	N/A	Previous IDs: PF10_0063a	conserved Plasmodium protein, unknown function
PF3D7_1006400	N/A	Previous IDs: PF10_0064	heptatricopeptide repeat-containing protein, putative
PF3D7_1006500	N/A	Previous IDs: PF10_0065	conserved Plasmodium protein, unknown function
PF3D7_1006600	PhLP3	Previous IDs: PF10_0066	phosducin-like protein 3, putative
PF3D7_1006700	N/A	Previous IDs: PF10_0067	conserved Plasmodium protein, unknown function
PF3D7_1006800	GBP2	Previous IDs: PF10_0068	G-strand-binding protein 2
PF3D7_1006900	N/A	Previous IDs: PF10_0069	PPPDE peptidase, putative
PF3D7_1007000	TMEM147	Previous IDs: PF10_0070	transmembrane protein 147, putative
PF3D7_1007100	N/A	Previous IDs: PF10_0070a	roadblock/LC7 domain-containing protein, putative
PF3D7_1007200	N/A	Previous IDs: PF10_0071	rho GTPase-activating protein, putative
PF3D7_1007300	N/A	Previous IDs: PF10_0072	RING zinc finger protein, putative
PF3D7_1007400	N/A	Previous IDs: PF10_0073	conserved protein, unknown function
PF3D7_1007500	N/A	Previous IDs: PF10_0073;PF10_0073a	conserved Plasmodium protein, unknown function
PF3D7_1007600	N/A	Previous IDs: PF10_0074	conserved protein, unknown function
PF3D7_1007700	AP2-I	Previous IDs: PF10_0075	AP2 domain transcription factor AP2-I
PF3D7_1007800	N/A	Previous IDs: PF10_0076	conserved Plasmodium protein, unknown function
PF3D7_1007900	EIF3D	Previous IDs: PF10_0077	eukaryotic translation initiation factor 3 subunit D, putative
PF3D7_1008000	HDA2	Previous IDs: PF10_0078	histone deacetylase 2
PF3D7_1008100	PHD1	Previous IDs: PF10_0079	PHD finger protein PHD1
PF3D7_1008200	N/A	Previous IDs: PF10_0080	flap endonuclease, putative
PF3D7_1008300	N/A	Previous IDs: PF10_0080a	AP-5 complex subunit sigma-1, putative, pseudogene
PF3D7_1008400	RPT2	Previous IDs: PF10_0081	26S protease regulatory subunit 4, putative
PF3D7_1008500	N/A	Previous IDs: 2296.t00400;PF10_0082	protein GPR89, putative
PF3D7_1008600	N/A	Previous IDs: PF10_0083	zinc finger (CCCH type) protein, putative
PF3D7_1008700	N/A	Previous IDs: PF10_0084	tubulin beta chain
PF3D7_1008800	NOP5	Previous IDs: PF10_0085	nucleolar protein 5, putative
PF3D7_1008900	AK1	Previous IDs: PF10_0086	adenylate kinase
PF3D7_1009000	DPH5	Previous IDs: PF10_0087	diphthine methyl ester synthase, putative
PF3D7_1009100	N/A	Previous IDs: PF10_0088	conserved Plasmodium membrane protein, unknown function
PF3D7_1009200	N/A	Previous IDs: PF10_0089	ribonuclease, putative
PF3D7_1009300	N/A	Previous IDs: PF10_0090	AMP-binding protein, putative
PF3D7_1009400	ZNF2	Previous IDs: PF10_0091	zinc finger protein, putative
PF3D7_1009500	N/A	Previous IDs: PF10_0092	metalloprotease, putative
PF3D7_1009600	PPM10	Previous IDs: 1398.t00340;PF10_0093	protein phosphatase PPM10, putative
PF3D7_1009700	N/A	Previous IDs: PF10_0094	tubulin--tyrosine ligase, putative
PF3D7_1009800	N/A	Previous IDs: PF10_0095	conserved Plasmodium membrane protein, unknown function
PF3D7_1009900	N/A	Previous IDs: PF10_0096	heptatricopeptide repeat-containing protein, putative
PF3D7_1010000	N/A	Previous IDs: PF10_0097	ribosomal protein L43, mitochondrial, putative
PF3D7_1010100	N/A	Previous IDs: PF10_0098	PI31 domain-containing protein, putative
PF3D7_1010200	N/A	Previous IDs: 2296.t00402;PF10_0099	DNA2/NAM7 helicase, putative
PF3D7_1010300	SDH4	Previous IDs: PF10_0100	succinate dehydrogenase subunit 4, putative
PF3D7_1010400	N/A	Previous IDs: PF10_0101	MORN repeat protein, putative
PF3D7_1010500	N/A	Previous IDs: PF10_0102	ankyrin-repeat protein, putative
PF3D7_1010600	eIF2beta	Previous IDs: PF10_0103	eukaryotic translation initiation factor 2 subunit beta
PF3D7_1010700	N/A	Previous IDs: PF10_0104	dolichyl-phosphate-mannose--protein mannosyltransferase, putative
PF3D7_1010800	N/A	Previous IDs: 2296.t00399;PF10_0105	50S ribosomal protein L22, mitochondrial, putative
PF3D7_1010900	N/A	Previous IDs: PF10_0106;PF10_0106:exon:5	conserved Plasmodium protein, unknown function
PF3D7_1011000	ISP1	Previous IDs: PF10_0107	inner membrane complex sub-compartment protein 1
PF3D7_1011100	N/A	Previous IDs: PF10_0108	conserved Plasmodium protein, unknown function
PF3D7_1011200	BET1	Previous IDs: PF10_0109;PF3D7_1011200.1;PF3D7_1011200.2	BET1-like protein, putative
PF3D7_1011300	ARV1	Previous IDs: PF10_0110	protein ARV1, putative
PF3D7_1011400	N/A	Previous IDs: PF10_0111	proteasome subunit beta type-5
PF3D7_1011500	N/A	Previous IDs: PF10_0112	conserved protein, unknown function
PF3D7_1011600	N/A	Previous IDs: PF10_0113	heptatricopeptide repeat-containing protein, putative
PF3D7_1011700	RAD23	Previous IDs: PF10_0114	DNA repair protein RAD23, putative
PF3D7_1011800	PREBP	Previous IDs: PF10_0115	PRE-binding protein
PF3D7_1011900	HO	Previous IDs: PF10_0116	heme oxygenase
PF3D7_1012000	N/A	Previous IDs: PF10_0117	RING zinc finger protein, putative
PF3D7_1012100	N/A	Previous IDs: PF10_0118	conserved protein, unknown function
PF3D7_1012200	RA	Previous IDs: PF10_0119	rhoptry associated adhesin
PF3D7_1012300	QCR7	Previous IDs: PF10_0120	cytochrome b-c1 complex subunit 7, putative
PF3D7_1012400	HGPRT	Previous IDs: PF10_0121	hypoxanthine-guanine phosphoribosyltransferase
PF3D7_1012500	N/A	Previous IDs: PF10_0122	phosphoglucomutase, putative
PF3D7_1012600	GMPS	Previous IDs: PF10_0123	GMP synthase [glutamine-hydrolyzing]
PF3D7_1012700	NIF4	Previous IDs: PF10_0124	NLI interacting factor-like phosphatase, putative
PF3D7_1012800	N/A	Previous IDs: PF10_0125	conserved Plasmodium protein, unknown function
PF3D7_1012900	ATG18	Previous IDs: PF10_0126	autophagy-related protein 18
PF3D7_1013000	N/A	Previous IDs: PF10_0127	zinc finger protein, putative
PF3D7_1013100	UTP13	Previous IDs: PF10_0128	U3 small nucleolar RNA-associated protein 13, putative
PF3D7_1013200	N/A	Previous IDs: PF10_0129	conserved Plasmodium protein, unknown function
PF3D7_1013300	N/A	Previous IDs: PF10_0130	Nicalin domain-containing protein
PF3D7_1013400	N/A	Previous IDs: PF10_0131	conserved Plasmodium protein, unknown function
PF3D7_1013500	PI-PLC	Previous IDs: PF10_0132	phosphoinositide-specific phospholipase C
PF3D7_1013600	N/A	Previous IDs: PF10_0133	conserved Plasmodium protein, unknown function
PF3D7_1013700	N/A	Previous IDs: PF10_0134	thioredoxin-like protein, putative
PF3D7_1013800	N/A	Previous IDs: PF10_0135	conserved Plasmodium protein, unknown function
PF3D7_1013900	N/A	Previous IDs: PF10_0136	translation initiation factor eIF-2B subunit delta, putative
PF3D7_1014000	FS	Previous IDs: PF10_0137	GDP-L-fucose synthase
PF3D7_1014100	MSA180	Previous IDs: PF10_0138	merozoite surface protein MSA180
PF3D7_1014200	HAP2	Previous IDs: PF10_0139	male gamete fusion factor HAP2
PF3D7_1014300	N/A	Previous IDs: PF10_0140	SPRY domain-containing protein, putative
PF3D7_1014400	MRK	Previous IDs: PF10_0141	MO15-related protein kinase
PF3D7_1014500	N/A	Previous IDs: PF10_0142	conserved Plasmodium protein, unknown function
PF3D7_1014600	ADA2	Previous IDs: PF10_0143	transcriptional coactivator ADA2
PF3D7_1014700	PHB2	Previous IDs: PF10_0144	prohibitin 2
PF3D7_1014800	N/A	Previous IDs: 2296.t00403;PF10_0145	EF hand domain-containing protein, putative
PF3D7_1014900	KIC8	Previous IDs: PF10_0146	protein KIC8
PF3D7_1015000	N/A	Previous IDs: PF10_0147	FAD synthetase, putative
PF3D7_1015100	N/A	Previous IDs: PF10_0148	CWC16 domain-containing protein, putative
PF3D7_1015200	CysRS	Previous IDs: PF10_0149;PF3D7_1015200.1;PF3D7_1015200.2;PF3D7_1015200.3	cysteine--tRNA ligase
PF3D7_1015200	CysRS	Previous IDs: PF10_0149;PF3D7_1015200.1;PF3D7_1015200.2;PF3D7_1015200.3	cysteine--tRNA ligase
PF3D7_1015200	CysRS	Previous IDs: PF10_0149;PF3D7_1015200.1;PF3D7_1015200.2;PF3D7_1015200.3	cysteine--tRNA ligase
PF3D7_1015300	METAP1b	Previous IDs: PF10_0150	methionine aminopeptidase 1b, putative
PF3D7_1015400	N/A	Previous IDs: PF10_0151	RMI1 domain-containing protein, putative
PF3D7_1015500	N/A	Previous IDs: PF10_0152	nucleotidyltransferase, putative
PF3D7_1015600	HSP60	Previous IDs: PF10_0153	heat shock protein 60
PF3D7_1015700	N/A	Previous IDs: PF10_0153a;PF3D7_1015700.1;PF3D7_1015700.2	tubulin binding cofactor c, putative
PF3D7_1015700	N/A	Previous IDs: PF10_0153a;PF3D7_1015700.1;PF3D7_1015700.2	tubulin binding cofactor c, putative
PF3D7_1015800	N/A	Previous IDs: PF10_0154	ribonucleoside-diphosphate reductase small chain, putative
PF3D7_1015900	ENO	Previous IDs: PF10_0155	enolase
PF3D7_1016000	N/A	Previous IDs: PF10_0156	conserved Plasmodium protein, unknown function
PF3D7_1016100	N/A	Previous IDs: PF10_0157	conserved Plasmodium protein, unknown function
PF3D7_1016200	N/A	Previous IDs: PF10_0158	Rab3 GTPase-activating protein non-catalytic subunit, putative
PF3D7_1016300	GBP130	Previous IDs: PF10_0159	GBP130 protein
PF3D7_1016400	FIKK10.1	Previous IDs: PF10_0160	serine/threonine protein kinase, FIKK family
PF3D7_1016500	N/A	Previous IDs: PF10_0161	Plasmodium exported protein (PHISTc), unknown function
PF3D7_1016600	N/A	Previous IDs: PF10_0161;PF10_0161a	Plasmodium exported protein (PHISTc), unknown function
PF3D7_1016700	N/A	Previous IDs: PF10_0162	Plasmodium exported protein (PHISTc), unknown function
PF3D7_1016800	N/A	Previous IDs: PF10_0163	Plasmodium exported protein (PHISTc), unknown function
PF3D7_1016900	ETRAMP10.3	Previous IDs: PF10_0164	early transcribed membrane protein 10.3
PF3D7_1017000	N/A	Previous IDs: PF10_0165	DNA polymerase delta catalytic subunit
PF3D7_1017100	RON12	Previous IDs: PF10_0166	rhoptry neck protein 12
PF3D7_1017200	N/A	Previous IDs: PF10_0167;PF10_0167:exon:2	enoyl-CoA hydratase-related protein, putative
PF3D7_1017300	GRASP	Previous IDs: PF10_0168;PF3D7_1017300.1;PF3D7_1017300.2	golgi re-assembly stacking protein 1, golgi re-assembly stacking protein 2
PF3D7_1017300	GRASP	Previous IDs: PF10_0168;PF3D7_1017300.1;PF3D7_1017300.2	golgi re-assembly stacking protein 1, golgi re-assembly stacking protein 2
PF3D7_1017400	HAD5	Previous IDs: PF10_0169	phosphomannomutase
PF3D7_1017500	ELC	Previous IDs: PF10_0170	myosin essential light chain ELC
PF3D7_1017600	N/A	Previous IDs: PF10_0171	conserved Plasmodium protein, unknown function
PF3D7_1017700	N/A	Previous IDs: PF10_0172	conserved Plasmodium protein, unknown function
PF3D7_1017800	N/A	Previous IDs: PF10_0173	conserved Plasmodium protein, unknown function
PF3D7_1017900	RPN5	Previous IDs: PF10_0174	26S proteasome regulatory subunit p55, putative
PF3D7_1018000	N/A	Previous IDs: PF10_0175	tRNA pseudouridine synthase, putative
PF3D7_1018100	N/A	Previous IDs: PF10_0176	conserved Plasmodium protein, unknown function
PF3D7_1018200	PPP8	Previous IDs: PF10_0177a	pseudophosphatase PPP8
PF3D7_1018300	N/A	Previous IDs: PF10_0177;PF10_0177b	peptidase, putative
PF3D7_1018400	N/A	Previous IDs: PF10_0178	conserved Plasmodium protein, unknown function
PF3D7_1018500	RDS3	Previous IDs: PF10_0179;PF10_0179a	pre-mRNA-splicing factor RDS3, putative
PF3D7_1018600	N/A	Previous IDs: PF10_0179	tRNA wybutosine-synthesizing protein, putative
PF3D7_1018700	N/A	Previous IDs: PF10_0180	conserved Plasmodium protein, unknown function
PF3D7_1018800	N/A	Previous IDs: PF10_0181	conserved protein, unknown function
PF3D7_1018900	N/A	Previous IDs: PF10_0182	conserved Plasmodium protein, unknown function
PF3D7_1019000	N/A	Previous IDs: PF10_0183	eukaryotic translation initiation factor subunit eIF2A, putative
PF3D7_1019100	N/A	Previous IDs: PF10_0184	conserved Plasmodium protein, unknown function
PF3D7_1019200	N/A	Previous IDs: PF10_0185	conserved Plasmodium protein, unknown function
PF3D7_1019300	N/A	Previous IDs: 2296.t00398;PF10_0186	zinc finger protein, putative
PF3D7_1019400	N/A	Previous IDs: PF10_0187	60S ribosomal protein L30e, putative
PF3D7_1019500	N/A	Previous IDs: PF10_0188;PF3D7_1019500.1;PF3D7_1019500.2	TMEM94 domain-containing protein, putative
PF3D7_1019500	N/A	Previous IDs: PF10_0188;PF3D7_1019500.1;PF3D7_1019500.2	TMEM94 domain-containing protein, putative
PF3D7_1019600	N/A	Previous IDs: PF10_0189	conserved Plasmodium protein, unknown function
PF3D7_1019700	N/A	Previous IDs: PF10_0190	conserved Plasmodium protein, unknown function
PF3D7_1019800	MNMA	Previous IDs: PF10_0191;PF10_0192	tRNA-specific 2-thiouridylase MnmA
PF3D7_1019900	ATG8	Previous IDs: PF10_0193	autophagy-related protein 8
PF3D7_1020000	RBM34	Previous IDs: PF10_0194	RNA-binding protein 34, putative
