Gene ID	Score
TGME49_224460	86.8405
TGME49_205720	47.2258
TGME49_205080	12.0382
TGME49_203810	37.7365
TGME49_203440	13.3555
TGME49_214970	34.8245
TGME49_225745	34.4646
TGME49_225240	27.2717
TGME49_237015	21.7417
TGME49_275390	30.5784
TGME49_210682	73.25
TGME49_265840	74.8779
TGME49_289660	12.1665
TGME49_267360	25.039
TGME49_291930	51.4177
TGME49_307580	20.9943
TGME49_320700	23.8112
TGME49_318600	14.6927
TGME49_298000	8.7075
TGME49_289740	67.2748
TGME49_243635	19.4859
TGME49_293350	48.4175
TGME49_294880	27.9678
TGME49_308010	13.1029
TGME49_246160	53.6825
TGME49_247390	19.8244
TGME49_249810	5.9624
TGME49_500202	11.1581
TGME49_500361	49.6751
TGME49_218770	43.6261
TGME49_246763	22.7012
TGME49_248445	45.7014
TGME49_248990	76.8487
TGME49_276170	78.0525
TGME49_251480	27.3908
TGME49_254150	61.9652
TGME49_299060	22.9782
TGME49_298960	5.9614
TGME49_500287	32.3557
TGME49_310190	41.2628
TGME49_230860	5.8889
TGME49_232940	44.8123
TGME49_216550	54.7333
TGME49_216460	28.8699
TGME49_233405	41.0853
TGME49_262460	50.0482
TGME49_500047	20.2334
TGME49_229370	52.9302
TGME49_231360	15.1549
TGME49_273730	16.1239
TGME49_263430	13.9099
TGME49_263590	71.3164
TGME49_223970	15.6476
TGME49_215380	46.6538
TGME49_228300	13.6671
TGME49_224240	53.5151
TGME49_223790	67.495
TGME49_236650	69.7077
TGME49_204480	39.4658
TGME49_319530	60.2803
TGME49_241150	28.7579
TGME49_212725	54.4014
TGME49_265500	32.8792
TGME49_305630	13.8193
TGME49_265205	13.4709
TGME49_289650	30.2187
TGME49_291310	41.6018
TGME49_500033	18.8412
TGME49_241710	37.0602
TGME49_242118	17.3325
TGME49_295690	31.5588
TGME49_246995	26.985
TGME49_284530	46.9555
TGME49_315720	22.0619
TGME49_260470	28.4108
TGME49_260390	38.4766
TGME49_256792	18.8665
TGME49_300090	31.1285
TGME49_217400	25.8735
TGME49_217760	56.8464
TGME49_299070	52.092
TGME49_254610	21.9949
TGME49_285680	55.6597
TGME49_285520	24.7212
TGME49_309830	33.593
TGME49_311625	17.0383
TGME49_312300	38.292
TGME49_230630	20.405
TGME49_230640	40.7159
TGME49_232000	72.5054
TGME49_500010	15.641
TGME49_229160	46.8154
TGME49_500235	25.3069
TGME49_270520	53.3972
TGME49_209680	26.0988
TGME49_500345	9.7896
TGME49_280390	50.5432
TGME49_203830	41.1072
TGME49_227850	15.148
TGME49_224940	27.4334
TGME49_202830	83.8987
TGME49_243950	48.4293
TGME49_267060	45.6549
TGME49_266650	93.2686
TGME49_265060	20.9831
TGME49_289130	56.817
TGME49_291090	34.9714
TGME49_306230	4.045
TGME49_500340	15.4611
TGME49_225010	61.0975
TGME49_224770	17.0536
TGME49_500394	3.9934
TGME49_215680	33.5024
TGME49_207060	52.7807
TGME49_290320	48.2642
TGME49_238110	13.5759
TGME49_242590	31.9899
TGME49_243980	36.6791
TGME49_293060	56.6883
TGME49_219120	61.5009
TGME49_247230	71.9698
TGME49_247340	27.0778
TGME49_278380	7.2949
TGME49_309150	3.2217
TGME49_310130	40.2708
TGME49_313040	11.3869
TGME49_262010	32.9714
TGME49_257290	46.1689
TGME49_217530	62.4212
TGME49_249575	26.3036
TGME49_500362	20.7459
TGME49_286010	39.4244
TGME49_254250	46.2526
TGME49_231120	36.6275
TGME49_500301	42.5784
TGME49_216830	17.4628
TGME49_216250	8.7837
TGME49_272560	31.7547
TGME49_261590	24.3444
TGME49_260320	5.4992
TGME49_263510	20.9678
TGME49_273560	54.4569
TGME49_262970	81.6568
TGME49_263700	37.2529
TGME49_208310	29.914
TGME49_225555	43.0638
TGME49_206710	36.9845
TGME49_205180	25.533
TGME49_203860	27.58
TGME49_214110	68.5201
TGME49_214350	27.6716
TGME49_228640	4.1073
TGME49_227840	58.5377
TGME49_224520	80.8488
TGME49_319380	41.9585
TGME49_211270	5.7371
TGME49_210715	24.2787
TGME49_297110	25.1647
TGME49_297640	45.8084
TGME49_222220	17.329
TGME49_297465	38.6317
TGME49_297840	29.0652
TGME49_290040	50.3784
TGME49_305455	52.9033
TGME49_306660	65.9047
TGME49_295410	50.8183
TGME49_219550	46.0941
TGME49_309300	21.7267
TGME49_309880	37.745
TGME49_310030	50.631
TGME49_313495	17.2944
TGME49_262080	33.6539
TGME49_217630	20.9278
TGME49_249450	45.5215
TGME49_277950	17.9349
TGME49_212930	28.8252
TGME49_286500	14.0924
TGME49_299260	3.1647
TGME49_315160	43.4428
TGME49_316330	73.3352
TGME49_274060	58.2847
TGME49_261050	39.4958
TGME49_271410	21.486
TGME49_260360	31.9771
TGME49_259920	15.2152
TGME49_259020	35.7884
TGME49_255980	70.7133
TGME49_230410	36.2172
TGME49_263810	41.0533
TGME49_207770	32.2302
TGME49_208500	66.5725
TGME49_325800	13.1468
TGME49_208370	69.3981
TGME49_208750	6.064
TGME49_202920	14.8694
TGME49_201700	39.3717
TGME49_224190	18.6981
TGME49_212090	59.0889
TGME49_207080	32.5299
TGME49_217951	19.9463
TGME49_226320	49.9862
TGME49_224928	28.7758
TGME49_275490	23.4954
TGME49_500057	31.823
TGME49_210678	6.164
TGME49_221330	41.412
TGME49_500416	4.2007
TGME49_221900	17.6019
TGME49_239070	25.988
TGME49_279310	55.2786
TGME49_267470	45.0965
TGME49_292035	34.0843
TGME49_500314	49.223
TGME49_305120	76.2791
TGME49_266030	45.5614
TGME49_306490	53.4533
TGME49_240560	51.0513
TGME49_295650	62.8482
TGME49_295620	37.1236
TGME49_295310	43.5922
TGME49_308090	18.218
TGME49_217390	14.7674
TGME49_251560	11.6126
TGME49_500350	29.4213
TGME49_257530	69.093
TGME49_257180	20.2898
TGME49_217640	63.2379
TGME49_247050	51.6595
TGME49_249580	26.3036
TGME49_253570	59.9227
TGME49_253760	23.7633
TGME49_299100	51.7092
TGME49_309600	72.7363
TGME49_315550	4.3064
TGME49_315600	35.2243
TGME49_500422	13.8609
TGME49_270700	76.7347
TGME49_270520	53.3972
TGME49_257710	27.7924
TGME49_257595	18.2816
TGME49_232750	29.7957
TGME49_271920	41.4409
TGME49_269730	58.122
TGME49_208820	23.0932
TGME49_200360	70.1781
TGME49_208350	43.5362
TGME49_234390	55.139
TGME49_214830	35.591
TGME49_275470	67.6711
TGME49_226550	36.7191
TGME49_225330	29.2641
TGME49_224220	46.3612
TGME49_207240	46.8333
TGME49_202850	19.7167
TGME49_202450	41.0524
TGME49_203820	54.1186
TGME49_202120	23.6344
TGME49_281970	96.28
TGME49_282170	65.8276
TGME49_320440	37.0099
TGME49_318750	77.861
TGME49_211020	64.8749
TGME49_319730	27.0108
TGME49_265240	32.2398
TGME49_266380	38.7897
TGME49_288730	22.0884
TGME49_289750	45.7072
TGME49_289950	47.5066
TGME49_295070	63.0941
TGME49_280810	35.8967
TGME49_205320	60.0845
TGME49_500274	36.5501
TGME49_205550	47.3958
TGME49_204440	23.1486
TGME49_202960	22.6767
TGME49_203270	37.4819
TGME49_201230	9.9483
TGME49_224840	45.4597
TGME49_223960	45.354
TGME49_237150	67.7765
TGME49_225435	20.1078
TGME49_221665	7.6597
TGME49_222700	18.3287
TGME49_297340	153.408
TGME49_320530	10.823
TGME49_210815	39.1507
TGME49_267340	37.9491
TGME49_267100	60.9454
TGME49_266900	63.2295
TGME49_210270	38.4233
TGME49_500242	96.3274
TGME49_288945	27.0214
TGME49_219720	13.1811
TGME49_249020	14.1782
TGME49_277265	45.7156
TGME49_220240	96.834
TGME49_285290	28.2706
TGME49_309790	27.0506
TGME49_310150	33.6743
TGME49_313860	63.8938
TGME49_315150	60.0332
TGME49_315705	38.1874
TGME49_316430	36.8313
TGME49_261960	39.193
TGME49_218358	31.7083
TGME49_248280	14.8152
TGME49_276110	17.3551
TGME49_278290	4.2049
TGME49_286770	49.5944
TGME49_254270	32.3927
TGME49_299160	22.7034
TGME49_311290	37.1635
TGME49_232460	26.5217
TGME49_232815	35.4619
TGME49_500024	35.4619
TGME49_316580	72.2118
TGME49_260540	33.2021
TGME49_258670	7.2187
TGME49_256025	25.657
TGME49_263440	13.9099
TGME49_270050	53.418
TGME49_263060	41.6733
TGME49_275330	91.3952
TGME49_304490	66.1889
TGME49_203960	11.6047
TGME49_203620	44.2066
TGME49_203060	71.7465
TGME49_239680	74.8771
TGME49_267490	4.0021
TGME49_267130	36.6255
TGME49_292260	19.539
TGME49_500398	40.806
TGME49_290580	36.2895
TGME49_241880	31.0549
TGME49_226830	54.9085
TGME49_226220	3.4851
TGME49_215080	61.9227
TGME49_222280	51.1905
TGME49_210810	39.1507
TGME49_222200	31.286
TGME49_222340	12.3928
TGME49_297070	44.2423
TGME49_266610	47.2726
TGME49_291630	15.1583
TGME49_500427	9.8863
TGME49_292360	33.8446
TGME49_305340	58.5177
TGME49_249890	30.3128
TGME49_251710	31.8656
TGME49_278320	4.3132
TGME49_213240	47.0784
TGME49_311470	35.9797
TGME49_312500	18.2744
TGME49_314910	34.2
TGME49_215970	161.0885
TGME49_218500	33.7568
TGME49_245680	37.0423
TGME49_248870	42.1288
TGME49_500285	17.2935
TGME49_220310	30.5455
TGME49_254490	41.728
TGME49_286680	41.1541
TGME49_286220	26.945
TGME49_309170	50.9798
TGME49_314560	2.8503
TGME49_314800	16.5841
TGME49_216430	29.8945
TGME49_274080	18.6043
TGME49_262110	13.3624
TGME49_269190	43.8676
TGME49_229660	42.9414
TGME49_231050	12.9362
TGME49_263740	48.9452
TGME49_273390	27.9187
TGME49_270640	23.3694
TGME49_207965	7.1821
TGME49_200385	64.3435
TGME49_210100	13.7164
TGME49_228010	43.9911
TGME49_226410	31.0446
TGME49_235730	41.3146
TGME49_301210	10.5754
TGME49_220840	50.157
TGME49_238070	22.5783
TGME49_243680	46.9048
TGME49_265380	41.7566
TGME49_290160	61.0378
TGME49_305850	37.7182
TGME49_241830	30.8967
TGME49_220740	4.6525
TGME49_300360	30.7758
TGME49_248420	40.8791
TGME49_250710	83.6584
TGME49_220200	55.9753
TGME49_306910	27.5449
TGME49_310280	62.4953
TGME49_262170	33.0779
TGME49_259600	30.4194
TGME49_257080	55.8007
TGME49_247000	43.7707
TGME49_247570	86.923
TGME49_278370	5.4261
TGME49_254365	27.527
TGME49_299130	23.5474
TGME49_311000	29.2156
TGME49_229750	44.5565
TGME49_261300	67.5154
TGME49_255190	55.1364
TGME49_255175	10.6531
TGME49_268870	32.4059
TGME49_230510	36.4219
TGME49_274160	46.4068
TGME49_263690	28.0364
TGME49_209945	61.7295
TGME49_263230	28.2238
TGME49_237560	52.2074
TGME49_214120	29.2437
TGME49_228145	39.8625
TGME49_214330	32.9613
TGME49_500124	30.5784
TGME49_205520	11.9425
TGME49_205100	24.615
TGME49_202750	55.1609
TGME49_203135	10.3228
TGME49_281555	3.3928
TGME49_318470	3.5248
TGME49_239550	49.2695
TGME49_279420	19.2364
TGME49_266880	34.8328
TGME49_306530	29.8176
TGME49_288500	27.2752
TGME49_305610	18.8631
TGME49_217350	52.7536
TGME49_220520	5.6939
TGME49_213115	29.1969
TGME49_262530	41.7146
TGME49_218280	41.6211
TGME49_217875	71.9162
TGME49_248510	29.9337
TGME49_249320	26.6013
TGME49_251460	112.3266
TGME49_252510	80.9948
TGME49_254330	10.891
TGME49_272370	80.0699
TGME49_257910	5.2589
TGME49_255710	26.1961
TGME49_200350	79.4363
TGME49_236850	49.9869
TGME49_224790	14.1606
TGME49_212230	42.0316
TGME49_236110	18.0617
TGME49_215280	59.8188
TGME49_281920	37.3794
TGME49_281980	35.3377
TGME49_282220	33.5307
TGME49_319930	13.9821
TGME49_297790	48.1706
TGME49_297890	43.7485
TGME49_239020	10.0639
TGME49_290980	42.0477
TGME49_308020	76.2658
TGME49_500270	12.3753
TGME49_213930	42.9549
TGME49_314260	32.1606
TGME49_314885	27.5192
TGME49_248560	16.1595
TGME49_251870	22.4753
TGME49_253840	40.7146
TGME49_213420	22.5493
TGME49_259210	20.8785
TGME49_255260	124.3941
TGME49_268400	42.9873
TGME49_264150	109.3025
TGME49_236790	32.8678
TGME49_280600	40.2886
TGME49_204330	54.2747
TGME49_318240	43.0588
TGME49_243290	43.8354
TGME49_288760	14.3611
TGME49_288930	37.4239
TGME49_291330	33.3969
TGME49_306190	65.4879
TGME49_244420	36.1767
TGME49_248700	33.2914
TGME49_251890	27.2761
TGME49_286270	51.6331
TGME49_315270	59.8466
TGME49_316680	83.1016
TGME49_257160	10.3484
TGME49_257090	42.9191
TGME49_219660	21.3842
TGME49_219500	54.7228
TGME49_217340	37.7569
TGME49_249660	20.264
TGME49_250680	32.0596
TGME49_220500	38.5881
TGME49_254110	21.2168
TGME49_287270	25.3584
TGME49_313220	11.5344
TGME49_500189	11.7137
TGME49_273640	62.5987
TGME49_272900	24.885
TGME49_271910	41.4409
TGME49_200230	31.4483
TGME49_227810	38.1687
TGME49_226620	26.2568
TGME49_226390	32.1451
TGME49_226230	19.3965
TGME49_235580	11.411
TGME49_203505	7.3077
TGME49_203705	29.2443
TGME49_301460	46.6009
TGME49_240440	21.239
TGME49_240670	28.2169
TGME49_289680	47.6906
TGME49_266690	55.2447
TGME49_290950	69.5792
TGME49_300010	16.7304
TGME49_250770	70.8587
TGME49_311050	4.9078
TGME49_216055	51.1046
TGME49_261010	15.4075
TGME49_247780	70.3644
TGME49_250860	69.1844
TGME49_312400	13.4202
TGME49_232230	45.0633
TGME49_261520	48.713
TGME49_259000	35.8479
TGME49_229180	45.9095
TGME49_228780	51.1933
TGME49_227910	44.7235
TGME49_223520	36.3192
TGME49_228320	36.3201
TGME49_214770	49.8331
TGME49_205090	10.4403
TGME49_205770	6.2942
TGME49_204310	57.6309
TGME49_203300	14.0828
TGME49_281420	48.8331
TGME49_500005	38.8277
TGME49_211440	39.7434
TGME49_500244	19.1632
TGME49_210320	8.7218
TGME49_306035	40.8851
TGME49_238950	82.4379
TGME49_500400	12.7433
TGME49_294640	40.0225
TGME49_218610	29.4079
TGME49_258625	17.8048
TGME49_250330	31.5966
TGME49_253640	77.6019
TGME49_216540	54.7333
TGME49_257070	72.8896
TGME49_269930	9.3631
TGME49_232110	9.4792
TGME49_500360	8.6311
TGME49_208590	60.2355
TGME49_269480	44.8106
TGME49_208800	67.7893
TGME49_500364	36.2172
TGME49_224470	86.8405
TGME49_237130	16.6666
TGME49_228750	80.4881
TGME49_225730	46.0765
TGME49_204510	47.7411
TGME49_243570	66.4562
TGME49_247195	56.0867
TGME49_500094	32.6466
TGME49_250850	69.1844
TGME49_278470	34.901
TGME49_309370	22.6965
TGME49_313410	61.6734
TGME49_278522	8.9988
TGME49_277840	63.6479
TGME49_254460	83.9744
TGME49_254530	26.2663
TGME49_233030	50.7075
TGME49_268340	65.9551
TGME49_263110	28.5583
TGME49_208540	36.7773
TGME49_227590	6.7328
TGME49_225820	59.578
TGME49_280590	40.6519
TGME49_206430	59.392
TGME49_202210	69.4335
TGME49_500373	6.9058
TGME49_500061	12.5816
TGME49_289190	47.4955
TGME49_288265	27.6702
TGME49_304990	40.3073
TGME49_240380	33.2745
TGME49_243720	86.5533
TGME49_220470	51.6527
TGME49_312100	53.1925
TGME49_314840	52.2125
TGME49_315670	35.1724
TGME49_315760	56.1667
TGME49_258590	30.1421
TGME49_217420	27.5481
TGME49_217770	56.8464
TGME49_275740	30.9596
TGME49_249702	28.5367
TGME49_249740	40.3976
TGME49_213730	50.1894
TGME49_285920	4.3455
TGME49_500123	19.1308
TGME49_257480	8.3519
TGME49_287510	18.7851
TGME49_269460	27.1753
TGME49_269020	28.8934
TGME49_234180	68.8485
TGME49_224530	80.8488
TGME49_223410	40.0309
TGME49_312120	6.9981
TGME49_313270	79.7267
TGME49_259950	54.3401
TGME49_246570	40.9454
TGME49_311810	29.0038
TGME49_313070	19.4263
TGME49_315620	52.7874
TGME49_500320	16.6078
TGME49_257740	37.025
TGME49_269060	96.6114
TGME49_229980	34.7129
TGME49_231770	7.6899
TGME49_500038	16.8536
TGME49_500148	42.1127
TGME49_209230	16.621
TGME49_321520	69.3091
TGME49_203390	52.6991
TGME49_318500	20.6049
TGME49_318440	78.6337
TGME49_301360	7.7099
TGME49_266450	10.1533
TGME49_290940	42.4388
TGME49_242600	16.9806
TGME49_293580	47.7772
TGME49_248360	31.2506
TGME49_248480	88.9817
TGME49_310310	37.6216
TGME49_311380	40.549
TGME49_233950	5.4696
TGME49_209530	34.1933
TGME49_209150	61.5802
TGME49_321690	43.6181
TGME49_500434	10.0938
TGME49_226040	41.3946
TGME49_500152	24.7383
TGME49_202220	34.4684
TGME49_201720	19.0762
TGME49_240400	19.2943
TGME49_288380	41.2312
TGME49_500168	2.7803
TGME49_221400	7.2208
TGME49_288360	65.5021
TGME49_288850	53.503
TGME49_293470	82.3306
TGME49_294320	6.0664
TGME49_245760	22.4557
TGME49_247370	29.8717
TGME49_248450	42.0916
TGME49_500041	51.0546
TGME49_308890	57.1765
TGME49_260375	12.7592
TGME49_249240	18.6549
TGME49_251490	37.0746
TGME49_278580	82.8346
TGME49_273460	37.7993
TGME49_208780	38.2033
TGME49_263280	81.5631
TGME49_306210	52.123
TGME49_238165	48.7177
TGME49_261250	107.0972
TGME49_500192	8.0743
TGME49_311905	26.0229
TGME49_273950	28.2497
TGME49_273915	41.3526
TGME49_209100	34.8196
TGME49_295770	59.8945
TGME49_246490	68.5745
TGME49_246710	7.3817
TGME49_251620	45.5743
TGME49_247930	39.3333
TGME49_500087	34.4591
TGME49_212760	23.5004
TGME49_230350	34.1453
TGME49_216440	57.7167
TGME49_262810	42.5321
TGME49_257130	59.7258
TGME49_271115	51.0832
TGME49_270110	56.4966
TGME49_224320	11.2866
TGME49_226068	40.6138
TGME49_220025	89.0409
TGME49_235420	47.0554
TGME49_297130	48.1832
TGME49_222070	23.435
TGME49_297090	27.0235
TGME49_242240	42.6832
TGME49_217940	6.4418
TGME49_213560	6.2444
TGME49_309080	6.7781
TGME49_309590	71.1984
TGME49_316410	31.735
TGME49_271810	45.0104
TGME49_271040	63.4099
TGME49_227290	35.243
TGME49_224750	5.1642
TGME49_222990	37.144
TGME49_320040	8.861
TGME49_289550	41.151
TGME49_306030	40.8851
TGME49_295630	29.143
TGME49_500353	5.6371
TGME49_259860	30.8456
TGME49_249540	74.7065
TGME49_213740	50.1894
TGME49_213748	2.6338
TGME49_213950	46.961
TGME49_308900	15.7639
TGME49_229270	6.3303
TGME49_233780	13.0319
TGME49_273070	42.496
TGME49_228110	40.5508
TGME49_204400	15.7976
TGME49_291080	24.4528
TGME49_277020	9.3027
TGME49_246780	32.4722
TGME49_231090	117.7208
TGME49_225413	9.5638
TGME49_224935	32.2638
TGME49_500406	20.4283
TGME49_202980	30.6352
TGME49_277550	23.8039
TGME49_277090	67.5273
TGME49_219090	10.3899
TGME49_275840	42.2979
TGME49_286928	5.6326
TGME49_229680	64.0442
TGME49_259115	2.7823
TGME49_269120	17.9907
TGME49_268810	54.8768
TGME49_209200	40.4409
TGME49_237195	42.8137
TGME49_215490	43.5384
TGME49_234470	47.3599
TGME49_301470	65.9168
TGME49_327550	8.9223
TGME49_243100	4.1566
TGME49_292330	6.0425
TGME49_314750	17.1081
TGME49_233905	47.3905
TGME49_257720	7.3849
TGME49_229260	16.5031
TGME49_203310	203.675
TGME49_239780	41.3384
TGME49_239450	16.8926
TGME49_244680	49.0639
TGME49_220270	23.6944
TGME49_315170	22.671
TGME49_315885	50.2031
TGME49_300052	8.7774
TGME49_500216	7.3738
TGME49_500025	48.1481
TGME49_500383	23.2652
TGME49_316635	15.986
TGME49_230990	40.8482
TGME49_263020	39.9465
TGME49_225028	2.8984
TGME49_224600	47.7445
TGME49_281560	3.3928
TGME49_221830	2.3914
TGME49_242570	27.361
TGME49_265175	22.8302
TGME49_247590	36.8868
TGME49_225960	52.9433
TGME49_212030	8.3869
TGME49_228670	52.8828
TGME49_280770	7.8684
TGME49_297680	10.0574
TGME49_216875	3.0107
TGME49_219590	17.5054
TGME49_232740	3.7228
TGME49_268940	11.2766
TGME49_209470	9.7896
TGME49_204000	39.704
TGME49_221470	54.0697
TGME49_313050	16.8647
TGME49_228990	6.0136
TGME49_200480	6.319
TGME49_208330	25.9854
TGME49_290923	7.8998
TGME49_240610	6.2318
TGME49_218550	58.4517
TGME49_228370	41.0507
TGME49_225770	15.6151
TGME49_225320	26.2815
TGME49_224010	14.0018
TGME49_203150	58.1317
TGME49_500286	34.4684
TGME49_500431	17.0227
TGME49_234600	6.6484
TGME49_234970	16.0513
TGME49_215740	25.3244
TGME49_226860	83.8629
TGME49_224860	22.8088
TGME49_224845	3.4295
TGME49_214320	60.3165
TGME49_202890	39.9056
TGME49_282140	44.1608
TGME49_320670	34.3086
TGME49_319950	38.0415
TGME49_211340	75.9202
TGME49_239083	31.3237
TGME49_239340	30.9793
TGME49_241850	34.7317
TGME49_242650	32.593
TGME49_242810	45.5832
TGME49_244920	45.0876
TGME49_267460	11.9583
TGME49_267110	36.0432
TGME49_265010	36.5605
TGME49_264870	58.2721
TGME49_288820	90.205
TGME49_221590	71.4063
TGME49_222330	22.6662
TGME49_320720	27.4026
TGME49_211630	135.2831
TGME49_289900	43.2326
TGME49_305540	54.2029
TGME49_305760	35.3693
TGME49_500329	6.6447
TGME49_293170	13.7083
TGME49_293750	31.2606
TGME49_295730	106.7389
TGME49_293740	73.8403
TGME49_218600	29.4079
TGME49_220510	54.4159
TGME49_220570	32.1532
TGME49_285820	32.5166
TGME49_283850	40.3372
TGME49_310500	21.5991
TGME49_314530	42.6801
TGME49_315140	60.0332
TGME49_315280	59.8466
TGME49_215930	17.1464
TGME49_258832	31.0337
TGME49_246580	40.9454
TGME49_246960	52.882
TGME49_252420	41.1191
TGME49_220260	43.3323
TGME49_252390	67.9149
TGME49_253160	62.7995
TGME49_310810	31.1502
TGME49_310880	3.3818
TGME49_314460	29.0157
TGME49_262380	25.0936
TGME49_261550	23.5532
TGME49_229280	12.7518
TGME49_229460	32.4053
TGME49_232475	53.1818
TGME49_209650	26.0988
TGME49_263300	36.1417
TGME49_207790	33.1764
TGME49_208380	59.3338
TGME49_209690	33.0793
TGME49_226260	50.0499
TGME49_206600	17.3884
TGME49_206320	50.7915
TGME49_205420	13.5653
TGME49_319860	54.6562
TGME49_215390	24.5196
TGME49_226840	44.2845
TGME49_224590	47.7445
TGME49_224275	38.0028
TGME49_234660	28.687
TGME49_221290	32.1499
TGME49_298090	21.1495
TGME49_238220	8.3092
TGME49_265180	51.0141
TGME49_210412	11.2763
TGME49_242820	51.6408
TGME49_244840	39.6898
TGME49_247470	35.3367
TGME49_250690	55.84
TGME49_251740	21.1373
TGME49_278730	21.7309
TGME49_278700	25.1909
TGME49_277030	55.6716
TGME49_284570	23.4962
TGME49_284420	6.8351
TGME49_309390	11.9442
TGME49_315190	44.7073
TGME49_315750	22.1605
TGME49_260580	10.1571
TGME49_259090	46.3612
TGME49_247640	44.1672
TGME49_250730	43.5112
TGME49_251750	20.3895
TGME49_212810	2.9888
TGME49_253830	26.1019
TGME49_254450	15.4216
TGME49_284310	38.9963
TGME49_500234	10.283
TGME49_232560	19.2028
TGME49_233130	68.229
TGME49_261500	23.5838
TGME49_260680	24.1614
TGME49_257730	37.025
TGME49_270020	6.6924
TGME49_270120	49.3623
TGME49_209580	29.0294
TGME49_321300	28.9708
TGME49_203870	30.9723
TGME49_500101	13.8279
TGME49_235920	55.9829
TGME49_226290	39.8242
TGME49_235960	12.2453
TGME49_214170	43.4781
TGME49_281460	6.2759
TGME49_281580	78.4824
TGME49_240280	41.6124
TGME49_279400	51.0671
TGME49_288440	68.2444
TGME49_500268	48.2642
TGME49_297500	44.2035
TGME49_320270	38.9696
TGME49_221265	4.6978
TGME49_222380	25.6763
TGME49_223130	27.8912
TGME49_238190	33.0005
TGME49_240580	11.4448
TGME49_240700	46.1204
TGME49_244380	41.9603
TGME49_294010	24.8738
TGME49_294600	93.7839
TGME49_294840	69.0603
TGME49_246050	36.474
TGME49_248630	64.56
TGME49_278830	53.1679
TGME49_262440	5.9474
TGME49_259830	46.8597
TGME49_259030	8.863
TGME49_258850	48.2524
TGME49_258240	17.6951
TGME49_219800	16.9804
TGME49_217580	29.9473
TGME49_212880	47.7104
TGME49_275610	28.7019
TGME49_254580	38.628
TGME49_298990	23.4497
TGME49_306950	21.2043
TGME49_309770	57.5023
TGME49_272340	58.1987
TGME49_269980	61.1659
TGME49_269740	24.6944
TGME49_229740	34.2026
TGME49_232390	35.1392
TGME49_270980	56.9167
TGME49_209630	38.1558
TGME49_321660	39.6096
TGME49_228200	57.4232
TGME49_224720	35.9041
TGME49_500411	14.5936
TGME49_214200	24.4092
TGME49_226970	21.6119
TGME49_226890	12.7175
TGME49_237550	57.5478
TGME49_215290	22.5044
TGME49_215440	92.0418
TGME49_203120	35.6948
TGME49_202300	33.8342
TGME49_320135	53.3913
TGME49_301415	6.1484
TGME49_297870	14.8001
TGME49_211695	61.6805
TGME49_300990	6.1202
TGME49_221610	43.8318
TGME49_222040	34.2105
TGME49_222100	25.4516
TGME49_243540	25.7157
TGME49_279440	15.8697
TGME49_266890	49.2291
TGME49_305770	35.3693
TGME49_292100	11.7758
TGME49_240200	12.0556
TGME49_240243	31.2565
TGME49_242880	22.893
TGME49_248800	22.9251
TGME49_248960	38.0291
TGME49_286000	41.1522
TGME49_309190	60.6849
TGME49_309820	55.686
TGME49_310330	30.3216
TGME49_313200	23.9247
TGME49_314080	88.4484
TGME49_314418	34.5165
TGME49_260800	25.6009
TGME49_500415	65.939
TGME49_217490	10.7743
TGME49_286140	32.2359
TGME49_286050	23.776
TGME49_284560	23.4962
TGME49_500262	7.3546
TGME49_230920	38.307
TGME49_231980	52.2207
TGME49_316280	21.936
TGME49_233860	14.8319
TGME49_271100	26.1317
TGME49_258060	33.0317
TGME49_255480	2.9741
TGME49_270300	58.5095
TGME49_500141	20.5804
TGME49_268390	42.9873
TGME49_229380	51.758
TGME49_263520	39.9188
TGME49_271300	28.5076
TGME49_270950	7.2879
TGME49_209985	4.8931
TGME49_207630	35.979
TGME49_202950	22.6767
TGME49_500300	67.3613
TGME49_500103	62.7929
TGME49_500368	31.2659
TGME49_201630	30.0868
TGME49_221530	40.8234
TGME49_240210	59.0414
TGME49_500082	44.0296
TGME49_500374	7.8396
TGME49_210330	5.2702
TGME49_223870	17.2808
TGME49_275420	39.9152
TGME49_222350	42.2422
TGME49_222660	37.3425
TGME49_222850	69.4187
TGME49_290225	53.8008
TGME49_305010	32.9046
TGME49_243940	48.4293
TGME49_244310	28.4593
TGME49_293440	60.8274
TGME49_219270	46.8072
TGME49_307040	25.4431
TGME49_309040	36.9547
TGME49_311890	18.5832
TGME49_312990	34.7428
TGME49_313100	27.1518
TGME49_314030	55.9717
TGME49_315715	22.0619
TGME49_216530	51.1805
TGME49_216450	57.5457
TGME49_262660	46.9746
TGME49_261720	68.7021
TGME49_258940	43.7911
TGME49_257610	8.5847
TGME49_219070	37.0584
TGME49_247270	65.9451
TGME49_212910	35.1292
TGME49_252640	27.0842
TGME49_213480	13.9516
TGME49_286570	42.3177
TGME49_314340	20.8655
TGME49_316260	21.2639
TGME49_233500	38.0987
TGME49_274140	6.7127
TGME49_261740	28.4525
TGME49_257490	33.5355
TGME49_230870	80.2913
TGME49_271888	53.8058
TGME49_209860	29.3322
TGME49_212140	59.1754
TGME49_235140	64.885
TGME49_304760	76.2542
TGME49_206500	34.9277
TGME49_205000	52.825
TGME49_203840	27.58
TGME49_282120	20.0413
TGME49_226310	59.2172
TGME49_236080	37.614
TGME49_214950	74.4497
TGME49_222250	7.6143
TGME49_318590	20.7856
TGME49_301170	7.6053
TGME49_221390	15.2134
TGME49_222370	36.992
