gene_id	febrile_phospho_max_abs_log2fc	febrile_phospho_n_sites_up	febrile_phospho_n_sites_down
PF3D7_0903400	0.450342	0	0
PF3D7_0903500	0.664798	0	0
PF3D7_0903600	0.0266886	0	0
PF3D7_0903700	0.349087	0	0
PF3D7_0903900	0.153593	0	0
PF3D7_0904100	0.527772	0	0
PF3D7_0904600	0.698287	0	0
PF3D7_0904800	0.361668	0	0
PF3D7_0904900	0.459598	0	0
PF3D7_0905100	0.657663	0	0
PF3D7_0905300	0.307277	0	0
PF3D7_0905400	1.20691	1	0
PF3D7_0905800	0.600358	0	0
PF3D7_0905900	0.334892	0	0
PF3D7_0906100	0.265933	0	0
PF3D7_0906600	0.627773	0	0
PF3D7_0906910	0.817093	0	0
PF3D7_0907000	0.088933	0	0
PF3D7_0907200	0.384777	0	0
PF3D7_0907300	0.178967	0	0
PF3D7_0907600	0.275772	0	0
PF3D7_0907700	0.285777	0	0
PF3D7_0908300	1.35672	0	1
PF3D7_0908600	0.503797	0	0
PF3D7_0909700	0.00930214	0	0
PF3D7_0910100	0.299437	0	0
PF3D7_0910200	0.402767	0	0
PF3D7_0910300	0.829827	0	0
PF3D7_0910900	0.0392275	0	0
PF3D7_0911400	0.459143	0	0
PF3D7_0911900	0.671659	0	0
PF3D7_0912000	0.492698	0	0
PF3D7_0912100	0.111856	0	0
PF3D7_0912500	0.915573	0	0
PF3D7_0912600	0.595782	0	0
PF3D7_0912800	0.198691	0	0
PF3D7_0912900	0.367863	0	0
PF3D7_0913000	0.474133	0	0
PF3D7_0913200	0.479523	0	0
PF3D7_0913300	0.376383	0	0
PF3D7_0913600	0.0245485	0	0
PF3D7_0914000	0.620253	0	0
PF3D7_0914300	0.236623	0	0
PF3D7_0914400	1.34718	0	1
PF3D7_0914500	0.366623	0	0
PF3D7_0914700	0.653832	0	0
PF3D7_0914900	0.720304	0	0
PF3D7_0915400	0.379217	0	0
PF3D7_0916400	0.573858	0	0
PF3D7_0916600	0.234562	0	0
PF3D7_0916700	0.686192	0	0
PF3D7_0917000	0.441908	0	0
PF3D7_0917600	0.420272	0	0
PF3D7_0917700	0.233792	0	0
PF3D7_0917900	0.414112	0	0
PF3D7_0918600	0.088872	0	0
PF3D7_0918900	0.658013	0	0
PF3D7_0919000	0.427857	0	0
PF3D7_0919800	0.963818	0	0
PF3D7_0919900	0.108372	0	0
PF3D7_0920400	0.576033	0	0
PF3D7_0920500	0.220516	0	0
PF3D7_0920700	0.559537	0	0
PF3D7_0920800	0.113788	0	0
PF3D7_0920900	0.0711269	0	0
PF3D7_0921200	0.184083	0	0
PF3D7_0921600	0.576408	0	0
PF3D7_0921800	0.274562	0	0
PF3D7_0921900	0.266318	0	0
PF3D7_0922100	0.753258	0	0
PF3D7_0922200	0.544713	0	0
PF3D7_0922400	0.289412	0	0
PF3D7_0922500	1.52828	4	0
PF3D7_0922600	0.301992	0	0
PF3D7_0922700	0.414138	0	0
PF3D7_0922800	0.306912	0	0
PF3D7_0923400	0.545663	0	0
PF3D7_0923900	0.730273	0	0
PF3D7_0924000	0.134043	0	0
PF3D7_0924100	0.536848	0	0
PF3D7_0924400	0.207647	0	0
PF3D7_0925400	0.405792	0	0
PF3D7_0925700	0.140147	0	0
PF3D7_0925800	0.135622	0	0
PF3D7_0926100	0.359352	0	0
PF3D7_0926400	0.176027	0	0
PF3D7_0926700	0.445563	0	0
PF3D7_0926800	0.147903	0	0
PF3D7_0926900	0.193403	0	0
PF3D7_0927200	0.200904	0	0
PF3D7_0927600	0.421957	0	0
PF3D7_0928200	0.0289574	0	0
PF3D7_0928300	0.186992	0	0
PF3D7_0929200	0.071353	0	0
PF3D7_0929700	0.0614119	0	0
PF3D7_0930400	0.148817	0	0
PF3D7_0930500	0.325828	0	0
PF3D7_0930600	0.559937	0	0
PF3D7_0930800	0.370482	0	0
PF3D7_0931100	0.342437	0	0
PF3D7_0931400	0.0621471	0	0
PF3D7_0932200	1.40213	1	0
PF3D7_0932300	0.275573	0	0
PF3D7_0932800	0.397898	0	0
PF3D7_0933000	0.378737	0	0
PF3D7_0933200	0.527202	0	0
PF3D7_0933500	0.205278	0	0
PF3D7_0933900	0.110184	0	0
PF3D7_0934100	0.477246	0	0
PF3D7_0934800	0.489463	0	0
PF3D7_0935000	0.222918	0	0
PF3D7_0935200	0.286147	0	0
PF3D7_0935400	0.621017	0	0
PF3D7_0935500	0.210757	0	0
PF3D7_0935600	0.403328	0	0
PF3D7_0935900	1.99844	1	0
PF3D7_0936000	0.533122	0	0
PF3D7_0936800	1.10381	1	0
PF3D7_1000600	0.636473	0	0
PF3D7_1001000	0.753774	0	0
PF3D7_1001500	1.1611	2	0
PF3D7_1001600	0.394302	0	0
PF3D7_1001700	0.324542	0	0
PF3D7_1002000	0.315807	0	0
PF3D7_1002100	1.23973	2	0
PF3D7_1002200	0.347672	0	0
PF3D7_1002400	0.744222	0	0
PF3D7_1002700	0.0542574	0	0
PF3D7_1002800	0.155017	0	0
PF3D7_1002900	0.757702	0	0
PF3D7_1003500	0.111903	0	0
PF3D7_1003600	1.1916	0	4
PF3D7_1003700	0.193757	0	0
PF3D7_1003800	0.0923615	0	0
PF3D7_1004000	0.773663	0	0
PF3D7_1004200	0.953213	0	0
PF3D7_1004300	0.579173	0	0
PF3D7_1004400	1.13876	1	0
PF3D7_1005100	0.249278	0	0
PF3D7_1005500	0.433028	0	0
PF3D7_1005600	0.279734	0	0
PF3D7_1006100	0.469947	0	0
PF3D7_1006200	0.985838	0	0
PF3D7_1006700	0.0121489	0	0
PF3D7_1006800	0.637994	0	0
PF3D7_1006900	0.212097	0	0
PF3D7_1007000	0.320638	0	0
PF3D7_1007200	0.279357	0	0
PF3D7_1007400	0.227907	0	0
PF3D7_1007500	0.192632	0	0
PF3D7_1007700	0.808872	0	0
PF3D7_1007900	0.416389	0	0
PF3D7_1008000	0.791471	0	0
PF3D7_1008100	0.661567	0	0
PF3D7_1008400	0.0507674	0	0
PF3D7_1008500	0.0836172	0	0
PF3D7_1008800	0.119438	0	0
PF3D7_1008900	0.228739	0	0
PF3D7_1009400	0.438627	0	0
PF3D7_1009500	0.260648	0	0
PF3D7_1009800	0.0530376	0	0
PF3D7_1010100	0.216938	0	0
PF3D7_1010200	0.387108	0	0
PF3D7_1010300	0.344327	0	0
PF3D7_1010600	0.683003	0	0
PF3D7_1011200	0.115183	0	0
PF3D7_1011700	0.424538	0	0
PF3D7_1011800	0.949738	0	0
PF3D7_1012000	0.564847	0	0
PF3D7_1012400	0.541787	0	0
PF3D7_1012500	0.103312	0	0
PF3D7_1012600	0.108167	0	0
PF3D7_1012700	0.529958	0	0
PF3D7_1013100	0.0968227	0	0
PF3D7_1013200	0.418848	0	0
PF3D7_1013500	0.598027	0	0
PF3D7_1013600	0.528088	0	0
PF3D7_1013900	0.457672	0	0
PF3D7_1014300	0.143743	0	0
PF3D7_1014400	0.128353	0	0
PF3D7_1014600	0.526372	0	0
PF3D7_1014900	0.0441875	0	0
PF3D7_1015300	0.298417	0	0
PF3D7_1015400	0.377872	0	0
PF3D7_1015600	0.278023	0	0
PF3D7_1015900	0.325012	0	0
PF3D7_1016300	3.36469	0	5
PF3D7_1016400	0.309118	0	0
PF3D7_1016700	1.95299	1	0
PF3D7_1016900	0.349182	0	0
PF3D7_1017000	0.559233	0	0
PF3D7_1017300	0.271353	0	0
PF3D7_1017600	0.489387	0	0
PF3D7_1018200	0.912982	0	0
PF3D7_1018600	0.562818	0	0
PF3D7_1018700	0.128048	0	0
PF3D7_1018800	0.282008	0	0
PF3D7_1019000	0.505012	0	0
PF3D7_1019400	0.121207	0	0
PF3D7_1019700	0.173798	0	0
PF3D7_1019900	0.239372	0	0
PF3D7_1020000	0.120167	0	0
PF3D7_1020700	0.760102	0	0
PF3D7_1021100	0.530909	0	0
PF3D7_1021200	1.01631	0	1
PF3D7_1021500	0.609622	0	0
PF3D7_1021700	0.756238	0	0
PF3D7_1021800	0.716562	0	0
PF3D7_1021900	0.736933	0	0
PF3D7_1022000	0.387418	0	0
PF3D7_1022400	0.978817	0	0
PF3D7_1022600	0.479258	0	0
PF3D7_1022700	0.682302	0	0
PF3D7_1023900	0.949711	0	0
PF3D7_1024800	0.711828	0	0
PF3D7_1025000	0.382208	0	0
PF3D7_1026000	0.421638	0	0
PF3D7_1026300	0.0468769	0	0
PF3D7_1026600	0.574862	0	0
PF3D7_1026800	0.314102	0	0
PF3D7_1027000	0.079608	0	0
PF3D7_1027100	0.470512	0	0
PF3D7_1027300	0.910247	0	0
PF3D7_1027700	0.116858	0	0
PF3D7_1027800	0.363803	0	0
PF3D7_1028300	0.0365324	0	0
PF3D7_1028500	0.152658	0	0
PF3D7_1029300	0.169291	0	0
PF3D7_1029400	0.356012	0	0
PF3D7_1030000	0.092247	0	0
PF3D7_1030100	0.512568	0	0
PF3D7_1030300	0.378617	0	0
PF3D7_1030500	0.218132	0	0
PF3D7_1030600	0.214768	0	0
PF3D7_1031300	0.454993	0	0
PF3D7_1031500	0.288653	0	0
PF3D7_1031600	0.119648	0	0
PF3D7_1032100	0.415183	0	0
PF3D7_1032700	0.159707	0	0
PF3D7_1032800	0.321127	0	0
PF3D7_1032900	0.521996	0	0
PF3D7_1033100	0.249867	0	0
PF3D7_1033200	0.718922	0	0
PF3D7_1033400	0.291132	0	0
PF3D7_1033500	0.024477	0	0
PF3D7_1033600	0.523018	0	0
PF3D7_1033700	0.481717	0	0
PF3D7_1035000	0.712238	0	0
PF3D7_1035300	2.19501	0	2
PF3D7_1036700	0.276392	0	0
PF3D7_1036900	0.806263	0	0
PF3D7_1037000	0.105043	0	0
PF3D7_1037600	0.182192	0	0
PF3D7_1039000	2.04133	6	0
PF3D7_1102500	0.493333	0	0
PF3D7_1103700	0.411838	0	0
PF3D7_1103800	0.197802	0	0
PF3D7_1104000	0.207268	0	0
PF3D7_1104100	0.285603	0	0
PF3D7_1104200	0.689927	0	0
PF3D7_1104300	0.0550871	0	0
PF3D7_1105000	0.0823975	0	0
PF3D7_1105100	0.763503	0	0
PF3D7_1105300	0.198927	0	0
PF3D7_1105400	0.377342	0	0
PF3D7_1105500	0.203668	0	0
PF3D7_1105600	0.309018	0	0
PF3D7_1105800	0.880517	0	0
PF3D7_1106700	0.0382929	0	0
PF3D7_1106800	1.45414	2	0
PF3D7_1107200	0.0379725	0	0
PF3D7_1107300	1.00612	1	0
PF3D7_1107400	0.116378	0	0
PF3D7_1107700	0.0739985	0	0
PF3D7_1107800	0.561948	0	0
PF3D7_1108000	0.287522	0	0
PF3D7_1108400	0.295823	0	0
PF3D7_1108600	1.11977	0	1
PF3D7_1109400	0.728361	0	0
PF3D7_1110100	0.401772	0	0
PF3D7_1110200	0.370857	0	0
PF3D7_1110400	0.793583	0	0
PF3D7_1110800	0.0141821	0	0
PF3D7_1110900	0.730112	0	0
PF3D7_1111200	0.459948	0	0
PF3D7_1111400	0.000133514	0	0
PF3D7_1111600	0.430613	0	0
PF3D7_1112100	0.498843	0	0
PF3D7_1112600	0.00606823	0	0
PF3D7_1113400	0.0970068	0	0
PF3D7_1114100	0.141137	0	0
PF3D7_1114500	0.605207	0	0
PF3D7_1114700	0.235113	0	0
PF3D7_1115200	0.542752	0	0
PF3D7_1115800	0.585082	0	0
PF3D7_1116100	0.428832	0	0
PF3D7_1116300	0.0463328	0	0
PF3D7_1116400	0.530787	0	0
PF3D7_1116500	0.519753	0	0
PF3D7_1116800	0.548998	0	0
PF3D7_1117700	0.540257	0	0
PF3D7_1117900	0.660892	0	0
PF3D7_1118300	0.319257	0	0
PF3D7_1118500	0.520543	0	0
PF3D7_1118600	0.473723	0	0
PF3D7_1119100	0.127217	0	0
PF3D7_1119300	0.470303	0	0
PF3D7_1119800	0.577538	0	0
PF3D7_1119900	0.472404	0	0
PF3D7_1120000	0.711937	0	0
PF3D7_1120100	1.16993	1	0
PF3D7_1120400	0.833673	0	0
PF3D7_1121000	0.330303	0	0
PF3D7_1121100	0.858972	0	0
PF3D7_1121600	0.749437	0	0
PF3D7_1121700	0.360482	0	0
PF3D7_1122300	0.146502	0	0
PF3D7_1122400	0.582678	0	0
PF3D7_1122500	0.444673	0	0
PF3D7_1122800	0.241903	0	0
PF3D7_1123000	0.176043	0	0
PF3D7_1123100	0.522968	0	0
PF3D7_1123300	0.166168	0	0
PF3D7_1123400	0.724442	0	0
PF3D7_1123500	0.246637	0	0
PF3D7_1123900	0.486913	0	0
PF3D7_1124100	0.057992	0	0
PF3D7_1124300	0.430987	0	0
PF3D7_1124400	0.576167	0	0
PF3D7_1124600	0.834817	0	0
PF3D7_1124800	0.387631	0	0
PF3D7_1124900	0.00431824	0	0
PF3D7_1125800	0.487178	0	0
PF3D7_1126000	0.290577	0	0
PF3D7_1126200	0.419441	0	0
PF3D7_1126300	0.202502	0	0
PF3D7_1126500	0.387202	0	0
PF3D7_1126800	0.402032	0	0
PF3D7_1126900	0.0922489	0	0
PF3D7_1127600	0.0349979	0	0
PF3D7_1127800	0.621668	0	0
PF3D7_1128000	0.417407	0	0
PF3D7_1128200	0.343207	0	0
PF3D7_1128500	0.322343	0	0
PF3D7_1128600	1.08436	1	0
PF3D7_1129100	0.940502	0	0
PF3D7_1129200	0.131673	0	0
PF3D7_1129400	0.405033	0	0
PF3D7_1129500	0.597473	0	0
PF3D7_1129800	0.0528679	0	0
PF3D7_1129900	0.471249	0	0
PF3D7_1130000	0.236207	0	0
PF3D7_1130200	0.261953	0	0
PF3D7_1130400	0.470463	0	0
PF3D7_1130500	0.257463	0	0
PF3D7_1130600	0.0492926	0	0
PF3D7_1130700	0.397593	0	0
PF3D7_1131100	0.0288429	0	0
PF3D7_1131800	0.680547	0	0
PF3D7_1132000	0.134643	0	0
PF3D7_1132200	0.160613	0	0
PF3D7_1132300	0.436713	0	0
PF3D7_1132400	0.624018	0	0
PF3D7_1132600	0.346257	0	0
PF3D7_1133100	0.198618	0	0
PF3D7_1133200	0.730103	0	0
PF3D7_1133400	0.359647	0	0
PF3D7_1133700	1.10379	1	0
PF3D7_1133800	0.279782	0	0
PF3D7_1134200	0.655122	0	0
PF3D7_1134300	0.299673	0	0
PF3D7_1134600	0.643292	0	0
PF3D7_1134700	0.262478	0	0
PF3D7_1134800	0.0373726	0	0
PF3D7_1135100	0.286456	0	0
PF3D7_1135300	0.105697	0	0
PF3D7_1135600	0.00446701	0	0
PF3D7_1136300	0.922048	0	0
PF3D7_1136400	0.326728	0	0
PF3D7_1136500	0.954786	0	0
PF3D7_1136600	0.452682	0	0
PF3D7_1136800	0.269242	0	0
PF3D7_1137900	0.319937	0	0
PF3D7_1138500	1.22516	1	0
PF3D7_1138600	0.254632	0	0
PF3D7_1138700	0.728343	0	0
PF3D7_1138800	0.516647	0	0
PF3D7_1139100	0.270118	0	0
PF3D7_1139300	0.463643	0	0
PF3D7_1139800	0.382988	0	0
PF3D7_1140200	0.216112	0	0
PF3D7_1140400	1.44555	0	2
PF3D7_1140700	0.957298	0	0
PF3D7_1140800	0.0635109	0	0
PF3D7_1141300	0.697798	0	0
PF3D7_1141400	0.351583	0	0
PF3D7_1142100	0.645817	0	0
PF3D7_1142300	0.347447	0	0
PF3D7_1142400	0.645022	0	0
PF3D7_1142500	0.611147	0	0
PF3D7_1143400	1.34125	0	1
PF3D7_1143900	0.355893	0	0
PF3D7_1144600	0.490993	0	0
PF3D7_1144800	0.316818	0	0
PF3D7_1145100	0.0872869	0	0
PF3D7_1145200	0.153893	0	0
PF3D7_1145400	0.210588	0	0
PF3D7_1145800	0.147567	0	0
PF3D7_1146000	0.435668	0	0
PF3D7_1146200	0.100302	0	0
PF3D7_1146600	0.468232	0	0
PF3D7_1147300	0.331358	0	0
PF3D7_1148000	0.355017	0	0
PF3D7_1148700	0.390483	0	0
PF3D7_1148900	0.349522	0	0
PF3D7_1149000	1.97862	9	1
PF3D7_1149100	0.772053	0	0
PF3D7_1149600	0.387672	0	0
PF3D7_1200600	0.022398	0	0
PF3D7_1200700	0.646812	0	0
PF3D7_1201000	1.34232	2	0
PF3D7_1201100	0.920444	0	0
PF3D7_1201500	0.427582	0	0
PF3D7_1201900	0.198387	0	0
PF3D7_1202100	0.300407	0	0
PF3D7_1202400	0.0607271	0	0
PF3D7_1202500	0.337373	0	0
PF3D7_1202600	0.755563	0	0
PF3D7_1202700	0.042448	0	0
PF3D7_1202900	0.568666	0	0
PF3D7_1203000	0.118102	0	0
PF3D7_1203400	0.219157	0	0
PF3D7_1203700	0.748497	0	0
PF3D7_1204100	0.256878	0	0
PF3D7_1204300	0.249007	0	0
PF3D7_1205100	0.177238	0	0
PF3D7_1205400	0.195252	0	0
PF3D7_1205500	0.427263	0	0
PF3D7_1205600	0.520163	0	0
PF3D7_1205800	0.610538	0	0
PF3D7_1205900	0.334233	0	0
PF3D7_1206200	0.554827	0	0
PF3D7_1206600	0.263887	0	0
PF3D7_1206700	0.999211	0	0
PF3D7_1206800	0.415557	0	0
PF3D7_1207000	0.671618	0	0
PF3D7_1207100	0.464997	0	0
PF3D7_1208100	0.350513	0	0
PF3D7_1208300	0.0884924	0	0
PF3D7_1208800	0.282838	0	0
PF3D7_1208900	0.854142	0	0
PF3D7_1209000	0.134566	0	0
PF3D7_1209300	0.267162	0	0
PF3D7_1209400	0.466937	0	0
PF3D7_1210400	0.173152	0	0
PF3D7_1210600	0.303708	0	0
PF3D7_1211200	0.384152	0	0
PF3D7_1211300	0.264677	0	0
PF3D7_1211400	0.245833	0	0
PF3D7_1211600	0.327772	0	0
PF3D7_1211700	0.209393	0	0
PF3D7_1211900	0.340012	0	0
PF3D7_1212100	0.944578	0	0
PF3D7_1212400	0.348248	0	0
PF3D7_1212700	0.568452	0	0
PF3D7_1212900	0.451718	0	0
PF3D7_1213800	0.278528	0	0
PF3D7_1213900	0.307582	0	0
PF3D7_1214300	0.0973282	0	0
PF3D7_1214900	0.362348	0	0
PF3D7_1215100	0.131273	0	0
PF3D7_1215400	0.559563	0	0
PF3D7_1215700	0.112493	0	0
PF3D7_1215900	0.214467	0	0
PF3D7_1216400	0.221622	0	0
PF3D7_1216500	0.574043	0	0
PF3D7_1217200	0.366353	0	0
PF3D7_1217500	0.275937	0	0
PF3D7_1217900	0.239513	0	0
PF3D7_1218200	0.0302224	0	0
PF3D7_1218300	0.212579	0	0
PF3D7_1218400	0.158473	0	0
PF3D7_1218500	0.307922	0	0
PF3D7_1218900	0.536872	0	0
PF3D7_1219000	0.553952	0	0
PF3D7_1219100	0.164688	0	0
PF3D7_1219600	0.571017	0	0
PF3D7_1220100	0.283242	0	0
PF3D7_1220300	0.272798	0	0
PF3D7_1220400	0.197577	0	0
PF3D7_1220500	0.0845528	0	0
PF3D7_1220900	0.456567	0	0
PF3D7_1221000	0.755338	0	0
PF3D7_1221900	0.652848	0	0
PF3D7_1222000	0.378102	0	0
PF3D7_1222300	0.512418	0	0
PF3D7_1222400	0.326603	0	0
PF3D7_1222700	0.323513	0	0
PF3D7_1223100	0.379277	0	0
PF3D7_1223200	0.483128	0	0
PF3D7_1223400	0.436748	0	0
PF3D7_1223500	0.432703	0	0
PF3D7_1223700	0.177737	0	0
PF3D7_1224000	0.630387	0	0
PF3D7_1224300	1.03792	1	0
PF3D7_1224400	0.342967	0	0
PF3D7_1224500	0.472762	0	0
PF3D7_1224700	0.160447	0	0
PF3D7_1225200	0.349723	0	0
PF3D7_1225600	0.245954	0	0
PF3D7_1225700	0.631513	0	0
PF3D7_1225800	0.893618	0	0
PF3D7_1226300	0.260673	0	0
PF3D7_1226400	0.137313	0	0
PF3D7_1226700	0.180913	0	0
PF3D7_1226800	0.255837	0	0
PF3D7_1227200	0.502373	0	0
PF3D7_1227400	0.619297	0	0
PF3D7_1227500	0.010623	0	0
PF3D7_1227600	0.372462	0	0
PF3D7_1227700	0.657509	0	0
PF3D7_1227800	0.244903	0	0
PF3D7_1228100	0.119782	0	0
PF3D7_1228300	0.351293	0	0
PF3D7_1228400	0.272788	0	0
PF3D7_1228800	0.754893	0	0
PF3D7_1229000	0.503143	0	0
PF3D7_1229100	1.00491	0	1
PF3D7_1229500	0.697633	0	0
PF3D7_1230000	0.344743	0	0
PF3D7_1230200	0.510198	0	0
PF3D7_1230700	0.224168	0	0
PF3D7_1230800	1.08441	1	0
PF3D7_1231100	0.0134678	0	0
PF3D7_1231300	0.832182	0	0
PF3D7_1231500	0.0584335	0	0
PF3D7_1231600	0.456948	0	0
PF3D7_1231800	0.0692873	0	0
PF3D7_1232300	0.217578	0	0
PF3D7_1233100	0.186003	0	0
PF3D7_1233200	0.315987	0	0
PF3D7_1233600	0.639637	0	0
PF3D7_1233900	0.305712	0	0
PF3D7_1234100	0.798113	0	0
PF3D7_1234200	0.346357	0	0
PF3D7_1234800	0.476268	0	0
PF3D7_1234900	0.238658	0	0
PF3D7_1235100	0.532232	0	0
PF3D7_1235300	1.1264	0	1
PF3D7_1235500	0.287972	0	0
PF3D7_1235900	0.474472	0	0
PF3D7_1236000	1.26899	0	1
PF3D7_1236100	0.364817	0	0
PF3D7_1237000	0.170532	0	0
PF3D7_1237200	0.413809	0	0
PF3D7_1237400	0.205837	0	0
PF3D7_1237500	0.431138	0	0
PF3D7_1237600	0.362157	0	0
PF3D7_1237700	0.00916767	0	0
PF3D7_1237900	0.648348	0	0
PF3D7_1238100	0.963758	0	0
PF3D7_1238300	0.412457	0	0
PF3D7_1238500	0.346416	0	0
PF3D7_1238600	0.236893	0	0
PF3D7_1238700	0.654413	0	0
PF3D7_1238800	0.695518	0	0
PF3D7_1239200	1.51233	0	2
PF3D7_1239800	0.869977	0	0
PF3D7_1240000	0.00907326	0	0
PF3D7_1241200	0.485608	0	0
PF3D7_1241500	0.560503	0	0
PF3D7_1241800	0.284327	0	0
PF3D7_1241900	0.364979	0	0
PF3D7_1242700	0.353427	0	0
PF3D7_1243100	0.300853	0	0
PF3D7_1243400	0.344248	0	0
PF3D7_1243500	0.339807	0	0
PF3D7_1244100	0.609838	0	0
PF3D7_1244200	0.456337	0	0
PF3D7_1244600	0.123367	0	0
PF3D7_1245100	0.307543	0	0
PF3D7_1245800	0.353368	0	0
PF3D7_1246200	1.02186	1	0
PF3D7_1246600	0.416348	0	0
PF3D7_1246900	0.114152	0	0
PF3D7_1247100	0.367052	0	0
PF3D7_1247400	0.156292	0	0
PF3D7_1248400	0.250722	0	0
PF3D7_1248500	0.546652	0	0
PF3D7_1248700	1.17881	0	1
PF3D7_1248900	0.0982971	0	0
PF3D7_1249100	0.372413	0	0
PF3D7_1249300	0.641357	0	0
PF3D7_1249800	0.288898	0	0
PF3D7_1250200	0.706012	0	0
PF3D7_1250400	0.517913	0	0
PF3D7_1250600	0.288363	0	0
PF3D7_1250800	0.0389328	0	0
PF3D7_1251500	0.0463476	0	0
PF3D7_1251600	0.300828	0	0
PF3D7_1251800	0.342937	0	0
PF3D7_1252100	0.250278	0	0
PF3D7_1252600	0.0672932	0	0
PF3D7_1253100	0.424247	0	0
PF3D7_1301400	0.379903	0	0
PF3D7_1301700	0.0415373	0	0
PF3D7_1302000	0.330453	0	0
PF3D7_1302100	0.783288	0	0
PF3D7_1302500	0.0257387	0	0
PF3D7_1302700	0.381032	0	0
PF3D7_1302800	0.732887	0	0
PF3D7_1303200	0.175036	0	0
PF3D7_1303400	0.856412	0	0
PF3D7_1303500	0.431183	0	0
PF3D7_1303800	0.471377	0	0
PF3D7_1304000	0.0155315	0	0
PF3D7_1304100	0.221098	0	0
PF3D7_1304200	0.118593	0	0
PF3D7_1304400	0.308863	0	0
PF3D7_1304500	0.745002	0	0
PF3D7_1305000	0.907308	0	0
PF3D7_1305400	0.299747	0	0
PF3D7_1305900	0.304038	0	0
PF3D7_1306600	0.930213	0	0
PF3D7_1306800	0.0817327	0	0
PF3D7_1307100	0.219228	0	0
PF3D7_1307500	0.0330372	0	0
PF3D7_1307700	0.0652428	0	0
PF3D7_1307800	0.804273	0	0
PF3D7_1308000	0.280078	0	0
PF3D7_1308200	0.559508	0	0
PF3D7_1308400	0.840657	0	0
PF3D7_1308500	0.071743	0	0
PF3D7_1308900	0.903616	0	0
PF3D7_1309100	0.435582	0	0
PF3D7_1309200	0.245163	0	0
PF3D7_1309300	0.300008	0	0
PF3D7_1309500	0.108647	0	0
PF3D7_1310400	0.315263	0	0
PF3D7_1310500	0.0814872	0	0
PF3D7_1311500	0.288348	0	0
PF3D7_1311800	0.579318	0	0
PF3D7_1311900	0.461627	0	0
PF3D7_1312800	0.487957	0	0
PF3D7_1312900	0.403492	0	0
PF3D7_1313000	0.421558	0	0
PF3D7_1313500	0.0174637	0	0
PF3D7_1313700	0.252657	0	0
PF3D7_1313800	0.627103	0	0
PF3D7_1314700	0.400084	0	0
PF3D7_1315400	0.268183	0	0
PF3D7_1315500	0.691422	0	0
PF3D7_1315700	0.105242	0	0
PF3D7_1315900	0.440457	0	0
PF3D7_1316100	0.278572	0	0
PF3D7_1316500	0.671612	0	0
PF3D7_1316600	1.16651	0	1
PF3D7_1316900	0.328372	0	0
PF3D7_1317000	0.604618	0	0
PF3D7_1317100	0.846903	0	0
PF3D7_1317200	0.213247	0	0
PF3D7_1317300	0.352297	0	0
PF3D7_1317400	0.123173	0	0
PF3D7_1317800	0.184512	0	0
PF3D7_1317900	0.199957	0	0
PF3D7_1318300	0.202637	0	0
PF3D7_1318800	0.992912	0	0
PF3D7_1319100	0.336977	0	0
PF3D7_1319200	0.243973	0	0
PF3D7_1319300	0.287362	0	0
PF3D7_1319400	0.317796	0	0
PF3D7_1319600	0.183433	0	0
PF3D7_1319700	0.00797176	0	0
PF3D7_1320600	0.201628	0	0
PF3D7_1320900	0.564102	0	0
PF3D7_1321100	0.333114	0	0
PF3D7_1321300	0.243518	0	0
PF3D7_1321500	0.198863	0	0
PF3D7_1321700	0.568188	0	0
PF3D7_1321900	0.944938	0	0
PF3D7_1322100	0.404878	0	0
PF3D7_1322200	0.633977	0	0
PF3D7_1322300	0.382786	0	0
PF3D7_1323300	0.181162	0	0
PF3D7_1323400	0.671267	0	0
PF3D7_1323800	0.191118	0	0
PF3D7_1324000	0.117732	0	0
PF3D7_1324500	0.126039	0	0
PF3D7_1324600	0.363953	0	0
PF3D7_1324700	0.198408	0	0
PF3D7_1324900	0.462323	0	0
PF3D7_1325400	1.64018	2	0
PF3D7_1326300	0.470207	0	0
PF3D7_1326500	0.225608	0	0
PF3D7_1326600	0.0484877	0	0
PF3D7_1326700	0.394504	0	0
PF3D7_1326800	0.300792	0	0
PF3D7_1326900	0.283392	0	0
PF3D7_1327300	0.993253	0	0
PF3D7_1327700	0.0547571	0	0
PF3D7_1328000	0.487652	0	0
PF3D7_1328200	0.315072	0	0
PF3D7_1328300	0.532643	0	0
PF3D7_1328500	0.702413	0	0
PF3D7_1329000	0.629992	0	0
PF3D7_1329100	0.259113	0	0
PF3D7_1329300	0.756647	0	0
PF3D7_1329500	0.677133	0	0
PF3D7_1329600	0.141012	0	0
PF3D7_1330000	0.214852	0	0
PF3D7_1330200	0.531753	0	0
PF3D7_1330800	0.761662	0	0
PF3D7_1331200	0.166243	0	0
PF3D7_1331700	0.600472	0	0
PF3D7_1332400	0.570539	0	0
PF3D7_1332800	0.377743	0	0
PF3D7_1332900	0.356423	0	0
PF3D7_1333100	0.0862074	0	0
PF3D7_1333600	0.628243	0	0
PF3D7_1333700	0.132387	0	0
PF3D7_1333800	0.482147	0	0
PF3D7_1334100	0.353791	0	0
PF3D7_1334200	0.209668	0	0
PF3D7_1334300	0.587583	0	0
PF3D7_1334500	0.548878	0	0
PF3D7_1334700	0.587553	0	0
PF3D7_1335700	0.289897	0	0
PF3D7_1336200	0.225009	0	0
PF3D7_1336400	0.406437	0	0
PF3D7_1336800	0.595428	0	0
