gene_id	chromprox_hp1_log2fc	chromprox_hp1_hit	chromprox_h3k27ac_log2fc	chromprox_h3k27ac_hit	chromprox_h3k4me3_log2fc	chromprox_h3k4me3_hit	chromprox_centromere_log2fc	chromprox_centromere_hit
PF3D7_0303500	-0.429735	0	-0.714989	0	-0.123562	0	0.0199053	0
PF3D7_0812400	0.637212	0	0.319111	0	0.198674	0	0.273339	0
PF3D7_0916700	-0.824017	0	-0.416026	0	-0.00797272	0	-0.132882	0
PF3D7_1211400	0.0821616	0	-0.290103	0	-0.0126597	0	-0.07028	0
PF3D7_1013300	0.0155875	0	-0.169283	0	0.0574722	0	0.0594921	0
PF3D7_1001600	-0.730637	0	-0.531689	0	-0.136676	0		
PF3D7_0821000	1.22299	0	0.645607	0	0.345412	0	-0.567543	0
PF3D7_0816600	-0.185422	0	-0.371862	0	-0.0427602	0		
PF3D7_0716800	0.0526466	0	-0.156384	0	-0.187811	0	-0.146879	0
PF3D7_1455300	-0.435408	0	-1.32846	0	-0.00173505	0	-0.7594	0
PF3D7_1219000	-0.344329	0	-0.389711	0	0.202688	0	-0.722754	0
PF3D7_0525100	0.250985	0	-0.0365276	0	0.136202	0	0.0106625	0
PF3D7_1407100	-0.164123	0	-0.0926692	0	0.278758	0	0.108591	0
PF3D7_0532300	-0.798883	0	-0.589696	0	-0.156535	0	0.0173175	0
PF3D7_0929200	-0.229417	0	-0.241822	0	-0.204018	0	0.548385	0
PF3D7_0528200	-0.386072	0	-0.0907091	0	-0.100464	0	-0.339656	0
PF3D7_0424600	-0.00341098	0	-0.117437	0	-0.504835	0	-0.255137	0
PF3D7_0214100	-0.750902	0	-0.604334	0	-0.191982	0	-0.674495	0
PF3D7_1235300	-0.435879	0	-0.199923	0	-0.20262	0	-0.679522	0
PF3D7_0611800	-0.428791	0	0.0161762	0	0.284897	0	0.630862	0
PF3D7_1458500	0.430261	0	-0.976326	0	-0.342669	0		
PF3D7_1034900	-0.171466	0	-0.272471	0	-0.0718575	0	-0.0242119	0
PF3D7_1133800	1.16584	0	0.647583	0	0.116949	0	0.313723	0
PF3D7_1032100	-0.581622	0	-0.910659	0	-0.142307	0	-0.877711	0
PF3D7_1033200	-0.484768	0	-0.0286064	0	0.0836976	0	0.12879	0
PF3D7_0217100	-0.368938	0	-0.0337811	0	-0.151827	0		
PF3D7_1130200	-0.368724	0	-0.309025	0	-0.213931	0	-0.0399524	0
PF3D7_0904900	-0.306133	0	-0.0157852	0	0.0847066	0	-0.614437	0
PF3D7_0317600	-0.0740255	0	-0.231911	0	0.127144	0	-0.0314686	0
PF3D7_1466400	0.971747	0	0.989044	0	0.446527	0	0.464548	0
PF3D7_1105400	-0.0789172	0	-0.260268	0	0.32573	0	-0.0999469	0
PF3D7_0303000	-0.191628	0	-0.226414	0	-0.173707	0	-0.162123	0
PF3D7_1123800	6.2514	1	4.35436	1	2.33351	1		
PF3D7_0618000	-0.847449	0	-0.348326	0	-0.313704	0	-0.730337	0
PF3D7_0811300	-0.714162	0	-0.839331	0	-0.0493641	0	-0.877121	0
PF3D7_0422400	-0.113941	0	0.0057869	0	-0.00975545	0	-0.164807	0
PF3D7_1436200	-0.561492	0	-0.692596	0	-0.0674273	0		
PF3D7_0912400	0.148654	0	0.0695101	0	-0.0808258	0	-0.0496078	0
PF3D7_1117700	-0.119432	0	-0.317397	0	-0.140464	0	-0.0262537	0
PF3D7_1002400	-0.132224	0	0.454065	0	0.256376	0	0.110825	0
PF3D7_1021800	-0.57154	0	-0.6252	0	-0.0719287	0	2.62705	1
PF3D7_0212100	-0.487477	0	0.0114524	0	0.388374	0	0.313597	0
PF3D7_0612200	-0.134837	0	-0.784014	0	-0.28886	0	-0.793639	0
PF3D7_0102500	0.0314687	0	0.0691249	0	0.0821292	0	-0.150252	0
PF3D7_1414300	0.046622	0	-0.0498473	0	0.110171	0	0.172224	0
PF3D7_1357800	-0.303109	0	-0.28438	0	-0.157635	0	-0.55225	0
PF3D7_0406100	-0.304367	0	-0.12498	0	-0.182681	0	-0.0444648	0
PF3D7_1012900	0.16305	0	-0.00192706	0	0.0948372	0	-0.179173	0
PF3D7_1211700	0.20984	0	0.257467	0	-0.0760587	0	-0.0794395	0
PF3D7_0915400	-0.0799313	0	-0.104797	0	0.000959396	0	3.02756	1
PF3D7_1015400	1.37733	0	0.702759	0	0.386195	0	0.540493	0
PF3D7_1432100	-0.176622	0	-0.359779	0	-0.344537	0	0.0592484	0
PF3D7_1016400	-0.358402	0	-0.378069	0	0.0216293	0		
PF3D7_1353300	-0.339225	0	-0.177628	0	0.0296491	0	-0.978308	0
PF3D7_0903400	-0.144161	0	0.0746136	0	0.0495478	0	-0.154785	0
PF3D7_1318800	-0.0525881	0	-0.102016	0	-0.0832456	0	0.115479	0
PF3D7_0405700	-0.775646	0	-0.860949	0	-0.17592	0	-0.652018	0
PF3D7_1437000	-0.0376968	0	-0.0202891	0	0.0247218	0	-0.553174	0
PF3D7_0528100	-0.0540956	0	-0.388536	0	-0.150806	0	-0.0856509	0
PF3D7_1236100	-0.824863	0	-1.1707	0	-0.315404	0	-0.395058	0
PF3D7_0519800	2.05298	1	0.874954	0	0.14081	0	0.994038	0
PF3D7_0826300	3.93354	1	2.64975	0	0.336747	0	0.342879	0
PF3D7_0629800	3.59748	1	1.16478	0	0.263578	0	-0.0419623	0
PF3D7_1226900	-0.192513	0	-0.290598	0	0.0200164	0		
PF3D7_0503200	2.39817	1	0.947447	0			0.469994	0
PF3D7_0731100	-0.843104	0	-0.722763	0	-0.164721	0		
PF3D7_0720700	-0.0484257	0	-0.212075	0	0.0996908	0	-0.558925	0
PF3D7_1330800	-0.262157	0	-0.0594756	0	0.120773	0	-0.0938495	0
PF3D7_1417500	0.107955	0	0.593026	0	-0.0910041	0	0.0388014	0
PF3D7_0317500	0.534867	0	0.466166	0	0.298278	0	0.614711	0
PF3D7_0823900	0.100441	0	-0.12925	0	0.174875	0	-0.170487	0
PF3D7_0903500	-0.577587	0	-0.12944	0	-0.349675	0	-0.71443	0
PF3D7_0517300	-0.302271	0	-0.04072	0	0.168672	0	0.0498041	0
PF3D7_1439800	0.0604293	0	-0.134396	0	-0.296893	0	-0.16152	0
PF3D7_0210900	0.0362123	0	0.833922	0	0.427091	0	0.278854	0
PF3D7_1409800	-0.416927	0	-0.288405	0	-0.0817076	0	-0.252672	0
PF3D7_0320300	-0.414874	0	-0.584049	0	-0.0731837	0	-0.0897362	0
PF3D7_1235600	0.265148	0	0.127994	0	0.232059	0		
PF3D7_0802000	-0.178373	0	-0.401121	0	-0.143281	0	-0.405165	0
PF3D7_1008700	-0.368434	0	-0.537697	0	-0.128483	0	-0.0847654	0
PF3D7_0501600	0.00907771	0	-0.172717	0	0.00988642	0	-0.268473	0
PF3D7_1120000	-1.04962	0	-0.720815	0	-0.10563	0	-0.827196	0
PF3D7_1326500	0.126002	0	0.0371933	0	0.0846481	0	-0.154748	0
PF3D7_0217500	0.157556	0	0.18335	0	-0.0613219	0	-0.443714	0
PF3D7_0310900	0.175617	0	-0.947233	0	-0.202275	0	-0.586664	0
PF3D7_0813400	-0.529043	0	-0.148804	0	-0.0836569	0	-0.393848	0
PF3D7_0705500	-0.517978	0	-0.195573	0	-0.344866	0	-0.698741	0
PF3D7_1005500	-0.0715612	0	-0.053957	0	0.202348	0	-0.613915	0
PF3D7_0803700	-0.148045	0	-0.436706	0	-0.106351	0		
PF3D7_1248900	-0.317548	0	-0.333701	0	-0.035909	0	-0.0563136	0
PF3D7_0511800	-0.272232	0	-0.289917	0	0.00338046	0	-0.101584	0
PF3D7_0320800	-0.324605	0	-0.195661	0	-0.00636164	0	-0.126805	0
PF3D7_1338300	-0.245538	0	-0.440879	0	-0.103476	0	-0.241316	0
PF3D7_1409600	-0.319742	0	-0.232096	0	-0.156331	0		
PF3D7_0914400	-0.511611	0	-0.501328	0	-0.424501	0		
PF3D7_1025900	-0.544978	0	-1.08695	0	-0.169275	0		
PF3D7_0813300	-0.226192	0	-0.315124	0	-0.0764052	0	0.32543	0
PF3D7_1435700	-0.411336	0	-0.338183	0	-0.188019	0	-0.549283	0
PF3D7_1235700	-0.209387	0	-0.168474	0	-0.46453	0		
PF3D7_1338200	-0.101494	0	-0.0261008	0	-0.0780341	0	-0.0155399	0
PF3D7_1355100	1.05932	0	0.46499	0	0.142938	0	0.473378	0
PF3D7_1443100	-0.385105	0	0.0339101	0	0.136473	0	3.63259	1
PF3D7_0321700	-0.085371	0	-1.6475	0	-0.270831	0	-1.54664	0
PF3D7_1136800	0.123199	0	0.342337	0	0.285834	0	-0.220351	0
PF3D7_1241700	0.259786	0	0.468492	0	0.202352	0	0.252971	0
PF3D7_1410600	-0.175467	0	-0.341206	0	-0.100574	0	0.0989653	0
PF3D7_1130400	-0.438021	0	-0.379035	0	-0.0215918	0	-0.048989	0
PF3D7_1224700	4.04078	1					0.538619	0
PF3D7_0623100	-0.224892	0	0.0535266	0	0.0615063	0	0.915156	0
PF3D7_0905100	-0.446426	0	-0.11357	0	-0.265374	0	-0.159593	0
PF3D7_0503300	-0.180354	0	0.271584	0	0.0617326	0	0.184394	0
PF3D7_1238100	-0.40701	0	-0.419055	0	-0.140352	0	-0.051406	0
PF3D7_0520900	-0.131554	0	-0.293545	0	-0.0491028	0	-0.0185615	0
PF3D7_1205800	0.155638	0	2.56519	1	1.27713	1	0.530409	0
PF3D7_0215800	4.04697	1	1.44421	0				
PF3D7_0906600	-0.71158	0	-0.599356	0	0.00724538	0	-0.388398	0
PF3D7_1473200	0.613804	0	0.691829	0	0.0775261	0	0.750327	0
PF3D7_0814000	0.0187308	0	0.0352503	0	0.130427	0	0.114153	0
PF3D7_1460700	0.021424	0	-0.0447292	0	0.268099	0	0.0231781	0
PF3D7_1461400	-0.165786	0	0.00300344	0	-0.221156	0		
PF3D7_0809100	-0.718754	0	-0.512566	0	-0.345645	0		
PF3D7_1120100	0.0207017	0	-0.286605	0	-0.0309054	0	-0.182813	0
PF3D7_1201100	-0.267659	0	-0.0903428	0	-0.0315075	0		
PF3D7_0826700	-0.0329876	0	-0.19219	0	0.0309995	0	0.0685664	0
PF3D7_1360900	-0.204704	0	-0.138147	0	0.0640513	0	-0.40652	0
PF3D7_1014700	-0.305629	0	-0.172768	0	-0.117066	0		
PF3D7_0630300	0.996136	0	0.893162	0			0.387848	0
PF3D7_1030100	0.137836	0	0.597728	0	0.21958	0	0.400072	0
PF3D7_1031300	0.190104	0	-0.52511	0	0.0422757	0	0.726265	0
PF3D7_1354300	0.530282	0	0.277913	0	0.351213	0	0.129426	0
PF3D7_1406200	1.08735	0	1.94275	1	0.373023	0	0.782258	0
PF3D7_1251500	0.270121	0	0.402903	0	-0.0543378	0		
PF3D7_1105000	-0.0119222	0	-0.0251478	0	0.00978088	0	0.00918314	0
PF3D7_0820500	-0.591394	0	-0.192926	0	-0.0966829	0	-0.821609	0
PF3D7_0318100	-0.17696	0	-0.114721	0	-0.00601387	0	0.836168	0
PF3D7_1344800	-0.225178	0	-0.0422433	0	-0.1377	0		
PF3D7_0618300	0.339305	0	0.156186	0	0.392502	0	0.0984783	0
PF3D7_1429800	-0.396804	0	-0.357765	0	-0.125406	0	-0.522295	0
PF3D7_0728000	0.0489051	0	0.393363	0	0.261318	0	0.134743	0
PF3D7_1321700	-0.353735	0	0.580055	0	0.156391	0	0.437692	0
PF3D7_0722400	-0.304515	0	0.00883738	0	0.106648	0	-0.0816834	0
PF3D7_1205500	0.43485	0	0.150724	0	0.0821158	0	0.214327	0
PF3D7_0823200	-0.792115	0	-0.988622	0	-0.138081	0	-0.129322	0
PF3D7_1037300	0.0730724	0	0.267391	0	0.182937	0	-0.0829382	0
PF3D7_0609700	0.433596	0	-0.129747	0	-0.264367	0	-0.77434	0
PF3D7_1004000	0.113621	0	0.133301	0	0.360926	0	0.0184749	0
PF3D7_0510500	0.0870304	0	0.712673	0	0.3403	0	0.445411	0
PF3D7_1477500	-0.816382	0	-0.713853	0	-0.118314	0		
PF3D7_1210600	0.630644	0	0.88277	0	0.501617	0	0.333547	0
PF3D7_1358800	-0.0535145	0	-0.131844	0	0.343584	0	0.0344477	0
PF3D7_1136500	-0.0136331	0	-0.259726	0	0.0313282	0	0.0520713	0
PF3D7_0702500	-0.998774	0	-0.614627	0	-0.138147	0	0.101466	0
PF3D7_1449100	-0.489732	0	-0.396831	0	0.0412324	0	-0.414603	0
PF3D7_0815600	-0.570933	0	-0.437152	0	-0.158753	0	-0.0945976	0
PF3D7_1135100	-0.136684	0	-0.231066	0	0.141011	0		
PF3D7_0520000	0.0179329	0	-0.130278	0	0.101849	0	-0.114091	0
PF3D7_0218000	0.579196	0	0.521113	0	0.197138	0	-0.0461145	0
PF3D7_1409900	0.201144	0	0.792578	0	0.310022	0		
PF3D7_0714200	-0.681473	0	-1.03119	0	-0.213435	0	-0.727931	0
PF3D7_1368200	-0.209232	0	-0.420462	0	0.193054	0	0.307625	0
PF3D7_1323400	0.351779	0	0.208876	0	0.0469462	0	0.0475965	0
PF3D7_0415500	-0.210123	0	0.107625	0	0.0673504	0	0.334253	0
PF3D7_1463200	0.533915	0	0.749635	0	0.46183	0	0.00846181	0
PF3D7_0307200	0.215478	0	0.232016	0	0.384966	0	0.0485985	0
PF3D7_0628100	0.233075	0	0.609974	0	0.407007	0	-0.00634667	0
PF3D7_1006200	-0.427739	0	-0.251493	0	-0.0349045	0	-0.048921	0
PF3D7_1419700	-0.664641	0	-0.368914	0	-0.126488	0	-0.207341	0
PF3D7_0617100	0.270875	0	-0.378146	0	0.0283025	0		
PF3D7_1139100	-0.685706	0	-0.816341	0	-0.144561	0	-0.725536	0
PF3D7_1238500	0.0153491	0	0.304742	0	0.340291	0	0.574206	0
PF3D7_0501200	-0.842388	0	-1.03703	0	-0.0590954	0		
PF3D7_1416200	-0.0247803	0	-0.384459	0	-0.104869	0	-0.691462	0
PF3D7_0801700	2.72328	1					1.21948	1
PF3D7_1328200	2.87857	1					0.472298	0
PF3D7_1408600	-0.250952	0	0.0590464	0	0.168205	0	-0.039058	0
PF3D7_0516200	-0.484461	0	-0.606791	0	0.0412305	0	-0.0311192	0
PF3D7_0524400	-0.590204	0	-0.740554	0	-0.115718	0		
PF3D7_1420700	-0.405233	0	-0.383368	0	-0.185382	0	0.00439342	0
PF3D7_1105100	-0.226187	0	-0.188747	0	0.152201	0	-0.0537206	0
PF3D7_0323800	-0.577982	0	-0.629351	0	0.00815455	0	-0.739381	0
PF3D7_1341200	0.0816205	0	0.083353	0	0.234641	0	0.0670805	0
PF3D7_1419200	0.337792	0	-0.146751	0	-0.204159	0		
PF3D7_0822600	-0.353251	0	-0.361397	0	-0.0552063	0	-0.315012	0
PF3D7_0714000	-0.413545	0	-0.329793	0	-0.286727	0	-0.0202652	0
PF3D7_0923900	-0.451476	0	-0.297057	0	0.0888977	0	0.340518	0
PF3D7_0201900	-0.845075	0	-0.449244	0	-0.219654	0	-0.115443	0
PF3D7_1459400	0.230398	0	0.209923	0	0.151874	0	0.0877916	0
PF3D7_1124300	0.379501	0	2.23579	1	1.14172	1	0.467416	0
PF3D7_0203000	0.0670064	0	-0.532184	0	-0.190946	0	-0.699765	0
PF3D7_0606500	0.0638873	0	0.454205	0	0.546611	0		
PF3D7_1207100	0.816617	0	-0.101173	0	-0.171959	0	0.368503	0
PF3D7_1135400	-0.494494	0	-0.475877	0	-0.0988604	0		
PF3D7_1107700	0.00377655	0	0.291143	0	-0.109393	0		
PF3D7_0910400	-0.0255222	0	0.0146453	0	0.0210889	0	-0.203694	0
PF3D7_1474500	-0.151356	0	0.488202	0	0.2651	0	0.500376	0
PF3D7_1229100	-0.145734	0	0.0205472	0	0.0653534	0	-0.459746	0
PF3D7_0723900	-0.0559673	0	0.86312	0	0.462389	0	0.318779	0
PF3D7_1010600	0.0055383	0	-0.206942	0	-0.0928993	0	-0.355065	0
PF3D7_1233900	-0.276322	0	-0.0962569	0	-0.172396	0	-0.221041	0
PF3D7_0501100	0.00736046	0	0.0395546	0	-0.175624	0		
PF3D7_0918000	-0.123779	0	-0.279976	0	-0.137568	0	0.00989068	0
PF3D7_1232100	-0.494607	0	-0.190882	0	-0.0994498	0		
PF3D7_0413600	-0.157717	0	-0.229469	0	0.0168502	0	0.0178262	0
PF3D7_1459600	0.164168	0	0.152457	0	0.0319633	0	-0.439131	0
PF3D7_1203700	0.289122	0	-0.350835	0	-0.575981	0	-0.346369	0
PF3D7_1324900	-0.346814	0	-0.318298	0	0.00660261	0	-0.14914	0
PF3D7_1446700	-0.849318	0	-0.757847	0	-0.395885	0		
PF3D7_0304100	-1.12724	0	-1.1942	0	-0.167999	0		
PF3D7_0825000	-0.912189	0	-0.930453	0	-0.306698	0	0.166929	0
PF3D7_1242700	-0.190151	0	-0.314689	0	0.0437539	0	-0.049523	0
PF3D7_1355300	-0.144463	0	-0.139222	0	-0.0871245	0	0.306493	0
PF3D7_0803200	0.129725	0	-0.7799	0	-0.312916	0		
PF3D7_0212300	-0.216735	0	-0.293851	0	-0.0997779	0	-0.236522	0
PF3D7_0611600	-0.654346	0	-0.486038	0	-0.0407206	0	-0.795837	0
PF3D7_0207600	-0.136402	0	-0.266582	0	-0.0975081	0	-0.100819	0
PF3D7_0920800	-0.0961755	0	-0.365899	0	0.0240701	0	0.0869744	0
PF3D7_1440500	1.10337	0	0.0805613	0	0.445202	0		
PF3D7_0824800	1.16447	0	2.45874	1	1.12816	1	0.143602	0
PF3D7_0723400	-0.378771	0	0.496442	0	0.245739	0	0.312031	0
PF3D7_1306400	-0.10733	0	-0.12679	0	0.122781	0	-0.0781856	0
PF3D7_0516900	0.172314	0	0.105337	0	0.211559	0	0.172655	0
PF3D7_0519700	0.195319	0	0.876357	0	0.509806	0	0.162698	0
PF3D7_0927600	-0.238272	0	0.102431	0	0.138707	0	0.47738	0
PF3D7_0211800	-0.0680962	0	-0.102461	0	0.128115	0	-0.124377	0
PF3D7_0113200	-0.551054	0	-0.358166	0	0.0552858	0		
PF3D7_1463900	-0.565224	0	-0.377152	0	-0.305028	0		
PF3D7_1216900	-0.414392	0	-0.303689	0	-0.0482044	0	-0.534637	0
PF3D7_0919000	-0.405179	0	-0.444771	0	-0.232182	0	0.0783112	0
PF3D7_1414800	-0.0363051	0	0.0635738	0	-0.18774	0	0.509973	0
PF3D7_1466100	-0.278521	0	-0.779653	0	0.227179	0	0.287719	0
PF3D7_1112100	0.0847365	0	0.74377	0	0.360971	0	1.63915	1
PF3D7_1320700	0.497286	0	0.176542	0	0.638995	0		
PF3D7_1118500	0.00551478	0	0.238965	0	0.0566978	0	0.274052	0
PF3D7_0621200	-0.482908	0	-0.2303	0	-0.123415	0	-0.369195	0
PF3D7_1412500	-0.347855	0	-0.047739	0	0.00222143	0	0.0306584	0
PF3D7_1327800	-0.340897	0	-0.209409	0	-0.0943241	0		
PF3D7_0826900	0.242743	0	-0.799829	0	-0.602377	0	-0.606066	0
PF3D7_0705300	4.13673	1	2.78429	0			0.112	0
PF3D7_1241900	0.0700849	0	0.0236772	0	-0.0114206	0	-0.524917	0
PF3D7_0721600	0.0210171	0	-0.184395	0	0.206747	0	-0.131247	0
PF3D7_0308600	-0.012214	0	-0.329276	0	-0.0993036	0	0.0889651	0
PF3D7_1417100	1.46812	0	0.742059	0	0.218798	0	0.605334	0
PF3D7_1414500	-0.032746	0	0.413908	0	0.161554	0	-0.569788	0
PF3D7_0519400	0.0534903	0	-0.0326843	0	0.189796	0	-0.078238	0
PF3D7_0102200	-0.280377	0	-0.303338	0	-0.106009	0	-0.0226458	0
PF3D7_0418200	-0.233059	0	-0.425706	0	0.132921	0	0.0359973	0
PF3D7_1227100	-0.444354	0	-0.337517	0	0.0923316	0		
PF3D7_0303200	-0.0254688	0	-0.0510788	0	0.161649	0	-0.694174	0
PF3D7_0829200	-0.504885	0	-0.289227	0	-0.129512	0		
PF3D7_1401200	-0.562034	0	-0.26271	0	0.437158	0		
PF3D7_1117900	-0.374088	0	-0.445035	0	0.192593	0	-0.549841	0
PF3D7_1476300	0.136429	0	-0.0656573	0	0.0114485	0		
PF3D7_1225600	0.138542	0	0.443661	0	0.237918	0	0.238688	0
PF3D7_0817600	-0.390312	0	-0.99908	0	0.9841	1		
PF3D7_0505700	0.54739	0	0.132792	0	0.143099	0	-0.148109	0
PF3D7_1346300	-0.00217946	0	-0.18126	0	0.0644124	0	-0.127138	0
PF3D7_0404600	-0.470921	0	-0.540012	0	-0.249989	0	-0.94965	0
PF3D7_1421200	-0.415907	0	-0.500402	0	0.107643	0	-0.0658163	0
PF3D7_1104400	0.361691	0	-0.227741	0	0.0429274	0	-0.0508518	0
PF3D7_0509100	0.349695	0	2.60537	1	0.814108	1	1.38576	1
PF3D7_1006700	-0.235175	0	-0.345041	0	-0.152147	0	-0.856565	0
PF3D7_1143200	0.337013	0	0.333316	0	0.236369	0		
PF3D7_0111800	-0.294511	0	-0.414837	0	0.0216599	0	-0.721213	0
PF3D7_0614500	-0.0559171	0	0.236797	0	0.47057	0	0.128434	0
PF3D7_1304000	1.15445	0	4.52881	1	0.634097	0	1.63518	1
PF3D7_0813900	-0.0837205	0	-0.0232728	0	0.302998	0	-0.114631	0
PF3D7_0523400	-0.385293	0	-0.171855	0	0.101733	0	-0.0585533	0
PF3D7_0214000	-0.108229	0	-0.447675	0	-0.0883554	0	-0.787919	0
PF3D7_1426000	0.25332	0	0.19252	0	0.403191	0	0.139438	0
PF3D7_1227800	0.285765	0	-0.117376	0	0.102543	0	-0.580272	0
PF3D7_1442900	-0.289558	0	0.153513	0	0.167363	0	-0.455496	0
PF3D7_1325900	0.526519	0					-0.486082	0
PF3D7_0106700	0.546111	0	0.385213	0	-0.219541	0	0.40867	0
PF3D7_1458600	0.321503	0	1.36212	0	0.407902	0	0.154782	0
PF3D7_1317200	2.96709	1	1.46446	0			0.704043	0
PF3D7_1149400	-0.349451	0	-0.27902	0	-0.359432	0		
PF3D7_1145100	-0.765542	0	-0.296172	0	-0.343232	0	-0.64363	0
PF3D7_1141800	2.72734	0	0.864321	0	0.271779	0	0.565432	0
PF3D7_1010700	0.239575	0	0.0810998	0	-0.0889282	0		
PF3D7_0526500	0.227613	0	1.3255	0	0.712251	0	0.449325	0
PF3D7_1228300	0.237498	0	-0.261918	0	0.257956	0	0.475683	0
PF3D7_1361800	-0.33449	0	-0.472548	0	-0.283873	0	-0.243414	0
PF3D7_1108400	0.0440063	0	-0.100045	0	0.196995	0	0.173314	0
PF3D7_0913200	-0.47858	0	-0.427899	0	-0.401274	0	-0.236077	0
PF3D7_0302000	0.00788053	0	0.540036	0	0.254643	0		
PF3D7_1369500	-0.402585	0	0.0614154	0	-0.197325	0	0.20702	0
PF3D7_1129100	-0.656907	0	-0.866591	0	-0.374344	0	0.293652	0
PF3D7_0525800	-0.793498	0	-0.598029	0	-0.0537249	0	-0.58876	0
PF3D7_1231800	-0.606176	0	-0.722762	0	0.0640036	0	-0.631565	0
PF3D7_0517000	-0.625364	0	-0.221197	0	-0.169279	0	-0.144158	0
PF3D7_0724100	-0.0637213	0	0.0131753	0	0.117851	0	0.403088	0
PF3D7_1022400	-0.308008	0	0.138353	0	0.354477	0	0.148631	0
PF3D7_1314500	-0.257243	0	-0.0751915	0	-0.34933	0	-0.303764	0
PF3D7_0315100	-0.0724595	0	-0.217607	0	-0.0967642	0	-0.685822	0
PF3D7_0321500	-0.50734	0	-0.57535	0	-0.138677	0	-0.529917	0
PF3D7_0411900	0.680298	0	1.06278	0			0.522387	0
PF3D7_0105700	-0.297358	0	-0.154633	0	0.151567	0	-0.365635	0
PF3D7_1331700	-0.569054	0	-0.360425	0	-0.251521	0	0.0922341	0
PF3D7_0822900	-0.564381	0	-0.510494	0	-0.0491803	0	-0.329081	0
PF3D7_1351000	-0.277087	0	-0.0251637	0	-0.24302	0	-0.965992	0
PF3D7_1459200	2.98074	1	1.20038	0			0.057928	0
PF3D7_1436300	-0.753613	0	-0.486062	0	-0.291192	0	0.330569	0
PF3D7_0612100	0.046587	0	-0.04842	0	-0.178141	0	-0.185535	0
PF3D7_1214100	0.685174	0	0.649801	0	0.422778	0		
PF3D7_1340300	-0.546995	0	-0.044089	0	-0.00178846	0		
PF3D7_0527500	0.0560525	0	-0.0418987	0	-0.0711047	0	-0.306117	0
PF3D7_1408100	-0.0383517	0	-0.6681	0	0.51557	0		
PF3D7_1218300	-0.0532462	0	-0.507412	0	0.200725	0		
PF3D7_0731300	-0.259632	0	-0.410393	0	0.109022	0		
PF3D7_0706000	-0.242962	0	-0.418093	0	-0.287614	0	-0.0174809	0
PF3D7_1455500	2.24254	0	1.45404	0			-0.430531	0
PF3D7_0622900	2.44929	1	2.04845	1			0.707518	0
PF3D7_1359000	0.00485675	0	0.0140686	0	0.295578	0		
PF3D7_0316800	0.00116793	0	-0.408756	0	0.0405426	0	-0.12157	0
PF3D7_1307800	0.0197614	0	0.396875	0	0.372654	0	0.325554	0
PF3D7_0529000	0.00243314	0	-0.0989056	0	0.14025	0		
PF3D7_1134600	-0.493383	0	-0.467332	0	0.0908597	0	-0.537911	0
PF3D7_1020700	0.486678	0	0.0757434	0	0.271029	0		
PF3D7_1148000	0.572608	0	0.336435	0	-0.00905927	0	0.656172	0
PF3D7_0608700	-0.128553	0	-0.336347	0	-0.0855916	0	-0.170575	0
PF3D7_0919100	-0.1211	0	0.0401395	0	-0.184678	0	0.0189329	0
PF3D7_1237200	-0.12188	0	0.403196	0	0.302287	0	0.565764	0
PF3D7_1246800	0.128804	0	0.108184	0	0.0243905	0	-0.117085	0
PF3D7_1106000	0.295893	0	0.479001	0	0.388473	0	0.0549632	0
PF3D7_0422700	-0.124362	0	-0.171116	0	-0.0335229	0	0.0903123	0
PF3D7_1305000	0.293385	0	0.918004	0	0.242221	0	0.633637	0
PF3D7_0320100	-0.210089	0	-0.074597	0	0.0336838	0	-0.563313	0
PF3D7_0218200	0.288275	0	0.0786959	0	-0.0446485	0	-0.506604	0
PF3D7_0501500	-0.177454	0	-0.434874	0	-0.370494	0		
PF3D7_0912500	-1.06937	0	-0.492908	0	-0.11205	0	0.250402	0
PF3D7_0716000	-0.147893	0	0.0709229	0	-0.114633	0	0.271372	0
PF3D7_1431700	-0.157862	0	-0.0811513	0	0.0972424	0	-0.0729611	0
PF3D7_0624000	-0.155071	0	-0.101727	0	-0.0866172	0	0.0975473	0
PF3D7_0305600	0.14363	0	0.302019	0	0.193761	0	0.368891	0
PF3D7_1345800	-0.0958074	0	-0.188938	0	-0.0854905	0	0.161397	0
PF3D7_0727900	1.09663	0	-0.22777	0			-0.523201	0
PF3D7_1231100	-0.223639	0	-0.301559	0	0.12156	0	-0.122269	0
PF3D7_1237700	-0.0888011	0	-0.42178	0	0.241353	0	-0.0621306	0
PF3D7_1307700	-0.199747	0	-0.547925	0	0.0175126	0	-0.673787	0
PF3D7_1331800	-0.143091	0	-0.0718269	0	0.208762	0	-0.0484248	0
PF3D7_1126200	-0.155791	0	0.122742	0	-0.18309	0	-0.0747787	0
PF3D7_1445600	-0.183885	0	0.514931	0	0.338526	0	0.477963	0
PF3D7_0402000	-0.549499	0	-0.254462	0	-0.0289911	0	0.148537	0
PF3D7_0307500	0.349653	0	0.451483	0	0.484821	0		
PF3D7_0602600	-0.103246	0	1.35733	0	0.544139	0	0.515684	0
PF3D7_1345600	-0.219392	0	-0.607832	0	-0.324652	0		
PF3D7_0308200	-0.387224	0	-0.548202	0	0.0188777	0	-0.0752214	0
PF3D7_1140800	-0.0926679	0	1.463	0	0.467552	0	0.587487	0
PF3D7_1359400	-0.375106	0	0.0656503	0	-0.1208	0	-0.135191	0
PF3D7_1454400	-0.135054	0	0.325375	0	-0.0093797	0		
