gene_id	chromprox_hp1_log2fc	chromprox_hp1_hit	chromprox_h3k27ac_log2fc	chromprox_h3k27ac_hit	chromprox_h3k4me3_log2fc	chromprox_h3k4me3_hit	chromprox_centromere_log2fc	chromprox_centromere_hit
PF3D7_1228600	-0.322215	0	-0.514517	0	-0.214288	0	-0.0266507	0
PF3D7_1312700	-0.0350711	0	-0.168564	0	-0.325506	0		
PF3D7_1445200	-0.0394147	0	0.378735	0	0.0568403	0		
PF3D7_1405800	-0.0683511	0	0.333166	0	-0.136155	0		
PF3D7_0505500	0.0821838	0	1.02439	0	0.215663	0	0.518515	0
PF3D7_0611400	-0.0397123	0	4.28114	1	1.71614	1	0.407983	0
PF3D7_1347900	0.0978413	0	-0.276756	0	0.0791397	0		
PF3D7_0519500	-0.574638	0	-0.427345	0	-0.406147	0	-0.607383	0
PF3D7_1118200	-0.58149	0	-0.25468	0	-0.441691	0	0.0975402	0
PF3D7_0528800	0.858758	0	0.711379	0				
PF3D7_1367600	0.130839	0	0.152111	0	0.290453	0		
PF3D7_1323100	-0.0601921	0	0.217649	0	0.0372766	0	-0.0634915	0
PF3D7_1318700	0.719973	0						
PF3D7_1461600	-0.0893307	0	0.0669696	0	-0.0962645	0	0.497661	0
PF3D7_0506100	-0.0866133	0	0.459815	0	0.121075	0	0.282681	0
PF3D7_0932100	0.159636	0	0.121113	0	0.0893612	0	-0.621718	0
PF3D7_0509400	0.198605	0	0.332388	0	-0.0415942	0	0.247813	0
PF3D7_1134800	-0.105213	0	-0.418928	0	-0.0630849	0	-0.191092	0
PF3D7_1124600	-0.0988992	0	-0.438674	0	-0.119503	0	-0.20757	0
PF3D7_0514900	1.067	0	2.5827	1	0.81075	1		
PF3D7_1244800	-0.683212	0	-0.722673	0	-0.176376	0	-0.618331	0
PF3D7_1219600	-0.187363	0	0.271346	0	-0.162453	0	-0.370178	0
PF3D7_1110200	-0.180549	0	0.166623	0	0.144787	0	0.60484	0
PF3D7_1003600	-0.97588	0	-0.95079	0	0.068058	0	-0.453665	0
PF3D7_0103900	-0.192104	0	-0.286996	0	-0.51199	0		
PF3D7_1316600	0.207097	0	0.181259	0	0.209685	0	-0.634452	0
PF3D7_1317600	0.843002	0	1.40567	0	0.476795	0	0.695202	0
PF3D7_0525200	0.865725	0	1.77435	1	0.627837	0		
PF3D7_1367100	0.15033	0	0.643569	0	0.433503	0	0.36615	0
PF3D7_0702400	-0.663285	0	-0.231838	0	0.263756	0	0.158242	0
PF3D7_1317400	0.308695	0	0.533808	0	0.224885	0		
PF3D7_1001000	-0.577095	0	-0.54156	0	0.0114829	0		
PF3D7_0903900	-0.0563494	0	-0.0609436	0	0.28832	0	0.0669473	0
PF3D7_1341300	0.0996227	0	-0.0680752	0	-0.0110982	0	0.130766	0
PF3D7_0111500	-0.244003	0	0.0557442	0	0.414079	0	-0.201381	0
PF3D7_0905900	-0.259232	0	-0.341122	0	-0.232923	0	-0.770396	0
PF3D7_1306900	-0.511215	0	-0.16819	0	-0.0958214	0	0.250101	0
PF3D7_0719300	0.664387	0	2.1693	1	0.460243	0		
PF3D7_0904600	-0.0194467	0	0.0925617	0	0.135336	0	-0.892161	0
PF3D7_1307900	0.0845973	0	-0.489586	0	0.125505	0	-0.223177	0
PF3D7_1438900	0.65409	0	0.4964	0	0.0259399	0	-0.08482	0
PF3D7_0201800	-0.527948	0	-0.462379	0	-0.180892	0		
PF3D7_1019100	0.0514221	0			-0.330464	0		
PF3D7_1407800	0.107105	0	-0.233869	0	-0.300665	0	-0.0694298	0
PF3D7_0508700	-0.0421549	0	0.356565	0	-0.00621986	0	0.508548	0
PF3D7_0422100	-0.0551573	0	-0.152859	0	-0.0790183	0		
PF3D7_1309100	-0.247375	0	-0.0140082	0	0.243258	0	0.0293764	0
PF3D7_0933500	-0.565571	0	-0.668951	0	0.168484	0		
PF3D7_1332200	-0.585391	0	-1.3031	0	0.824059	1		
PF3D7_1441200	-0.452785	0	-0.232742	0	-0.280626	0	-0.0950724	0
PF3D7_0803000	0.597314	0	0.63795	0	0.0323792	0	0.626313	0
PF3D7_1105700	0.549655	0	1.17866	0	0.738396	0	0.0349764	0
PF3D7_0302100	-0.259853	0	-0.481247	0	-0.0388896	0	-0.35246	0
PF3D7_0709400	0.493644	0	-0.857489	0	-0.0466582	0	-0.531446	0
PF3D7_1458300	0.52213	0	0.130886	0	-0.0419693	0	-0.646105	0
PF3D7_0218400	0.386959	0	0.123843	0	0.160152	0		
PF3D7_1305300	0.0676587	0	0.139451	0	-0.0147902	0	-0.385178	0
PF3D7_0628600	0.477217	0	1.42266	0	0.500524	0		
PF3D7_0308100	-0.274312	0	-0.741681	0	-0.124559	0		
PF3D7_1366600	0.469143	0	0.239358	0	-0.440435	0	-0.783686	0
PF3D7_0403600	1.52904	1	0.85302	0	0.20742	0		
PF3D7_0904700	-0.267637	0	-0.042422	0	-0.0584647	0		
PF3D7_1138500	-0.267516	0	-0.189184	0	-0.00366275	0	-0.276707	0
PF3D7_0319400	1.94098	1	1.06077	0	0.150894	0	0.411367	0
PF3D7_1251200	-0.33354	0	-0.397051	0	-0.196708	0	-0.222328	0
PF3D7_1251800	1.60308	0	2.9774	1	0.571617	0		
PF3D7_0415900	0.223127	0	0.127455	0	0.253029	0	0.0792015	0
PF3D7_1238900	3.70749	1						
PF3D7_1115800	-1.41997	0	-1.3063	0	-0.28256	0	-0.292412	0
PF3D7_1471200	0.256268	0	0.339082	0	-0.120156	0		
PF3D7_0423600	-0.120699	0	0.601837	0	1.01462	0	0.0396885	0
PF3D7_1350100	0.267618	0	-0.387116	0			-0.0683346	0
PF3D7_1211200	0.278538	0	0.341033	0	-0.393899	0	-0.162198	0
PF3D7_1217200	0.12323	0	-0.0182018	0				
PF3D7_1125400	0.260853	0	0.403316	0	0.452293	0		
PF3D7_1312100	0.26062	0	-0.579603	0	-0.204683	0	-0.499251	0
PF3D7_1415300	-0.267714	0	0.00601578	0	-0.126172	0		
PF3D7_0508000	-0.263707	0	0.0212097	0	-0.806571	0		
PF3D7_0814300	-0.475844	0	0.237504	0	-0.0115852	0	-0.0968073	0
PF3D7_0933000	0.622281	0	2.23431	1	0.898383	1	0.632072	0
PF3D7_0726900	0.0251751	0	-0.154197	0	0.0251096	0		
PF3D7_1450400	-0.273791	0	-0.238975	0	0.200783	0		
PF3D7_0111300	1.89998	1	1.97205	1				
PF3D7_1026800	0.0677052	0	-0.272373	0	0.014239	0	-0.051796	0
PF3D7_0825500	0.00816409	0	0.433276	0	0.0612818	0		
PF3D7_1439400	0.0135136	0	-0.0720177	0	-0.245522	0		
PF3D7_0831400	-0.456619	0	-0.268871	0	-0.0617708	0	-0.0583207	0
PF3D7_1134100	0.575478	0	0.474021	0	0.0265045	0		
PF3D7_1212000	0.502918	0	0.64245	0	0.00981585	0	-0.0180567	0
PF3D7_1127800	0.396395	0	1.68227	1	0.601251	0		
PF3D7_1328300	0.475382	0	0.338303	0	-0.0124645	0	-0.356416	0
PF3D7_1020900	0.00283813	0	-0.155898	0	-0.174383	0	-0.0929363	0
PF3D7_0308700	-0.739108	0	-1.27898	0	0.870441	1		
PF3D7_1423800	0.0881729	0	0.230344	0	-0.00848389	0		
PF3D7_0413500	-0.120804	0	-0.113472	0	0.0375818	0	-0.122406	0
PF3D7_1445100	0.473175	0	-0.0814164	0	0.188733	0	-0.390514	0
PF3D7_1201000	-0.470319	0	-0.537448	0	-0.116286	0		
PF3D7_1124800	-0.0342108	0	0.271753	0	-0.223306	0	0.330813	0
PF3D7_1304500	-0.439265	0	-0.453952	0	-0.150068	0	0.0913475	0
PF3D7_1028300	-0.465561	0	-0.058773	0	0.214315	0	0.173459	0
PF3D7_0709000	-0.241099	0	0.271095	0	0.0901229	0	-0.00727627	0
PF3D7_1413900	0.105361	0	-0.112617	0	-0.0395603	0	-0.0233338	0
PF3D7_0106100	0.052302	0	-0.0331224	0	-0.0752544	0	-0.166946	0
PF3D7_0802200	-0.0752684	0	-0.307483	0	-0.0967585	0	-0.185992	0
PF3D7_0102900	-0.359839	0	-0.0709947	0	-0.149325	0	-0.0036802	0
PF3D7_1368400	0.952068	0	-0.00420189	0	-0.00282987	0		
PF3D7_0208100	-0.223523	0	0.217995	0	0.17684	0	-0.309736	0
PF3D7_1238800	-0.213665	0	-0.280212	0	0.213806	0	-0.0534801	0
PF3D7_1142500	-0.39686	0	-0.403329	0	0.208769	0	-0.0229994	0
PF3D7_1135900	0.327316	0	0.340881	0	0.251011	0	-0.138138	0
PF3D7_1446200	0.138553	0	-0.304989	0	0.0577545	0	-0.110223	0
PF3D7_1314000	-0.313457	0	-0.401093	0	0.114075	0		
PF3D7_1402700	-0.109705	0	0.343576	0	0.32394	0		
PF3D7_0619200	-0.655924	0	-0.373454	0	-0.119034	0		
PF3D7_1129400	0.14787	0	0.0984465	0	0.370709	0	0.145945	0
PF3D7_1410000	0.276192	0	0.40192	0	-0.121558	0		
PF3D7_0103300	-0.391627	0	-0.00991503	0	0.0310313	0	0.0342843	0
PF3D7_1320000	0.115427	0	0.202316	0	0.135244	0		
PF3D7_0107800	0.694674	0	0.622119	0	0.402972	0	0.454305	0
PF3D7_1351200	0.652086	0	0.761117	0				
PF3D7_1231600	-0.0366681	0	0.611952	0	0.203396	0	0.285928	0
PF3D7_1471400	-0.0805219	0	-0.146973	0	0.12535	0	-0.365507	0
PF3D7_1475600	1.0985	0	3.48939	1	1.31635	1	0.52112	0
PF3D7_0830500	-1.28718	0	-1.53431	0	-0.538504	0		
PF3D7_0808900	-0.774478	0	-0.289363	0	-0.152676	0		
PF3D7_0403700	0.357471	0	0.650375	0	0.0858364	0		
PF3D7_0512600	0.344624	0	-0.179789	0	0.390846	0	-0.0969759	0
PF3D7_0627500	-0.0864703	0	-0.34943	0	-0.262232	0	-0.130558	0
PF3D7_0515000	-0.823153	0	0.283319	0	0.0914586	0	0.631684	0
PF3D7_1026000	0.228168	0	0.118972	0	0.22694	0	-0.566758	0
PF3D7_0213100	0.0959161	0	-0.0946395	0	-0.0937023	0	-0.34732	0
PF3D7_1364800	-0.236591	0	-0.0556113	0	-0.00256475	0		
PF3D7_0523100	-0.162593	0	-0.306517	0	-0.080485	0		
PF3D7_1470700	-0.340381	0	-0.211169	0	0.0157782	0		
PF3D7_1249800	-0.180377	0	0.0440598	0	-0.113113	0	0.245695	0
PF3D7_1345100	0.501655	0	-0.206413	0	-0.239569	0		
PF3D7_0926800	-0.182021	0	3.34175	0	0.197821	0		
PF3D7_1003500	-0.180729	0	-0.278786	0	0.0931638	0	-0.115058	0
PF3D7_1220300	-0.192479	0	-0.338618	0	0.0732683	0	-0.807958	0
PF3D7_1317800	0.327359	0	-0.0287882	0	0.219666	0	-0.00696514	0
PF3D7_1405400	1.43172	0	0.445921	0				
PF3D7_0827000	0.216454	0	0.257318	0	-0.0877724	0	0.169156	0
PF3D7_0403900	1.93187	0	1.05168	0			0.272202	0
PF3D7_1116400	-0.353278	0	-0.194329	0	-0.167439	0	-0.585316	0
PF3D7_1356100	-0.919032	0	-0.442521	0	-0.0029761	0	-0.497464	0
PF3D7_0807300	-0.213238	0	-0.423923	0	-0.043876	0	-0.173287	0
PF3D7_0527900	-0.225147	0	0.376481	0	0.163896	0	0.353095	0
PF3D7_1130100	-0.0429465	0	-0.144385	0	0.18483	0	-0.0791917	0
PF3D7_1450700	0.326931	0	0.547382	0	0.282246	0		
PF3D7_0501000	-0.431001	0	-0.390905	0	-0.214309	0		
PF3D7_0801800	-0.443707	0	-0.326164	0	-0.0963033	0	-0.427658	0
PF3D7_1020000	-0.0446421	0	0.132631	0	0.0897878	0		
PF3D7_1127000	-0.42263	0	-0.594039	0	-0.177099	0		
PF3D7_1021400	0.531442	0	0.28477	0	0.990736	0		
PF3D7_1307100	1.22251	0	0.655428	0	0.265387	0		
PF3D7_0820000	0.419884	0	2.43864	1	0.455088	0	0.518552	0
PF3D7_0927200	-0.631343	0	-0.825295	0	-0.11066	0	-0.428414	0
PF3D7_1409400	-0.123236	0	-0.477109	0	-0.0300287	0	0.118772	0
PF3D7_0309300	1.03448	0	1.072	0	-0.00523122	0	0.216133	0
PF3D7_1444800	-0.105367	0	-0.119045	0	0.0834465	0	-0.311515	0
PF3D7_0308900	-0.694682	0	0.420038	0	0.0837275	0	0.225529	0
PF3D7_1342600	0.0206559	0	-0.436342	0	-0.0046711	0		
PF3D7_1008400	0.000281016	0	0.396258	0	0.237672	0	-0.0656596	0
PF3D7_0931100	-0.0330722	0	1.18816	0	0.20764	0		
PF3D7_1427500	0.616151	0	0.527468	0	-0.144698	0	0.243745	0
PF3D7_1358100	0.157332	0	0.0177409	0	0.404329	0	0.430574	0
PF3D7_0722600	-0.0283585	0	0.236069	0	-0.174614	0		
PF3D7_1251600	-0.0298951	0	2.80011	1	1.03061	1		
PF3D7_1223200	0.436658	0	0.603055	0	0.170087	0		
PF3D7_0917600	-0.00354576	0	0.0991135	0	0.0590356	0	0.490805	0
PF3D7_1351400	0.0697835	0	0.0251764	0	0.262646	0	0.175238	0
PF3D7_1111100	0.565004	0	0.342024	0	0.399941	0		
PF3D7_1352500	-0.00941594	0	-0.101979	0	0.157648	0	-0.0971195	0
PF3D7_1149100	-0.271558	0	-0.517586	0	-0.236511	0		
PF3D7_0110400	-0.268881	0	0.880181	0	0.111416	0	0.199438	0
PF3D7_1419900	0.203196	0	0.923237	0	0.66271	0	0.0307398	0
PF3D7_0617000	-0.117619	0	-0.211529	0	-0.111267	0	0.0590768	0
PF3D7_1446600	0.48034	0	-0.111435	0	-0.421206	0		
PF3D7_0703900	0.0441984	0	0.224949	0	0.66938	0	0.108819	0
PF3D7_1004300	0.481255	0	0.353989	0	0.0451501	0	0.567969	0
PF3D7_1437200	0.033411	0	-0.0193386	0	0.176567	0	-0.305227	0
PF3D7_0312800	-0.115301	0	-0.0411746	0	0.361114	0	0.115746	0
PF3D7_1033400	0.245832	0	0.190381	0	-0.0256729	0	0.0465482	0
PF3D7_1348600	0.282635	0	0.061751	0	-0.0372213	0		
PF3D7_0513200	1.38418	0	1.90071	1	0.348359	0	0.482992	0
PF3D7_0311800	1.44631	0	-0.0383403	0				
PF3D7_1311400	0.234051	0	0.162074	0	0.25825	0	-0.034401	0
PF3D7_0719700	-0.177973	0	-0.880618	0	-0.00781695	0	-0.252655	0
PF3D7_1028400	1.09622	0	0.250822	0	-0.418418	0		
PF3D7_0923400	-0.0858046	0	1.21423	0	0.460372	0	0.569949	0
PF3D7_0411800	0.862503	0					-0.43372	0
PF3D7_1126500	0.932515	0	0.417229	0	0.045927	0	0.0861889	0
PF3D7_0914100	-0.200254	0			0.778159	0		
PF3D7_1021700	-0.158411	0	-0.0428696	0	0.185548	0	-0.707017	0
PF3D7_1320600	-0.363854	0	-0.287038	0	-0.0139357	0	-0.15534	0
PF3D7_0218600	-0.0213451	0	-0.0381953	0	-0.165274	0	-0.366772	0
PF3D7_1227200	-0.0268707	0	0.0986195	0	-0.0413857	0		
PF3D7_1356800	-0.525358	0	-0.76317	0	0.0721143	0		
PF3D7_0921900	0.0943953	0	0.294644	0	0.0796871	0	-0.431382	0
PF3D7_1206700	-0.322463	0	-0.281663	0	-0.0266202	0	-0.467145	0
PF3D7_0603400	-0.2127	0	0.655804	0	-0.172608	0	0.512366	0
PF3D7_1212100	0.762123	0	1.04449	0				
PF3D7_0504000	-0.0669111	0	0.102718	0	0.111786	0	-0.820699	0
PF3D7_0930600	0.318161	0	0.242313	0	0.024629	0		
PF3D7_1142400	0.103441	0	0.172953	0	-0.0220674	0		
PF3D7_0607700	-0.31083	0	-0.263146	0	0.00946172	0	-1.19993	0
PF3D7_1428300	-0.321113	0	-0.411577	0	-0.416911	0	-0.169902	0
PF3D7_1133100	0.111247	0	0.0849533	0	0.2025	0	0.717322	0
PF3D7_0610800	-0.650604	0	-0.581764	0	-0.142717	0		
PF3D7_1316800	0.399877	0	0.0714105	0	0.905146	0		
PF3D7_0106800	0.395504	0	0.00948143	0	-0.0422001	0	-0.031789	0
PF3D7_1124100	0.393754	0	0.116236	0				
PF3D7_1323500	0.00266329	0	0.252387	0				
PF3D7_0420300	0.480093	0	2.16702	1	0.593632	0	0.746405	0
PF3D7_1347100	1.27555	0	0.772358	0	-0.128552	0	0.508162	0
PF3D7_0415700	-0.12751	0	0.0340837	0	0.195374	0		
PF3D7_1123500	0.30853	0	0.26454	0	-0.0148061	0		
PF3D7_1337200	0.309553	0	0.571801	0				
PF3D7_0719400	0.297229	0	0.382013	0				
PF3D7_0407200	-0.154037	0	0.893546	0	0.434433	0		
PF3D7_0424500	-0.825357	0	-0.39762	0	-0.0423444	0		
PF3D7_1118300	0.18859	0	0.00279299	0	0.452335	0	-0.140612	0
PF3D7_1309500	0.195448	0	0.134925	0	0.155114	0		
PF3D7_1434300	-0.265153	0	-0.363728	0	-0.127628	0		
PF3D7_1015900	-0.264425	0	-0.410529	0	-0.856306	0	-0.0755479	0
PF3D7_1024800	-0.263924	0	-0.472456	0	-0.512902	0		
PF3D7_0819500	-0.274578	0	-0.0603027	0	-0.202884	0	-0.641513	0
PF3D7_0705700	-0.27096	0	-0.267764	0	-0.214675	0	-0.00446691	0
PF3D7_0522400	-0.264977	0	2.80436	0				
PF3D7_0903200	0.0346794	0	-0.193008	0	0.126775	0	-0.0664166	0
PF3D7_0935400	3.01888	1						
PF3D7_0505800	3.59886	1	0.959029	0	0.73015	0	0.569795	0
PF3D7_1357500	1.87191	1	0.568248	0	0.846739	0	0.756041	0
PF3D7_0511200	0.544768	0	0.838888	0	1.98113	0		
PF3D7_0903300	0.483267	0	0.992211	0	0.000169754	0	0.254468	0
PF3D7_1336000	-0.468905	0	-0.0772025	0	-0.116851	0		
PF3D7_0302500	0.0210743	0	0.0320168	0	-0.171979	0	0.0513299	0
PF3D7_1246300	0.707733	0	0.5753	0	0.456537	0	-0.765429	0
PF3D7_1033600	0.010184	0	0.236276	0	0.0663382	0	0.594767	0
PF3D7_0831600	0.0151736	0	0.119129	0	-0.442194	0		
PF3D7_1012400	-0.0101821	0	-0.398559	0	0.0603199	0	0.246443	0
PF3D7_1137300	0.520777	0	0.101868	0	0.306978	0	0.0965807	0
PF3D7_0627800	-0.0123202	0	0.452568	0			0.465221	0
PF3D7_0304400	-0.0139529	0	-0.194049	0	0.460459	0	-0.17767	0
PF3D7_0608310	-0.032987	0	0.185429	0	-0.565142	0	0.0852642	0
PF3D7_0616200	-0.432128	0	-0.114539	0	-0.186518	0	0.760631	0
PF3D7_0804900	-0.455913	0	-0.408042	0	-0.363713	0	-0.146571	0
PF3D7_0320700	-0.000492096	0	0.0758311	0	0.0595996	0	-0.00522001	0
PF3D7_1429600	0.0540066	0	0.174779	0	-0.0987873	0		
PF3D7_0320900	-0.280553	0	0.983509	0	0.285855	0	0.403584	0
PF3D7_1004200	-0.277429	0	0.114904	0	0.162989	0	-0.58469	0
PF3D7_1149200	-0.285372	0	-0.119529	0	-0.179522	0		
PF3D7_0530900	-0.649509	0	-0.430609	0	0.246248	0		
PF3D7_0415200	1.08715	0	0.539278	0			0.521628	0
PF3D7_1466900	-0.728539	0	-0.620707	0	-0.293687	0	-0.909715	0
PF3D7_1303400	-0.106681	0	2.44491	1	1.10906	1	0.647802	0
PF3D7_1103700	-0.129111	0	-0.137704	0	0.300849	0	0.0778376	0
PF3D7_0610400	-0.437295	0	-0.393593	0	0.31972	0	-0.0427694	0
PF3D7_1332000	0.139932	0	-0.269045	0	-0.182094	0		
PF3D7_1438500	-0.0687307	0	0.802584	0	0.297268	0		
PF3D7_1025300	0.0991249	0	0.217697	0	-0.830151	0		
PF3D7_1346100	-0.318843	0	-0.0629908	0	0.30621	0		
PF3D7_1105300	-0.24327	0	-0.52351	0	-0.30275	0		
PF3D7_0729500	0.333253	0	0.731112	0	0.67932	0	0.510621	0
PF3D7_1333300	-0.284507	0	-0.580658	0	0.0277106	0	-0.0561269	0
PF3D7_1228400	0.628228	0	-0.319549	0				
PF3D7_1306200	0.0821285	0	0.303195	0	0.308515	0		
PF3D7_1362300	-0.0250098	0	-0.200612	0	-0.0682551	0		
PF3D7_0904800	0.0760142	0	0.0483932	0	-0.108929	0	0.58632	0
PF3D7_1357700	0.091795	0	-0.103059	0	-0.182189	0	0.047827	0
PF3D7_0306400	0.68215	0	0.0185547	0	-0.313396	0		
PF3D7_0930800	0.107928	0	-0.209824	0	-0.123644	0	-0.0919477	0
PF3D7_1326300	-0.0271982	0	0.544419	0	0.315281	0	0.21319	0
PF3D7_0318900	0.121069	0	0.352229	0	0.174917	0		
PF3D7_0112200	-0.208078	0	0.0461909	0	-0.0536264	0		
PF3D7_0807900	-0.112797	0	0.167828	0	0.0989253	0		
PF3D7_0721100	-0.364781	0	-0.334653	0	-0.201688	0		
PF3D7_0909800	-0.21061	0	-0.330699	0	-0.0471147	0	0.556235	0
PF3D7_1371800	-0.330618	0	0.108902	0	0.0961291	0		
PF3D7_1001400	-0.38699	0	-0.359928	0	-0.290058	0		
PF3D7_0410900	-0.0537885	0	-0.48082	0			0.412314	0
PF3D7_0508800	-0.325055	0	-0.335869	0	-0.166489	0		
PF3D7_0505200	-0.238942	0	0.872407	0	-0.0559711	0		
PF3D7_0204200	0.354508	0	0.943642	0	0.105935	0	-0.0266014	0
PF3D7_1467500	-0.954515	0	-0.733025	0	-0.267752	0	0.421942	0
PF3D7_1248200	-0.0594336	0	0.278615	0	-0.121488	0		
PF3D7_1107400	0.342985	0	-0.167246	0	-0.309958	0		
PF3D7_0415300	0.778955	0	1.85939	1	0.428221	0	0.334269	0
PF3D7_0923000	-0.0901076	0	0.349333	0	0.0121263	0	-0.134736	0
PF3D7_0933600	-0.0891101	0	-0.0250206	0	-0.272741	0		
PF3D7_1447700	0.899717	0	0.75942	0	0.336824	0		
PF3D7_0409500	1.1474	0	1.20306	0	0.606363	0		
PF3D7_0709700	0.35169	0	0.352981	0	-0.114772	0	0.115205	0
PF3D7_0924700	1.16508	0	-0.0600268	0			0.213288	0
PF3D7_1309200	-0.0556418	0	-0.0720692	0	0.0623309	0	-0.697562	0
PF3D7_1225800	-0.168766	0	-0.19471	0	-0.159742	0	0.0540341	0
PF3D7_1442700	2.29278	1						
PF3D7_0809500	1.54945	1	1.30333	0	0.65508	0		
PF3D7_0608500	-0.168135	0	0.200005	0	-0.430124	0	-0.177734	0
PF3D7_1471100	-0.171974	0	0.342318	0	-0.0857576	0	-0.0209269	0
PF3D7_0824400	-0.142927	0	-0.0319684	0	-0.0816352	0	-0.0866448	0
PF3D7_1439300	-0.138954	0	-0.0787443	0	-0.045063	0		
PF3D7_1111300	-0.169744	0	-0.420595	0	-0.194159	0		
PF3D7_1204300	-0.159151	0	-0.613136	0	-0.200312	0	-0.19182	0
PF3D7_1340700	-0.19286	0	-0.364735	0	-0.11276	0	-0.285701	0
PF3D7_1119300	0.159729	0	0.282829	0	0.174557	0	0.188109	0
PF3D7_1034400	1.50822	0	1.94239	0	1.32491	0		
PF3D7_1017000	1.54393	0					0.356429	0
PF3D7_0104500	1.60458	1	0.881449	0				
PF3D7_1205600	-0.344312	0	-0.225327	0	0.0877266	0	2.13273	1
PF3D7_0309500	0.220296	0	-0.0775928	0			-0.137685	0
PF3D7_1420400	-0.357243	0	-0.206317	0	-0.23902	0		
PF3D7_1239900	-0.357936	0	-0.177237	0	-0.086497	0		
PF3D7_0507600	-0.351492	0	-0.194471	0	0.251532	0	-0.974836	0
PF3D7_0218700	-0.353223	0	0.871508	0	0.664958	0	0.507805	0
PF3D7_1204100	1.91716	1						
PF3D7_0917000	1.43275	0	3.94135	1	1.50147	1	1.87126	1
PF3D7_1203400	1.39764	0						
PF3D7_1428900	1.37233	0	1.3738	0	0.382058	0	0.74304	0
PF3D7_1212400	1.48455	0	1.51914	0	0.112273	0	-0.441836	0
PF3D7_0925700	1.49588	0	0.251832	0				
PF3D7_0417300	-0.715717	0	-0.323783	0	-0.199832	0		
PF3D7_0924400	2.12028	0					0.416794	0
PF3D7_1339300	1.64801	1			0.129516	0		
PF3D7_1012600	1.82672	1	0.354989	0	-0.530201	0	0.150872	0
PF3D7_1368800	1.9057	1	0.0641753	0				
PF3D7_1410700	-0.137084	0	-0.290847	0	0.0194467	0	0.0773316	0
PF3D7_1466800	-0.139425	0	-0.209056	0	0.158285	0	0.127076	0
PF3D7_1129000	-0.170549	0	-0.0460402	0	-0.390959	0	-0.138893	0
PF3D7_1103600	-0.160987	0	0.456393	0	0.203426	0		
PF3D7_1241800	-0.161409	0	0.157156	0	0.169671	0		
PF3D7_0921600	1.99507	0	1.73179	0	2.54628	0		
PF3D7_0629500	-0.942324	0	-0.383027	0	-0.207947	0	-0.054922	0
PF3D7_1370300	-0.938986	0	-0.430382	0	-0.227924	0		
PF3D7_1403100	2.17532	1	3.63611	1	1.25897	0	1.92948	1
PF3D7_0301600	-1.24367	0	-0.888873	0	-0.246058	0	0.358487	0
PF3D7_1234900	-0.804578	0	-0.798271	0	-0.108522	0		
PF3D7_1442300	0.349454	0	1.99378	1				
PF3D7_0109000	-0.571327	0	-0.611515	0	-0.0877234	0	-0.293096	0
PF3D7_0113000	-0.574738	0	-0.209805	0	-0.199497	0		
PF3D7_1128900	-0.0591278	0	-0.657017	0	-0.102096	0		
PF3D7_1009400	-0.0777264	0	0.196883	0	0.157794	0		
PF3D7_1326600	0.853315	0	1.18547	0			-0.296645	0
PF3D7_0323500	0.887288	0					0.0840643	0
PF3D7_1134700	0.946779	0	0.855497	0			0.443969	0
PF3D7_1145200	0.98934	0						
PF3D7_0307100	-0.25673	0	-0.100918	0	-0.163436	0	-0.0541548	0
PF3D7_0810300	-0.251917	0	0.138475	0	0.049504	0	0.315252	0
PF3D7_1123400	-0.239293	0	-0.270494	0	-0.226682	0	-0.318744	0
PF3D7_1225200	-0.0723941	0	2.85383	1	1.06806	1	0.485601	0
PF3D7_1324700	-0.317251	0	0.30784	0	-0.104678	0	-0.216984	0
PF3D7_0727400	0.0974859	0	0.323264	0	0.335084	0	-0.198828	0
PF3D7_1237600	0.315959	0	0.47994	0	0.431447	0	-0.0820606	0
PF3D7_0316900	-0.328761	0	-0.129421	0	-0.115148	0		
PF3D7_1427600	-0.329897	0	-0.269414	0	0.0503699	0	-0.953125	0
PF3D7_1124900	-0.377388	0	-0.362438	0	-0.122098	0	-0.00594319	0
PF3D7_1238600	-0.361557	0	0.149909	0	-0.837873	0		
PF3D7_1450100	0.277245	0	0.193607	0	0.0174484	0	-0.882844	0
PF3D7_1343900	-0.208286	0	0.072162	0	0.142556	0	0.810004	0
PF3D7_0416800	-0.109791	0	-0.482258	0	-0.0579599	0	-0.279017	0
PF3D7_1457000	-0.032273	0	0.127366	0	0.725531	0	0.046806	0
PF3D7_1365700	-0.549474	0	1.60605	0	1.64193	0		
PF3D7_1457900	0.67419	0	0.314369	0	-0.774694	0	-0.353797	0
PF3D7_1008900	0.0940501	0	-0.0989278	0	-0.0770156	0		
PF3D7_1212500	0.0909716	0	0.251235	0	-0.0354462	0	0.168262	0
PF3D7_0621800	-0.294731	0	0.744928	0	-0.0599594	0	0.190166	0
PF3D7_0925800	-0.294914	0	-0.400954	0	-0.299969	0		
PF3D7_0904100	-0.289572	0	-0.0328903	0	-0.146558	0	-0.417663	0
PF3D7_0202200	-0.280387	0	0.234193	0	-0.190294	0		
PF3D7_0220100	-0.281164	0	-0.0939954	0	-0.145821	0		
PF3D7_1144900	-0.281898	0	-0.503089	0	-0.667302	0	-0.287547	0
PF3D7_1104100	-0.628017	0	-0.526606	0	-0.323423	0	-0.752122	0
PF3D7_0526200	-0.628852	0	-1.00969	0	0.0564658	0	-0.404942	0
PF3D7_1344200	1.01892	0			0.468585	0		
PF3D7_0617800	1.04896	0	0.274074	0	-0.0357615	0		
