gene_id	pvm_proximity_positive
TGME49_312220	0.0
TGME49_312280	0.0
TGME49_312380	0.0
TGME49_312420	1.0
TGME49_312480	0.0
TGME49_312530	0.0
TGME49_312622	0.0
TGME49_312630	0.0
TGME49_312990	0.0
TGME49_313010	0.0
TGME49_313100	0.0
TGME49_313190	0.0
TGME49_313230	0.0
TGME49_313240	0.0
TGME49_313290	0.0
TGME49_313310	0.0
TGME49_313400	0.0
TGME49_313410	0.0
TGME49_313440	1.0
TGME49_313560	0.0
TGME49_313580	0.0
TGME49_313830	0.0
TGME49_313860	0.0
TGME49_313980	0.0
TGME49_313990	0.0
TGME49_314000	0.0
TGME49_314090	0.0
TGME49_314100	0.0
TGME49_314295	0.0
TGME49_314410	0.0
TGME49_314422	0.0
TGME49_314740	0.0
TGME49_314780	0.0
TGME49_314790	0.0
TGME49_314810	0.0
TGME49_314820	0.0
TGME49_314830	0.0
TGME49_314900	0.0
TGME49_314970	0.0
TGME49_315140	0.0
TGME49_315250	0.0
TGME49_315670	0.0
TGME49_315690	0.0
TGME49_315720	0.0
TGME49_315740	0.0
TGME49_315760	0.0
TGME49_315770	0.0
TGME49_315860	0.0
TGME49_315930	0.0
TGME49_315980	0.0
TGME49_316200	0.0
TGME49_316230	0.0
TGME49_316250	1.0
TGME49_316300	0.0
TGME49_316310	0.0
TGME49_316340	0.0
TGME49_316520	0.0
TGME49_316540	0.0
TGME49_316660	0.0
TGME49_316680	0.0
TGME49_316730	0.0
TGME49_316900	0.0
TGME49_317720	0.0
TGME49_318140	0.0
TGME49_318150	0.0
TGME49_318160	0.0
TGME49_318230	0.0
TGME49_318260	0.0
TGME49_318310	0.0
TGME49_318320	0.0
TGME49_318410	0.0
TGME49_318430	0.0
TGME49_318440	0.0
TGME49_318460	0.0
TGME49_318510	0.0
TGME49_318580	0.0
TGME49_318590	0.0
TGME49_318620	0.0
TGME49_318690	0.0
TGME49_318710	0.0
TGME49_318720	0.0
TGME49_318730	0.0
TGME49_318750	0.0
TGME49_319340	1.0
TGME49_319530	0.0
TGME49_319550	0.0
TGME49_319570	0.0
TGME49_319850	0.0
TGME49_319870	0.0
TGME49_319950	0.0
TGME49_320000	0.0
TGME49_320020	0.0
TGME49_320050	0.0
TGME49_320100	0.0
TGME49_320110	0.0
TGME49_320140	0.0
TGME49_320210	0.0
TGME49_320220	0.0
TGME49_320300	0.0
TGME49_320450	0.0
TGME49_320480	0.0
TGME49_320588	0.0
TGME49_320640	0.0
TGME49_320670	0.0
TGME49_320700	0.0
TGME49_321400	0.0
TGME49_321420	0.0
TGME49_321440	0.0
TGME49_321500	0.0
TGME49_321620	0.0
TGME49_321630	0.0
TGME49_321660	0.0
TGME49_324600	0.0
