gene_id	gametocyte_proteome_log2	gametocyte_newly_made
PF3D7_1203200	15.54111981	0
PF3D7_1203300	13.9442118	0
PF3D7_1203400	14.36113733	0
PF3D7_1203500	16.93337177	1
PF3D7_1203700	21.37302549	0
PF3D7_1203900	20.15208427	1
PF3D7_1204000	14.11467773	0
PF3D7_1204300	18.11424731	0
PF3D7_1205000	11.89071141	0
PF3D7_1205100	13.47397627	0
PF3D7_1205300	12.99770404	0
PF3D7_1205500	16.12741538	0
PF3D7_1205600	22.60596293	0
PF3D7_1205700	17.17307524	1
PF3D7_1205900	14.9700055	1
PF3D7_1206100	19.17010844	1
PF3D7_1206200	16.77817554	0
PF3D7_1206400	14.24204768	0
PF3D7_1206500	13.56807487	0
PF3D7_1206600		1
PF3D7_1206700	15.62909285	0
PF3D7_1206800	16.07135901	0
PF3D7_1206900	17.7552049	0
PF3D7_1207800	12.92798902	0
PF3D7_1208300	17.75349752	0
PF3D7_1208600	17.03345168	0
PF3D7_1208900	15.62705313	0
PF3D7_1209200	16.35021406	0
PF3D7_1209400	13.84295592	0
PF3D7_1209500	15.11727107	0
PF3D7_1209700	14.92882985	1
PF3D7_1209900	13.79386067	0
PF3D7_1210100	15.15413509	0
PF3D7_1210300	13.97804901	1
PF3D7_1210600	14.21744531	0
PF3D7_1210700	12.71071031	0
PF3D7_1211400	18.56289454	0
PF3D7_1211700	19.22197646	0
PF3D7_1211800	21.5476141	0
PF3D7_1211900	17.44157985	0
PF3D7_1212000	18.05258574	1
PF3D7_1212300	13.64878448	0
PF3D7_1212400	15.12403243	0
PF3D7_1212500	16.41555913	0
PF3D7_1212600	13.66570602	0
PF3D7_1212700	16.14652492	0
PF3D7_1212800	16.52563244	1
PF3D7_1213200	13.71102879	0
PF3D7_1213600	16.46708329	1
PF3D7_1213700	17.49773491	0
PF3D7_1213800	18.83405229	0
PF3D7_1213900	14.92288168	1
PF3D7_1214100	13.13689662	0
PF3D7_1214700	13.65561271	0
PF3D7_1214800	16.40287161	1
PF3D7_1214900	14.73449794	1
PF3D7_1215000	19.3658155	1
PF3D7_1215100	13.92860473	0
PF3D7_1215300	19.81840482	1
PF3D7_1215400	14.15854395	1
PF3D7_1215500	15.11573594	0
PF3D7_1215600	12.29125705	0
PF3D7_1215700	13.28829703	0
PF3D7_1215800	17.44120158	0
PF3D7_1215900	17.16516544	1
PF3D7_1216200	17.59894179	0
PF3D7_1216300	16.44035877	0
PF3D7_1216500	23.06775503	0
PF3D7_1216700	16.2461078	0
PF3D7_1216900	13.91612205	1
PF3D7_1217100	13.15205821	0
PF3D7_1217900	17.21424954	0
PF3D7_1218200	12.27819873	0
PF3D7_1218400	13.19553728	0
PF3D7_1218500	16.26124162	1
PF3D7_1218600	18.50989353	0
PF3D7_1218800	18.27371973	0
PF3D7_1218900	15.57966557	1
PF3D7_1219100	15.95982237	1
PF3D7_1219600	15.46762784	1
PF3D7_1219700	13.98542097	0
PF3D7_1219900	17.1261667	0
PF3D7_1220000	17.77507867	0
PF3D7_1220900	12.33104662	0
PF3D7_1221600	15.19025552	1
PF3D7_1222100	17.16702279	1
PF3D7_1222300	22.21314418	0
PF3D7_1222700	19.39941423	0
PF3D7_1223100	17.16414092	0
PF3D7_1223400	15.85763845	1
PF3D7_1223700	18.29284584	0
PF3D7_1223800	15.19368705	0
PF3D7_1224300	18.14157333	0
PF3D7_1224500	19.52010133	1
PF3D7_1224900	13.36646793	0
PF3D7_1225200	13.38754169	0
PF3D7_1225800	19.40008585	0
PF3D7_1226100	17.135559	1
PF3D7_1226300	20.66879094	0
PF3D7_1226400	13.41825409	0
PF3D7_1226600	20.55138534	0
PF3D7_1226800	16.32840963	1
PF3D7_1226900	14.34220665	1
PF3D7_1227100	14.68890775	1
PF3D7_1227200	12.56230524	0
PF3D7_1227500	14.60133942	0
PF3D7_1228300	12.20639781	0
PF3D7_1228600	13.66303138	0
PF3D7_1228800	12.14077014	0
PF3D7_1229300	15.07054446	0
PF3D7_1229400	21.27750044	0
PF3D7_1229500	19.92605899	0
PF3D7_1229700	15.30033468	0
PF3D7_1229900	15.78860959	0
PF3D7_1230000	12.7513997	0
PF3D7_1230400	14.48516264	1
PF3D7_1230500	13.26736218	0
PF3D7_1230700	16.90810329	1
PF3D7_1231100	18.15292518	0
PF3D7_1231300	15.09876547	1
PF3D7_1231400	13.93265768	0
PF3D7_1231500	15.19453885	0
PF3D7_1231600	13.78415087	0
PF3D7_1232100	17.18306994	0
PF3D7_1232200	18.96023767	0
PF3D7_1232300	16.88291764	0
PF3D7_1232700	18.95035275	0
PF3D7_1233000	11.31142667	0
PF3D7_1233400	12.69284649	1
PF3D7_1233600	14.99647937	1
PF3D7_1233900	12.1894138	0
PF3D7_1234000	14.32657695	0
PF3D7_1234300	14.79899824	0
PF3D7_1234400	17.43976867	1
PF3D7_1234500	16.65199998	0
PF3D7_1234800	14.57950844	1
PF3D7_1234900	15.16068688	0
PF3D7_1235000	13.56927414	0
PF3D7_1235100	20.57163107	0
PF3D7_1235500	14.54588554	1
PF3D7_1235600	21.59056908	0
PF3D7_1235700	20.47264391	0
PF3D7_1235800	11.70816352	0
PF3D7_1235900	12.02697292	0
PF3D7_1236000	15.76411653	1
PF3D7_1236100	16.9479679	0
PF3D7_1236300	13.09477489	0
PF3D7_1236600	18.26454339	1
PF3D7_1236900	14.6755675	1
PF3D7_1237000	16.3832284	1
PF3D7_1237200	11.99476179	0
PF3D7_1237300	10.72596548	0
PF3D7_1237400	16.39143101	1
PF3D7_1237700	21.27991998	0
PF3D7_1237800	16.5377917	0
PF3D7_1237900	13.88640471	0
PF3D7_1238000	12.44809565	0
PF3D7_1238100	18.48947822	0
PF3D7_1238200	11.66057981	0
PF3D7_1238400	12.52687413	0
PF3D7_1238500	16.40006166	0
PF3D7_1238600	15.5058715	0
PF3D7_1238700	11.12216796	0
PF3D7_1238800	18.50744109	0
PF3D7_1239000	12.48809787	0
PF3D7_1239600	14.68163374	0
PF3D7_1239900	12.68133579	0
PF3D7_1240000	16.38260939	1
PF3D7_1240100	13.48530942	0
PF3D7_1241100	12.05491629	0
PF3D7_1241200	14.31674114	0
PF3D7_1241400	11.40013051	0
PF3D7_1241500	12.91103864	0
PF3D7_1241700	19.83799589	1
PF3D7_1241800		1
PF3D7_1241900	14.4418354	1
PF3D7_1242000	12.46695589	0
PF3D7_1242300	15.53384173	0
PF3D7_1242400	14.09675907	0
PF3D7_1242700	18.45090247	0
PF3D7_1242800	18.61005038	0
PF3D7_1243000	13.85804253	0
PF3D7_1243500	15.61534131	0
PF3D7_1243600	18.19010759	1
PF3D7_1243700	14.24582997	0
PF3D7_1244100	15.10943348	0
PF3D7_1244200	12.61568864	0
PF3D7_1244600	19.4851342	0
PF3D7_1244800	13.35892266	0
PF3D7_1245000	15.82457677	1
PF3D7_1245100	15.39935025	0
PF3D7_1245300	13.92569042	0
PF3D7_1245600	15.44289491	0
PF3D7_1246000	12.87469644	0
PF3D7_1246200	22.62922676	0
PF3D7_1246400	15.6320599	0
PF3D7_1246700	14.38215341	0
PF3D7_1246800	16.73696119	1
PF3D7_1247400	18.95127902	1
PF3D7_1247500	13.2713322	0
PF3D7_1247800	16.59013087	0
PF3D7_1248300	16.44031659	0
PF3D7_1248500		1
PF3D7_1248600	14.6279404	0
PF3D7_1248700	13.44824926	1
PF3D7_1248900	17.91602911	0
PF3D7_1249100	14.40908371	1
PF3D7_1249500	12.40553507	0
PF3D7_1249800	13.34318248	0
PF3D7_1250100	22.25357649	0
PF3D7_1250200	13.20776578	0
PF3D7_1250300	17.26155016	0
PF3D7_1250600	13.45288041	0
PF3D7_1250700	14.75017833	0
PF3D7_1251000	18.04443325	1
PF3D7_1251300	18.84266646	0
PF3D7_1251400	13.82470024	0
PF3D7_1252100	12.87418539	0
PF3D7_1252500	11.12145581	0
PF3D7_1253000	17.17966616	1
PF3D7_1301700	12.74880782	0
PF3D7_1302000	13.38064053	0
PF3D7_1302100	23.16338085	0
PF3D7_1302200	13.83622134	0
PF3D7_1302600	13.04518288	0
PF3D7_1302800	18.70876845	0
PF3D7_1303000	18.56084529	0
PF3D7_1303100	16.39288757	0
PF3D7_1303200	16.82366578	0
PF3D7_1303500	13.8956731	0
PF3D7_1303700	13.6889387	0
PF3D7_1303800	16.82743368	0
PF3D7_1303900	15.16967582	0
PF3D7_1304000	14.18268144	0
PF3D7_1304100	19.72168277	0
PF3D7_1304300	13.64731601	0
PF3D7_1304400	16.22988216	1
PF3D7_1304500	20.86791818	0
PF3D7_1304900	13.05050793	1
PF3D7_1305000	13.30099692	0
PF3D7_1305300	15.60059921	0
PF3D7_1305400	13.36851783	0
PF3D7_1305500	13.175051	0
PF3D7_1306200	15.49243114	0
PF3D7_1306400	18.22164219	0
PF3D7_1306600	18.26846281	0
PF3D7_1306700	13.64924944	0
PF3D7_1306800	12.32024397	0
PF3D7_1306900	14.94836723	0
PF3D7_1307000	15.34981221	0
PF3D7_1307200	12.25966579	0
PF3D7_1307400	15.50530812	0
PF3D7_1307700	13.69424542	0
PF3D7_1308000	14.59043501	1
PF3D7_1308100	15.2811899	1
PF3D7_1308200	15.06540632	1
PF3D7_1308300	17.17540011	1
PF3D7_1308500	15.4230174	1
PF3D7_1308700	10.06399001	0
PF3D7_1308900	11.74941415	0
PF3D7_1309000	14.20369466	1
PF3D7_1309100	17.92420747	0
PF3D7_1309300	14.45177134	0
PF3D7_1309700	13.39760512	0
PF3D7_1310000	16.59428815	1
PF3D7_1310300	15.6873365	1
PF3D7_1310500	16.26441267	1
PF3D7_1310600	20.88957972	1
PF3D7_1310800	15.85677322	0
PF3D7_1311000	13.80511575	0
PF3D7_1311100	18.2018559	1
PF3D7_1311200	14.59461425	0
PF3D7_1311300	18.2649404	1
PF3D7_1311400	15.97818833	1
PF3D7_1311500	19.45747507	0
PF3D7_1311700	15.36632108	0
PF3D7_1311800	21.1511326	0
PF3D7_1311900	21.19895854	0
PF3D7_1312600	19.80932695	0
PF3D7_1312900	15.90722791	0
PF3D7_1313000	16.51893228	1
PF3D7_1313200	12.84629742	0
PF3D7_1313700	15.01191588	1
PF3D7_1313800	13.46712746	0
PF3D7_1313900	13.77292622	0
PF3D7_1314000	15.15001564	0
PF3D7_1314100	16.26532996	1
PF3D7_1314400	16.61471895	0
PF3D7_1314500	16.97887056	1
PF3D7_1314600	13.58605397	0
PF3D7_1314700	14.06200396	0
PF3D7_1314800	14.36164227	0
PF3D7_1314900	14.29504425	0
PF3D7_1315000	15.32105902	0
PF3D7_1315100	15.86697622	1
PF3D7_1315400	14.47845154	0
PF3D7_1315500	14.22430572	0
PF3D7_1315600	10.54109565	1
PF3D7_1315700	13.0418502	0
PF3D7_1315900	16.73922684	1
PF3D7_1316100	13.05491064	0
PF3D7_1316400	13.0881649	0
PF3D7_1316500	13.11873618	0
PF3D7_1316600	14.05138173	0
PF3D7_1316800	13.75264198	0
PF3D7_1317000	14.67560609	0
PF3D7_1317100	18.54440102	0
PF3D7_1317400	14.64401773	1
PF3D7_1317800	17.7944899	1
PF3D7_1318100	12.22374431	0
PF3D7_1318300	13.50368083	0
PF3D7_1318400	16.7399076	1
PF3D7_1318800	17.55401419	1
PF3D7_1319000	14.62658553	0
PF3D7_1319100	14.38549171	0
PF3D7_1319200	13.12436583	0
PF3D7_1319300	13.70987719	0
PF3D7_1319400	16.94207918	0
PF3D7_1319700	14.62450229	0
PF3D7_1319800	16.52943411	0
PF3D7_1319900	15.84847868	1
PF3D7_1320000	14.34879269	0
PF3D7_1320500	12.95284982	0
PF3D7_1320600	20.87641952	0
PF3D7_1320800	17.86000181	1
PF3D7_1320900	15.74449488	0
PF3D7_1321700	13.75273953	0
PF3D7_1321800	13.77581601	0
PF3D7_1322000	16.66255017	1
PF3D7_1322200	15.06538247	1
PF3D7_1322300	15.64547831	0
PF3D7_1322500	12.92488981	0
PF3D7_1322800	15.38631048	0
PF3D7_1322900	13.85905264	0
PF3D7_1323100	19.09289217	0
PF3D7_1323200	20.09707537	1
PF3D7_1323400	15.71194654	0
PF3D7_1323500	12.93494214	0
PF3D7_1323600	13.78673588	0
PF3D7_1323700	15.8185697	1
PF3D7_1323900	14.67647502	0
PF3D7_1324400	15.27012131	0
PF3D7_1324500	12.82823898	0
PF3D7_1324600	15.98579377	0
PF3D7_1324700	16.9321263	1
PF3D7_1324800	16.84427014	1
PF3D7_1324900	22.85337682	0
PF3D7_1325000	17.57283836	0
PF3D7_1325100	17.20681088	1
PF3D7_1325200	23.19212874	0
PF3D7_1325300	16.92805952	0
PF3D7_1326000	17.83094634	1
PF3D7_1326100	15.34187899	1
PF3D7_1326200	13.64970527	0
PF3D7_1326300	13.82299896	0
PF3D7_1326400	13.72108851	0
PF3D7_1326500	14.73902461	1
PF3D7_1326900	12.0131633	0
PF3D7_1327000	16.60501645	0
PF3D7_1327100	14.26472847	0
PF3D7_1327300	15.08488311	1
PF3D7_1327600	16.23718568	0
PF3D7_1327700	11.49507052	0
PF3D7_1327800	14.37898343	1
PF3D7_1327900	14.48777515	0
PF3D7_1328000	15.7171382	0
PF3D7_1328100	17.77986467	1
PF3D7_1328300	16.98316063	0
PF3D7_1328400	15.18158841	0
PF3D7_1328500	15.31994491	0
PF3D7_1328600	13.03773797	0
PF3D7_1328800	16.57707079	1
PF3D7_1328900	15.53852139	1
PF3D7_1329000	13.83128745	0
PF3D7_1329100	14.60593473	1
PF3D7_1329200	16.19317881	0
PF3D7_1329300	16.24264939	1
PF3D7_1329400	13.01211119	0
PF3D7_1330000	18.81961883	1
PF3D7_1330300	12.45940259	0
PF3D7_1330400	15.77871885	0
PF3D7_1330500	13.28921585	0
PF3D7_1330600	16.8952163	1
PF3D7_1330700	13.32739171	0
PF3D7_1330800	13.30340642	0
PF3D7_1331300	14.93364763	0
PF3D7_1331600	14.61956088	0
PF3D7_1331700	18.55756467	0
PF3D7_1331800	14.18982971	1
PF3D7_1332000	15.36528809	0
PF3D7_1332300	15.17458504	0
PF3D7_1332600	14.08202426	0
PF3D7_1332800	16.46224237	1
PF3D7_1332900	19.71350231	0
PF3D7_1333000	18.54580537	1
PF3D7_1333300	17.66983316	0
PF3D7_1333400	18.9460248	1
PF3D7_1333800	14.88822795	0
PF3D7_1334100	14.22307909	0
PF3D7_1334200	17.14061678	1
PF3D7_1334700	14.2903789	0
PF3D7_1335500	16.54505144	0
PF3D7_1335700	13.41428884	0
PF3D7_1336300	11.98919815	0
PF3D7_1336400	14.6962431	0
PF3D7_1336800	17.36494683	1
PF3D7_1336900	18.15423137	1
PF3D7_1337000	14.56900706	0
PF3D7_1337300	13.81790301	0
PF3D7_1337500	14.15867543	1
PF3D7_1338100	18.50536059	0
PF3D7_1338200	17.7803817	0
PF3D7_1338300	20.39712518	0
PF3D7_1338400	12.74115586	0
PF3D7_1338500	13.19512148	0
PF3D7_1338700	10.87974405	0
PF3D7_1338900	15.58007107	1
PF3D7_1339000	14.84175597	0
PF3D7_1339400	16.0507124	0
PF3D7_1339600	11.84128522	0
PF3D7_1339800	15.05174566	0
PF3D7_1339900	14.07783103	0
PF3D7_1340500	13.87623554	1
PF3D7_1340600	16.04724109	1
PF3D7_1340700	17.87929606	0
PF3D7_1340800	15.56446213	0
PF3D7_1340900	15.9038842	1
PF3D7_1341200	19.83117527	0
PF3D7_1341300	18.437985	1
PF3D7_1341900	18.8045218	0
PF3D7_1342000	19.48573171	0
PF3D7_1342100	18.69519657	0
PF3D7_1342300	13.56349978	0
PF3D7_1342400	15.43590787	0
PF3D7_1342600	14.3489425	0
PF3D7_1342700	11.1487922	0
PF3D7_1342800	15.49982721	1
PF3D7_1343000	18.58707672	1
PF3D7_1343300	15.27750294	1
PF3D7_1343400	15.33516236	0
PF3D7_1343700	15.69885024	0
PF3D7_1343800	10.76629286	0
PF3D7_1343900	15.20171681	1
PF3D7_1344100	17.15739299	1
PF3D7_1344200	19.46190505	0
PF3D7_1344700	11.59212373	0
PF3D7_1344800	16.52788218	1
PF3D7_1344900	16.30595663	1
PF3D7_1345100	13.64317601	0
PF3D7_1345200	14.12482137	0
PF3D7_1345300	15.7448426	0
PF3D7_1345400	14.25568513	0
PF3D7_1345700	18.68772423	0
PF3D7_1345800	15.40683943	0
PF3D7_1345900	13.13541003	0
PF3D7_1346000	14.69457372	1
PF3D7_1346100	18.21333684	0
PF3D7_1346200	16.62781551	0
PF3D7_1346300	17.34484491	1
PF3D7_1346400	15.27944252	0
PF3D7_1346600	15.40922739	0
PF3D7_1346700	21.98431484	0
PF3D7_1346800	18.75031662	0
PF3D7_1347000	16.48487323	1
PF3D7_1347200	15.0492317	0
PF3D7_1347400	13.73284931	0
PF3D7_1347500	20.09298334	0
PF3D7_1347700	17.48024587	0
PF3D7_1347900	11.65221011	0
PF3D7_1348000	14.38621279	0
PF3D7_1348300	13.48492357	0
PF3D7_1348500	13.3426877	0
PF3D7_1348700	17.98588455	0
PF3D7_1348800	16.82385234	1
PF3D7_1348900	14.93308664	0
PF3D7_1349000	15.34000886	1
PF3D7_1349100	19.01106888	0
PF3D7_1349200	19.60151994	0
PF3D7_1349300	13.53841934	1
PF3D7_1349500	14.12949769	0
PF3D7_1349600	12.79463179	0
PF3D7_1349800	13.71658728	0
PF3D7_1350100	19.96695318	0
PF3D7_1350200	17.7433114	0
PF3D7_1350500	12.74488708	0
PF3D7_1351000	12.15306324	0
PF3D7_1351100	18.04079628	1
PF3D7_1351400	17.74305056	0
PF3D7_1351600	17.47525845	0
PF3D7_1352100	12.18176309	0
PF3D7_1352400	12.33300809	0
PF3D7_1352500	20.52120104	0
PF3D7_1352700	13.75819198	0
PF3D7_1352800	15.3197415	1
PF3D7_1353100	13.40159687	0
PF3D7_1353500	17.04654853	0
PF3D7_1353600	17.63331219	0
PF3D7_1353700	14.90616875	0
PF3D7_1353800	18.77408245	0
PF3D7_1353900	19.73536651	0
PF3D7_1354200	16.65945105	1
PF3D7_1354400	19.71655937	0
PF3D7_1354500	18.4118985	1
PF3D7_1354600	12.06766628	0
PF3D7_1354900	13.49457645	0
PF3D7_1355100	19.01928757	0
PF3D7_1355500	18.68386387	0
PF3D7_1355600	15.21142952	0
PF3D7_1355700	13.71805475	0
PF3D7_1355800	14.33685984	0
PF3D7_1355900	13.54825679	0
PF3D7_1356100	12.33042862	0
PF3D7_1356200	14.65881583	0
PF3D7_1356300	19.03151814	1
PF3D7_1356400	13.30568131	0
PF3D7_1356900	14.66135502	1
PF3D7_1357000	22.80201418	0
PF3D7_1357200	14.01353496	0
PF3D7_1357300	14.63703047	0
PF3D7_1357500	14.36193235	0
PF3D7_1357800	21.1151927	0
PF3D7_1357900	18.86658368	1
PF3D7_1358000	13.61098636	0
PF3D7_1358200	12.83315694	0
PF3D7_1358400	17.01517182	0
PF3D7_1358500	11.91410479	0
PF3D7_1358700	19.73940431	0
PF3D7_1358800	19.23079134	0
PF3D7_1358900	15.48739101	1
PF3D7_1359100	14.49508677	1
PF3D7_1359200	14.56946997	0
PF3D7_1359300	16.58512882	1
PF3D7_1359400	17.66444497	0
PF3D7_1359500	13.38679658	0
PF3D7_1360000	17.69786802	0
PF3D7_1360100	13.62771246	0
PF3D7_1360200	16.91687857	1
PF3D7_1360400	11.84524174	0
PF3D7_1360500	13.38692633	0
PF3D7_1360700	13.50016966	0
PF3D7_1360800	20.37780715	0
PF3D7_1360900	17.1256758	1
PF3D7_1361000	16.86789003	0
PF3D7_1361100	17.76044491	0
PF3D7_1361400	19.18318466	1
PF3D7_1361600	15.34650912	1
PF3D7_1361700	15.79286653	0
PF3D7_1361800	15.82883729	1
PF3D7_1361900	22.01458332	0
PF3D7_1362000	17.28176103	1
PF3D7_1362200	17.21836457	1
PF3D7_1362300	15.79303001	0
PF3D7_1362800	13.84124983	0
PF3D7_1363100	13.30818637	0
PF3D7_1363200	15.41562955	0
PF3D7_1363400	17.01971017	0
PF3D7_1363500	13.83925301	0
PF3D7_1363800	12.57774509	0
PF3D7_1364000	12.84192792	0
PF3D7_1364500	14.41306372	1
PF3D7_1364800	15.21549508	1
PF3D7_1365400	12.6429437	0
PF3D7_1365500	17.39912769	1
PF3D7_1365600	15.72162169	0
PF3D7_1365700	18.4304825	1
PF3D7_1366000	14.97855257	1
PF3D7_1366400	15.33343724	1
PF3D7_1366500	21.14310623	0
PF3D7_1366600	16.45147408	1
PF3D7_1366800	14.71392882	0
PF3D7_1366900	16.61015398	0
PF3D7_1367000	15.85516859	1
PF3D7_1367100	12.94414712	0
PF3D7_1367200	14.47027968	0
PF3D7_1367600	14.14189958	0
PF3D7_1367700	18.22216126	1
PF3D7_1368100	18.15338215	1
PF3D7_1368200	15.86781363	1
PF3D7_1368600	18.65305731	0
PF3D7_1368800	13.09699126	0
PF3D7_1368900	15.97373548	0
PF3D7_1369000	14.82078893	0
PF3D7_1369400	14.95809803	0
PF3D7_1369500	13.23860328	0
PF3D7_1369700	15.8780589	0
PF3D7_1370300	16.77654098	0
PF3D7_1372100	10.70929064	0
PF3D7_1401300	14.66564311	0
PF3D7_1401400	13.13376889	0
PF3D7_1401600	12.2940195	0
PF3D7_1401800	16.82665606	1
PF3D7_1401900	13.51988602	0
PF3D7_1402000	14.56825304	1
PF3D7_1402200	17.58794595	0
PF3D7_1402300	17.03448017	0
PF3D7_1402400	12.65127896	0
PF3D7_1403000	14.85169212	0
PF3D7_1403100	13.539801	0
PF3D7_1403400	15.24724763	0
PF3D7_1403500	13.21110246	0
PF3D7_1403600	14.9656866	0
PF3D7_1403700	16.87380455	0
PF3D7_1403800	13.30844996	0
PF3D7_1403900	20.28503114	1
PF3D7_1404000	14.220935	0
PF3D7_1404100	18.62938864	1
PF3D7_1404200	16.57002812	1
PF3D7_1404900	16.52803689	0
PF3D7_1405000	13.22008605	0
PF3D7_1405100	11.12003911	0
PF3D7_1405200	15.00644297	0
PF3D7_1405500	13.23164021	0
PF3D7_1405600	20.27077818	0
PF3D7_1405700	15.0220282	1
PF3D7_1405900	13.96490337	0
PF3D7_1406000	14.87315249	0
PF3D7_1406100	14.62832022	0
PF3D7_1406200	13.49052709	0
PF3D7_1406300	15.06857817	1
PF3D7_1406500	13.33647774	0
PF3D7_1406700	16.91183278	1
PF3D7_1406800		1
PF3D7_1407000	20.2812924	0
PF3D7_1407100	17.58867072	1
PF3D7_1407200	15.39231183	0
PF3D7_1407500	17.07291416	0
PF3D7_1407700	14.66351548	0
PF3D7_1407800	21.14019195	0
PF3D7_1407900	19.85860433	1
PF3D7_1408000	18.97883985	1
PF3D7_1408100	20.50012932	1
PF3D7_1408400	15.3521814	0
PF3D7_1408500	14.452904	0
PF3D7_1408600	19.24198237	0
PF3D7_1408700	15.09623335	0
PF3D7_1408800	16.01523209	0
PF3D7_1408900	12.38134647	0
PF3D7_1409000	14.49708256	0
PF3D7_1409200	15.64748185	0
PF3D7_1409300	16.09141748	1
PF3D7_1409400	15.85078263	0
PF3D7_1409600	14.18726958	0
PF3D7_1409800	17.7573466	0
PF3D7_1409900	13.79255647	0
PF3D7_1410000	17.23056152	1
PF3D7_1410100	13.15327598	0
PF3D7_1410200	17.37695345	0
PF3D7_1410300	14.12374152	0
PF3D7_1410400	15.56365509	0
PF3D7_1410600	18.2798161	1
PF3D7_1410700	15.72136091	1
PF3D7_1410800	16.27724865	0
PF3D7_1411100	13.0057105	0
PF3D7_1411200	12.56464372	0
PF3D7_1411300	12.57823272	0
PF3D7_1412100	14.92480787	1
PF3D7_1412200	15.62866957	0
PF3D7_1412300	19.50912356	1
PF3D7_1412500	19.69311597	0
PF3D7_1412600	15.62621191	1
PF3D7_1412700	14.87349218	0
PF3D7_1412800	16.60668329	0
PF3D7_1412900	14.55113346	0
PF3D7_1413000	16.9025235	0
PF3D7_1413200	15.67960288	1
PF3D7_1413300	15.13065234	0
PF3D7_1413500	12.72705324	0
PF3D7_1413900	15.95893252	1
PF3D7_1414000	17.57922999	1
PF3D7_1414300	14.83076607	0
PF3D7_1414400	19.31781299	0
PF3D7_1414600	13.43749634	0
PF3D7_1414800	17.11196429	1
PF3D7_1414900	13.77651185	0
PF3D7_1415000	15.00517276	0
PF3D7_1415200	13.54641059	0
PF3D7_1415300	14.10893821	0
PF3D7_1415400	14.46836737	0
PF3D7_1415500	12.34752079	0
PF3D7_1415700	13.37652201	0
PF3D7_1416000	15.31381128	0
PF3D7_1416100	17.08397787	1
PF3D7_1416400	15.02165236	1
PF3D7_1416500	20.25586459	0
PF3D7_1416900	20.09268661	1
PF3D7_1417100	12.76396824	0
PF3D7_1417200	13.2643517	1
PF3D7_1417500	16.8827505	1
PF3D7_1417800	19.66521561	0
PF3D7_1417900	17.44674409	0
PF3D7_1418000	16.28234098	1
PF3D7_1418200	15.06973086	0
PF3D7_1419200	13.88869886	0
PF3D7_1419300	17.81402329	1
PF3D7_1419700	17.00927462	0
PF3D7_1419800	16.59341106	0
PF3D7_1420000	12.6497569	0
PF3D7_1420200	15.36768662	0
PF3D7_1420300	12.99613155	1
PF3D7_1420400	17.36235482	0
PF3D7_1420700	15.43570932	1
PF3D7_1420800	12.39179403	0
PF3D7_1420900	18.91286693	0
PF3D7_1421000	15.07685178	0
PF3D7_1421100	15.39448837	1
PF3D7_1421200	19.5370629	0
PF3D7_1421300	13.79382681	1
PF3D7_1421400	11.25651929	0
PF3D7_1421500	14.36588041	0
PF3D7_1422300	12.23838682	0
PF3D7_1422500	14.17110902	0
PF3D7_1422600	14.47619138	0
PF3D7_1422700	13.39840524	0
PF3D7_1422800	11.10399587	0
PF3D7_1423300	15.59050128	1
PF3D7_1423700	14.53375354	1
PF3D7_1424100	19.16021859	0
PF3D7_1424400	18.56990999	0
PF3D7_1425200	15.89953788	0
PF3D7_1425500	13.36870561	0
PF3D7_1425600	12.55816398	0
PF3D7_1425700	17.49611779	0
PF3D7_1425900	15.05971624	0
PF3D7_1426000	17.36553359	0
PF3D7_1426100	19.45005335	1
PF3D7_1426200	16.72601499	1
PF3D7_1426300	16.0960329	1
PF3D7_1426400	12.08000248	0
PF3D7_1426500	20.1599091	0
PF3D7_1426700	17.68466873	0
PF3D7_1426800	13.93485494	0
PF3D7_1427500	14.37970777	0
PF3D7_1427600	13.87520859	0
PF3D7_1427800	15.34236061	0
PF3D7_1427900	22.07460383	0
PF3D7_1428000	13.83597275	0
PF3D7_1428300	19.43867884	0
PF3D7_1428800	16.48090009	1
PF3D7_1429000	15.59864962	0
PF3D7_1429500	13.67422685	0
PF3D7_1429600	16.99844352	1
PF3D7_1429800	17.21429066	1
PF3D7_1430100	17.90831834	1
PF3D7_1430200	14.0633698	0
PF3D7_1430300	16.28471026	0
PF3D7_1430500	13.80451424	0
PF3D7_1430700	13.74406296	0
PF3D7_1430800	16.53350667	1
PF3D7_1430900	16.30284833	1
PF3D7_1431100	18.74557585	0
PF3D7_1431600	18.01725427	0
PF3D7_1431700	17.97111877	0
PF3D7_1431900	11.10458237	0
PF3D7_1432100	18.81434568	1
PF3D7_1432300	14.13161853	1
PF3D7_1432400	16.11218902	1
PF3D7_1432500	12.58524347	0
PF3D7_1432700	17.87466923	1
PF3D7_1432800	13.69152908	1
PF3D7_1433200	11.83955221	0
PF3D7_1433500	16.66601591	0
PF3D7_1434000	15.85283752	0
PF3D7_1434100	13.65032253	0
PF3D7_1434200	21.03108597	0
PF3D7_1434300	20.47707902	0
PF3D7_1434600	16.03348896	1
PF3D7_1434700	13.57625364	0
PF3D7_1434800	18.03947244	0
PF3D7_1435000	16.09236349	0
PF3D7_1435100	16.55242244	1
PF3D7_1435300	16.37264178	1
PF3D7_1435400	16.13621347	1
PF3D7_1435500	14.80656473	0
PF3D7_1435700	14.94595281	1
PF3D7_1436000	21.51809955	0
PF3D7_1436300	15.56552062	1
PF3D7_1436600	16.11302585	0
