gene_id	gametocyte_proteome_log2	gametocyte_newly_made
PF3D7_0730400	14.85190354	1
PF3D7_0730800	14.45511313	0
PF3D7_0730900	15.90011128	1
PF3D7_0731100	15.71028448	0
PF3D7_0731600	13.65419593	0
PF3D7_0731800	16.61112857	1
PF3D7_0801000	14.48453552	0
PF3D7_0801300	14.6612084	0
PF3D7_0801400	12.54559841	1
PF3D7_0801600	14.1959053	1
PF3D7_0801800	16.39039234	0
PF3D7_0802000	15.59211926	0
PF3D7_0802200	20.02748669	0
PF3D7_0802700	13.23535759	0
PF3D7_0802800	18.17921744	0
PF3D7_0802900	14.74561481	1
PF3D7_0803500	12.86124009	0
PF3D7_0803600		1
PF3D7_0803700	15.64931981	1
PF3D7_0803800	19.12705308	0
PF3D7_0804500	14.18414699	1
PF3D7_0804800	13.85425155	0
PF3D7_0804900	15.12976866	1
PF3D7_0805000	16.21744658	0
PF3D7_0805200	12.84358938	0
PF3D7_0806200	15.91629625	1
PF3D7_0806300	13.92994568	0
PF3D7_0806500	15.81971924	1
PF3D7_0806800	18.56669576	0
PF3D7_0807000	14.16360251	0
PF3D7_0807200	14.1837956	0
PF3D7_0807300	19.08951341	0
PF3D7_0807500	19.39242434	0
PF3D7_0807600	12.96215435	0
PF3D7_0807800	18.23907637	0
PF3D7_0807900	19.20040056	0
PF3D7_0808100	12.46903463	0
PF3D7_0808200	17.11014342	1
PF3D7_0808300	17.34952889	1
PF3D7_0808400	16.90136975	1
PF3D7_0808450	16.26951938	0
PF3D7_0809250	14.55519025	0
PF3D7_0809700	15.86087197	0
PF3D7_0810000	16.03879185	1
PF3D7_0810200	16.55177434	0
PF3D7_0810300	17.14263228	0
PF3D7_0810500	15.7682972	1
PF3D7_0810600	19.29614399	0
PF3D7_0810700	14.61104401	0
PF3D7_0810800	14.26813502	1
PF3D7_0811000	16.52800941	0
PF3D7_0811100	13.798951	0
PF3D7_0811200	17.25244061	1
PF3D7_0811400	16.83846942	0
PF3D7_0811500	13.86979945	0
PF3D7_0811600	15.15714953	0
PF3D7_0812100	16.61659192	1
PF3D7_0812400	18.51071009	0
PF3D7_0812500	13.82140529	0
PF3D7_0812600	17.36744604	1
PF3D7_0812700	12.60298722	0
PF3D7_0813000	12.71193041	0
PF3D7_0813100	14.57435897	1
PF3D7_0813200	16.11734278	1
PF3D7_0813300	18.14738051	1
PF3D7_0813400	15.10338754	1
PF3D7_0813500	14.87413767	0
PF3D7_0813600	13.06769932	0
PF3D7_0813900	18.64359317	0
PF3D7_0814000	18.160377	1
PF3D7_0814200	21.16818772	0
PF3D7_0814300	13.9346154	0
PF3D7_0814400	11.75784	0
PF3D7_0814900	20.56604103	1
PF3D7_0815200	17.94650654	1
PF3D7_0815300	13.00051415	0
PF3D7_0815400	16.75779365	0
PF3D7_0815600	16.10713737	1
PF3D7_0816100	16.58573473	0
PF3D7_0816200	15.79449371	1
PF3D7_0816300	13.73242185	0
PF3D7_0816400	17.61255658	1
PF3D7_0816600	15.58382027	1
PF3D7_0816900	16.41376674	1
PF3D7_0817200	11.1533388	0
PF3D7_0817500	19.91999465	1
PF3D7_0817800	13.41945989	0
PF3D7_0817900	17.90631715	0
PF3D7_0818200	22.85978538	0
PF3D7_0818500	16.58887564	1
PF3D7_0818600	10.50921748	0
PF3D7_0818700	16.50793449	1
PF3D7_0818900	22.66702793	0
PF3D7_0819500	15.36882018	0
PF3D7_0819600	17.78066578	0
PF3D7_0819800	14.29582154	0
PF3D7_0819900	15.80045758	1
PF3D7_0820200	15.57869602	0
PF3D7_0820500	14.48856614	1
PF3D7_0820600	12.92307426	0
PF3D7_0820700	17.58249485	0
PF3D7_0821000	14.43776507	0
PF3D7_0821200	13.06090642	0
PF3D7_0821300	15.05565385	0
PF3D7_0821400	16.54519124	0
PF3D7_0821600	14.27243053	0
PF3D7_0821700	18.6639715	0
PF3D7_0821800	18.66368318	0
PF3D7_0822100	12.61478805	0
PF3D7_0822300	16.21053057	0
PF3D7_0822400	14.28568638	0
PF3D7_0822500	18.74707842	0
PF3D7_0822600	17.68797477	0
PF3D7_0822800	14.4427945	0
PF3D7_0823100	15.6688776	0
PF3D7_0823200	16.3309548	1
PF3D7_0823300	13.46574622	0
PF3D7_0823800	16.65520972	1
PF3D7_0823900	17.7036693	0
PF3D7_0824200	15.27422768	0
PF3D7_0824400	13.75464397	0
PF3D7_0824600	16.98693824	1
PF3D7_0825400	16.9973449	0
PF3D7_0825500	12.38319127	0
PF3D7_0825900	17.82990025	0
PF3D7_0826100	15.53660238	1
PF3D7_0826500	16.51983586	1
PF3D7_0826700	20.05464318	0
PF3D7_0827900	22.58103764	0
PF3D7_0828000	13.0106767	1
PF3D7_0828300	13.12936191	0
PF3D7_0828500	14.0086037	1
PF3D7_0828700	12.71704375	0
PF3D7_0828800	17.3440011	0
PF3D7_0828900	17.00851251	1
PF3D7_0829000	13.95997779	0
PF3D7_0829100	14.35902657	0
PF3D7_0829200	18.84672485	1
PF3D7_0829300	15.09448324	1
PF3D7_0829600	20.10622042	0
PF3D7_0830300	13.68220457	0
PF3D7_0831000	12.70503546	0
PF3D7_0831200	14.15098482	0
PF3D7_0831300	15.80858884	1
PF3D7_0831700	17.21978615	1
PF3D7_0902200	13.75522838	0
PF3D7_0903000	13.01770273	0
PF3D7_0903100	17.20693803	0
PF3D7_0903200	20.33241614	0
PF3D7_0903400	16.28253826	1
PF3D7_0903500	12.61135069	0
PF3D7_0903600	15.7176086	0
PF3D7_0903700	20.58977548	0
PF3D7_0903900	19.06949435	0
PF3D7_0904000	17.92307209	0
PF3D7_0904100	14.34113192	1
PF3D7_0904200	12.99551985	0
PF3D7_0904400	19.26340294	1
PF3D7_0904500	17.99382294	0
PF3D7_0904600	14.22606091	1
PF3D7_0904700	14.44549342	0
PF3D7_0904800	20.30488454	0
PF3D7_0904900	14.36420079	0
PF3D7_0905000	16.40144232	0
PF3D7_0905100	12.34382048	0
PF3D7_0905300	17.13461015	1
PF3D7_0905400	14.34249141	0
PF3D7_0905600	13.05281878	0
PF3D7_0905700	13.32525579	0
PF3D7_0905800	10.75609203	0
PF3D7_0905900	16.82736752	1
PF3D7_0906100	16.38176712	1
PF3D7_0906300	13.62386625	0
PF3D7_0906400	17.22011692	1
PF3D7_0906500	16.54512637	1
PF3D7_0906910	13.78457351	0
PF3D7_0907200	13.18607606	0
PF3D7_0907300	13.82446822	0
PF3D7_0907400	15.58689157	1
PF3D7_0907500	13.17356367	0
PF3D7_0907600	15.43872797	1
PF3D7_0907700	16.73545025	1
PF3D7_0908000	15.87131811	1
PF3D7_0908300	14.6691102	0
PF3D7_0908800	13.68310245	0
PF3D7_0909000	16.23395602	1
PF3D7_0909300	17.32649386	0
PF3D7_0909400	14.74045364	0
PF3D7_0909500	15.91174073	0
PF3D7_0909600	17.16527669	1
PF3D7_0909700	12.31862754	1
PF3D7_0909800	14.24292597	0
PF3D7_0909900	14.57182373	0
PF3D7_0910100	18.93033021	0
PF3D7_0910300	16.56172102	1
PF3D7_0910400	13.03803017	0
PF3D7_0910600	15.32106255	0
PF3D7_0910700	13.97991339	0
PF3D7_0910800	12.42300733	0
PF3D7_0910900	18.36282281	1
PF3D7_0911100	15.09328413	0
PF3D7_0911800	14.36636548	0
PF3D7_0911900	19.23077493	1
PF3D7_0912100	14.12471369	0
PF3D7_0912400	20.22454267	0
PF3D7_0912500	16.76838681	1
PF3D7_0912800	13.43950627	0
PF3D7_0912900	15.77311774	0
PF3D7_0913200	18.70280285	0
PF3D7_0913300	15.27957068	0
PF3D7_0913400	15.5118844	1
PF3D7_0913600	13.22542186	0
PF3D7_0913800	12.76510373	0
PF3D7_0914200	17.6745716	1
PF3D7_0914300	14.73389625	0
PF3D7_0914400	15.68939381	0
PF3D7_0914700	14.0205066	1
PF3D7_0914800	12.39877931	0
PF3D7_0914900	14.60806226	1
PF3D7_0915000	16.61005687	1
PF3D7_0915100	14.68252099	1
PF3D7_0915200	15.51139749	0
PF3D7_0915400	19.39174076	0
PF3D7_0915700	16.69473422	1
PF3D7_0915900	13.03302028	0
PF3D7_0916700	15.24140599	0
PF3D7_0916800	14.43718204	0
PF3D7_0917000	15.08416893	0
PF3D7_0917500	16.44764129	1
PF3D7_0917600	14.84979928	1
PF3D7_0917900	22.78069248	0
PF3D7_0918000	20.36300611	0
PF3D7_0918300	14.70998665	0
PF3D7_0918400	12.43993994	0
PF3D7_0918800	15.4604431	1
PF3D7_0918900	18.40000383	0
PF3D7_0919000	21.51115746	0
PF3D7_0919100	19.10828197	0
PF3D7_0919400	19.18319516	0
PF3D7_0919600	13.17520438	0
PF3D7_0919700	15.38050841	1
PF3D7_0919800	16.04465097	1
PF3D7_0920100	15.12151058	0
PF3D7_0920500	15.18479788	0
PF3D7_0920700	17.26287174	1
PF3D7_0920800	17.85885925	0
PF3D7_0920900	15.27578987	1
PF3D7_0921000	17.79168225	1
PF3D7_0921400	13.30761304	0
PF3D7_0921900	14.58281431	0
PF3D7_0922000	16.12318445	0
PF3D7_0922100	16.47730134	1
PF3D7_0922200	15.76861425	0
PF3D7_0922500	22.55668317	0
PF3D7_0922600	18.47325389	0
PF3D7_0922700	13.94361065	0
PF3D7_0922800	13.84429711	0
PF3D7_0922900	14.15607254	0
PF3D7_0923000	16.85310646	1
PF3D7_0923200	15.25251145	1
PF3D7_0923500	14.29290634	0
PF3D7_0923700	16.57143763	1
PF3D7_0923800	18.40029298	0
PF3D7_0923900	17.77782678	0
PF3D7_0924000	12.43553658	0
PF3D7_0924300	15.15863335	1
PF3D7_0924400	13.33791407	0
PF3D7_0924700	14.47881385	0
PF3D7_0925000	13.51267052	0
PF3D7_0925400	12.80944995	1
PF3D7_0925500	11.98655908	0
PF3D7_0925600	13.5240609	1
PF3D7_0925700	13.23190566	0
PF3D7_0925900	20.85515642	1
PF3D7_0926100	12.68231798	0
PF3D7_0926300	13.44729851	0
PF3D7_0926400	14.69474238	0
PF3D7_0926700	16.56697615	1
PF3D7_0927000	12.5667129	0
PF3D7_0927100	18.99349128	0
PF3D7_0927300	17.01165677	1
PF3D7_0927400	12.81034201	0
PF3D7_0927600	12.24801254	1
PF3D7_0927800	17.35875993	1
PF3D7_0927900	13.53558563	0
PF3D7_0928000	14.77673802	1
PF3D7_0928100	16.92587119	0
PF3D7_0928150	18.19593445	0
PF3D7_0928200	13.86352811	0
PF3D7_0928900	17.16126641	1
PF3D7_0929000	12.63022313	0
PF3D7_0929200	16.49482851	0
PF3D7_0929400	14.54245758	1
PF3D7_0929500	12.57919807	0
PF3D7_0929700	15.29647175	0
PF3D7_0930200	14.45221764	0
PF3D7_0930300	13.04838753	0
PF3D7_0930500	12.19648943	0
PF3D7_0930900	13.90405753	0
PF3D7_0931000	12.36796162	0
PF3D7_0931200	12.96368002	0
PF3D7_0931400	17.55419661	1
PF3D7_0931600	13.52864172	0
PF3D7_0931700	13.03675229	0
PF3D7_0931800	18.20117948	0
PF3D7_0931900	15.27544435	0
PF3D7_0932200	18.47943293	0
PF3D7_0932300	18.41825205	0
PF3D7_0932800	17.71442218	1
PF3D7_0932900	14.88521177	0
PF3D7_0933200	18.30742615	1
PF3D7_0933300	11.62132235	0
PF3D7_0933600	18.05202668	0
PF3D7_0933900	13.04673807	0
PF3D7_0934100	12.43774297	0
PF3D7_0934300	17.80944158	0
PF3D7_0934500	20.76936383	0
PF3D7_0934700	13.83507995	0
PF3D7_0934800	18.45872701	0
PF3D7_0935000	14.80807596	0
PF3D7_0935200	13.59714859	0
PF3D7_0935500	15.93743896	0
PF3D7_0935900	15.34847805	0
PF3D7_0936000	13.87440187	0
PF3D7_0936300	16.01426825	0
PF3D7_0936400	12.58864086	0
PF3D7_0936600	17.87994814	1
PF3D7_0936800	13.24833603	0
PF3D7_0937200	11.99604973	0
PF3D7_1000100	16.36927244	0
PF3D7_1001500	13.64935686	0
PF3D7_1002400	15.19136514	0
PF3D7_1002700	15.21467327	1
PF3D7_1002900	18.70366367	0
PF3D7_1003100	15.05621574	0
PF3D7_1003300	13.81420525	0
PF3D7_1003500	12.71206265	1
PF3D7_1003700	15.34853338	1
PF3D7_1003800	15.54968341	1
PF3D7_1004000	18.90137663	0
PF3D7_1004300	15.53343823	0
PF3D7_1004400	13.64652121	0
PF3D7_1004500	12.62372911	0
PF3D7_1005500	12.72411802	0
PF3D7_1005600	12.38023737	0
PF3D7_1006100	13.45368647	0
PF3D7_1006200	18.65730798	0
PF3D7_1006600	15.19744581	0
PF3D7_1006700	16.52488345	1
PF3D7_1006800	19.21242355	0
PF3D7_1007000	13.19491995	0
PF3D7_1007100	17.60812485	1
PF3D7_1007200	16.28894055	0
PF3D7_1007700	14.24086585	0
PF3D7_1007800	15.17260851	1
PF3D7_1007900	17.5969953	0
PF3D7_1008400	19.38646037	0
PF3D7_1008500	11.83230195	0
PF3D7_1008700	23.8099833	0
PF3D7_1008800	14.43192412	0
PF3D7_1008900	20.73253955	1
PF3D7_1009000	15.29353392	1
PF3D7_1009200	13.4700839	0
PF3D7_1009400	15.35841884	0
PF3D7_1010100	15.57740621	1
PF3D7_1010200	13.63704746	0
PF3D7_1010300	17.81972797	0
PF3D7_1010400	15.18979497	0
PF3D7_1010500	15.51301405	0
PF3D7_1010600	16.74147138	0
PF3D7_1010700	17.65638296	1
PF3D7_1010900	14.65526983	0
PF3D7_1011000	20.04646548	0
PF3D7_1011200	16.1798916	0
PF3D7_1011400	19.47283294	0
PF3D7_1011500	15.91243328	0
PF3D7_1011700	17.01876887	1
PF3D7_1011800	15.49931441	1
PF3D7_1012200	15.52885697	0
PF3D7_1012300	18.04082838	1
PF3D7_1012400	19.63568801	0
PF3D7_1012500	19.58912687	0
PF3D7_1012600	19.48135864	0
PF3D7_1012700	14.33701787	0
PF3D7_1012900	16.17113509	1
PF3D7_1013200	12.04734662	0
PF3D7_1013300	16.13467565	0
PF3D7_1013900	13.21483565	0
PF3D7_1014000	14.4656323	0
PF3D7_1014200	13.77086345	0
PF3D7_1014300	15.45567612	1
PF3D7_1014400	15.06878667	0
PF3D7_1014600	12.73189882	0
PF3D7_1014700	17.72936184	0
PF3D7_1014800	11.86367265	0
PF3D7_1015000	14.5619979	0
PF3D7_1015200	18.8288565	0
PF3D7_1015300	14.76687567	0
PF3D7_1015600	20.77988337	0
PF3D7_1015700	13.64067801	0
PF3D7_1015800	20.84133911	0
PF3D7_1015900	23.30343685	0
PF3D7_1016100	14.64886311	1
PF3D7_1016200	14.18336141	0
PF3D7_1016300	20.20643651	0
PF3D7_1016900	17.85651469	0
PF3D7_1017000	18.56662144	0
PF3D7_1017100	12.26415912	0
PF3D7_1017300	13.82777603	0
PF3D7_1017400	17.96487668	0
PF3D7_1017500	14.12011095	0
PF3D7_1017900	17.84741628	0
PF3D7_1018100	13.20307673	0
PF3D7_1018300	14.959276	1
PF3D7_1018500	15.67970642	1
PF3D7_1019400	17.9444509	0
PF3D7_1019900	12.21992578	0
PF3D7_1020100	18.62881574	0
PF3D7_1020300	14.27892853	0
PF3D7_1020600	11.44160935	0
PF3D7_1020900	19.48256968	0
PF3D7_1021100	15.23372078	1
PF3D7_1021200	14.91535034	0
PF3D7_1021400	15.35189624	1
PF3D7_1021500	13.2107454	0
PF3D7_1021600	22.11659885	0
PF3D7_1021700	10.62178632	0
PF3D7_1021900	15.15120553	1
PF3D7_1022400	13.78341777	0
PF3D7_1022500	18.4253894	1
PF3D7_1022600	13.80170499	1
PF3D7_1022700	17.67055713	1
PF3D7_1022900	14.8393826	1
PF3D7_1023000	15.29170911	0
PF3D7_1023100	17.59658045	1
PF3D7_1023200	17.96276612	0
PF3D7_1023600	13.48969746	0
PF3D7_1023700	17.21293329	0
PF3D7_1023900	13.39321123	0
PF3D7_1024200	13.3405122	0
PF3D7_1024300	16.70814537	1
PF3D7_1024400	14.20546236	0
PF3D7_1024500	13.10374732	0
PF3D7_1024800	19.00872861	0
PF3D7_1025100	15.36936674	1
PF3D7_1025300	14.23435342	1
PF3D7_1025500	12.65303463	0
PF3D7_1025600	10.87375502	0
PF3D7_1025800	11.42214889	0
PF3D7_1026000	13.95235905	0
PF3D7_1026800	20.43395688	0
PF3D7_1026900	16.54812401	0
PF3D7_1027300	16.4365207	0
PF3D7_1027400	13.76314665	0
PF3D7_1027700	15.85896526	0
PF3D7_1027800	17.58677383	0
PF3D7_1028100	14.05603647	0
PF3D7_1028400	13.90167143	0
PF3D7_1028600	16.8752494	1
PF3D7_1028700	18.4090967	0
PF3D7_1029200	14.67215643	0
PF3D7_1029400	14.55509636	0
PF3D7_1029500	14.59595092	0
PF3D7_1029600	20.68506757	0
PF3D7_1029900	14.29128823	1
PF3D7_1030000	13.73124831	0
PF3D7_1030500	17.89578432	1
PF3D7_1030600	15.28007598	1
PF3D7_1030900		1
PF3D7_1031000	20.60240286	0
PF3D7_1031400	15.5055304	0
PF3D7_1031600	13.92508768	1
PF3D7_1031700	16.7911137	0
PF3D7_1031800	13.23931112	0
PF3D7_1032100	9.65171128	0
PF3D7_1032200	15.99666988	0
PF3D7_1032500	16.5708079	0
PF3D7_1032600	13.32827194	0
PF3D7_1032800	18.41123787	1
PF3D7_1032900	13.16307989	1
PF3D7_1033200	15.47051378	0
PF3D7_1033400	17.7168775	1
PF3D7_1033500	13.75952067	0
PF3D7_1033600	14.50772239	0
PF3D7_1033700	14.58797671	0
PF3D7_1033900	13.92635468	1
PF3D7_1034000	15.42905034	0
PF3D7_1034100	17.69115281	0
PF3D7_1034400	17.03260899	1
PF3D7_1034500	12.09861609	0
PF3D7_1034700	14.94492401	0
PF3D7_1034900	19.80018054	0
PF3D7_1035200	13.59392639	0
PF3D7_1036700	14.00436679	0
PF3D7_1036800	15.68194114	0
PF3D7_1036900	14.60115367	0
PF3D7_1037100	15.92769387	1
PF3D7_1037300	21.20218721	0
PF3D7_1037500	13.14902517	0
PF3D7_1037700	15.0750724	1
PF3D7_1037800	14.89664775	0
PF3D7_1038000	13.52351744	0
PF3D7_1038100	15.8435498	0
PF3D7_1038300	15.30182125	0
PF3D7_1038400	18.35897879	1
PF3D7_1038900	17.48889925	0
PF3D7_1102300	11.98442321	0
PF3D7_1102500	15.96196134	1
PF3D7_1102600	14.42282473	0
PF3D7_1103100	20.5118009	1
PF3D7_1103600	13.97875216	0
PF3D7_1103700	15.99346769	1
PF3D7_1103800	14.70125592	0
PF3D7_1103900	14.69574485	0
PF3D7_1104000	17.97017706	1
PF3D7_1104100	16.76994973	1
PF3D7_1104200	13.65674885	0
PF3D7_1104400	17.99993579	1
PF3D7_1104500	16.45125781	1
PF3D7_1104600	16.55432953	0
PF3D7_1104700	15.37207491	0
PF3D7_1105000	21.71052704	0
PF3D7_1105100	19.19242446	0
PF3D7_1105400	18.600703	0
PF3D7_1105600	14.06638916	0
PF3D7_1105700	16.17275369	1
PF3D7_1105800	19.21867753	1
PF3D7_1106000	16.83674487	1
PF3D7_1106700	14.13103433	0
PF3D7_1106900	14.66508234	0
PF3D7_1107000		1
PF3D7_1107100	14.47123065	0
PF3D7_1107200	14.4081152	1
PF3D7_1107300	15.90687572	1
PF3D7_1107400	14.29398167	0
PF3D7_1107600	12.72543869	0
PF3D7_1107900	13.3142882	0
PF3D7_1108000	13.32416742	0
PF3D7_1108100	16.32072711	1
PF3D7_1108200	16.36789475	0
PF3D7_1108400	18.79199907	1
PF3D7_1108500	16.90364652	0
PF3D7_1108600	20.56939209	0
PF3D7_1108700	16.72737984	1
PF3D7_1108800	14.76656687	0
PF3D7_1108900	12.23015557	0
PF3D7_1109200	14.15180408	0
PF3D7_1109900	18.876449	0
PF3D7_1110200	14.00297027	0
PF3D7_1110400	15.01136559	0
PF3D7_1110500	16.77366295	1
PF3D7_1110700	17.37001473	0
PF3D7_1110800	14.16053589	0
PF3D7_1111100	18.75431122	1
PF3D7_1111300	14.19183805	0
PF3D7_1111500	18.99486717	1
PF3D7_1111600	15.46026603	1
PF3D7_1111800	12.65368182	0
PF3D7_1111900	15.0120294	0
PF3D7_1112000	17.31959569	0
PF3D7_1112200	13.10253402	0
PF3D7_1112400	14.81198505	0
PF3D7_1112500	16.93495397	0
PF3D7_1112600	13.44870569	0
PF3D7_1112700	13.32786837	0
PF3D7_1112900	15.05556771	0
PF3D7_1113100	14.80742872	1
PF3D7_1113300	13.25848899	0
PF3D7_1113400	20.07723994	0
PF3D7_1113700	18.19287552	0
PF3D7_1113800	14.88157604	0
PF3D7_1113900	17.23120555	1
PF3D7_1114000	16.08093686	0
PF3D7_1114100	13.21718123	0
PF3D7_1114200	14.5184585	0
PF3D7_1114600	12.26884217	0
PF3D7_1114700	13.17281084	0
PF3D7_1115300	14.31800372	0
PF3D7_1115400	17.50297421	1
PF3D7_1115600	20.77303991	0
PF3D7_1115800	12.77710186	0
PF3D7_1115900	15.26730365	0
PF3D7_1116000	14.57963807	0
PF3D7_1116200	11.72120602	1
PF3D7_1116300	16.17731052	1
PF3D7_1116400	16.30373795	1
PF3D7_1116500	14.60480223	1
PF3D7_1116600	16.09928479	0
PF3D7_1116700	15.16978541	0
PF3D7_1116800	15.60151546	1
PF3D7_1116900	16.58195914	1
PF3D7_1117000	14.4903892	0
PF3D7_1117100	17.61823732	0
PF3D7_1117300	18.87184309	1
PF3D7_1117700	21.52753046	0
PF3D7_1117800	13.88027865	0
PF3D7_1118000	18.5510085	1
PF3D7_1118100	15.50411758	0
PF3D7_1118200	16.93896312	1
PF3D7_1118300	16.70840586	0
PF3D7_1118400	13.73858138	0
PF3D7_1118500	15.56361438	0
PF3D7_1118600	12.5535957	0
PF3D7_1118800	14.87280472	0
PF3D7_1118900	16.67858043	1
PF3D7_1119000	13.70579436	1
PF3D7_1119300	14.14510424	0
PF3D7_1119400	14.0602484	0
PF3D7_1119500	14.23408642	0
PF3D7_1119600	14.06925115	0
PF3D7_1119800	14.82234842	0
PF3D7_1120000	17.16445195	1
PF3D7_1120100	22.12536449	0
PF3D7_1120400	12.70418032	0
PF3D7_1120500	15.39495387	1
PF3D7_1120600	15.5096276	0
PF3D7_1120800	12.49162515	0
PF3D7_1120900	15.63315039	0
PF3D7_1121000	14.04246879	0
PF3D7_1121100	13.82975246	1
PF3D7_1121200	13.11306873	0
PF3D7_1121400	13.45857323	0
PF3D7_1121600	15.56617894	0
PF3D7_1121700	15.49656775	1
PF3D7_1121800	17.56379211	1
PF3D7_1121900	14.18191834	0
PF3D7_1122100	15.11849367	1
PF3D7_1122300		1
PF3D7_1122400	13.79505543	0
PF3D7_1122500	11.74236137	0
PF3D7_1122600	13.33007609	0
PF3D7_1122900	17.66067376	1
PF3D7_1123100	14.44643933	0
PF3D7_1123200	13.95746787	0
PF3D7_1123300	11.90571918	0
PF3D7_1123400	17.43510049	0
PF3D7_1123500	16.30333126	0
PF3D7_1123900	17.5684782	1
PF3D7_1124000	16.51654338	1
PF3D7_1124200	17.47067211	1
PF3D7_1124300	12.42258255	0
PF3D7_1124400	12.36961098	0
PF3D7_1124600	18.09436124	0
PF3D7_1124700	17.18980848	1
PF3D7_1124800	14.83045909	0
PF3D7_1124900	19.36144623	0
PF3D7_1125100	17.02902475	1
PF3D7_1125200	16.83990908	1
PF3D7_1125400	13.9143789	0
PF3D7_1125500	15.55230586	0
PF3D7_1125600	15.19614743	1
PF3D7_1125900	15.70817861	0
PF3D7_1126000	19.16002404	0
PF3D7_1126100	11.8609072	0
PF3D7_1126200	20.46391213	0
PF3D7_1126600	14.19591299	0
PF3D7_1126800	13.1215551	0
PF3D7_1126900	17.52509254	0
PF3D7_1127000	13.70675393	0
PF3D7_1127100	20.40903176	1
PF3D7_1127300	10.88431554	0
PF3D7_1127500	16.1235435	1
PF3D7_1127600	18.9228244	0
PF3D7_1127700	14.16289218	0
PF3D7_1127900	13.94365033	0
PF3D7_1128100	19.14521323	0
PF3D7_1128200	17.62099537	0
PF3D7_1128300	18.47516343	0
PF3D7_1128400	18.38096689	1
PF3D7_1128600	16.01188313	0
PF3D7_1128700	14.63507567	0
PF3D7_1129000	20.17318099	0
PF3D7_1129100	21.7637011	0
PF3D7_1129200	17.10533223	0
PF3D7_1129400	12.83623384	0
PF3D7_1129900	19.93234549	0
PF3D7_1130000	14.52948139	0
PF3D7_1130100	18.59296551	1
PF3D7_1130200	19.66061632	0
PF3D7_1130400	18.34368743	0
PF3D7_1130500	14.22307406	0
PF3D7_1130600	14.84723519	0
PF3D7_1130700	16.34655182	1
PF3D7_1130800	18.55108488	1
PF3D7_1131200	14.49769801	0
PF3D7_1132000	16.70836096	0
PF3D7_1132200	20.47946254	0
PF3D7_1132300	19.70009592	0
PF3D7_1132800	21.04093136	0
PF3D7_1132900	13.70423869	0
PF3D7_1133200	13.03958281	0
PF3D7_1133400	14.42351646	1
PF3D7_1133800	12.10604596	0
PF3D7_1134000	19.28270913	0
PF3D7_1134100	18.09668084	0
PF3D7_1134500	14.4628899	0
PF3D7_1134700	12.38276271	0
PF3D7_1134800	16.69075282	0
PF3D7_1134900	15.6083819	0
PF3D7_1135000	13.88247111	0
PF3D7_1135300	14.59730381	0
PF3D7_1135400	15.54821986	0
PF3D7_1135600	16.10356034	0
PF3D7_1135900	16.04235407	1
PF3D7_1136300	17.10527083	0
PF3D7_1136400	16.23111741	1
PF3D7_1136500	19.00502506	1
PF3D7_1136800	13.88682066	1
PF3D7_1136900	17.61191813	1
PF3D7_1137300	15.64340152	0
PF3D7_1137400	15.92954969	1
PF3D7_1137700	15.10638709	0
PF3D7_1137900	13.43644869	0
PF3D7_1138100	15.26249374	0
PF3D7_1138400	13.14045915	0
PF3D7_1138500	18.73365202	0
PF3D7_1138600	13.16158698	0
PF3D7_1138800	11.42111282	0
PF3D7_1139500	15.31592435	1
PF3D7_1139700	12.21154968	0
PF3D7_1139800	12.7076496	0
PF3D7_1139900	15.92552044	0
PF3D7_1140100	19.696435	1
PF3D7_1140200	18.15019849	0
PF3D7_1140500	11.94873589	0
PF3D7_1141200	14.65114888	0
PF3D7_1141500	12.73715649	0
PF3D7_1141600	14.68573068	0
PF3D7_1141700	13.3022067	0
PF3D7_1142100	11.2945614	0
PF3D7_1142500	17.88219723	0
PF3D7_1142600	17.64344521	0
PF3D7_1142700	13.71927472	1
PF3D7_1142800	17.76821233	0
PF3D7_1143000	18.76615467	1
PF3D7_1143300	13.78849744	0
PF3D7_1143400	15.88380869	0
PF3D7_1143500	13.23626588	0
PF3D7_1143600	15.48014645	0
PF3D7_1143700	15.97736266	1
PF3D7_1143900	16.03490784	0
PF3D7_1144000	15.44507953	1
PF3D7_1144200	14.68580002	0
PF3D7_1144500	16.71459702	1
PF3D7_1144600	14.22552378	0
PF3D7_1144900	19.7183662	1
PF3D7_1145100	18.18624484	1
PF3D7_1145300	12.61891846	0
PF3D7_1145400	17.60940962	0
PF3D7_1145600	12.53417641	0
PF3D7_1146000	14.40628474	0
PF3D7_1146100	12.98738601	0
PF3D7_1146200	13.31587318	0
PF3D7_1146300	10.49453895	0
PF3D7_1146500	15.17809162	0
PF3D7_1146700	13.42483988	1
PF3D7_1146800	12.44312745	0
PF3D7_1146900	13.15504114	0
PF3D7_1147300	12.37207332	0
PF3D7_1147500		1
PF3D7_1147600	12.8106774	0
PF3D7_1147700	14.88405442	0
PF3D7_1147900	15.17610301	0
PF3D7_1148000	9.550475533	0
PF3D7_1148700	14.29737725	1
PF3D7_1148900	13.61231871	0
PF3D7_1149100	20.58360067	0
PF3D7_1200700	13.46203783	0
PF3D7_1200800	14.90150175	1
PF3D7_1201500	15.65544314	1
PF3D7_1201700	14.22296592	0
PF3D7_1202100	17.01328996	1
PF3D7_1202200	19.08804199	1
PF3D7_1202300	13.4082081	0
PF3D7_1202600	16.68743583	0
PF3D7_1202800	13.90527731	0
PF3D7_1202900	16.96626135	0
PF3D7_1203000	13.76270731	0
