gene_id	sexual_stage_8dpi_log2fc
TGME49_207760	-2.4185950101578
TGME49_207770	-0.624338081005162
TGME49_207800	-0.988257294970892
TGME49_207820	-0.496170604462422
TGME49_207830	-0.611487342934869
TGME49_207920	2.00058699587175
TGME49_207930	3.32100762414564
TGME49_207940	-2.14736344158856
TGME49_207950	8.44174677538484
TGME49_207960	3.27258267156106
TGME49_207965	-6.48250273570478
TGME49_207980	0.773728522319057
TGME49_207990	-2.21792482104013
TGME49_208010	-0.134486926175543
TGME49_208050	-0.721711442175562
TGME49_208070	-0.18297073037766
TGME49_208090	-0.13215855406261
TGME49_208200	-0.221672412031734
TGME49_208300	0.327561234074014
TGME49_208310	-0.695255457350829
TGME49_208340	6.05928197301813
TGME49_208350	-0.414958521895376
TGME49_208360	-0.819045988627335
TGME49_208370	13.6892844561299
TGME49_208390	0.80476419717219
TGME49_208400	11.2294608832026
TGME49_208410	0.468689405519978
TGME49_208420	-0.187050261893109
TGME49_208430	0.251453791465021
TGME49_208440	-1.23063654376734
TGME49_208490	-1.79117916787545
TGME49_208500	-0.837155652731243
TGME49_208510	-1.03570794223371
TGME49_208530	0.479344066630927
TGME49_208540	-2.48508254518428
TGME49_208550	4.15792489370271
TGME49_208560	-0.374561906916538
TGME49_208570	10.3484234274263
TGME49_208580	1.92608145112376
TGME49_208590	0.243788752633399
TGME49_208710	1.47650543858834
TGME49_208718	-1.15695615010991
TGME49_208730	9.97095541776748
TGME49_208740	9.84238061775413
TGME49_208750	-0.546368344379161
TGME49_208780	-0.103212966261217
TGME49_208790	2.10992416112962
TGME49_208820	-1.89892503332047
TGME49_208830	13.5645945749532
TGME49_208842	3.63157620659417
TGME49_208910	7.55869347895599
TGME49_208970	0.179957584490084
TGME49_208980	3.23631291001175
TGME49_208990	-1.07402363552361
TGME49_209000	3.55212726779108
TGME49_209010	-0.735878258419367
TGME49_209020	-1.33759041954323
TGME49_209050	-0.953924499848645
TGME49_209060	2.05610544236182
TGME49_209070	1.08152729401524
TGME49_209080	3.61420370209707
TGME49_209090	3.93692617722534
TGME49_209095	1.01921279347555
TGME49_209100	1.9273825473949
TGME49_209108	-1.20761836476178
TGME49_209120	0.264011255039861
TGME49_209140	1.98605079079288
TGME49_209160	0.645403540860459
TGME49_209170	3.75349516991471
TGME49_209190	-1.24125611263488
TGME49_209200	1.84188642886428
TGME49_209210	-0.74874023173384
TGME49_209240	-1.35997775513937
TGME49_209250	3.77323642143618
TGME49_209260	-0.162575834737067
TGME49_209420	0.401780049395468
TGME49_209430	0.543666676385875
TGME49_209440	0.863635802655497
TGME49_209450	1.44316475508961
TGME49_209460	-0.949332962382418
TGME49_209490	2.802999493062
TGME49_209500	1.93753396478144
TGME49_209520	1.91209739632167
TGME49_209530	3.32641913546615
TGME49_209540	-1.69093154801249
TGME49_209550	-0.863657555136447
TGME49_209580	0.729549405229524
TGME49_209600	2.8986674481379
TGME49_209640	-0.923251392807104
TGME49_209650	1.2905828699347
TGME49_209680	-1.08654643597121
TGME49_209690	-1.13187654975252
TGME49_209700	1.51466268573617
TGME49_209720	-0.116676403119148
TGME49_209730	1.0683404708382
TGME49_209740	-0.212288075925336
TGME49_209770	-0.965029921928186
TGME49_209790	-2.455204171018
TGME49_209800	-1.65224214504231
TGME49_209820	0.663632717184143
TGME49_209850	-2.03214058121663
TGME49_209860	-1.28661214469087
TGME49_209870	1.23837502932756
TGME49_209880	2.67473682505943
TGME49_209890	6.03500011625075
TGME49_209900	2.09438840473593
TGME49_209910	2.36640132315489
TGME49_209940	3.56950850952856
TGME49_209950	2.22410063692718
TGME49_209960	-0.251926570554412
TGME49_209970	-0.688339974966709
TGME49_210230	-1.27030509252818
TGME49_210255	-1.88054669615418
TGME49_210270	3.26749257996833
TGME49_210280	-1.00605019950904
TGME49_210310	-0.680805501898758
TGME49_210360	0.453045947386694
TGME49_210370	12.7634317013176
TGME49_210390	-2.98308420809246
TGME49_210408	3.89754952788116
TGME49_210412	7.23626512714499
TGME49_210420	6.16918999790465
TGME49_210430	3.10704010477025
TGME49_210450	-4.3444194571335
TGME49_210490	-1.06253811034663
