gene_id	fit_complete_medium_2025	fit_no_glutamine	fit_no_glucose	fit_glucose_dependence	fit_glucose_dependence_fdr
TGGT1_234460	1.214454367	0.5558481914	1.177240651	0.6433965483	0.04968682462
TGGT1_301400	0.8682221273	0.7572302799	1.406728901	0.6610458073	0.04968682462
TGGT1_232630	2.226064917	0.06521846076	0.7846191309	0.7082069906	0.02978841049
TGGT1_240500	1.606402834	0.5530314154	1.305654791	0.7487054997	0.008564322322
TGGT1_262980	1.008521628	0.1067371499	0.8524678144	0.751927356	0.01745616764
TGGT1_312420	1.788102919	0.2244096683	1.006510487	0.7770077661	0.00594202505
TGGT1_227440	0.4480960294	0.5976199816	1.432495582	0.8287035483	0.02471948173
TGGT1_207460B	0.3182203429	-0.08768298918	0.7565820121	0.8770921436	0.04327794445
TGGT1_232670	0.9273113737	-0.133435848	0.7990714353	0.9410690234	0.01486443295
TGGT1_293290	1.409585937	0.4840308025	1.413837904	0.9415753831	0.0007182302218
TGGT1_313760	0.7390039127	-0.3266627285	0.6445959405	0.9569497453	0.005556753998
TGGT1_290870	0.4970459	-0.219472674	0.7541508201	0.9722069402	0.004656717581
TGGT1_211600	0.9243885168	0.2100309089	1.20454212	0.997715309	0.002564563354
TGGT1_236870	1.922563131	-0.1860097992	0.816550167	1.001365487	4.212954056e-05
TGGT1_299030	0.8604960533	0.5278200261	1.528758616	1.023902381	0.01469656599
TGGT1_270240	1.700859366	0.1220665669	1.193374852	1.06658818	0.0007795990799
TGGT1_249580	0.2684920901	-0.04880303747	1.026588998	1.071537844	0.002040127879
TGGT1_222050	0.9982270766	0.2892694308	1.396461584	1.101054007	0.001325143341
TGGT1_242000	0.6861685792	-0.4101057934	0.6867980142	1.107856203	0.005166291177
TGGT1_269420	1.142398797	0.2581654953	1.342658209	1.110198209	0.0007231173102
TGGT1_230570	0.5279230092	0.3139192836	1.42067541	1.114721533	0.0001860870972
TGGT1_212140	-0.1257312246	-0.1181171007	1.013910775	1.118389144	0.00594202505
TGGT1_231210	-0.7549311464	-0.2888310562	0.8594195245	1.123704045	0.01745616764
TGGT1_223110	-0.5300170198	-0.04736247936	1.066932041	1.125033556	0.02260983788
TGGT1_237015	1.980410889	-0.3219174065	0.8214438913	1.143453825	1.414560736e-05
TGGT1_294370	0.3166822911	-0.1719908615	0.9535858664	1.160741304	0.003737398321
TGGT1_239440	1.717275807	-0.4175587068	0.7046603137	1.181392713	0.01874107238
TGGT1_266800	1.448720453	-0.1743595655	1.021343988	1.189066619	0.01473925169
TGGT1_207460A	1.023491784	-0.3969745498	0.7938174735	1.202340218	0.01200928153
TGGT1_233330	0.5698513483	-0.6716405942	0.53328994	1.204488891	0.002317781889
TGGT1_314900	0.1975937993	-0.4514320851	0.7144929585	1.220421186	0.01565189604
TGGT1_293180	1.416159807	-0.761486386	0.5130977009	1.287239954	0.000660663284
TGGT1_215210	0.8502729294	-0.301391861	0.9936775935	1.312698248	0.0005841480542
TGGT1_200385	1.612911709	0.6134423266	2.002802535	1.434881841	1.780032937e-05
TGGT1_243990	1.389876871	-0.5986188868	0.7994426674	1.447751667	0.0005845973694
TGGT1_260510	1.095592436	-0.9188048603	0.5420572132	1.500675379	0.0003722785814
TGGT1_260030	-0.1399679063	-0.4472734563	1.085077841	1.535204716	0.001266444319
TGGT1_232160	0.4508103309	0.06407040466	1.622824505	1.587288873	0.0001418483925
TGGT1_269900	0.9309099479	-0.7657324715	0.8754847389	1.592811699	0.0004482496717
TGGT1_293060	0.3031746092	-0.9941275904	0.649036967	1.629298988	0.0005446238732
TGGT1_221905	0.4219755743	-0.7398815082	0.9301372647	1.667113968	5.477914122e-05
TGGT1_262680	0.8861731827	-0.7868554384	1.201111696	1.840269718	0.0003397648337
TGGT1_265390	0.6345042235	-0.8266154617	1.016278321	1.854308174	5.015996252e-07
TGGT1_237890	-0.1402506893	-0.8918661948	0.9858504933	1.905574443	2.024600068e-05
TGGT1_221200A	0.3085725459	-0.9060091954	1.036847241	1.959846238	1.70744295e-05
TGGT1_300040	1.052515499	-1.082956139	0.9194779401	1.993730547	4.41296236e-08
TGGT1_310170	0.8672983403	-0.3840273139	1.66104956	2.087640517	1.352353571e-05
TGGT1_275630	-0.8019940139	-0.2579101435	1.879012319	2.139831362	2.492261807e-05
TGGT1_232350	1.110409462	-1.30092314	1.104815036	2.398378712	8.638255056e-09
TGGT1_219210	-1.578351866	-1.357587484	1.057299218	2.445275619	0.006844852687
TGGT1_209800	1.052289617	-1.188921236	1.242567905	2.495055615	2.518454112e-07
TGGT1_311625	-1.778598786	-1.520511684	1.583083719	2.709172712	0.001182326335
TGGT1_310460	0.2310881811	-1.900032693	1.32901992	3.211849198	9.154692333e-09
TGGT1_311100	1.933696946	0.8722341392	1.482235857	0.6161598517	0.07038012899
TGGT1_310210	0.516386076	-0.002583223278	0.734866791	0.7377473607	0.05021392808
TGGT1_312490	0.02883271969	0.01983539248	0.8090095937	0.7834591983	0.06003556411
TGGT1_290700	1.764373864	-0.3674924417	0.5532835757	0.9246369399	0.05012695263
TGGT1_244860	0.3403586061	-0.3127376595	0.9236858623	1.261945088	0.05792424077
TGGT1_249390	1.433146732	0.4773849223	-8.014584505	-9.98888994	3.438338756e-14
TGGT1_289650	0.6893871904	0.4934912236	-7.867712137	-9.290028617	7.34330829e-15
TGGT1_288500	-0.9912923082	-0.03705440051	-6.527629202	-8.062773009	3.201376531e-06
TGGT1_207620	0.4211328138	-1.052596261	-6.773665692	-6.647032509	1.532446368e-07
TGGT1_217020	0.4749571916	-0.1232538405	-5.593331027	-4.94805828	4.680320461e-06
TGGT1_274060	1.349950408	-0.2001999391	-5.002538182	-4.345216502	2.56781836e-07
TGGT1_221400	-0.811261419	0.144288229	-3.659293273	-3.89916638	2.024600068e-05
TGGT1_266760	-0.2822176585	-0.607142539	-5.14768833	-3.751270345	0.0002924043491
TGGT1_254365	0.38840324	-0.6987333931	-4.305030028	-3.553950461	1.780032937e-05
TGGT1_267690	-0.04625516337	-0.5116579421	-4.127178558	-3.268166946	0.0007795990799
TGGT1_318310	-0.2998598031	-2.224040159	-5.23963128	-3.171010582	0.04608173584
TGGT1_236000	0.117387393	0.4715441786	-2.686599158	-3.085420236	3.829296071e-07
TGGT1_205650	-1.577523309	1.029585189	-1.967267291	-3.065926499	0.0002113497973
TGGT1_241820	-0.2677953932	-0.322841053	-3.543793645	-2.998691819	0.0002858624134
TGGT1_251885	-0.7023956803	-0.07525363158	-3.042481284	-2.887757284	0.0003981558147
TGGT1_222900	-0.4293871676	0.6082195546	-1.776504464	-2.385415202	0.01427607365
TGGT1_224205	0.4055637676	-0.5022330247	-2.83540893	-2.372035907	0.0002406891658
TGGT1_235980	0.673584888	0.3056884921	-1.998994314	-2.335148781	5.443699243e-05
TGGT1_294730	-0.4875052413	0.8072570276	-1.429594733	-2.18326126	0.02837746136
TGGT1_218300	-0.7076288815	-0.6069495453	-3.024475307	-2.115977936	0.01473925169
TGGT1_281990	1.805818981	-0.3966534236	-2.521709827	-2.114120882	3.840892418e-06
TGGT1_230410	0.3368210578	-1.089764079	-3.745577042	-2.08261048	0.01200928153
TGGT1_271070	0.5807796086	-0.2742812727	-2.291783282	-2.070504313	0.001392082207
TGGT1_209945	0.3617629939	-0.1890702003	-2.378368852	-2.016907345	2.352371433e-05
TGGT1_260620	0.05309462501	-0.5729580425	-2.590298716	-2.01008029	0.0003362207901
TGGT1_285170	-0.2499565445	0.4056542048	-1.490325998	-1.944164507	0.003737398321
TGGT1_311790	-0.06619966329	-1.105715702	-3.068455976	-1.937733642	0.01587708945
TGGT1_244130	0.284956311	-0.1034067389	-2.067850207	-1.898163554	0.01415382172
TGGT1_228400	-0.1068332863	0.2921668784	-1.544682365	-1.827901822	0.001759594
TGGT1_316255	-0.4302078446	0.2538228383	-1.600268371	-1.815209491	0.0002406891658
TGGT1_262490	-0.05329999576	0.07700395699	-1.692795971	-1.788590428	0.0006116062495
TGGT1_213660	0.61157568	0.1014543296	-1.582294736	-1.700075165	0.0007795990799
TGGT1_217030	1.195671193	-0.484419294	-2.245264402	-1.69242128	0.0003149282325
TGGT1_264220	1.221296846	-0.2773324312	-1.913021871	-1.668146063	0.0007231173102
TGGT1_241010	-0.3881627763	0.5966509823	-1.14370749	-1.622060872	0.01385234379
TGGT1_293260	-0.267745069	0.1360226693	-1.531494227	-1.615219975	0.0003149282325
TGGT1_314042	-0.1940387163	0.2665587466	-1.362721733	-1.582785431	0.002802469849
TGGT1_288560	-0.172673021	-0.4576693731	-2.11141415	-1.581046946	0.01522298261
TGGT1_275650	-0.02257727114	0.2793226631	-1.226760997	-1.572516427	0.01137922299
TGGT1_249990	1.642655728	-0.01122011956	-1.580432499	-1.559859257	3.201376531e-06
TGGT1_201770	0.7133698376	-0.1089975156	-1.661284342	-1.546640879	0.005712678717
TGGT1_300020	0.457636874	-0.0456751171	-1.5591473	-1.518114564	0.0003331345692
TGGT1_247350	0.5982979631	-0.03586135073	-1.52901978	-1.490558243	4.624395109e-05
TGGT1_312200	-0.2706183489	-0.3025916674	-1.860663297	-1.487330154	0.02815597142
TGGT1_244690	1.382450021	0.4204283761	-1.021985076	-1.462172687	0.0001759473104
TGGT1_247360	1.403767408	0.4962333472	-0.9551991023	-1.441730414	4.205339654e-06
TGGT1_295350	1.699589685	0.5203159589	-0.8938911308	-1.422813674	3.201376531e-06
TGGT1_270805	0.6284589307	-0.1367422753	-1.517898783	-1.411346033	0.001044976314
TGGT1_312100	-0.03629691226	0.5872339035	-0.81666023	-1.40561877	0.005054967606
TGGT1_309600	0.752214169	0.118562281	-1.304332985	-1.389513898	0.001123961891
TGGT1_249325	1.279758529	0.3117985535	-1.058040496	-1.368195982	0.001997285028
TGGT1_257790	-0.1070037219	-0.1758305958	-1.513670182	-1.356938488	0.02879883967
TGGT1_273995	0.3065722448	0.2039617721	-1.102484622	-1.298214828	0.0341801437
TGGT1_271030	0.9007385459	1.101546346	-0.2006870538	-1.288515833	0.001821969873
TGGT1_222930	0.9483800058	0.1508298806	-1.165525053	-1.288511492	0.01020754932
TGGT1_258640	0.6037850837	-0.05756404421	-1.27609848	-1.232274592	0.02522860634
TGGT1_230070	1.461570967	0.6930392936	-0.5098823953	-1.204593846	7.96669252e-06
TGGT1_252430	0.3634067553	0.4413908385	-0.7477805447	-1.190397886	2.736753048e-05
TGGT1_216660	0.7581813432	0.3550516558	-0.8377805137	-1.169018692	0.04884018191
TGGT1_291330	1.153158446	0.6360521689	-0.478844535	-1.116064498	0.000660663284
TGGT1_256090	1.498933568	0.5339423098	-0.5678816436	-1.093762382	0.02269133844
TGGT1_271178	0.5068213634	0.4131181265	-0.6147756841	-1.072178712	0.0480760375
TGGT1_259940	0.4385988913	0.5661996072	-0.4726030285	-1.052326526	0.005712678717
TGGT1_202790	1.130115167	0.03189967989	-0.9920765938	-1.038079238	0.0480760375
TGGT1_227948	0.2754119765	-0.05581011973	-1.023905066	-0.9728721751	0.00957649298
TGGT1_259710	0.1867127777	0.2611593577	-0.7135612998	-0.9727550339	0.007345097178
TGGT1_289820	0.4166688457	0.1961033138	-0.749584804	-0.9491654145	0.03050823195
TGGT1_260870	1.426238929	0.6610448918	-0.2671989768	-0.9354226659	0.002024191776
TGGT1_214115	0.5284598478	0.955520537	0.08668558378	-0.9181508861	0.04608173584
TGGT1_265370	1.139390136	-0.07110782296	-0.9819834283	-0.9096404485	0.004656717581
TGGT1_299010	0.8232574221	1.060267914	0.1727586845	-0.879777834	0.01405153995
TGGT1_289360	1.116876064	0.5568834455	-0.3080709163	-0.860749249	0.02171825093
TGGT1_216190	1.10827705	0.7678108651	-0.03295846717	-0.7972019491	0.0114517028
TGGT1_260375	0.3585152286	0.9600750501	0.1927674167	-0.7694592039	0.04410204966
TGGT1_204050	1.086159689	0.951639429	0.2116308314	-0.7525631558	0.02865561683
TGGT1_261075	1.946129259	0.5721016335	-0.1862776112	-0.7502735741	0.02046668878
TGGT1_309190	0.2484054338	-0.03895204799	-0.7706129641	-0.7324921512	0.02773718907
TGGT1_200290	0.6380203132	-0.5473789001	0.2340450331	0.7832041442	0.02815597142
TGGT1_250870	0.7761249279	-0.5716090636	0.2932923847	0.8553316057	0.04327794445
TGGT1_265850	0.132042385	-0.5041762034	0.4423785793	0.9448374628	0.01954664805
TGGT1_257380	0.05039211414	-0.8465505684	0.1258819554	0.9716407965	0.02601208193
TGGT1_249540	0.74567761	-0.9465188038	0.125057052	1.061800942	0.01323847124
TGGT1_241890	0.6083211891	-0.7308003689	0.3915883899	1.107226327	0.01948816967
TGGT1_262960	0.7469363407	-0.839331246	0.4479350966	1.245724527	0.01745616764
TGGT1_221640	-0.7769396363	-1.524699729	-0.0999504392	1.38792268	0.04621983169
TGGT1_223880	0.5685809278	-0.7622666812	0.6511277263	1.402594505	0.03749311942
TGGT1_313930	1.860001595	-1.173914079	0.3706991401	1.416074357	0.01020754932
TGGT1_305010	1.021048588	-1.051689874	0.4084397572	1.426681587	0.01219599474
TGGT1_311220	-0.2166826814	-1.490533414	-0.0337039359	1.467453247	0.0388368654
TGGT1_210408	1.385797247	-1.796926631	-0.3137209529	1.520536217	0.02099699218
TGGT1_253860	-0.1172162885	-1.858820846	-0.2951240446	1.557063836	0.0138080601
TGGT1_251710	0.05150309495	-1.364533344	0.2580064847	1.565504861	0.001014718525
TGGT1_320110	-0.01084062274	-1.354407262	0.3529937133	1.628301465	0.0007795990799
TGGT1_313590B	-1.163820004	-2.139097826	-0.3389908661	1.846777407	0.02224252969
TGGT1_200430	0.6045003382	-1.701076088	0.2829724661	1.945975757	0.0007182302218
TGGT1_227060	-0.07494835414	-1.789536897	0.359814136	2.080071832	0.01355012661
TGGT1_278640	-0.8692159415	-1.520149326	0.5744375479	2.096035732	0.004656717581
TGGT1_269740	-0.7441421636	-1.41786913	0.7607595563	2.129955173	0.001732586609
TGGT1_263710	0.3879940075	-2.069299532	0.1995273778	2.202017258	1.888842858e-05
TGGT1_243580	0.3655990896	-3.54193633	-1.320511658	2.228664621	2.217795796e-06
TGGT1_280590	-1.318252182	-1.581805087	0.6833597856	2.23528632	0.001979980277
TGGT1_267710	0.6472526605	-1.780751546	1.163424769	2.299731902	0.01020754932
TGGT1_221910	-1.12056928	-2.176740366	0.3058055273	2.359601995	0.007272601043
TGGT1_243800	-0.4501060522	-3.335875831	-1.025142773	2.372257872	0.02870903041
TGGT1_220212	-0.3101010139	-2.891395254	-0.4796371372	2.472307435	0.008999271444
TGGT1_253410	-0.6232421064	-2.304301241	0.3028121029	2.611316926	0.02522860634
TGGT1_223930	0.1472264915	-3.323286299	-0.7997254025	2.688867149	0.003290208318
TGGT1_201400	-0.4193962774	-3.271971065	-0.188762799	2.702786384	0.002317781889
TGGT1_267440	-0.1402831343	-4.562950074	-1.799580745	2.80211042	1.888842858e-05
TGGT1_264190	-0.749014314	-3.018935124	0.1662284607	2.835127637	0.0008160876625
TGGT1_316660	-0.2102760197	-2.661420603	0.4581851083	2.884619385	0.005058781044
TGGT1_209060	-0.4287504922	-4.46874579	-1.62325588	3.035079198	0.01587708945
TGGT1_235490	0.2856153728	-3.754988159	-0.8330565291	3.045589537	0.04346607962
TGGT1_290980	0.9032210891	-2.304378186	1.225607298	3.071081004	0.005556753998
TGGT1_295340	0.2183905902	-3.012105122	0.2452515747	3.157257439	1.640697563e-06
TGGT1_229650	0.2575617515	-2.909066968	0.2785882324	3.238702696	4.680320461e-06
TGGT1_273990	0.8147336816	-3.0292945	0.465325549	3.328367065	0.01137922299
TGGT1_248850	-1.151644199	-3.20817725	0.02855419751	3.372549382	0.02471948173
TGGT1_225350	0.2216557995	-5.193267834	-0.8698573779	3.704229807	0.000281252548
TGGT1_257510	-0.1878742334	-5.305728915	-1.223710456	3.757264301	0.02815597142
TGGT1_220600	0.7841085584	-3.57458751	0.2830996538	3.831113027	4.285587389e-10
TGGT1_273490	-0.0805841427	-6.038243982	0.2034740621	5.653316639	9.148167164e-07
TGGT1_310130	-2.704455654	-2.226048465	-4.399759233	-7.597256241	0.4196039093
TGGT1_263550	1.874818926	-2.57827831	-4.897116218	-7.595763089	0.2750637952
TGGT1_201710	-0.1647068994	-2.116465102	-4.427670425	-6.554595724	0.4196039093
TGGT1_247460	-2.383238671	-3.394791653	-5.141933578	-6.470199954	0.4519458287
TGGT1_310360	0.391084531	-2.562752035	-4.633704888	-6.448460054	0.4081969705
TGGT1_310750	-2.130632354	-2.626151353	-4.893842097	-6.359574738	0.3891489692
TGGT1_314400	-1.528736322	-4.008063813	-5.638562445	-6.262179562	0.4553924614
TGGT1_280690	-3.299582782	-2.598437973	-4.211452964	-6.077373037	0.5833333689
TGGT1_229200	-3.055349473	-2.865209509	-4.381843496	-5.937155674	0.55703863
TGGT1_247600	1.097996751	-2.926079208	-4.641049727	-5.848745166	0.5908425109
TGGT1_253900	-3.891857742	-2.40914093	-3.844303866	-5.700163481	0.6421821177
TGGT1_230710	-1.728028397	-2.179247808	-4.077264218	-5.691713099	0.516202042
TGGT1_242800	-2.644979088	-3.591080207	-5.000184249	-5.667250761	0.5514542384
TGGT1_267790	-1.459349624	-2.383791426	-4.163285619	-5.403548176	0.5998943862
TGGT1_205710	-3.276053311	-3.25162523	-4.57682468	-5.390372276	0.5524960853
TGGT1_213100	-2.973427109	-3.277706746	-4.565638805	-5.359177235	0.5926218979
TGGT1_299200	-2.611918755	-2.943624148	-4.249683997	-5.352197403	0.5998943862
TGGT1_213069	-2.221724855	-0.9604773117	-4.486874047	-5.328213942	0.3099509057
TGGT1_275810	-0.03118699194	-2.57013294	-4.035512742	-5.283013972	0.652491793
TGGT1_219850	-3.802081935	-3.103439095	-4.347035641	-5.243390516	0.5604773054
TGGT1_255635	-2.806895909	-3.038601355	-4.303933048	-5.230684714	0.6260489178
TGGT1_214600	-1.428789222	-2.454564061	-3.90499761	-5.020994543	0.6075275608
TGGT1_297530	-2.582519046	-1.522785265	-3.801735013	-4.996420983	0.5318517544
TGGT1_268350	-2.784171062	-2.465230331	-3.552580951	-4.92125717	0.6884333006
TGGT1_257710	-3.02519206	-2.818692448	-3.963950952	-4.901922576	0.7060512973
TGGT1_262640	-1.698327158	-1.23758501	-4.485118452	-4.744652892	0.3614770524
TGGT1_251930	-2.017205112	-4.078362782	-5.225374942	-4.742549187	0.6421821177
TGGT1_310290	-2.072444548	-0.7742512386	-2.959179535	-4.738238606	0.5981392945
TGGT1_263090	-2.043390284	-3.181445814	-4.479705869	-4.687762974	0.6075275608
TGGT1_225720	-3.008556562	-1.802648433	-4.326840039	-4.621433148	0.5301658482
TGGT1_257670	-2.864823515	-1.592912436	-2.577769095	-4.61672855	0.7859306197
TGGT1_288940	-2.490288604	-4.335661994	-5.288839353	-4.56752835	0.6489190737
TGGT1_265530	-2.494875317	-3.261214817	-4.214392176	-4.526437541	0.7293369352
TGGT1_297800	-2.726896799	-2.846498407	-3.76381832	-4.466138253	0.7429259387
TGGT1_233190	-2.471119404	-3.167858178	-4.08517809	-4.465770517	0.7266981501
TGGT1_213690	-1.749983902	-3.052881987	-4.199924808	-4.382119338	0.6518703624
TGGT1_225360	-2.486113237	-3.23161372	-4.64524475	-4.304391592	0.7060918662
TGGT1_221320	-1.279551611	-0.03598725865	-3.852226173	-4.296594679	0.2559897347
TGGT1_254110	3.575101382	-3.631926758	-5.294998282	-4.271020663	0.523553443
TGGT1_311240	-0.6024890937	-3.428354818	-4.465380243	-4.251731832	0.7248015213
TGGT1_222020	-2.526359953	-4.867585803	-5.722016676	-4.202369697	0.6471729901
TGGT1_221940	-0.2727858222	-4.32566407	-5.399111288	-4.188848935	0.6665692502
TGGT1_271920	-1.388330827	-3.544855846	-4.531373216	-4.183306468	0.7196653626
TGGT1_287970	-2.79119274	-3.709576175	-4.564007048	-4.122258774	0.7497328975
TGGT1_305980	-2.381840183	-0.2766230019	-3.749385331	-4.112143617	0.4945407711
TGGT1_262030	-1.077032019	-2.595751334	-5.345422026	-4.055325461	0.306673615
TGGT1_300310	-4.282996253	-0.5652242269	-3.144548843	-4.046592628	0.4955336487
TGGT1_289100	-1.966209576	-1.051395245	-3.959737265	-4.039638641	0.4878534127
TGGT1_280710	-1.789723764	-1.492105602	-4.128578336	-4.029079113	0.4046198332
TGGT1_264760	-2.194038961	-0.8456220751	-4.016870937	-3.981669051	0.4550028392
TGGT1_225980	-1.722606215	-4.066446402	-4.805562881	-3.953959571	0.7488229246
TGGT1_242460	-2.704457102	-2.777267953	-4.903166695	-3.92677512	0.516932438
TGGT1_238000	-2.601394923	-3.69023725	-4.432706018	-3.915533273	0.7652581284
TGGT1_314955	-1.31424233	-1.106786526	-3.374973097	-3.911777606	0.6260489178
TGGT1_218950	-0.8004628762	-3.525074053	-4.441957319	-3.877950813	0.7543447665
TGGT1_230430	-0.04413973407	-3.863520684	-6.280304218	-3.868885908	0.2382323499
TGGT1_249490	-3.34722712	-2.057924586	-4.084605608	-3.78692059	0.5970774002
TGGT1_273430	0.1407882774	-1.177543476	-4.496351241	-3.77417679	0.1342919416
TGGT1_310250	-2.062971101	-3.095118454	-5.750071125	-3.706363536	0.05748729777
TGGT1_216630	-4.554484267	-0.4635763614	-1.967774972	-3.689576954	0.7652581284
TGGT1_263680	-1.518491336	-1.632548401	-4.224888147	-3.614270323	0.5148845739
TGGT1_214850	-3.179668472	-0.06104136836	-3.454839641	-3.589085842	0.4790300928
TGGT1_214970	-3.272437767	-2.990609691	-3.586876603	-3.575760112	0.8185145544
TGGT1_293590	-1.828492723	-1.548750746	-4.662325715	-3.480176455	0.3304135804
TGGT1_247510	-2.806305718	-3.854827975	-4.451094887	-3.463526454	0.799439742
TGGT1_230940	-2.734084283	-3.951631648	-4.493533887	-3.449583676	0.766076518
TGGT1_260840	-3.374063843	-3.050859011	-4.39986953	-3.449497078	0.8327803925
TGGT1_269190	-2.601687945	-4.851966884	-5.438964578	-3.400290616	0.699005735
TGGT1_223690	-3.330752965	-3.543200298	-4.13946721	-3.375269727	0.816632194
TGGT1_249530	-3.02349397	-2.653293842	-3.816542977	-3.3679665	0.7652581284
TGGT1_202680	-1.608812304	-2.616883019	-4.434161067	-3.331357745	0.6239442915
TGGT1_293390	-3.161277032	-2.609260991	-4.76077106	-3.329630207	0.4745697422
TGGT1_291310	-2.834169467	-3.718892689	-4.221102917	-3.312065759	0.7810246612
TGGT1_294770	-0.356495971	-3.716944848	-5.841448602	-3.282928142	0.4885652313
TGGT1_321640	-3.827293433	-1.522734208	-3.217442066	-3.270198222	0.738976422
TGGT1_224660	-3.034096538	-1.967695124	-4.15594253	-3.19872529	0.650855405
TGGT1_227420	-2.054974625	-1.62653472	-2.786696125	-3.161624365	0.8277676586
TGGT1_246610	-3.593979522	-3.744713915	-4.19759701	-3.150690778	0.7996918635
TGGT1_288830	2.281401803	-2.669950395	-4.610525861	-3.141301593	0.569999743
TGGT1_305840	0.8606775356	-2.911732555	-5.842544275	-3.130983508	0.1141001106
TGGT1_237560	-2.370968069	-3.049464887	-4.243443585	-3.123753028	0.783255186
TGGT1_239500	-2.875205594	-3.259763665	-4.349003993	-3.110985903	0.7869165173
TGGT1_216070	-3.484334763	-2.347491014	-4.102969146	-3.08967005	0.5738921277
TGGT1_320440B	-1.762138597	-1.047691378	-4.125436741	-3.079018224	0.7246798038
TGGT1_286440	-1.947869808	-4.270437475	-4.822994845	-3.01129571	0.7904620821
TGGT1_267760	-1.9232063	-1.354814077	-3.976989316	-3.001613396	0.6717001028
TGGT1_271000	-2.7616366	1.058758085	-1.850464528	-2.998493314	0.3595032083
TGGT1_239340	-1.125094295	-1.076515773	-2.924230858	-2.975748611	0.7650111333
TGGT1_261240	-2.595973324	-3.42166202	-4.497326765	-2.96723323	0.6961416708
TGGT1_228190	-3.224033783	-3.128264125	-4.457570021	-2.950045894	0.6665692502
TGGT1_210360	-3.077061733	-1.028370849	-3.128816542	-2.930812573	0.7934540793
TGGT1_217050	-1.045773469	-1.197801604	-2.416174026	-2.909318363	0.802115228
TGGT1_308940	-0.9526124962	-0.742009161	-3.048345635	-2.9085924	0.7049400057
TGGT1_269830	-3.38672798	-3.596606362	-4.654319809	-2.870447989	0.7785706902
TGGT1_313200	-2.955664925	-3.841406413	-4.226577959	-2.865222199	0.8180735428
TGGT1_256830	-3.182974018	-3.336249728	-4.327771697	-2.865170504	0.8137195576
TGGT1_265220	-2.929806527	-2.361812165	-3.78511991	-2.857401378	0.7702094093
TGGT1_211230	-1.941320331	-4.094192347	-4.607876523	-2.847318931	0.8144838184
TGGT1_244650	-0.8000291739	-1.443283167	-2.858377953	-2.837205918	0.7488229246
TGGT1_293310	-2.976392451	-3.717102602	-4.776954366	-2.83701658	0.7323145653
TGGT1_215590	-2.083068329	-3.286487189	-3.800171365	-2.818678946	0.8598298425
TGGT1_267560	-1.00117371	-4.342516262	-4.856200438	-2.803254958	0.8365840587
TGGT1_299070	-0.3909268016	-1.01696902	-4.534048376	-2.78713445	0.08018481177
TGGT1_213870	-3.045280747	-2.567301243	-3.61191662	-2.784418459	0.8608165248
TGGT1_208560	-3.725320158	-1.044755454	-3.034980642	-2.776446468	0.7652581284
TGGT1_258700	-3.173636149	-2.524029927	-4.012921711	-2.772951433	0.7457577697
TGGT1_254250	-3.754721781	-2.227583464	-3.362587316	-2.770555873	0.7904620821
TGGT1_300140	-2.573536081	-2.303467976	-4.002207724	-2.754871713	0.799439742
TGGT1_292330	-1.851332949	-2.389311484	-3.984152663	-2.749896498	0.3675835491
TGGT1_295410	-2.526563654	-1.566937657	-3.218993652	-2.741546273	0.7723580521
TGGT1_228710	-2.992384108	-2.230460037	-3.716871336	-2.739522519	0.7921224879
TGGT1_234520	-2.240108579	-1.113338731	-3.331355647	-2.729861222	0.6701031754
TGGT1_315420	1.404492568	-0.7852968757	-3.515245398	-2.724648955	0.1047933188
TGGT1_285268	1.848023763	-2.060965682	-3.170932943	-2.718237522	0.8277676586
TGGT1_309810	-0.2440090783	-2.704282459	-4.411844443	-2.714790662	0.7886607388
TGGT1_272290	-2.249222815	-0.9820407566	-3.871856153	-2.714063859	0.2896514632
TGGT1_276110	-3.348109844	-4.003067219	-4.346622397	-2.699232492	0.8277676586
TGGT1_239590	0.02921929693	-2.158592958	-3.745675584	-2.690132904	0.7989277703
TGGT1_290290	-2.097218403	-3.145748794	-4.271744536	-2.68729857	0.7853895654
TGGT1_264472	-3.546881507	-1.367966167	-3.16503039	-2.683074347	0.6171407363
TGGT1_310950	-3.677977185	-1.957305178	-3.293689736	-2.666412145	0.8327803925
TGGT1_225990	-1.409198916	-0.7061363955	-4.094848411	-2.659276908	0.107359998
TGGT1_291140	-2.559043371	-3.163402229	-4.247208491	-2.649761777	0.8031612844
TGGT1_238240	-0.9286328386	-2.855240278	-3.937253247	-2.639229378	0.8707215341
TGGT1_275568	-3.333879594	-1.607917346	-3.183737841	-2.636543728	0.6864864365
TGGT1_311210	-1.26281732	-1.363635338	-3.730287606	-2.635171072	0.6665692502
TGGT1_220400	-2.058447659	-3.700180213	-4.693357698	-2.62838249	0.8608165248
TGGT1_271470	1.426409837	-4.320838787	-5.179420542	-2.618184066	0.8277676586
TGGT1_281430	-0.8816170859	-2.337365674	-5.46884422	-2.601377358	0.1799694213
TGGT1_261050	-2.107737936	-1.384625236	-3.095666369	-2.583761716	0.7799821574
TGGT1_309010	-0.4199334587	-2.217973038	-4.537417608	-2.580721397	0.4493665698
TGGT1_222390	-1.204487848	-0.1103615341	-2.349226126	-2.568551299	0.6409135964
TGGT1_267800	0.08972117954	-3.359978086	-4.551135233	-2.565624372	0.8276620594
TGGT1_292310	0.8089388531	-1.912886042	-3.256874877	-2.556226216	0.7652581284
TGGT1_254410	-0.9456098664	-0.1521582474	-3.371772761	-2.536122255	0.2932642098
