gene_id	fit_complete_medium_2025	fit_no_glutamine	fit_no_glucose	fit_glucose_dependence	fit_glucose_dependence_fdr
TGGT1_217650	-1.146793095	0.5449480838	0.2900454395	-0.2251986134	0.9140639236
TGGT1_227952	-1.347191215	-0.8558570125	-1.104285624	-0.2251945729	0.8780896793
TGGT1_249400	1.490192998	0.5517703411	0.3603639166	-0.2251599628	0.8389035219
TGGT1_262600	1.57058141	0.5498930363	0.3245844858	-0.2249885062	0.8429608285
TGGT1_257310	-2.330265295	-0.6729381987	-0.2070050739	-0.2248895995	0.9772400151
TGGT1_295370	0.496084252	0.4387592493	0.2266774238	-0.2248867687	0.8277676586
TGGT1_205080	1.533975631	0.1706560188	-0.02027336873	-0.2242339808	0.8608165248
TGGT1_276200	0.6124039867	0.1308807359	-0.08860452678	-0.2241897364	0.8945568332
TGGT1_409760	0.9417168374	0.4224792616	0.2202944347	-0.2238514966	0.8929625475
TGGT1_232370	0.5361230867	-0.3858574748	-0.6052347044	-0.2237602461	0.8295481473
TGGT1_409160	0.4639752875	0.8546724487	0.627856365	-0.2237009452	0.8833608641
TGGT1_321800	0.8406328152	0.5238310393	0.2983407724	-0.2235734921	0.8096858983
TGGT1_306520	0.9125119624	0.3385938147	0.1170826035	-0.2229045958	0.8150879388
TGGT1_224570	-0.06732270083	0.294359306	0.1032068292	-0.2227125172	0.9180755241
TGGT1_277910	0.1239016643	0.09943720509	-0.1420185313	-0.2222806728	0.9280142336
TGGT1_310400	1.996678481	0.2504062597	0.03495733763	-0.2213697072	0.7563713739
TGGT1_259850	-0.4534147159	0.2470170275	0.08715847791	-0.2212341401	0.9478181137
TGGT1_299190	-1.725739827	-1.498477812	-0.962711801	-0.2210448286	0.9851433533
TGGT1_203685	0.1592117491	0.5928195321	0.3742970499	-0.2209911684	0.8567265928
TGGT1_205658	1.331990343	0.7072548661	0.4837536265	-0.2204972231	0.7810246612
TGGT1_288550	-0.06314246546	-0.07941449102	-0.2879390044	-0.2204326406	0.932942265
TGGT1_270520	-0.5956333767	-0.8028602926	-0.8020394996	-0.2203108905	0.9793376257
TGGT1_251770	0.4468370472	0.6713259042	0.4555620079	-0.2198712598	0.8608165248
TGGT1_297670	0.3086157207	0.3261234508	0.1157989706	-0.2198581934	0.8608165248
TGGT1_216290A	0.9347282273	0.248633602	0.03246471623	-0.219653231	0.8377351774
TGGT1_275640	0.686818122	0.3999058145	0.1811219859	-0.2195823211	0.802115228
TGGT1_311700	0.8780688116	0.3630007058	0.1678509876	-0.2194710582	0.8277676586
TGGT1_287990	-0.75607411	-0.1804774702	-0.5123211323	-0.2193798459	0.9591122917
TGGT1_311075	0.009263488253	0.330123093	0.130432495	-0.2193231841	0.8608165248
TGGT1_229270	0.001816448219	0.3177890413	0.1025432462	-0.2192025171	0.8608165248
TGGT1_294808	1.477391858	0.3999823883	0.1813489449	-0.2189856161	0.7996918635
TGGT1_277000	-3.69648927	-3.433157316	-3.502287772	-0.2188988167	1
TGGT1_233320	1.958140252	0.534216594	0.3187266021	-0.2186636255	0.7189605597
TGGT1_305635	1.67493809	0.3764689523	0.1440982522	-0.218210488	0.8647903507
TGGT1_202930	1.556109137	0.5806498197	0.3630106989	-0.2181851606	0.7652581284
TGGT1_272440	0.5796097764	0.5639326463	0.3531893286	-0.2178921947	0.8477963513
TGGT1_311420	0.8421533651	0.6936030483	0.4684302617	-0.2175943337	0.7904620821
TGGT1_276820	1.287549706	-0.2961405488	-0.4272361579	-0.2175484502	0.9062031777
TGGT1_318480	0.275577796	0.4412803718	0.2202628037	-0.2164956351	0.9102294773
TGGT1_281420	-1.18691915	-0.2059877628	-0.3352988265	-0.2163904312	0.9894996004
TGGT1_224540	-0.1626662145	0.3107227203	0.07322318814	-0.2155462445	0.9035777243
TGGT1_225310	0.6526055735	-0.2598404954	-0.4607894327	-0.215412902	0.9114825374
TGGT1_213290	-0.429297617	0.4596695776	0.274172909	-0.2153958986	0.8948242255
TGGT1_288960	0.9746095633	0.5315679292	0.3235122317	-0.2153786534	0.8150879388
TGGT1_243970	-0.3754845017	0.2677641825	0.01679135617	-0.2151301815	0.9142509141
TGGT1_240250	0.9393542729	0.6664541054	0.4393068344	-0.2150257629	0.8608165248
TGGT1_310320	-0.3444021512	0.4490878134	0.2400345926	-0.2148945759	0.8687758466
TGGT1_262510	-1.285587415	-1.890751293	-1.95674635	-0.2146642152	1
TGGT1_311880	0.9088547539	0.4768234164	0.2658285702	-0.2142541356	0.8109406653
TGGT1_269380	1.284846219	0.580413892	0.3779041159	-0.214129531	0.7886607388
TGGT1_240700	0.7964071418	-0.1150139369	-0.3196653892	-0.2135082812	0.8913511685
TGGT1_209705	0.599598205	0.4783907244	0.2547123914	-0.2134577718	0.8090750583
TGGT1_307030	0.7724313149	0.6021326865	0.3869588217	-0.2133944743	0.8377351774
TGGT1_262130	-0.005651046477	0.06337795322	-0.0388751862	-0.2133065975	0.9591122917
TGGT1_270190	-0.2067430366	0.3366246229	0.1473862746	-0.213140597	0.9035777243
TGGT1_279000	0.7479123527	0.6402495278	0.4440276623	-0.2131079484	0.8277676586
TGGT1_258750	-0.1323279927	0.05499201482	-0.1299408378	-0.2131079122	0.9301918659
TGGT1_284570	-3.818140728	-2.921241778	-2.988415651	-0.2127259229	1
TGGT1_267150	1.361514147	0.483827017	0.281489747	-0.2122896521	0.8608165248
TGGT1_210255	-0.7399284138	-0.5707771359	-0.8325283999	-0.2122032626	0.9754343052
TGGT1_294760	0.7931806212	0.09666066233	-0.1086381086	-0.211999616	0.9280142336
TGGT1_223900	0.5367972247	0.4488524371	0.243292142	-0.2117088005	0.8420444092
TGGT1_288220	-0.09204641353	0.3819288398	0.1738584777	-0.2112026988	0.9098702344
TGGT1_314430	0.9863150258	-0.2714894891	-0.4959133788	-0.2107962944	0.8707215341
TGGT1_267960	1.091480242	-0.05566462247	-0.2641059402	-0.2107524503	0.8368515752
TGGT1_268980	2.150696645	0.6088662385	0.4030231819	-0.2107186198	0.7723580521
TGGT1_217360	-2.624822298	-2.352041946	-2.844291006	-0.2107184676	1
TGGT1_255360	0.8050771096	0.004746187127	-0.1603506836	-0.210552554	0.8929625475
TGGT1_290840	0.8207402523	-0.2497667229	-0.387118079	-0.2105362376	0.944120859
TGGT1_203370	-3.037400144	-3.298729874	-3.369127588	-0.2101152478	1
TGGT1_306940	0.4290576	0.01824336407	-0.2050570972	-0.2101048349	0.9133605559
TGGT1_290720	-1.640258995	-3.802003523	-4.035926456	-0.210103368	1
TGGT1_209170	0.1852822493	0.2822915848	0.07280574451	-0.210072939	0.8608165248
TGGT1_278460	0.7702389241	0.4298158233	0.2170675334	-0.2091021569	0.8608165248
TGGT1_217750	0.6572068316	0.4791512201	0.2822862091	-0.2090074771	0.8878210861
TGGT1_311490	-0.2669140895	0.5510486275	0.3453768478	-0.2089733542	0.8377351774
TGGT1_259560	0.8463990373	0.3157698491	0.1190229122	-0.2089053143	0.8913511685
TGGT1_247220	1.671053335	0.6322948653	0.4237518013	-0.2084663902	0.7869165173
TGGT1_287040	-0.03897789973	0.5971185899	0.414545012	-0.2082251335	0.8878210861
TGGT1_315290	0.932204829	0.1565126192	-0.03680421449	-0.208026169	0.8598298425
TGGT1_310220	-1.627184739	-0.4159148969	-0.5842363403	-0.207964147	0.9142509141
TGGT1_262000	0.643149533	0.3306516181	0.1214531564	-0.207697957	0.8869617653
TGGT1_300030	-0.6743175682	-3.491935304	-3.557472237	-0.2076244378	1
TGGT1_227400	-0.07443603397	-0.07068526914	-0.3743641079	-0.207350502	0.9700310419
TGGT1_246160	1.266657554	0.3659300616	0.1730620989	-0.207335938	0.8608165248
TGGT1_253690	1.652476589	0.690794874	0.485572677	-0.2072442459	0.7666352295
TGGT1_217692	-0.5388179552	0.003568251469	-0.1960425462	-0.2072035493	0.8792997278
TGGT1_275780	0.2359204284	0.4660484619	0.2569922293	-0.2069235972	0.8608165248
TGGT1_222330	-0.757458423	0.2823646485	0.09831649666	-0.2068431946	0.9591122917
TGGT1_299120	0.224964345	-0.02415011732	-0.2098870014	-0.2068029006	0.9142509141
TGGT1_462969	1.188688872	0.6444613974	0.4389285274	-0.2068021397	0.8221140551
TGGT1_225080	-1.387230238	-1.958879268	-2.444339311	-0.2066917662	1
TGGT1_281470	-0.1847456345	0.1323088621	-0.05594973422	-0.2066623357	0.9110407599
TGGT1_320280	0.8593361021	0.4323769505	0.2330133181	-0.2064812819	0.8276620594
TGGT1_262655	0.08230305361	0.6019407429	0.4024893301	-0.2059154758	0.8946258811
TGGT1_219828	1.469793805	0.4224443874	0.2392030071	-0.2055284986	0.8608165248
TGGT1_269705	1.357732156	0.4859931814	0.2964066411	-0.2054830962	0.8209550657
TGGT1_256050	0.5098146458	0.4056416609	0.202464244	-0.2053007667	0.9142509141
TGGT1_228170	-3.038583879	-2.504450672	-1.503986534	-0.2052748012	0.9834445231
TGGT1_293660	3.795927454	-2.86385866	-2.944788047	-0.2051277697	1
TGGT1_214980	0.7018924916	0.3049760806	0.09969567587	-0.2050775753	0.8880492059
TGGT1_271935	1.279950855	0.5318534863	0.3367072365	-0.2047084534	0.7734373323
TGGT1_223530	-2.703177881	-1.953584623	-1.354817285	-0.2045543378	0.9964697299
TGGT1_310410	1.258112243	0.2608468126	0.06653231698	-0.2041751918	0.9142509141
TGGT1_255190	0.8644376883	0.7382657398	0.5433143247	-0.2039565312	0.6831315904
TGGT1_270300	0.7495814146	0.2181368475	0.02415759748	-0.2034803912	0.8406330282
TGGT1_310820	-0.3463054575	0.1433105456	-0.05821466532	-0.2032126038	0.932942265
TGGT1_316610	-1.840126463	-3.606744786	-3.708008082	-0.2028898713	1
TGGT1_202890	0.7127104445	0.6294303678	0.4770211034	-0.2027846955	0.9035777243
TGGT1_257130	1.929886773	0.6844259886	0.4847501897	-0.2026382021	0.8083608556
TGGT1_278360	-0.1278286329	0.01039628967	-0.147682531	-0.2025623869	0.9556629846
TGGT1_219730	1.779730887	0.4495728948	0.2459394976	-0.2021078542	0.8277676586
TGGT1_212940	-1.147309833	-0.5977329887	-0.771153513	-0.2018290218	0.9917065611
TGGT1_249698	0.9609792532	0.2912479677	0.09038038193	-0.201811051	0.8687758466
TGGT1_228160	0.2772649573	0.4283812568	0.2331532621	-0.2014604203	0.8251119318
TGGT1_314267	-0.2158842103	-0.03182127445	-0.22763593	-0.2013639706	0.9035777243
TGGT1_244250	0.563848756	0.3371279093	0.1482508884	-0.2010868539	0.8681594693
TGGT1_243615	0.6180048343	0.351021036	0.1750211161	-0.2010029113	0.8931107894
TGGT1_313300	0.2716053358	0.2118607998	0.002641078507	-0.2007168591	0.9110407599
TGGT1_281650	-1.096479447	0.2015223771	0.04278724566	-0.2002498307	0.9568255635
TGGT1_260820	-0.137199663	0.01535614227	-0.1830606396	-0.2000825007	0.8719054268
TGGT1_284420	1.281356692	0.5360920242	0.3415423173	-0.2000494981	0.8137195576
TGGT1_255960	-1.5177536	0.1044965412	-0.1442945709	-0.199913642	0.9477884103
TGGT1_223685	1.650465313	0.616264621	0.4176310043	-0.1996742135	0.799439742
TGGT1_262990	-0.7093437184	-0.5587877576	-0.6956935978	-0.1996473585	0.9660002167
TGGT1_318640	1.128364397	-1.056361508	-1.19732469	-0.1996464169	0.9894996004
TGGT1_251490	0.1859696862	0.4633951603	0.2556388445	-0.1993617823	0.8980400324
TGGT1_227640	1.052182172	-0.09045034753	-0.2793067111	-0.1990437669	0.861134794
TGGT1_278420	-1.993916369	-0.2881439002	-0.5745539406	-0.1990399973	0.9700739233
TGGT1_254040	0.7685107548	0.5301619314	0.3353834172	-0.1989984213	0.8277676586
TGGT1_242360	0.9216096667	0.6126950069	0.4202627738	-0.1987654071	0.8336799139
TGGT1_246120	1.555547482	0.4124346091	0.215400577	-0.198675678	0.8608165248
TGGT1_248460	0.9645311346	0.4241451787	0.2227051943	-0.1986316117	0.8687870283
TGGT1_288730	0.529076006	0.4615900608	0.2716357684	-0.1985289315	0.8389035219
TGGT1_283780	0.1825334002	0.4210803262	0.1855001197	-0.1983314884	0.9477884103
TGGT1_275440	1.963331905	0.5068475088	0.305133883	-0.1983086958	0.7734373323
TGGT1_264640	1.503474745	-1.061278826	-1.079596141	-0.1982452071	1
TGGT1_308810A	-0.2344791548	-0.07276000126	-0.2596077957	-0.1979824571	0.9643156167
TGGT1_272265	-1.440806985	0.3144431139	0.1416691744	-0.1979193546	0.9556629846
TGGT1_251530	1.064062402	0.03005065649	-0.1670631238	-0.1979016449	0.8608165248
TGGT1_267020	-1.490931261	-0.2916053746	-0.4890993163	-0.197671264	0.9477884103
TGGT1_293258	0.9128258395	0.6792048831	0.4946820751	-0.1976307477	0.8389035219
TGGT1_249930	0.6914088984	0.3237104902	0.1253639871	-0.197132244	0.8277676586
TGGT1_362200	0.3795492473	0.4121140461	0.2052486627	-0.1968302268	0.8608165248
TGGT1_259000	-0.658477252	-1.566345978	-1.784075404	-0.1967061461	1
TGGT1_290190	0.4223218111	0.3656826556	0.2138311047	-0.1965501137	0.9142509141
TGGT1_364690	0.8389450398	0.3961122244	0.2053841795	-0.1965083469	0.8494370829
TGGT1_249650	-0.3138293446	0.2194894087	0.1193040332	-0.1962673777	0.9142509141
TGGT1_315490	0.02293364667	0.4874185738	0.2899162112	-0.1959160832	0.8780896793
TGGT1_206340	1.913987323	0.568190234	0.3782340846	-0.1958956315	0.799439742
TGGT1_236670B	0.5431103805	0.3108748691	0.1168475331	-0.1957098248	0.8624201447
TGGT1_225230	0.5347153362	0.1718895817	-0.004852266409	-0.1955836392	0.8608165248
TGGT1_285980B	0.782919476	0.4159168871	0.2573787623	-0.1954315701	0.9035777243
TGGT1_313190	1.491658405	0.4855455385	0.2866340734	-0.1953985203	0.8363907166
TGGT1_312270	0.6869630083	0.4035175726	0.243769297	-0.1952575556	0.9256065466
TGGT1_230900	1.021190644	0.008970508831	-0.1869939461	-0.1951650648	0.9142509141
TGGT1_232970	-0.5915033622	-1.796296842	-1.927162942	-0.1951484799	1
TGGT1_269315	0.03560069947	0.3826060853	0.1718154674	-0.1950697477	0.8608165248
TGGT1_243465	1.625971969	0.7459820178	0.5534220004	-0.1949972727	0.8598298425
TGGT1_313430	-3.887484713	-3.183141437	-3.262021257	-0.194755679	1
TGGT1_246535	0.2865839364	0.3341760491	0.1379598763	-0.1947518118	0.8109589589
TGGT1_236880	1.604299649	0.5849025202	0.3937917877	-0.1946760749	0.8093628609
TGGT1_307260	0.264718728	-0.08442528117	-0.2788406392	-0.1941894553	0.8207614039
TGGT1_201830	-2.387850581	-0.5888286529	-0.7853186354	-0.1940297968	0.9964697299
TGGT1_297100	0.8815102685	-0.3915120027	-0.5934357618	-0.1937754349	0.9460915587
TGGT1_297330	0.1920091209	0.1309665336	-0.04368851054	-0.1937467991	0.8978012075
TGGT1_304920	0.6794927934	0.51718842	0.3473739102	-0.1935117386	0.8846631013
TGGT1_226060	0.4901810155	0.2561067199	0.06138199432	-0.1934396893	0.9180755241
TGGT1_253070	0.4819068358	0.4226778752	0.2560297922	-0.1933375888	0.9000513561
TGGT1_252890	0.4974019158	0.6244525523	0.4315871797	-0.1930473824	0.9256065466
TGGT1_248150	1.656500434	0.402315441	0.2158090612	-0.193031331	0.9008441809
TGGT1_254570	-3.727168523	-2.581474561	-2.685567057	-0.1928051849	1
TGGT1_253330	1.418474015	0.4760229891	0.2950938603	-0.1927445672	0.8719054268
TGGT1_309420	-2.825741556	-3.301670005	-3.396615997	-0.1922141257	1
TGGT1_363590	-0.6017235303	-0.4853057004	-0.6072413502	-0.1921048667	0.9779081463
TGGT1_265255	0.1079469461	0.2740660734	0.1607166639	-0.1921035537	0.9631835294
TGGT1_226480	-0.6463772348	0.5057159789	0.3014027312	-0.1918852294	0.944120859
TGGT1_269950	0.559416355	0.461064653	0.2854854562	-0.1917699631	0.8608165248
TGGT1_221665	0.351278252	0.2421277563	0.04618947244	-0.1915121152	0.9142509141
TGGT1_285290	1.094176603	0.4303969532	0.240591423	-0.1913060854	0.8933485964
TGGT1_269582	0.3941502344	0.352681024	0.1545315214	-0.191253516	0.9068588044
TGGT1_293740	1.626792203	0.7413807055	0.5524447072	-0.1912107925	0.807538706
TGGT1_248673	0.1186671956	0.2002959457	0.007484445933	-0.1912068941	0.9062031777
TGGT1_321650	-2.905953422	-3.40088515	-2.727603433	-0.1908417621	0.9826742048
TGGT1_227030	0.8115303377	0.4296560598	0.2441465815	-0.1906458431	0.8327803925
TGGT1_211630	1.027980809	0.3834758505	0.1896496681	-0.1905045369	0.8980888704
TGGT1_260260	-2.82685053	-2.123597762	-2.236272741	-0.1904595844	1
TGGT1_217726	0.1761610755	0.3248618987	0.116993853	-0.1903842304	0.9142509141
TGGT1_311730	-0.04648302734	-0.5951231043	-0.8637526459	-0.1903433345	1
TGGT1_286580	1.028601486	0.4653549857	0.2741729428	-0.1899110506	0.7717797437
TGGT1_282090	-0.5722612777	0.359498659	0.1920189288	-0.189503922	0.8956038202
TGGT1_208850	1.484693782	0.4049955559	0.221742638	-0.1893771697	0.8636497659
TGGT1_207160	0.5960859429	0.6223073724	0.4642783089	-0.1893147855	0.9039239855
TGGT1_285950	0.3263966761	0.3729318138	0.1990419073	-0.1891823035	0.944120859
TGGT1_226410	2.079722978	0.6431061926	0.4542858415	-0.1890868718	0.7866117744
TGGT1_278965	-0.06950678451	0.57978567	0.3822202806	-0.1890302444	0.9084192442
TGGT1_222935	0.9170332835	0.4322666696	0.2399950668	-0.1889357346	0.8216163536
TGGT1_263380	0.7982580386	0.3451110933	0.1952992489	-0.1887293918	0.9124634771
TGGT1_201720	0.03704152268	0.09692833649	-0.09100016077	-0.1887009414	0.9340887592
TGGT1_253520	-1.20325536	-4.472339932	-4.520247128	-0.1886652185	1
TGGT1_314470	-1.31912028	-2.083497274	-2.227664028	-0.1886099432	1
TGGT1_320020	-2.390028269	-0.7860879192	-1.398538958	-0.1885971147	1
TGGT1_238077	1.713910969	0.5018795019	0.3133862839	-0.1885918777	0.8185145544
TGGT1_228120	-3.295348322	-1.323762551	-1.982021224	-0.1884883978	1
TGGT1_263560	0.7694591632	-1.797992889	-1.987987041	-0.1884444585	0.9643327698
TGGT1_251750	1.1591811	0.3635034836	0.1997292908	-0.1879184501	0.8608165248
TGGT1_218220	-4.096857985	-3.695253359	-3.711329171	-0.187816071	1
TGGT1_204010	1.130318489	0.4308980625	0.2545428278	-0.18743383	0.8466091777
TGGT1_242020	0.453843013	0.1321568101	-0.05277032618	-0.1871840046	0.93204404
TGGT1_309025	0.2907690192	0.6259458143	0.472020769	-0.1866523393	0.9142509141
TGGT1_254430	0.2928613227	0.4171778382	0.2227326422	-0.18663476	0.9036884026
TGGT1_310640	1.313379876	0.3644420248	0.1664049299	-0.186522854	0.8277676586
TGGT1_232140	0.586642312	0.3793654198	0.1929696871	-0.1864375337	0.8931107894
TGGT1_311890	0.2398663551	0.1281597832	-0.04956380107	-0.1860548578	0.8973811755
TGGT1_306640	-3.60427809	-3.119719647	-3.191286601	-0.1860153582	1
TGGT1_226580	-1.824851582	-2.380646428	-2.642521146	-0.1857594715	1
TGGT1_267585	0.04685343048	-0.4818995803	-0.2392638948	-0.1853710858	0.9851433533
TGGT1_259900	0.08678697878	0.2410143801	0.06154714587	-0.1853471805	0.9558755128
TGGT1_240780	-0.4755642181	-2.266786992	-2.013091518	-0.1851945068	1
TGGT1_254660	0.9015633832	0.5567689696	0.3789712482	-0.1849445044	0.8687758466
TGGT1_295995	1.446109621	0.5357448282	0.3760530558	-0.1847234089	0.8608165248
TGGT1_218810	0.2248656724	0.4341242574	0.2512445312	-0.1842509599	0.9142509141
TGGT1_238490	1.407364485	0.4404371389	0.2449059664	-0.1840925102	0.8608165248
TGGT1_270660	0.1939187661	0.2886904522	0.1044926459	-0.1840327094	0.9140639236
TGGT1_240610	1.377982557	0.54826318	0.3733520198	-0.1838987847	0.8255904394
TGGT1_262750	-0.307121231	0.1014620192	-0.07682459971	-0.1837489158	0.9605307092
TGGT1_286450	2.519950271	0.5299812775	0.3559437531	-0.1835268471	0.8494370829
TGGT1_219810	1.491451094	0.7136679916	0.5374905027	-0.1834131047	0.8277676586
TGGT1_214390	1.541602239	0.5351103819	0.3585258743	-0.1830252482	0.8377351774
TGGT1_462964	1.123121299	0.3377437594	0.1543876929	-0.1825022812	0.9035777243
TGGT1_268270	0.3112760117	0.4369475516	0.2808156225	-0.1824455818	0.9199676773
TGGT1_209680	0.8214819652	0.2794761713	0.1020021376	-0.1823364732	0.9142509141
TGGT1_268765	0.4099035472	0.4264273315	0.243926389	-0.1822196226	0.8608165248
TGGT1_409550	0.4150892279	0.3838304818	0.2142012652	-0.1821017141	0.9031582712
TGGT1_257050	-0.01830672129	0.3748141755	0.1930201655	-0.1820955802	0.9520740664
TGGT1_218820	0.1572060137	-0.8860955703	-1.080103953	-0.1820928101	0.9288124696
TGGT1_320230	0.5736322697	0.432561233	0.2536552929	-0.181965031	0.9093620633
TGGT1_209210	-1.066102465	-1.057099175	-1.314182571	-0.1819510267	0.9890791996
TGGT1_202140	0.6810739137	0.2001977143	0.02260461804	-0.1819019316	0.8608165248
TGGT1_200470	-0.02583748136	0.07496705957	-0.1012031875	-0.1818637543	0.9481965267
TGGT1_227580	-0.5310784527	0.6521301653	0.4920765573	-0.1817651964	0.9124634771
TGGT1_267430	-1.22785976	-1.981748927	-1.845061887	-0.1815330945	1
TGGT1_230920	0.2231023638	0.4570005003	0.2803037026	-0.1813591252	0.9263368156
TGGT1_258580	1.436287659	0.6528224634	0.4811066568	-0.1812360087	0.8913511685
TGGT1_244490	0.2640707418	0.5516909938	0.4127807728	-0.181217476	0.9612017619
TGGT1_260020	0.2376544891	0.3656838724	0.1852002737	-0.1811959573	0.8913511685
TGGT1_233520	0.7366806819	-0.9705614843	-0.826365529	-0.1809851786	0.9917065611
TGGT1_248980	-0.1465720219	-0.462787867	-0.6352869234	-0.1807084714	0.9751470249
TGGT1_224910	0.05158939925	0.4071494543	0.2458434497	-0.1806886319	0.8913511685
TGGT1_249350	1.096110114	0.2940165531	0.1239314719	-0.1804140892	0.8619790562
TGGT1_223070	0.0499913894	0.5824521605	0.4016474521	-0.180352892	0.8956038202
TGGT1_409420	0.258072036	-1.157373438	-1.345702427	-0.1802742061	0.9826742048
TGGT1_204440	-0.4197981609	0.0295001748	-0.1351740231	-0.1801275623	0.9707117618
TGGT1_231991	1.206448843	0.4361234393	0.2515854371	-0.1798648547	0.8608165248
TGGT1_295125	1.288814623	0.3773960467	0.2171843985	-0.1796906131	0.8692150422
TGGT1_208320	0.2905855947	0.7123991212	0.5328639367	-0.1795686567	0.9244487414
TGGT1_240090	0.9149099806	0.2599816274	0.08115486982	-0.1795497301	0.7989277703
TGGT1_260540	0.2557006002	0.4137957137	0.2333414616	-0.1794170657	0.8083608556
TGGT1_270040	1.582099724	0.3663094527	0.1969340248	-0.1793841293	0.8608165248
TGGT1_203230	0.7639904804	0.3810742534	0.2011053895	-0.1793227906	0.8608165248
TGGT1_270050	-1.315637122	-0.02747894462	-0.2583770177	-0.1787883587	0.9396463184
TGGT1_221585	1.779600562	0.4186340942	0.24301073	-0.1784289391	0.8116870411
TGGT1_211015	0.9255874596	0.3360157343	0.1605527559	-0.1782331015	0.929539605
TGGT1_235470	-1.616030078	-2.983656742	-3.129781152	-0.1780502439	0.9643156167
TGGT1_287250	1.763961871	0.4996510953	0.3390836582	-0.1777496701	0.9062031777
TGGT1_214270	-2.665689423	-2.841104839	-2.896082956	-0.1773735877	1
TGGT1_243470	0.1036323721	0.5714870112	0.4098260793	-0.1770771189	0.8765082642
TGGT1_221620	-2.151647165	-0.6788342785	-0.5396489355	-0.1767936459	0.9964697299
TGGT1_208310	0.1275793691	0.07737323613	-0.09442280026	-0.1766853285	0.9142509141
TGGT1_284602	-0.2029393216	0.3688682554	0.1823061377	-0.176641881	0.9110407599
TGGT1_290645	0.3653283661	0.7097180085	0.5392636362	-0.1766258693	0.9426010943
TGGT1_238160	1.350360414	0.4547223804	0.2968208667	-0.1765341263	0.8878210861
TGGT1_246760	1.413155852	0.0111096851	-0.0681181525	-0.1764553415	0.9605307092
TGGT1_307480	1.184529388	0.5199747736	0.3444861358	-0.1761837696	0.8608165248
TGGT1_271860	0.09027251694	0.6322312244	0.4795185401	-0.1760402283	0.9091701754
TGGT1_254590	1.019227973	0.2765148693	0.1574429155	-0.1760334217	0.9244487414
TGGT1_267540	0.1922033874	0.4578277829	0.292338103	-0.1758326437	0.9142509141
TGGT1_209930	0.4681434182	0.1767076844	0.01290484723	-0.1757787013	0.9244487414
TGGT1_409320	0.83678441	0.5798136116	0.40462652	-0.1756303574	0.9110407599
TGGT1_315165	1.34198207	0.6541446152	0.4821872756	-0.1754762469	0.8116870411
TGGT1_237230	2.400627409	0.7501162069	0.5696282421	-0.1754494009	0.7773716266
TGGT1_274120	0.5336539541	0.3383045694	0.163711815	-0.1754219471	0.9142509141
TGGT1_213720	0.001641974359	0.2489761048	0.1352861211	-0.1750617324	0.9660002167
TGGT1_222700	0.7156400477	0.2679386858	0.09163710611	-0.1750220462	0.9142509141
TGGT1_256020	1.405955066	0.459854867	0.2916018816	-0.1749974795	0.8775227573
TGGT1_284670	-0.186057013	0.2109745276	0.03125566098	-0.1749679829	0.9142509141
TGGT1_213840	0.915968931	0.3355223275	0.1827892111	-0.1747577738	0.9042960689
TGGT1_210715	1.187463002	0.5056995163	0.3371080516	-0.174579529	0.8408406763
TGGT1_253820	1.538755095	0.372689449	0.2183155331	-0.1744573225	0.8978012075
TGGT1_312600	-0.3371308331	-0.0291590451	-0.1863502393	-0.1740719837	0.9288124696
TGGT1_318240	0.2860950922	0.1075910747	-0.07592927371	-0.1739952682	0.8978012075
TGGT1_271880	-1.228643884	0.4796601377	0.3899144228	-0.1739472337	0.969640755
TGGT1_232120	-0.3138539799	0.5400854905	0.354437555	-0.173935966	0.9700739233
TGGT1_285240	-2.271827997	-3.185196851	-3.283891767	-0.1738317157	1
TGGT1_216875	0.4157384478	0.3680723416	0.1940425402	-0.1737340919	0.9142509141
TGGT1_266870	1.008023364	0.702082298	0.5260225564	-0.1732296204	0.8913511685
TGGT1_245740	0.1099246132	0.4126235439	0.2398265047	-0.1730871432	0.8687758466
TGGT1_307620	0.9220937951	0.4532599146	0.2791288546	-0.1727932331	0.8880492059
TGGT1_205170	-0.9873643628	-0.03632759234	-0.1843685435	-0.1727435433	0.9831253248
TGGT1_231950	1.173401871	0.5691885878	0.4019349379	-0.1726111871	0.8608165248
TGGT1_226370	1.167473208	0.1513193067	-0.008015987504	-0.1724681954	0.9062031777
TGGT1_410520	1.171366686	0.3862765648	0.2134352735	-0.1724397063	0.8898746257
TGGT1_231994	0.8876203363	0.701708637	0.5286322791	-0.1724077029	0.8719054268
TGGT1_268670	1.433882386	0.1849548767	0.0249612462	-0.1720515296	0.9035777243
TGGT1_293230	0.9815845091	0.5602991761	0.4001459985	-0.1715770781	0.8681594693
TGGT1_259980	-0.4487594899	-2.69643524	-2.766547118	-0.1709999904	1
TGGT1_214295	2.275883727	0.5599635954	0.3956806835	-0.1709991646	0.8150879388
TGGT1_408940	0.8880060872	0.6478035547	0.4761029334	-0.1709356759	0.8699343718
TGGT1_243900	1.002518238	0.4374075507	0.2681256642	-0.1708914452	0.8377444219
TGGT1_285660B	-0.8075829701	-0.8638281472	-0.9706322888	-0.1708654636	0.9902479761
TGGT1_218750	1.312968202	0.6241529406	0.4455225734	-0.1706870092	0.8608165248
TGGT1_319860	-2.841579388	-2.711254181	-2.941654069	-0.170432527	1
TGGT1_315123	-0.5351650117	0.5049653888	0.3263157022	-0.1704145321	0.926511912
TGGT1_239290	-0.2818781187	0.3723364614	0.3096282359	-0.1701924872	0.9591122917
