fold,selected_structure,n_train,n_test,macro_f1,macro_precision,macro_recall,coverage,covered_accuracy
0,e009__kmeans_k80,698,175,0.2093923188252321,0.43944444444444447,0.14798115320416655,0.36,0.5555555555555556
1,e009__kmeans_k80,698,175,0.23195437743382946,0.49762820512820516,0.15319994083965432,0.29714285714285715,0.6923076923076923
2,e013__hdb_mcs20_ms10_eom,698,175,0.137003248862898,0.2480952380952381,0.09796953242198228,0.2571428571428571,0.4888888888888889
3,e013__kmeans_k40,699,174,0.19085972850678734,0.30986842105263157,0.14129409351927807,0.3620689655172414,0.5555555555555556
4,e002__kmeans_k40,699,174,0.14688716888611125,0.36444444444444446,0.0940671031096563,0.2413793103448276,0.5476190476190477
