fold,selected_structure,n_train,n_test,macro_f1,macro_precision,macro_recall,coverage,covered_accuracy
0,e003__hdb_mcs20_ms10_leaf,3061,766,0.05037571979492596,0.10355375618533512,0.03770780501549732,0.06005221932114883,0.6521739130434783
1,e010__hdb_mcs20_ms10_leaf,3061,766,0.021502849002849003,0.068006993006993,0.013870744639975409,0.031331592689295036,0.6666666666666666
2,e003__hdb_mcs20_ms10_leaf,3062,765,0.05099449664667056,0.09775641025641026,0.03530877017719123,0.07058823529411765,0.6481481481481481
3,e029__hdb_mcs20_ms10_leaf,3062,765,0.05633568052283358,0.09027777777777778,0.04471843945528156,0.11372549019607843,0.5287356321839081
4,e029__hdb_mcs20_ms10_leaf,3062,765,0.04360061127781486,0.08225022104332448,0.033926499593920405,0.09411764705882353,0.5972222222222222
