gene_id,proposed,cluster,cluster_training_support,cluster_training_probability,evidence_status,nested_cv_precision,nested_cv_recall,nested_cv_f1
TGME49_294820,nucleus - chromatin,9,14,0.56,inferred_from_held_out_structure,0.6660344827586206,0.10016127663186487,0.16938578947336663
TGME49_286270,nucleus - chromatin,28,44,0.6567164179104478,inferred_from_held_out_structure,0.6660344827586206,0.10016127663186487,0.16938578947336663
TGME49_278205,nucleus - chromatin,28,44,0.6567164179104478,inferred_from_held_out_structure,0.6660344827586206,0.10016127663186487,0.16938578947336663
TGME49_295610,nucleus - chromatin,28,44,0.6567164179104478,inferred_from_held_out_structure,0.6660344827586206,0.10016127663186487,0.16938578947336663
TGME49_288190,nucleus - chromatin,9,14,0.56,inferred_from_held_out_structure,0.6660344827586206,0.10016127663186487,0.16938578947336663
TGME49_311625,nucleus - chromatin,28,44,0.6567164179104478,inferred_from_held_out_structure,0.6660344827586206,0.10016127663186487,0.16938578947336663
TGME49_295658,nucleus - chromatin,10,28,0.717948717948718,inferred_from_held_out_structure,0.6660344827586206,0.10016127663186487,0.16938578947336663
TGME49_270720,nucleus - chromatin,28,44,0.6567164179104478,inferred_from_held_out_structure,0.6660344827586206,0.10016127663186487,0.16938578947336663
TGME49_268010,nucleus - chromatin,28,44,0.6567164179104478,inferred_from_held_out_structure,0.6660344827586206,0.10016127663186487,0.16938578947336663
TGME49_297210,nucleus - chromatin,28,44,0.6567164179104478,inferred_from_held_out_structure,0.6660344827586206,0.10016127663186487,0.16938578947336663
TGME49_267855,nucleus - chromatin,10,28,0.717948717948718,inferred_from_held_out_structure,0.6660344827586206,0.10016127663186487,0.16938578947336663
TGME49_229260,nucleus - chromatin,10,28,0.717948717948718,inferred_from_held_out_structure,0.6660344827586206,0.10016127663186487,0.16938578947336663
TGME49_216430,nucleus - chromatin,9,14,0.56,inferred_from_held_out_structure,0.6660344827586206,0.10016127663186487,0.16938578947336663
TGME49_215080,nucleus - chromatin,28,44,0.6567164179104478,inferred_from_held_out_structure,0.6660344827586206,0.10016127663186487,0.16938578947336663
TGME49_204100,nucleus - chromatin,28,44,0.6567164179104478,inferred_from_held_out_structure,0.6660344827586206,0.10016127663186487,0.16938578947336663
TGME49_221720,nucleus - chromatin,28,44,0.6567164179104478,inferred_from_held_out_structure,0.6660344827586206,0.10016127663186487,0.16938578947336663
TGME49_213635,nucleus - chromatin,28,44,0.6567164179104478,inferred_from_held_out_structure,0.6660344827586206,0.10016127663186487,0.16938578947336663
TGME49_306300,nucleus - chromatin,28,44,0.6567164179104478,inferred_from_held_out_structure,0.6660344827586206,0.10016127663186487,0.16938578947336663
TGME49_277940,nucleus - chromatin,28,44,0.6567164179104478,inferred_from_held_out_structure,0.6660344827586206,0.10016127663186487,0.16938578947336663
TGME49_319610,nucleus - chromatin,10,28,0.717948717948718,inferred_from_held_out_structure,0.6660344827586206,0.10016127663186487,0.16938578947336663
TGME49_242260,nucleus - chromatin,28,44,0.6567164179104478,inferred_from_held_out_structure,0.6660344827586206,0.10016127663186487,0.16938578947336663
TGME49_285780,nucleus - chromatin,28,44,0.6567164179104478,inferred_from_held_out_structure,0.6660344827586206,0.10016127663186487,0.16938578947336663
TGME49_213325,nucleus - chromatin,28,44,0.6567164179104478,inferred_from_held_out_structure,0.6660344827586206,0.10016127663186487,0.16938578947336663
TGME49_272475,nucleus - chromatin,28,44,0.6567164179104478,inferred_from_held_out_structure,0.6660344827586206,0.10016127663186487,0.16938578947336663
TGME49_237860,nucleus - chromatin,28,44,0.6567164179104478,inferred_from_held_out_structure,0.6660344827586206,0.10016127663186487,0.16938578947336663
TGME49_294860,nucleus - chromatin,28,44,0.6567164179104478,inferred_from_held_out_structure,0.6660344827586206,0.10016127663186487,0.16938578947336663
TGME49_283520,nucleus - chromatin,28,44,0.6567164179104478,inferred_from_held_out_structure,0.6660344827586206,0.10016127663186487,0.16938578947336663
TGME49_244130,nucleus - chromatin,9,14,0.56,inferred_from_held_out_structure,0.6660344827586206,0.10016127663186487,0.16938578947336663
TGME49_258420,nucleus - chromatin,28,44,0.6567164179104478,inferred_from_held_out_structure,0.6660344827586206,0.10016127663186487,0.16938578947336663
TGME49_287970,nucleus - chromatin,28,44,0.6567164179104478,inferred_from_held_out_structure,0.6660344827586206,0.10016127663186487,0.16938578947336663
TGME49_201120,nucleus - chromatin,28,44,0.6567164179104478,inferred_from_held_out_structure,0.6660344827586206,0.10016127663186487,0.16938578947336663
TGME49_240410,nucleus - chromatin,28,44,0.6567164179104478,inferred_from_held_out_structure,0.6660344827586206,0.10016127663186487,0.16938578947336663
TGME49_265770,nucleus - chromatin,10,28,0.717948717948718,inferred_from_held_out_structure,0.6660344827586206,0.10016127663186487,0.16938578947336663
TGME49_209970,nucleus - chromatin,28,44,0.6567164179104478,inferred_from_held_out_structure,0.6660344827586206,0.10016127663186487,0.16938578947336663
TGME49_316750,nucleus - chromatin,28,44,0.6567164179104478,inferred_from_held_out_structure,0.6660344827586206,0.10016127663186487,0.16938578947336663
TGME49_310220,nucleus - chromatin,9,14,0.56,inferred_from_held_out_structure,0.6660344827586206,0.10016127663186487,0.16938578947336663
TGME49_318190,nucleus - chromatin,28,44,0.6567164179104478,inferred_from_held_out_structure,0.6660344827586206,0.10016127663186487,0.16938578947336663
TGME49_312065,nucleus - chromatin,28,44,0.6567164179104478,inferred_from_held_out_structure,0.6660344827586206,0.10016127663186487,0.16938578947336663
TGME49_248570,nucleus - chromatin,28,44,0.6567164179104478,inferred_from_held_out_structure,0.6660344827586206,0.10016127663186487,0.16938578947336663
TGME49_319880,nucleus - chromatin,28,44,0.6567164179104478,inferred_from_held_out_structure,0.6660344827586206,0.10016127663186487,0.16938578947336663
TGME49_311250,nucleus - chromatin,28,44,0.6567164179104478,inferred_from_held_out_structure,0.6660344827586206,0.10016127663186487,0.16938578947336663
TGME49_263510,nucleus - chromatin,28,44,0.6567164179104478,inferred_from_held_out_structure,0.6660344827586206,0.10016127663186487,0.16938578947336663
TGME49_278640,nucleus - chromatin,28,44,0.6567164179104478,inferred_from_held_out_structure,0.6660344827586206,0.10016127663186487,0.16938578947336663
TGME49_238410,nucleus - chromatin,28,44,0.6567164179104478,inferred_from_held_out_structure,0.6660344827586206,0.10016127663186487,0.16938578947336663
TGME49_270760,nucleus - chromatin,28,44,0.6567164179104478,inferred_from_held_out_structure,0.6660344827586206,0.10016127663186487,0.16938578947336663
TGME49_260390,nucleus - chromatin,28,44,0.6567164179104478,inferred_from_held_out_structure,0.6660344827586206,0.10016127663186487,0.16938578947336663
TGME49_235478,nucleus - chromatin,28,44,0.6567164179104478,inferred_from_held_out_structure,0.6660344827586206,0.10016127663186487,0.16938578947336663
TGME49_214130,nucleus - chromatin,28,44,0.6567164179104478,inferred_from_held_out_structure,0.6660344827586206,0.10016127663186487,0.16938578947336663
TGME49_249880,nucleus - chromatin,28,44,0.6567164179104478,inferred_from_held_out_structure,0.6660344827586206,0.10016127663186487,0.16938578947336663
TGME49_230650,nucleus - chromatin,28,44,0.6567164179104478,inferred_from_held_out_structure,0.6660344827586206,0.10016127663186487,0.16938578947336663
TGME49_312500,nucleus - chromatin,28,44,0.6567164179104478,inferred_from_held_out_structure,0.6660344827586206,0.10016127663186487,0.16938578947336663
TGME49_214630,nucleus - chromatin,28,44,0.6567164179104478,inferred_from_held_out_structure,0.6660344827586206,0.10016127663186487,0.16938578947336663
TGME49_232970,nucleus - chromatin,28,44,0.6567164179104478,inferred_from_held_out_structure,0.6660344827586206,0.10016127663186487,0.16938578947336663
TGME49_230990,nucleus - chromatin,28,44,0.6567164179104478,inferred_from_held_out_structure,0.6660344827586206,0.10016127663186487,0.16938578947336663
TGME49_227010,dense granules,3,59,0.7023809523809523,inferred_from_held_out_structure,0.6871158958001062,0.38353576248313087,0.4724730367548958
TGME49_207700,dense granules,3,59,0.7023809523809523,inferred_from_held_out_structure,0.6871158958001062,0.38353576248313087,0.4724730367548958
TGME49_242240,dense granules,3,59,0.7023809523809523,inferred_from_held_out_structure,0.6871158958001062,0.38353576248313087,0.4724730367548958
TGME49_239600,dense granules,3,59,0.7023809523809523,inferred_from_held_out_structure,0.6871158958001062,0.38353576248313087,0.4724730367548958
TGME49_254190,PM - peripheral 1,25,14,1.0,inferred_from_held_out_structure,0.5866666666666667,0.22222222222222224,0.3199267399267399
TGME49_301000,PM - peripheral 1,25,14,1.0,inferred_from_held_out_structure,0.5866666666666667,0.22222222222222224,0.3199267399267399
TGME49_312980,PM - peripheral 1,25,14,1.0,inferred_from_held_out_structure,0.5866666666666667,0.22222222222222224,0.3199267399267399
TGME49_241610,dense granules,3,59,0.7023809523809523,inferred_from_held_out_structure,0.6871158958001062,0.38353576248313087,0.4724730367548958
TGME49_229170,PM - peripheral 1,25,14,1.0,inferred_from_held_out_structure,0.5866666666666667,0.22222222222222224,0.3199267399267399
TGME49_259270,PM - peripheral 1,25,14,1.0,inferred_from_held_out_structure,0.5866666666666667,0.22222222222222224,0.3199267399267399
TGME49_242230,dense granules,3,59,0.7023809523809523,inferred_from_held_out_structure,0.6871158958001062,0.38353576248313087,0.4724730367548958
TGME49_329710,PM - peripheral 1,25,14,1.0,inferred_from_held_out_structure,0.5866666666666667,0.22222222222222224,0.3199267399267399
TGME49_259290,PM - peripheral 1,25,14,1.0,inferred_from_held_out_structure,0.5866666666666667,0.22222222222222224,0.3199267399267399
TGME49_278090,PM - peripheral 1,25,14,1.0,inferred_from_held_out_structure,0.5866666666666667,0.22222222222222224,0.3199267399267399
