organism,strategy,parameter,value,runs,skill,skill_low,skill_high,pass_rate
Tg,cluster_guilt,min_cluster_size,10,100,0.35842102568769685,0.32048140111682305,0.39636065025857065,0.58
Tg,cluster_guilt,min_cluster_size,25,100,0.30557095508262166,0.2518810130568785,0.35926089710836484,0.51
Tg,cluster_guilt,min_cluster_size,60,100,0.25242960255577057,0.19197074495172822,0.3128884601598129,0.41
Tg,cluster_guilt,min_lift,1.5,150,0.27433156061447067,0.23993407019046853,0.3087290510384728,0.5933333333333334
Tg,cluster_guilt,min_lift,3.0,150,0.35685161180205577,0.3066993892914576,0.4070038343126539,0.4066666666666667
Tg,cluster_guilt,selection,eom,150,0.25187286759493455,0.19015489976355412,0.31359083542631494,0.26666666666666666
Tg,cluster_guilt,selection,leaf,150,0.3432261585108755,0.3157480935644665,0.37070422345728454,0.7333333333333333
Tg,cluster_guilt,target,compartment,60,0.320885190092611,0.2500946422107544,0.39167573797446764,0.65
Tg,cluster_guilt,target,dtm_class,60,0.2275148523903438,0.20206756394994674,0.25296214083074087,0.7
Tg,cluster_guilt,target,lopit_unified,60,0.27856952383060724,0.220500041487901,0.3366390061733135,0.5833333333333334
Tg,cluster_guilt,target,screen_any_phenotype,60,,,,0.0
Tg,cluster_guilt,target,stage_enriched_derived,60,0.4417475733970026,0.39644162731438487,0.48705351947962033,0.5666666666666667
Tg,condition_shift,model,boosted,10,0.09597064333474874,0.07258449580240137,0.11935679086709611,0.4
Tg,condition_shift,model,ridge,10,0.07919281936848807,0.05648688420024535,0.10189875453673079,0.2
Tg,condition_shift,own_kind,include,10,0.10701912859634395,0.0852039250466736,0.1288343321460143,0.6
Tg,condition_shift,own_kind,leave out,10,0.06814433410689287,0.05275108182181241,0.08353758639197333,0.0
Tg,conjunctions,min_cluster_size,15,5,0.4896497422085216,0.2962268926409373,0.6830725917761058,1.0
Tg,conjunctions,min_cluster_size,30,5,0.6609195402298851,0.5878953750794559,0.7339437053803143,0.4
Tg,conjunctions,min_cluster_size,8,5,0.48259583684603735,-0.10849842278156985,1.0736900964736447,0.6
Tg,consensus_modules,target,compartment,15,0.058947890111457214,0.03849314161560051,0.07940263860731392,0.5333333333333333
Tg,consensus_modules,target,dtm_class,15,0.06717300357450252,0.04470216010756788,0.08964384704143716,0.3333333333333333
Tg,consensus_modules,target,lopit_unified,15,0.08305773767038073,0.05723958947315416,0.1088758858676073,0.8
Tg,consensus_modules,target,screen_any_phenotype,15,-0.02520092944416498,-0.05980733292872241,0.00940547404039245,0.0
Tg,consensus_modules,target,stage_enriched_derived,15,0.13720568727633997,0.10998728193399841,0.16442409261868152,0.8
Tg,consensus_modules,threshold,0.3,25,0.06966401389980877,0.0364337509135748,0.10289427688604273,0.52
Tg,consensus_modules,threshold,0.5,25,0.07301435784368654,0.039176866935508224,0.10685184875186485,0.56
Tg,consensus_modules,threshold,0.8,25,0.05003166176961399,0.032709342330904376,0.0673539812083236,0.4
Tg,feature_knn,k,15,75,0.20322326677550895,0.16590432610051323,0.24054220745050467,0.6
Tg,feature_knn,k,5,75,0.27121262819881836,0.23146446770502738,0.31096078869260935,0.7866666666666666
Tg,feature_knn,k,50,75,0.12022925093434417,0.08813088251398779,0.15232761935470054,0.4666666666666667
Tg,feature_knn,min_share,0.0,75,0.21867025388498143,0.18290127793785194,0.2544392298321109,0.6533333333333333
Tg,feature_knn,min_share,0.3,75,0.2268131403699566,0.1900771262719829,0.26354915446793026,0.6533333333333333
Tg,feature_knn,min_share,0.6,75,0.1491817516537335,0.10684754600357196,0.19151595730389506,0.5466666666666666
Tg,feature_knn,target,compartment,45,0.22830424458558352,0.1966479441966189,0.2599605449745481,0.8888888888888888
Tg,feature_knn,target,dtm_class,45,0.10022522932042151,0.06853261954685923,0.1319178390939838,0.28888888888888886
Tg,feature_knn,target,lopit_unified,45,0.2982305927609487,0.2767328456901183,0.3197283398317791,1.0
Tg,feature_knn,target,screen_any_phenotype,45,-0.004705838721317728,-0.029666371392211236,0.02025469394957578,0.022222222222222223
Tg,feature_knn,target,stage_enriched_derived,45,0.36905434856881647,0.32712776021184964,0.4109809369257833,0.8888888888888888
Tg,geneset_hunt,exclude,compartment,20,0.04552302988621258,0.0373760745610921,0.053669985211333066,0.4
Tg,geneset_hunt,exclude,dtm_class,20,0.0215917925258704,0.011967156104605844,0.031216428947134958,0.0
Tg,geneset_hunt,exclude,lopit_unified,20,0.038952640823231396,0.031214430840740236,0.04669085080572256,0.2
Tg,geneset_hunt,exclude,screen_any_phenotype,20,0.038553221561995886,0.028673029228294535,0.04843341389569723,0.3
Tg,geneset_hunt,exclude,stage_enriched_derived,20,-0.011517545746459575,-0.01708999091911445,-0.005945100573804698,0.0
Tg,geneset_hunt,min_cluster_size,"10, 25",50,0.026840123139684494,0.01872151191545435,0.03495873436391464,0.2
Tg,geneset_hunt,min_cluster_size,"20, 50",50,0.026401132480655776,0.01904962486993672,0.03375264009137483,0.16
Tg,geneset_hunt,n_neighbors,"10, 30",50,0.02988603661666457,0.021879310002776306,0.03789276323055284,0.24
Tg,geneset_hunt,n_neighbors,"15, 50",50,0.023355219003675706,0.016000003670001536,0.030710434337349875,0.12
Tg,holdout_search,min_cluster_size,"10, 25",75,0.06184033037904437,0.04974529628363646,0.07393536447445229,0.4266666666666667
Tg,holdout_search,min_cluster_size,"20, 50",75,0.07285603993046995,0.06105252783826014,0.08465955202267976,0.52
Tg,holdout_search,n_neighbors,"10, 30",50,0.06393777959120346,0.049857794649413034,0.07801776453299389,0.5
Tg,holdout_search,n_neighbors,"15, 50",50,0.060426749413635863,0.04670477057494611,0.07414872825232562,0.4
Tg,holdout_search,n_neighbors,"25, 100",50,0.07768002645943216,0.061389973480076736,0.09397007943878757,0.52
Tg,holdout_search,selection,"eom, leaf",150,0.06734818515475716,0.05894895584137384,0.07574741446814047,0.47333333333333333
Tg,holdout_search,target,compartment,30,0.06912857437333601,0.06202309907512904,0.07623404967154299,0.8
Tg,holdout_search,target,dtm_class,30,0.07680219628331968,0.07005780973944423,0.08354658282719513,0.0
Tg,holdout_search,target,lopit_unified,30,0.09837501814467418,0.08789209632993679,0.10885793995941158,1.0
Tg,holdout_search,target,screen_any_phenotype,30,0.001236637608276242,-0.00399118110459333,0.0064644563211458134,0.0
Tg,holdout_search,target,stage_enriched_derived,30,0.09119849936417969,0.062153124986366,0.12024387374199338,0.5666666666666667
Tg,label_outliers,k,15,25,0.6377300182946487,0.5648044756988003,0.7106555608904971,1.0
Tg,label_outliers,k,5,25,0.6271221210952508,0.5552128255131068,0.6990314166773948,1.0
Tg,label_outliers,k,50,25,0.6258772665859271,0.5531736342627044,0.6985808989091499,0.96
Tg,label_outliers,target,compartment,15,0.5966676922716571,0.5798970737824226,0.6134383107608915,1.0
Tg,label_outliers,target,dtm_class,15,0.7919155395680187,0.7870162920563477,0.7968147870796898,1.0
Tg,label_outliers,target,lopit_unified,15,0.6205507774123651,0.6060126264888686,0.6350889283358616,1.0
Tg,label_outliers,target,screen_any_phenotype,15,0.34111281971787066,0.29558764867828025,0.3866379907574611,0.9333333333333333
Tg,label_outliers,target,stage_enriched_derived,15,0.8009688476564657,0.7911888822639904,0.810748813048941,1.0
Tg,layer_propagation,layer,coexpression,75,0.12568877422896974,0.11286154890334527,0.1385159995545942,0.6266666666666667
Tg,layer_propagation,layer,cofitness,75,0.07070617493962507,0.05668441041249292,0.08472793946675722,0.37333333333333335
Tg,layer_propagation,layer,comention,75,0.01069013545103113,0.008596773850252898,0.012783497051809364,0.0
Tg,layer_propagation,layer,comention_ft,75,0.059224729676625995,0.047164781352990195,0.0712846780002618,0.4533333333333333
Tg,layer_propagation,layer,cotranslation,75,0.01727546380894055,0.010295638135000675,0.02425528948288043,0.16
Tg,layer_propagation,layer,domain,75,0.044494569191758794,0.033156322980233105,0.05583281540328448,0.6
Tg,layer_propagation,layer,ip_ms,75,0.0018000831490762408,0.0010865584253230928,0.002513607872829389,0.0
Tg,layer_propagation,layer,orthogroup,75,0.0,0.0,0.0,0.0
Tg,layer_propagation,layer,struct,75,0.07518384335920218,0.06194364001837077,0.08842404670003359,0.6
Tg,layer_propagation,layer,structural_hole,75,0.0076733677642315005,0.005684599071300579,0.00966213645716242,0.0
Tg,layer_propagation,layer,unwritten_interaction,75,0.06734063999701811,0.052033048401072104,0.08264823159296412,0.5466666666666666
Tg,layer_propagation,layer,xlms,75,0.07454326253783729,0.05830342962733883,0.09078309544833574,0.5733333333333334
Tg,layer_propagation,restart,0.2,300,0.045427553501098866,0.03866617160496893,0.052188935397228804,0.3433333333333333
Tg,layer_propagation,restart,0.5,300,0.04501359732662483,0.038387039540285425,0.05164015511296423,0.3333333333333333
Tg,layer_propagation,restart,0.8,300,0.044173244746477,0.03753473471241481,0.05081175478053919,0.30666666666666664
Tg,layer_propagation,target,compartment,180,0.058132129064635614,0.050220213478221976,0.06604404465104925,0.5
Tg,layer_propagation,target,dtm_class,180,0.06131033703602217,0.052792178320302946,0.0698284957517414,0.4888888888888889
Tg,layer_propagation,target,lopit_unified,180,0.07717070655847402,0.06742030094882423,0.08692111216812382,0.5111111111111111
Tg,layer_propagation,target,screen_any_phenotype,180,0.006614115981349393,0.0012636925930566128,0.011964539369642173,0.011111111111111112
Tg,layer_propagation,target,stage_enriched_derived,180,0.0189717256915308,0.01347254793599855,0.02447090344706305,0.12777777777777777
Tg,layer_vote,k,15,25,0.3003064377117962,0.12902724446284353,0.4715856309607489,0.8
Tg,layer_vote,k,5,25,0.2979818631762029,0.13449466060478432,0.4614690657476215,0.84
Tg,layer_vote,k,50,25,0.3265167355138862,0.17235490719425148,0.4806785638335209,0.8
Tg,layer_vote,target,compartment,15,0.31833106339427825,0.307940605227582,0.3287215215609745,1.0
Tg,layer_vote,target,dtm_class,15,0.5061967306951504,0.4446190117274851,0.5677744496628157,1.0
Tg,layer_vote,target,lopit_unified,15,0.3745138701430265,0.3490372143553137,0.3999905259307393,1.0
Tg,layer_vote,target,screen_any_phenotype,15,-0.28145486221969657,-0.5590871817612013,-0.0038225426781918204,0.06666666666666667
Tg,layer_vote,target,stage_enriched_derived,15,0.6237549253237169,0.563426424864688,0.6840834257827458,1.0
Tg,link_prediction,layer,struct,5,0.9275224034440429,0.9228907911914105,0.9321540156966753,1.0
Tg,link_prediction,layer,xlms,5,0.6061006999194121,0.5783863860890983,0.6338150137497258,1.0
Tg,map_neighbours,k,15,75,0.13348187895252103,0.10237109769776719,0.16459266020727487,0.6
Tg,map_neighbours,k,5,75,0.15248541326786277,0.1186593700899659,0.18631145644575964,0.6
Tg,map_neighbours,k,50,75,0.1336580221265541,0.10801705822498256,0.15929898602812562,0.5466666666666666
Tg,map_neighbours,n_neighbors,10,75,0.15167832121144353,0.12016051412787873,0.18319612829500834,0.5733333333333334
Tg,map_neighbours,n_neighbors,25,75,0.14030338908611806,0.11075715868660571,0.1698496194856304,0.5866666666666667
Tg,map_neighbours,n_neighbors,60,75,0.12764360404937627,0.09763566816404154,0.157651539934711,0.5866666666666667
Tg,map_neighbours,target,compartment,45,0.1994024073584956,0.19116347375054477,0.20764134096644643,1.0
Tg,map_neighbours,target,dtm_class,45,0.01842873562707056,0.00382042494122963,0.03303704631291149,0.0
Tg,map_neighbours,target,lopit_unified,45,0.25820012033107603,0.25043012611864174,0.2659701145435103,1.0
Tg,map_neighbours,target,screen_any_phenotype,45,-0.024185976230196908,-0.05141333960149061,0.0030413871410967935,0.044444444444444446
Tg,map_neighbours,target,stage_enriched_derived,45,0.24753023682511782,0.2285536760894495,0.26650679756078616,0.8666666666666667
Tg,masked_imputation,rank,20,5,0.8682531905144277,0.8612032591060035,0.875303121922852,1.0
Tg,masked_imputation,rank,5,5,0.7371016172572246,0.7322643324315419,0.7419389020829072,1.0
Tg,masked_imputation,rank,60,5,0.9020757599391442,0.897401083968839,0.9067504359094495,1.0
Tg,multiplex_modules,agreement,0.3,75,0.03917311238095788,0.02838745577158729,0.04995876899032847,0.21333333333333335
Tg,multiplex_modules,agreement,0.5,75,0.03788838844838036,0.027456124113800065,0.04832065278296066,0.21333333333333335
Tg,multiplex_modules,resolution,0.5,50,0.01353335261911835,-0.0005213232983331678,0.02758802853656987,0.0
Tg,multiplex_modules,resolution,1.0,50,0.053880558484409924,0.04155326540462209,0.06620785156419776,0.4
Tg,multiplex_modules,resolution,2.0,50,0.04817834014047907,0.03864754521390212,0.05770913506705603,0.24
Tg,multiplex_modules,target,compartment,30,0.0303176497191227,0.024815498047730887,0.035819801390514515,0.0
Tg,multiplex_modules,target,dtm_class,30,0.03270616854352837,0.019062231121230094,0.04635010596582664,0.2
Tg,multiplex_modules,target,lopit_unified,30,0.06833256885797459,0.05494459268748471,0.08172054502846447,0.6666666666666666
Tg,multiplex_modules,target,screen_any_phenotype,30,0.026690333494027864,-0.0007148324925301958,0.054095499480585924,0.06666666666666667
Tg,multiplex_modules,target,stage_enriched_derived,30,0.034607031458692074,0.020402804292717402,0.048811258624666745,0.13333333333333333
Tg,neighbour_space,k,10,50,0.47412072481769146,0.39702717386133834,0.5512142757740446,0.92
Tg,neighbour_space,k,25,50,0.4741207248176915,0.3970271738613384,0.5512142757740447,0.92
Tg,neighbour_space,k,5,50,0.4741207248176915,0.3970271738613384,0.5512142757740447,0.92
Tg,neighbour_space,knn,15,75,0.4741207248176915,0.4119188077491372,0.5363226418862458,0.92
Tg,neighbour_space,knn,5,75,0.47412072481769146,0.41191880774913714,0.5363226418862458,0.92
Tg,neighbour_space,layer,coexpression,30,0.5874031947858089,0.5852730743652316,0.5895333152063863,1.0
Tg,neighbour_space,layer,cofitness,30,0.1351261204305587,0.12936435744605249,0.1408878834150649,1.0
Tg,neighbour_space,layer,cotranslation,30,0.8945412164017141,0.8842028517442493,0.904879581059179,1.0
Tg,neighbour_space,layer,struct,30,0.49002006169618745,0.45413802154160865,0.5259021018507662,1.0
Tg,neighbour_space,layer,xlms,30,0.26351303077418814,0.2486454341628929,0.27838062738548336,0.6
Tg,network_training,fraction,0.25,50,0.49698284640270124,0.42266580140482435,0.5712998914005781,0.96
Tg,network_training,fraction,0.4,50,0.4849147889733312,0.41220242962184933,0.557627148324813,0.98
Tg,network_training,layer,coexpression,20,0.5880210577591547,0.5844432356092514,0.591598879909058,1.0
Tg,network_training,layer,cofitness,20,0.14405695581309275,0.1368797238049881,0.15123418782119738,1.0
Tg,network_training,layer,cotranslation,20,0.8873471680188476,0.8758649098463086,0.8988294261913866,1.0
Tg,network_training,layer,struct,20,0.4973748918128752,0.45085468911908727,0.5438950945066632,1.0
Tg,network_training,layer,xlms,20,0.3379440150361108,0.2963127497220331,0.37957528035018856,0.85
Tg,network_training,model,embedding,50,0.5148143611993156,0.4450987655768149,0.5845299568218162,1.0
Tg,network_training,model,logistic,50,0.4670832741767169,0.39051980397633,0.5436467443771038,0.94
Tg,paralog_divergence,min_shared,10,25,0.16371363468288783,0.09889078682301733,0.22853648254275832,0.48
Tg,paralog_divergence,min_shared,30,25,0.16371363468288783,0.09889078682301733,0.22853648254275832,0.48
Tg,paralog_divergence,min_shared,5,25,0.16371363468288785,0.09889078682301737,0.22853648254275832,0.48
Tg,paralog_divergence,target,compartment,15,0.0940632182019385,0.08777846952736171,0.10034796687651529,0.4
Tg,paralog_divergence,target,dtm_class,15,0.02610764609973036,0.023230593821416113,0.02898469837804461,0.0
Tg,paralog_divergence,target,lopit_unified,15,0.15053489723919494,0.1443703986985396,0.1566993957798503,1.0
Tg,paralog_divergence,target,screen_any_phenotype,15,,,,0.0
Tg,paralog_divergence,target,stage_enriched_derived,15,0.3841487771906876,0.3788331784985379,0.3894643758828372,1.0
Tg,physical_partners,target,compartment,5,0.4281165101143639,0.40424211644032715,0.4519909037884007,1.0
Tg,physical_partners,target,dtm_class,5,0.3023814944847165,0.25748717922810266,0.3472758097413304,1.0
Tg,physical_partners,target,lopit_unified,5,0.4877897346809844,0.4498430307781219,0.525736438583847,1.0
Tg,physical_partners,target,screen_any_phenotype,5,0.007568360205566192,-0.021106319528169357,0.03624303993930174,0.0
Tg,physical_partners,target,stage_enriched_derived,5,0.02139692053668109,-0.0007839088104035288,0.043577749883765705,0.0
Tg,positive_unlabeled,bags,15,25,0.7873751569430489,0.7545045368542715,0.8202457770318263,1.0
Tg,positive_unlabeled,bags,40,25,0.7880792560445761,0.755352466070252,0.8208060460189002,1.0
Tg,positive_unlabeled,bags,5,25,0.7856428998722247,0.7530261689699912,0.8182596307744582,1.0
Tg,positive_unlabeled,exclude,compartment,15,0.8812781575569174,0.8734986546616266,0.8890576604522082,1.0
Tg,positive_unlabeled,exclude,dtm_class,15,0.664457311435405,0.6473270151459976,0.6815876077248124,1.0
Tg,positive_unlabeled,exclude,lopit_unified,15,0.843888590047642,0.8347493186868722,0.8530278614084119,1.0
Tg,positive_unlabeled,exclude,screen_any_phenotype,15,0.7869381122029301,0.773015207903188,0.8008610165026722,1.0
Tg,positive_unlabeled,exclude,stage_enriched_derived,15,0.7586000168568543,0.7481959579547672,0.7690040757589414,1.0
Tg,recoverability_atlas,k,15,25,0.4994546448146533,0.37743567769329345,0.6214736119360131,0.8
Tg,recoverability_atlas,k,5,25,0.45077426044427404,0.34164449666304797,0.5599040242255001,0.8
Tg,recoverability_atlas,k,50,25,0.5239147178874269,0.39976587172616274,0.6480635640486911,0.8
Tg,recoverability_atlas,target,compartment,15,0.6136114938399383,0.5579406761347484,0.6692823115451282,1.0
Tg,recoverability_atlas,target,dtm_class,15,0.5359896794587924,0.49776505073805616,0.5742143081795287,1.0
Tg,recoverability_atlas,target,lopit_unified,15,0.6772596032369638,0.6434064479692896,0.711112758504638,1.0
Tg,recoverability_atlas,target,screen_any_phenotype,15,-0.04314657149028464,-0.10490354615225281,0.018610403171683533,0.0
Tg,recoverability_atlas,target,stage_enriched_derived,15,0.6731918335318475,0.6490967157306651,0.69728695133303,1.0
Tg,seed_expansion,exclude,compartment,30,0.5848167287416245,0.5342951641140891,0.6353382933691599,1.0
Tg,seed_expansion,exclude,dtm_class,30,0.5597373953752288,0.5443277668151811,0.5751470239352765,1.0
Tg,seed_expansion,exclude,lopit_unified,30,0.6255372841923585,0.5948576752977542,0.6562168930869628,1.0
Tg,seed_expansion,exclude,screen_any_phenotype,30,0.5628887294028856,0.5475644294080836,0.5782130293976876,1.0
Tg,seed_expansion,exclude,stage_enriched_derived,30,0.25636012826058857,0.20260005824273633,0.3101201982784408,0.6
Tg,seed_expansion,mode,networks,75,0.4425266730590282,0.4036485124620836,0.4814048336559728,0.84
Tg,seed_expansion,mode,networks + measurements,75,0.593209433330046,0.565045685578341,0.6213731810817511,1.0
Tg,seed_expansion,restart,0.1,50,0.5156429731188532,0.4684717980706408,0.5628141481670657,0.92
Tg,seed_expansion,restart,0.3,50,0.5183216549317012,0.4709883375664778,0.5656549722969247,0.92
Tg,seed_expansion,restart,0.6,50,0.519639531533057,0.4722294026763196,0.5670496603897943,0.92
Tg,set_enrichment,exclude,compartment,5,0.7910609433147705,0.7508413655375116,0.8312805210920294,1.0
Tg,set_enrichment,exclude,dtm_class,5,0.5648480852345192,0.4151362049476416,0.7145599655213969,1.0
Tg,set_enrichment,exclude,lopit_unified,5,0.6778788134910003,0.6290181220983335,0.7267395048836671,1.0
Tg,set_enrichment,exclude,screen_any_phenotype,5,0.5979762322183594,0.47934690130785657,0.7166055631288621,1.0
Tg,set_enrichment,exclude,stage_enriched_derived,5,0.4421926567377872,0.3503801438049543,0.5340051696706201,1.0
Tg,split_clusters,min_cluster_size,15,5,,,,0.0
Tg,split_clusters,min_cluster_size,40,5,,,,0.0
Tg,split_clusters,min_cluster_size,80,5,,,,0.0
Tg,stratum_focus,stratum,conserved,25,0.25444242104660136,0.16393633003964897,0.34494851205355376,0.6
Tg,stratum_focus,stratum,hypothetical protein,25,0.20721089012026248,0.15681382141073535,0.2576079588297896,0.64
Tg,stratum_focus,stratum,lineage-specific,25,0.26447517024507156,0.21150230286557375,0.31744803762456936,0.6
Tg,stratum_focus,stratum,understudied,25,0.21447415221323493,0.15115812783211552,0.27779017659435434,0.64
Tg,stratum_focus,target,compartment,20,0.2923300808249917,0.27263116007867566,0.3120290015713077,1.0
Tg,stratum_focus,target,dtm_class,20,0.06223694243683733,0.04934612215006074,0.0751277627236139,0.0
Tg,stratum_focus,target,lopit_unified,20,0.3380640710903847,0.3266909783332424,0.34943716384752704,1.0
Tg,stratum_focus,target,screen_any_phenotype,20,0.041519756874764745,-0.01721313732484997,0.10025265107437946,0.1
Tg,stratum_focus,target,stage_enriched_derived,20,0.3858635874619075,0.3303104002925941,0.4414167746312209,1.0
Tg,structural_homology,level,1,5,0.6367787703758216,0.5876413885999813,0.685916152151662,1.0
Tg,structural_homology,level,2,5,0.6971572675660471,0.6473536640706363,0.7469608710614579,1.0
Tg,structural_homology,level,3,5,0.7131975034890582,0.6905426105895993,0.7358523963885171,1.0
Tg,supervised_classifier,C,0.01,25,0.31831502017160146,0.24718469414368052,0.3894453461995224,0.8
Tg,supervised_classifier,C,0.1,25,0.36836120940950806,0.27577931720376997,0.46094310161524615,0.8
Tg,supervised_classifier,C,1.0,25,0.37627218482680996,0.2765246353057131,0.47601973434790684,0.8
Tg,supervised_classifier,C,10.0,25,0.3718462057977476,0.2931946835059619,0.45049772808953326,0.8
Tg,supervised_classifier,target,compartment,20,0.37336854592551144,0.3411769839428375,0.40556010790818536,1.0
Tg,supervised_classifier,target,dtm_class,20,0.3381282486578046,0.3233211841228865,0.3529353131927227,1.0
Tg,supervised_classifier,target,lopit_unified,20,0.4723835665220709,0.4464234238687799,0.4983437091753619,1.0
Tg,supervised_classifier,target,screen_any_phenotype,20,0.010043319340113342,-0.03377481100688562,0.0538614496871123,0.0
Tg,supervised_classifier,target,stage_enriched_derived,20,0.5995695948115836,0.575278906508775,0.6238602831143921,1.0
Tg,trait_regression,model,boosted,30,0.6112788543928626,0.4673039475023117,0.7552537612834134,0.8333333333333334
Tg,trait_regression,model,ridge,30,0.5736945701946875,0.437913763232077,0.709475377157298,0.7333333333333333
Tg,trait_regression,own_kind,include,30,0.6361345021634656,0.4947226269993386,0.7775463773275926,0.9
Tg,trait_regression,own_kind,leave out,30,0.5488389224240844,0.41201726537742556,0.6856605794707432,0.6666666666666666
Tg,trait_regression,target,expr_tachy,20,0.9180783479745624,0.8975229326705234,0.9386337632786015,1.0
Tg,trait_regression,target,fit_invitro_hff,20,0.776497954834197,0.7411896687062005,0.8118062409621936,1.0
Tg,trait_regression,target,fit_invivo_PE,20,0.08288383407256569,0.06400189719622876,0.10176577094890263,0.35
Tg,triangulation,min_agree,1,25,0.2795935998518718,0.21287637329877124,0.3463108264049724,0.6
Tg,triangulation,min_agree,2,25,0.3480192527442418,0.26733256227138613,0.42870594321709743,0.6
Tg,triangulation,min_agree,3,25,0.5979627842902704,0.46151294381872576,0.734412624761815,0.8
Tg,triangulation,target,compartment,15,0.519728391043143,0.4298080115488248,0.6096487705374611,1.0
Tg,triangulation,target,dtm_class,15,0.43419964852341153,0.2882934032875602,0.5801058937592629,0.3333333333333333
Tg,triangulation,target,lopit_unified,15,0.5310761249679741,0.44680959683641996,0.6153426530995282,1.0
Tg,triangulation,target,screen_any_phenotype,15,-0.008466145859751802,-0.06272498306027012,0.04579269134076652,0.0
Tg,triangulation,target,stage_enriched_derived,15,0.5660880428025299,0.47606147200266397,0.6561146136023958,1.0
Tg,understudied_first,min_agree,1,25,0.25681838519563555,0.1879381735311702,0.3256985968601009,0.6
Tg,understudied_first,min_agree,2,25,0.319560518874955,0.23755199790762682,0.4015690398422832,0.6
Tg,understudied_first,min_agree,3,25,0.5715720175022877,0.43365243385702534,0.70949160114755,0.8
Tg,understudied_first,target,compartment,15,0.4960732219820574,0.4076429334511203,0.5845035105129944,1.0
Tg,understudied_first,target,dtm_class,15,0.41531522571808244,0.26882946812986425,0.5618009833063007,0.3333333333333333
Tg,understudied_first,target,lopit_unified,15,0.5008635465120618,0.4164033441062594,0.5853237489178642,1.0
Tg,understudied_first,target,screen_any_phenotype,15,-0.03812288997156314,-0.10514735415930435,0.02890157421617806,0.0
Tg,understudied_first,target,stage_enriched_derived,15,0.5391224317141583,0.4486499460083699,0.6295949174199467,1.0
Tg,unwritten_links,min_layers,1,5,0.11176611908986392,0.1112211336897994,0.11231110448992844,1.0
Tg,unwritten_links,min_layers,2,5,0.11176611908986392,0.1112211336897994,0.11231110448992844,1.0
Tg,unwritten_links,min_layers,3,5,0.11176611908986392,0.1112211336897994,0.11231110448992844,1.0
