fold,selected_structure,n_train,n_test,macro_f1,macro_precision,macro_recall,coverage,covered_accuracy
0,e004__kmeans_k40,3061,766,0.04391620757668503,0.08624260355029587,0.03203719357565511,0.0639686684073107,0.6530612244897959
1,e004__kmeans_k40,3061,766,0.046465934233903966,0.07967032967032966,0.033599733599733596,0.13315926892950392,0.5196078431372549
2,e003__kmeans_k40,3062,765,0.05037662028374103,0.08656256024677077,0.039218676060781325,0.06143790849673202,0.723404255319149
3,e003__kmeans_k40,3062,765,0.045368286332141745,0.08653846153846154,0.03312476996687523,0.0457516339869281,0.6857142857142857
4,e003__kmeans_k40,3062,765,0.031168831168831172,0.08319088319088319,0.023049851104149748,0.05620915032679739,0.6046511627906976
