gene_id,proposed,cluster,cluster_training_support,cluster_training_probability,evidence_status,nested_cv_precision,nested_cv_recall,nested_cv_f1
TGME49_225745,nucleus - chromatin,25,58,0.5686274509803921,inferred_from_held_out_structure,0.5818181818181818,0.1026653085476615,0.16184313788966884
TGME49_286270,nucleus - chromatin,25,58,0.5686274509803921,inferred_from_held_out_structure,0.5818181818181818,0.1026653085476615,0.16184313788966884
TGME49_278205,nucleus - chromatin,25,58,0.5686274509803921,inferred_from_held_out_structure,0.5818181818181818,0.1026653085476615,0.16184313788966884
TGME49_295610,nucleus - chromatin,25,58,0.5686274509803921,inferred_from_held_out_structure,0.5818181818181818,0.1026653085476615,0.16184313788966884
TGME49_288190,nucleus - chromatin,25,58,0.5686274509803921,inferred_from_held_out_structure,0.5818181818181818,0.1026653085476615,0.16184313788966884
TGME49_221280,nucleus - chromatin,25,58,0.5686274509803921,inferred_from_held_out_structure,0.5818181818181818,0.1026653085476615,0.16184313788966884
TGME49_274010,nucleus - chromatin,25,58,0.5686274509803921,inferred_from_held_out_structure,0.5818181818181818,0.1026653085476615,0.16184313788966884
TGME49_310970,nucleus - chromatin,25,58,0.5686274509803921,inferred_from_held_out_structure,0.5818181818181818,0.1026653085476615,0.16184313788966884
TGME49_215080,nucleus - chromatin,25,58,0.5686274509803921,inferred_from_held_out_structure,0.5818181818181818,0.1026653085476615,0.16184313788966884
TGME49_204100,nucleus - chromatin,25,58,0.5686274509803921,inferred_from_held_out_structure,0.5818181818181818,0.1026653085476615,0.16184313788966884
TGME49_293170,nucleus - chromatin,25,58,0.5686274509803921,inferred_from_held_out_structure,0.5818181818181818,0.1026653085476615,0.16184313788966884
TGME49_225270,nucleus - chromatin,25,58,0.5686274509803921,inferred_from_held_out_structure,0.5818181818181818,0.1026653085476615,0.16184313788966884
TGME49_221720,nucleus - chromatin,25,58,0.5686274509803921,inferred_from_held_out_structure,0.5818181818181818,0.1026653085476615,0.16184313788966884
TGME49_265190,nucleus - chromatin,25,58,0.5686274509803921,inferred_from_held_out_structure,0.5818181818181818,0.1026653085476615,0.16184313788966884
TGME49_312300,nucleus - chromatin,25,58,0.5686274509803921,inferred_from_held_out_structure,0.5818181818181818,0.1026653085476615,0.16184313788966884
TGME49_213635,nucleus - chromatin,25,58,0.5686274509803921,inferred_from_held_out_structure,0.5818181818181818,0.1026653085476615,0.16184313788966884
TGME49_306300,nucleus - chromatin,25,58,0.5686274509803921,inferred_from_held_out_structure,0.5818181818181818,0.1026653085476615,0.16184313788966884
TGME49_242260,nucleus - chromatin,25,58,0.5686274509803921,inferred_from_held_out_structure,0.5818181818181818,0.1026653085476615,0.16184313788966884
TGME49_236850,nucleus - chromatin,25,58,0.5686274509803921,inferred_from_held_out_structure,0.5818181818181818,0.1026653085476615,0.16184313788966884
TGME49_250850,nucleus - chromatin,25,58,0.5686274509803921,inferred_from_held_out_structure,0.5818181818181818,0.1026653085476615,0.16184313788966884
TGME49_213325,nucleus - chromatin,25,58,0.5686274509803921,inferred_from_held_out_structure,0.5818181818181818,0.1026653085476615,0.16184313788966884
TGME49_272475,nucleus - chromatin,25,58,0.5686274509803921,inferred_from_held_out_structure,0.5818181818181818,0.1026653085476615,0.16184313788966884
