target,blocks,na_policy,scaling,n_neighbors,min_dist,min_cluster_size,seed,n_genes,n_features,n_clusters,noise_frac,n_excluded,excluded,mean_f1,best_f1,best_label,n_labels_scored,n_labels_recovered
compartment,expression_raw+fitness_screens+interactions,median,rank,50,0.25,60,42,8140,30,7,0.12162162162162163,5,compartment;compartment_best;lopit_map;lopit_mcmc;lopit_unified,0.14440172285457675,0.24904761904761902,nucleus - chromatin,23,0
compartment,expression_raw+published_screens+interactions,median,rank,15,0.25,60,42,8140,34,11,0.15945945945945947,5,compartment;compartment_best;lopit_map;lopit_mcmc;lopit_unified,0.14432323665660327,0.24644084437898872,nucleus - chromatin,22,0
compartment,expression_raw+fitness_screens+interactions,median,rank,50,0.25,25,42,8140,30,10,0.13574938574938575,5,compartment;compartment_best;lopit_map;lopit_mcmc;lopit_unified,0.14399584697758208,0.24880611270296085,nucleus - chromatin,24,0
compartment,expression_raw+fitness_screens+interactions,median,rank,15,0.25,60,42,8140,30,7,0.12616707616707618,5,compartment;compartment_best;lopit_map;lopit_mcmc;lopit_unified,0.14398919044810884,0.24830488660275893,nucleus - chromatin,23,0
compartment,expression_summary+fitness_screens,median,rank,50,0.0,60,42,8140,12,11,0.3303439803439803,5,compartment;compartment_best;lopit_map;lopit_mcmc;lopit_unified,0.1438678378812057,0.2506861848124428,nucleus - chromatin,22,0
compartment,fitness_screens+published_screens+protein_features,median,rank,15,0.0,25,42,8140,33,29,0.12088452088452088,5,compartment;compartment_best;lopit_map;lopit_mcmc;lopit_unified,0.1438334393104579,0.4551724137931034,PM - peripheral 1,21,0
compartment,expression_summary+protein_features,median,rank,15,0.0,25,42,8140,17,42,0.10638820638820638,5,compartment;compartment_best;lopit_map;lopit_mcmc;lopit_unified,0.1438046736590894,0.4615384615384615,PM - peripheral 1,24,0
compartment,protein_features+interactions,median,rank,50,0.0,60,42,8140,17,44,0.08525798525798525,5,compartment;compartment_best;lopit_map;lopit_mcmc;lopit_unified,0.14377186991968074,0.3275862068965517,PM - peripheral 1,23,0
compartment,expression_raw+fitness_screens+interactions,median,rank,15,0.0,25,42,8140,30,20,0.09557739557739557,5,compartment;compartment_best;lopit_map;lopit_mcmc;lopit_unified,0.1435416952033679,0.24756154203437064,nucleus - chromatin,23,0
compartment,published_screens+interactions,median,rank,15,0.0,60,42,8140,16,15,0.016707616707616706,5,compartment;compartment_best;lopit_map;lopit_mcmc;lopit_unified,0.14311866864197992,0.26884422110552764,nucleus - chromatin,24,0
